,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,milk,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,sink,slide,slipper,soap,sock,soup,spoon,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
orange,1.093301,0.70998454,0.7211746,1.0437698,0.77683896,0.6262948,0.9343939,1.217589,1.2511379,1.2812475,1.2432177,1.0886648,1.0837897,1.2084055,1.1995262,0.9834338,1.0333595,1.1760415,0.83394104,1.1297102,0.9956797,0.937562,1.2127573,1.2227875,0.8881979,1.1980367,1.1849747,0.81969154,0.91242296,1.2747343,0.9717084,1.2141414,0.8337106,1.2341204,1.1315871,0.17670494,1.1807926,0.47411048,1.1168416,1.0650147,0.588223,1.109861,0.9478648,0.83346736,0.7543461,0.92076486,0.8719746,0.9801355,1.1277179,0.6959558,0.77021706,0.97379947,1.2018353,0.9683895,0.8644967,1.1207063,1.152095,1.0194018,1.0641981,1.1034967,1.1168909,0.8063897,0.5705607,1.0026761,0.7690234,0.0,1.2169412,0.95774674,1.1332575,1.0349406,1.0374398,0.9782415,0.94530755,1.1458902,0.89841,1.0963567,1.09145,0.92020094,1.2629466,1.0507905,1.2743545,1.0138668,1.0835725,1.052531,1.0920819,0.96112514,1.0904387,1.1426948,0.7060821,0.94064665,0.8265028,1.0840294,0.9231149,1.0571991,1.2560124,0.990765,0.5293705,0.9769373,1.0825621,0.9747902,1.2599568,1.0298129,0.8980455,1.1853259
oven,1.132921,1.1767349,1.3581679,0.8007264,1.3909125,1.1956159,1.1580068,1.102951,0.5493902,0.6743719,0.61469895,0.99342453,1.1835766,0.964152,1.0563562,1.2799505,1.1210812,0.89939433,1.2051095,1.1793075,0.94819707,1.1736034,0.925007,0.6195313,1.2803245,0.4316777,0.55284405,1.045149,1.3342786,0.57457924,1.2290175,0.97722435,1.254811,0.2161274,0.83185995,1.2933762,0.9509126,1.1365223,1.0289891,1.0668849,1.1699246,1.036151,1.4311342,0.9713602,1.2353704,1.3583765,1.2831742,0.7955382,0.96395385,1.0239844,1.1972725,1.2091578,0.92718595,1.2760905,0.6453268,0.871606,0.5873065,1.1248839,1.0441691,0.9616748,1.1087841,1.1271636,1.3244103,1.2609881,1.3299072,1.2169412,0.0,1.2666475,0.8144429,0.47121447,1.0908787,1.2329018,1.2713895,0.9083426,1.1954373,0.97660214,1.274466,1.1965503,0.7955076,0.97214216,0.085374355,1.2402598,1.127477,0.66175145,1.0458449,0.7512124,0.8449509,0.9384614,1.2768581,1.1087723,1.0825455,0.91132724,1.2144163,0.7148025,0.63164914,1.323669,1.3684782,1.0055934,1.0342939,1.3989444,0.8514738,0.79491556,1.2811091,0.4882809
owl,0.9274783,1.0271505,1.0071759,1.2923641,0.7747386,1.0165077,1.0044581,0.931681,1.2253972,1.2412612,1.154126,1.2975425,1.0458981,1.1991199,1.145678,0.56106937,0.82527983,1.1451073,0.8558142,0.8331984,0.7834184,0.7957312,1.1624575,1.0068978,0.73453206,1.179138,1.3199574,0.93889093,0.6593921,1.2308856,0.6971718,1.1713586,1.139253,1.2162799,0.8297155,0.86250794,0.90223724,1.0557405,1.0794075,0.923641,1.0153483,0.7226206,0.6837263,1.0964326,0.9429565,0.9385948,0.99448615,1.254174,1.1064692,1.228945,0.8825559,0.8939902,1.140655,0.75837016,1.2773259,1.0890285,1.2975485,0.643324,1.0988414,0.81359917,1.1384485,1.1382738,0.87139475,0.83495426,0.6952437,0.95774674,1.2666475,0.0,1.2469013,1.3608469,0.94834405,0.7517761,0.79519916,1.0077131,0.7760248,1.0210956,0.8742583,0.9102298,1.1847165,0.9165125,1.2461805,0.8982888,0.97114134,1.3166904,1.1454642,1.292681,0.9637429,1.1687901,0.8957619,0.7864592,0.8854901,1.0571967,0.7339755,1.3135648,1.3156986,0.7560992,0.84869456,0.8800716,1.0074584,0.918784,0.9188013,1.0010343,0.80281645,1.2209194
pajamas,1.1394994,1.3089395,1.3558235,0.6212729,1.3914948,1.1405983,1.0446184,0.97053444,0.60102564,0.6130631,0.71599984,0.5909655,1.1102763,0.4351158,0.71611613,1.4521043,1.1363117,1.0028104,1.2312531,0.9424437,1.2569867,1.2930331,0.86553496,1.0333202,1.4363922,0.7687769,0.59572417,1.0909047,1.4531373,0.77712727,1.4641174,0.85756457,0.97860605,0.83079237,1.1052482,1.1580275,0.9840489,1.2337968,0.8158347,1.0360003,1.2041671,1.0554205,1.3055011,0.9769594,1.2898164,1.0437493,0.93120575,0.861034,0.929664,0.8263125,1.2089161,1.1780227,0.8644307,1.383081,0.88498366,0.9271243,0.73313046,1.353703,0.80061245,1.0829619,0.5667644,1.0499846,1.3946061,0.9053183,1.432091,1.1332575,0.8144429,1.2469013,0.0,0.614594,0.90967417,1.3150163,1.3631773,0.9943642,0.99054086,1.0869073,1.0231882,1.3093052,0.7661773,1.0771557,0.7912288,1.2631053,1.041983,0.56682193,0.45127296,0.6322073,1.0390188,0.77214974,1.4056479,1.3563132,1.2843013,0.89843637,1.4407372,0.49325836,0.5616299,1.3804255,1.40752,1.1923894,0.6750374,1.1157808,0.7232549,1.1049415,1.337868,0.85639054
pants,1.1459064,0.9552457,1.1589724,0.63348275,1.3457196,1.170433,1.2387506,1.1032068,0.6949862,0.6759379,0.78490794,0.7979667,1.0062516,0.8203109,1.0910344,1.3716404,1.3220179,1.0648806,1.2554548,1.3329116,1.0040776,1.1538069,0.9760952,0.8658005,1.2018703,0.6301246,0.5441712,1.0377346,1.2607939,0.8467181,1.2954638,1.01643,1.1528426,0.55740845,1.1690948,1.2288071,0.83858764,0.844202,0.8827384,1.252213,0.85389763,1.3039399,1.3745885,1.0448552,1.1114192,1.1744232,1.2197168,0.729915,1.0509769,0.89712834,1.1085707,1.2315793,0.6406696,1.2843663,0.33439302,0.74714226,0.6775153,1.2851598,1.0041796,1.2775005,0.99359304,0.92627305,1.0851262,1.192976,1.2730756,1.0349406,0.47121447,1.3608469,0.614594,0.0,1.2039455,1.1924443,1.1714734,0.95270145,0.997335,1.1532344,1.2894073,1.1532623,0.7469095,1.2655817,0.615551,1.2359205,1.3161784,0.3772288,0.97736144,0.339213,0.99651116,0.9593419,1.0125567,1.193404,1.0145496,1.1194919,1.3138065,0.5166289,0.7341739,1.4113716,1.1405241,0.99655914,0.98308975,1.4156386,1.1219114,0.82905495,1.2247134,0.719203
paper,0.81409925,1.2829307,1.2816442,0.9434581,1.1684016,0.96277905,0.8601469,0.8557155,0.81035304,0.90062046,0.86779636,0.88558424,1.1447958,0.8395082,0.5600816,1.2269597,0.7853381,0.8950169,0.9913538,0.898063,1.2774023,1.171885,0.9105305,1.1107217,1.3093303,1.0016773,0.9276162,0.73549575,1.216773,0.989272,1.245543,0.85875565,1.066114,1.0594096,0.9598572,0.950215,1.081235,1.2131927,1.1350629,0.8650739,1.1763363,0.6525344,0.9938073,0.9278568,1.2986283,1.0174227,0.80377024,1.0634015,0.8752258,0.8350454,1.2753997,0.9548365,1.1883805,1.2879248,1.1946983,0.9813476,1.0070884,1.1134802,0.9634225,0.86608756,0.98145354,1.1098785,1.2792922,0.6986462,1.2425396,1.0374398,1.0908787,0.94834405,0.90967417,1.2039455,0.0,1.1645399,1.2334496,0.90220976,1.169643,1.0455729,0.901521,1.2334887,1.006858,0.9037266,0.99105,1.1692498,0.8191507,1.0684786,0.91385174,1.1491134,0.8017131,0.77316034,1.3739985,1.2005184,0.9955106,0.77319956,1.1183449,0.9544788,0.7565379,1.0191997,1.1811208,1.0551769,0.7245707,1.0705922,0.69036055,1.2468126,1.2567161,1.0208391
pen,0.89170414,0.8315144,0.64296675,1.2590617,0.62378633,1.0389129,1.0652974,0.769122,1.3901801,1.3209382,1.3529773,1.2558496,0.94032186,1.3359959,1.19102,0.41675174,1.0341614,1.1348562,1.0324687,1.0707698,0.6617795,0.59276676,1.2351651,0.99865866,0.5920305,1.1051402,1.3448805,1.2079642,0.16852224,1.2411356,0.5057205,1.2404968,1.0517906,1.1818105,0.9520555,0.9207521,1.0406139,0.9744321,0.8387606,0.9966604,0.83893013,0.93962216,0.72260445,1.1793048,0.8487138,1.023392,0.9794586,1.2354759,1.216784,1.2264665,0.8437698,0.8536395,1.1165235,0.59856814,1.1806508,1.1393193,1.3121605,0.5482867,1.227009,1.0948952,1.1288902,1.0635167,0.6845416,1.118034,0.5658087,0.9782415,1.2329018,0.7517761,1.3150163,1.1924443,1.1645399,0.0,0.124583125,1.1260703,0.8201153,0.8992996,0.93051934,0.81400824,0.99998134,1.144316,1.2798747,0.8465227,0.81394005,1.2952819,1.1644826,1.2084674,1.1363655,1.2541633,0.56690466,0.70505816,0.8918538,1.272959,0.5919912,1.2504089,1.3472152,0.79831505,0.73563474,0.9712804,1.2693471,0.7170477,1.2316799,0.82267225,0.6150104,1.2302561
pencil,0.8396468,0.724459,0.6022364,1.1922332,0.5783721,1.0700184,1.0562234,0.92889714,1.512265,1.4075778,1.4098539,1.2996488,0.84977067,1.4008979,1.2047842,0.3878969,1.1363084,1.119883,0.9499332,1.1461959,0.62016964,0.68085957,1.2504296,1.0730575,0.53825116,1.1272793,1.4055431,1.1935581,0.19384843,1.327702,0.47038078,1.2528933,0.9953531,1.2177266,0.99258465,0.9381909,1.0618243,0.8371488,0.84070814,1.0910335,0.70993894,1.0102767,0.62998617,1.1642497,0.75744784,0.97838974,1.0355912,1.2074393,1.18137,1.118494,0.7932328,0.8399164,1.0473193,0.56549656,1.1205316,1.1076117,1.3315061,0.5414655,1.2235444,1.1728239,1.1314185,0.9703492,0.5825652,1.1659817,0.49470854,0.94530755,1.2713895,0.79519916,1.3631773,1.1714734,1.2334496,0.124583125,0.0,1.1027082,0.7754445,0.9649204,1.0245752,0.74188447,1.1266081,1.178933,1.3385271,0.79603106,0.82409155,1.282748,1.2419379,1.2205961,1.2204696,1.2993271,0.45668018,0.65284944,0.85900575,1.2781163,0.5327914,1.3054845,1.4149234,0.7850341,0.5980377,0.9255206,1.3669196,0.726398,1.3702203,0.7424731,0.64495015,1.2279723
penguin,0.96495515,0.96917194,1.0945035,0.87553966,1.1634216,0.9647986,0.96459496,1.1031127,0.9125772,1.0195594,0.94968593,1.0371021,0.99843746,0.97026116,1.0443407,1.1097798,1.0076975,1.0629988,1.0474812,1.0990692,1.0655278,1.05544,0.9567937,1.032315,1.210009,0.96560645,1.0423298,0.85625374,1.1257074,0.98015875,1.129752,0.9675575,1.0781306,0.96890897,1.0187323,1.1314173,0.89275163,1.0430483,0.93288946,0.9921923,1.0487555,0.9193313,1.0930235,0.8083441,1.0696936,0.9072434,1.1172163,1.0255228,0.89213425,0.88695896,1.1646504,1.1283194,0.9208688,1.0678215,0.9927725,0.792862,0.92320067,1.0571305,1.0128784,1.1420594,1.1053194,1.0081309,1.1567664,1.0676869,0.9657996,1.1458902,0.9083426,1.0077131,0.9943642,0.95270145,0.90220976,1.1260703,1.1027082,0.0,1.0885037,1.0149342,1.1254647,1.1084337,0.91548616,0.9645381,0.896263,1.155518,0.9905507,0.99724776,1.0853767,0.9751596,0.8800321,1.005096,1.1114832,1.123609,0.97841907,0.9199498,1.0376345,1.0285001,0.986689,1.088691,1.1282899,0.71512187,1.0186734,1.2134967,1.0749671,0.9669235,1.1946738,0.892008
pillow,1.0587306,0.8284083,0.77654064,1.0292559,0.9040338,1.1310478,1.1377211,0.97653687,1.3788245,1.3243785,1.0896534,1.2187358,0.9477983,1.0059847,1.2838168,0.71439886,1.1375995,1.233443,0.9771237,0.94001585,0.643748,0.7619909,1.2947006,0.8025484,0.7618439,1.2241536,1.14319,1.0648112,0.73951745,1.2599219,0.705268,1.2968363,1.0065066,1.1028934,1.0061238,0.9260607,0.91533923,0.84484756,0.67982006,1.1926286,0.5557801,1.1580642,0.8018668,1.1970376,0.8291893,0.68801826,0.954686,1.2347782,1.2352185,0.9851081,0.7404844,0.90878177,0.823817,0.6989676,0.98636484,1.0396029,1.1487725,0.99803054,0.9732209,1.079633,0.8070625,1.0465186,0.75799465,0.8307803,0.7173084,0.89841,1.1954373,0.7760248,0.99054086,0.997335,1.169643,0.8201153,0.7754445,1.0885037,0.0,1.0167501,0.8641851,0.8335756,1.0276468,1.2271751,1.2486023,0.92187214,1.1361972,1.1726109,0.8597729,0.86017483,1.1357805,1.2933826,0.5618169,0.8293617,0.825953,1.3009907,1.0396657,1.2353344,1.323906,0.86780125,0.62599355,0.9390626,0.87903166,1.0006794,1.2003164,0.71092844,0.7452991,1.0814064
plant,0.9051379,1.1729647,1.0934508,1.1750493,1.0098664,1.0681528,0.884734,1.006489,1.146666,1.189452,1.107854,1.2315178,1.0039331,1.197308,1.0929657,0.8206598,1.0205199,0.8844723,1.0168952,0.86447644,0.81951034,0.86913115,0.97223306,0.8405373,0.97464335,1.0795653,1.1176597,1.0689064,0.9358888,0.89447165,0.8807373,0.9565717,1.0419401,0.9763378,0.87406075,1.0049112,1.1480815,1.229052,0.94822997,0.1403926,1.174583,0.89288026,0.8369276,0.96042585,1.0567193,1.068996,1.0884991,1.0852175,1.0467732,1.1494904,0.9317341,0.8331902,1.0168394,0.90575033,1.1713536,1.2720046,1.0622071,0.8493444,1.0902025,0.9476723,1.0921394,1.1766783,1.1920761,1.1121018,1.0025746,1.0963567,0.97660214,1.0210956,1.0869073,1.1532344,1.0455729,0.8992996,0.9649204,1.0149342,1.0167501,0.0,1.1291292,0.9729584,1.0751656,0.910698,0.96659565,0.9439859,1.0001256,1.1080524,0.9843403,1.1724474,1.1119564,1.0588363,1.1371195,0.8557229,0.94137084,1.0133148,0.93424517,1.2042931,0.97084695,1.0583814,1.166428,1.0872195,1.039091,0.9313212,0.9999191,0.88165534,0.93794495,0.89899576
plate,1.0825833,1.1896479,0.9442134,1.1626246,0.78717184,0.8278804,0.9347833,0.9371364,0.8240401,0.95083845,1.0956894,0.913554,1.0721939,0.70268095,0.99325013,0.8753207,0.3392439,1.1712835,0.8106568,0.7448219,1.0606588,0.9273666,1.0976008,1.0644661,0.8897783,1.1945912,1.0761791,0.97931886,0.9334624,1.1272159,0.85331315,1.0702873,0.9763254,1.2190729,0.9953777,0.9726956,1.0556113,1.210365,1.0059391,1.0673909,1.1508332,1.0158131,0.9840094,1.0393906,1.1446674,0.9295803,0.92838115,1.2353349,0.88147134,1.1607451,1.0468984,0.9280076,1.1658803,0.85004854,1.2607831,1.0766115,1.1844621,0.9398282,0.73820114,0.8988465,0.91644293,1.2259963,1.0008239,0.54242766,1.0060917,1.09145,1.274466,0.8742583,1.0231882,1.2894073,0.901521,0.93051934,1.0245752,1.1254647,0.8641851,1.1291292,0.0,1.0406631,1.1492586,1.090656,1.2384338,0.99028134,0.83446825,1.2468076,0.98414004,1.1567047,0.4670595,0.8650779,1.0767108,0.96516883,1.125852,0.8965659,0.85652614,1.0752466,1.0190189,0.750134,0.97323835,1.0930805,0.6854639,0.82576805,0.74855053,1.25336,0.81870186,1.1769105
pony,1.0926895,0.58181775,0.7392801,1.2240505,0.73711896,1.1278913,1.1495099,1.1671592,1.4181867,1.3892652,1.3535242,1.2436074,1.0487533,1.348994,1.2373465,0.5776687,1.1216999,1.1521142,0.90995,1.182994,0.85733765,0.871107,1.0719221,1.0860949,0.4825915,1.1473222,1.3420132,1.1728781,0.677902,1.2782664,0.58818084,1.085897,0.8718692,1.1640332,1.1525421,0.9414554,1.0358803,0.6561306,1.072917,1.0743237,0.7793939,1.0929958,0.79012173,1.1432343,0.44555455,0.8973273,1.1583731,0.95496434,1.116635,1.0597224,0.48836195,0.8627953,1.0696895,0.6063901,1.039803,1.0907447,1.2655561,0.85236776,1.2285167,1.0352687,1.2799101,0.8367487,0.59002495,1.1080358,0.66008437,0.92020094,1.1965503,0.9102298,1.3093052,1.1532623,1.2334887,0.81400824,0.74188447,1.1084337,0.8335756,0.9729584,1.0406631,0.0,1.2873098,1.1139815,1.2228557,0.3272336,1.0879755,1.1329064,1.278372,1.1784916,1.1956652,1.2480626,0.5695895,0.813408,0.9756312,1.1756566,0.809986,1.1872336,1.3829751,0.8956148,0.55461925,0.93000823,1.3149707,0.85567707,1.3634298,0.79038274,0.58781433,1.1303279
purse,1.0984371,1.2132328,1.2473359,0.78458583,1.3786837,1.1080704,0.9668165,0.3305347,0.76703393,0.5623019,0.66222274,0.70032686,0.8823191,0.7071357,0.84512746,1.3668087,1.2199355,0.8188828,1.3564798,0.9520908,1.0060542,1.065391,0.99735785,0.6635794,1.4447865,0.8292032,0.5945233,1.0184712,1.2382162,0.65449274,1.3833421,0.99744874,0.9951931,0.8383767,0.9403493,1.2729386,0.95631754,1.1901404,0.895715,1.0664083,1.1167059,0.99051917,1.3282584,0.9071738,1.2668644,0.9749291,0.9320323,1.0411248,1.0810003,0.9713918,1.1772957,1.175337,0.83347756,1.3661376,0.9300481,0.774551,0.70623887,1.1841936,0.9147886,1.1073142,0.7677215,1.0816326,1.3730751,0.99908,1.2251365,1.2629466,0.7955076,1.1847165,0.7661773,0.7469095,1.006858,0.99998134,1.1266081,0.91548616,1.0276468,1.0751656,1.1492586,1.2873098,0.0,1.03752,0.78764117,1.3290325,0.9933107,0.9047036,0.7336217,0.7153854,1.0254449,0.73580176,1.2804061,1.2177454,0.99954605,1.1012839,1.3283794,0.722656,0.7409495,1.2318743,1.3978931,0.99685836,0.7197447,1.1197377,0.8374426,0.8372482,1.3386544,0.9065693
radio,0.9614702,1.1825063,1.191695,1.0788467,1.049499,0.89502966,0.9221124,1.0413878,0.93591475,1.0081965,0.8413375,1.1805215,1.0324562,1.0788254,0.9641958,0.95057726,0.8356235,0.70848876,1.0509917,0.659334,0.97285706,1.0806154,0.98731565,0.90249944,1.090087,1.062103,1.0458814,1.0184478,1.1082581,0.89311177,0.98452014,0.98435897,1.019198,1.0846958,0.8766993,0.90589446,1.060386,1.2478937,1.2433547,0.7584951,1.256334,0.77082026,1.0542381,0.8848611,1.1739559,0.93053514,0.9781339,1.1208893,0.9991393,1.1068913,1.0612191,0.99205726,1.1825279,1.0563759,1.1578896,1.2102487,1.0388576,0.8378712,1.0075579,0.63388455,1.0342463,1.1488974,1.2193079,1.0510404,1.042168,1.0507905,0.97214216,0.9165125,1.0771557,1.2655817,0.9037266,1.144316,1.178933,0.9645381,1.2271751,0.910698,1.090656,1.1139815,1.03752,0.0,0.9584971,1.0430273,0.9332624,1.1426909,0.9467247,1.2221098,0.9583659,0.9838531,1.2458041,0.92442876,1.0350486,0.88864464,0.99603426,1.1516533,1.0167499,0.7629347,1.2235447,1.0082264,1.0188159,0.90131456,0.7524544,1.0293201,1.0266258,1.0453078
refrigerator,1.1166785,1.2849503,1.4097048,0.81005687,1.4072336,1.1796784,1.1015168,1.0620018,0.4924823,0.64121914,0.55467814,0.9568601,1.1636181,0.925123,0.9708121,1.3191869,1.0890813,0.85012275,1.2069336,1.1602205,1.0473638,1.2064438,0.8692692,0.6186297,1.3212515,0.4392364,0.5699247,1.0398488,1.3849224,0.52827567,1.278459,0.89936197,1.234557,0.2186045,0.7696137,1.3006341,0.95660555,1.2349656,1.0514227,1.0461696,1.2729971,0.97867244,1.4077806,0.95083994,1.278733,1.3627748,1.2540972,0.80497575,0.9014992,1.0007024,1.2506976,1.2019653,0.9885793,1.3102242,0.81307864,0.8895632,0.5433171,1.1180056,1.0246974,0.87387776,1.0869792,1.1453507,1.4193244,1.2276992,1.3655006,1.2743545,0.085374355,1.2461805,0.7912288,0.615551,0.99105,1.2798747,1.3385271,0.896263,1.2486023,0.96659565,1.2384338,1.2228557,0.78764117,0.9584971,0.0,1.23666,1.0525205,0.71236056,1.0264729,0.8093146,0.8085656,0.85217357,1.3943958,1.1792618,1.1144962,0.8567204,1.2246813,0.7552781,0.58977675,1.2995507,1.4598293,1.0332563,1.0133034,1.369249,0.76149887,0.854157,1.3221966,0.4889775
rooster,0.9883126,0.81362927,0.82136154,1.3099433,0.71775496,1.1836467,0.9954421,1.1499481,1.3831763,1.312187,1.3221145,1.2742538,0.96548474,1.2833414,1.1820583,0.6100808,1.0877212,1.1266491,0.9473479,1.0321447,0.9432126,0.9275666,0.61859727,1.0888383,0.5397823,1.2135032,1.3102849,1.2689242,0.77155936,1.1709869,0.6671566,0.63770765,0.70382583,1.1889573,1.1124438,0.9430492,1.0292089,0.9178848,1.0817239,0.9935925,0.97129613,1.0986872,0.6665759,1.1556766,0.5587382,0.9052157,1.0372219,0.91364497,1.1842613,1.2021457,0.62476057,0.82349735,1.0222856,0.65977913,1.1323605,1.1617538,1.268384,0.8333175,1.2339219,0.9620998,1.2713006,0.93832,0.7513225,0.9924531,0.726445,1.0138668,1.2402598,0.8982888,1.2631053,1.2359205,1.1692498,0.8465227,0.79603106,1.155518,0.92187214,0.9439859,0.99028134,0.3272336,1.3290325,1.0430273,1.23666,0.0,1.0285822,1.1231354,1.2143128,1.274487,1.2223873,1.2234612,0.76584405,0.86917484,1.0889261,1.1916431,0.8739265,1.2193561,1.2758161,0.78900266,0.64224875,0.88465333,1.2390845,0.6955337,1.2978019,0.88337725,0.66348094,1.1705358
scissors,0.96291244,1.2809861,0.9834077,1.1361334,0.7666077,0.8842517,0.65842855,0.8227407,1.0768732,1.0231953,0.9958925,0.9962011,0.78446054,1.0334918,0.7552271,0.8968751,0.7780918,0.93721247,0.8940548,0.95255256,1.2315933,0.942298,1.0254879,1.0884613,1.1306738,1.0791545,1.1726799,1.1211747,0.87505066,1.0555733,0.97780484,1.007551,0.96409035,1.1825901,0.9897522,0.94650024,1.049283,1.3275133,1.130338,0.9295023,1.2571077,0.7251587,0.81989884,0.899409,1.1171436,0.9959947,0.75749373,1.0970176,0.8911295,1.0249928,1.100044,0.9663051,1.1861178,1.0658476,1.3320792,1.0704372,1.1015444,0.86711085,1.000343,0.90135145,0.92711455,1.1559145,1.1652361,0.91038847,1.0247583,1.0835725,1.127477,0.97114134,1.041983,1.3161784,0.8191507,0.81394005,0.82409155,0.9905507,1.1361972,1.0001256,0.83446825,1.0879755,0.9933107,0.9332624,1.0525205,1.0285822,0.0,1.2098141,0.91396505,1.3179991,0.8644885,0.9993429,1.2336441,1.0766834,1.1023405,0.83287835,0.8120157,1.0558928,1.0047069,0.86801505,1.177145,1.0238558,1.0118612,0.62807167,0.8462823,1.1118362,1.054935,1.1263219
shirt,1.1473604,1.023137,1.2028421,0.6020069,1.3019141,1.1189425,1.1647501,1.179814,0.69577354,0.6925149,0.8176116,0.67047495,1.1470853,0.8177546,0.93175673,1.3852623,1.2522547,1.0756607,1.2057514,1.2508156,1.2788584,1.1925052,0.85279846,1.0419085,1.2213724,0.74650526,0.61970556,1.0106398,1.355906,0.84482217,1.3232023,0.87966317,1.0798504,0.74276644,1.1517652,1.2005126,0.9431134,0.9417545,1.0165861,1.1258914,1.0704656,1.2446208,1.3292421,1.0027925,1.0553198,1.1940935,1.1135978,0.5298475,0.8960899,0.81431293,0.9975499,1.1984291,0.7828632,1.3096519,0.5761683,0.8861372,0.70159316,1.2921165,0.9550679,1.1420478,1.0050398,0.905833,1.1453018,1.2073469,1.3666265,1.052531,0.66175145,1.3166904,0.56682193,0.3772288,1.0684786,1.2952819,1.282748,0.99724776,1.1726109,1.1080524,1.2468076,1.1329064,0.9047036,1.1426909,0.71236056,1.1231354,1.2098141,0.0,0.987698,0.5701657,1.034621,0.9771352,1.1912996,1.2554601,1.1862998,0.9735743,1.3284014,0.42117107,0.70579743,1.3793676,1.2283062,1.0063736,1.010174,1.3063928,1.0608813,0.986269,1.2508707,0.7625688
shoe,1.03424,1.2287537,1.0963753,0.88692474,1.2260296,0.96034074,0.9406094,0.83636445,0.8487024,0.81424594,0.7584958,0.7476107,0.9837284,0.6097419,0.7656051,1.3263571,1.155096,0.8964764,1.1993859,0.7024837,1.1496851,1.155345,0.91853184,1.0742162,1.3560818,1.0178514,0.79291165,0.9649343,1.2805316,0.90105295,1.3570375,0.918534,0.87334895,1.0731317,0.97252166,1.0206876,1.0741506,1.2099335,0.7065858,0.93290627,1.0617849,1.0927137,1.1295214,0.98613024,1.2641473,0.8465495,0.5650048,1.0637741,1.1121862,0.9471382,1.2087986,1.115315,0.8922883,1.2325841,1.1186117,0.9794118,0.8772276,1.2289603,0.8308602,1.065474,0.24199629,0.9924843,1.2733448,0.83969796,1.3161609,1.0920819,1.0458449,1.1454642,0.45127296,0.97736144,0.91385174,1.1644826,1.2419379,1.0853767,0.8597729,0.9843403,0.98414004,1.278372,0.7336217,0.9467247,1.0264729,1.2143128,0.91396505,0.987698,0.0,0.94198155,1.0909258,0.9416218,1.2161465,1.2625426,1.140541,0.9452561,1.3450255,0.81542164,0.6872168,1.1648787,1.2812786,1.1511118,0.64670175,0.8504981,0.81633544,1.1955503,1.2353823,1.0407883
shorts,1.1674938,0.9615079,1.1224332,0.5856144,1.2928742,1.0492837,1.1373851,0.99849,0.7748076,0.79493284,0.805376,0.72315884,1.0200208,0.697587,1.0643748,1.3709946,1.200569,1.0694468,1.1818024,1.2151403,1.0528171,1.1516955,1.0330195,0.92432725,1.2790499,0.75036645,0.6083657,1.0176337,1.2859223,0.8668041,1.3219279,1.0397613,1.0821934,0.75945497,1.1018925,1.1371566,0.99579453,0.8471429,0.8869154,1.2427113,0.7851949,1.2016655,1.3405311,0.9984835,1.0462385,1.0230364,1.1596655,0.8182961,1.0242976,0.78097653,1.0303282,1.221486,0.70981485,1.273626,0.57688427,0.8639578,0.71112674,1.354427,0.90765125,1.2401204,0.9400046,0.92110646,1.0811532,1.0487733,1.1537014,0.96112514,0.7512124,1.292681,0.6322073,0.339213,1.1491134,1.2084674,1.2205961,0.9751596,0.86017483,1.1724474,1.1567047,1.1784916,0.7153854,1.2221098,0.8093146,1.274487,1.3179991,0.5701657,0.94198155,0.0,1.0032662,0.8877916,1.0218084,1.1693034,0.9895525,1.0933868,1.3406469,0.6881593,0.8783972,1.3614573,1.0767059,1.0873578,0.82338977,1.3642172,0.9508001,0.9416203,1.2749174,0.83525264
sink,1.0797683,1.2447759,1.1962553,1.0138253,0.989383,0.69847775,0.9931329,1.0259763,0.501479,0.90431976,0.8141241,0.9845353,1.1137168,0.9254553,1.0308262,1.1345357,0.28826082,1.1027272,0.9315256,0.9103389,1.099507,1.0933805,0.9993179,0.9562636,1.1853132,0.88038766,0.91056937,0.8155394,1.1732996,0.98703665,1.0845525,0.9998862,1.2168562,0.8509908,0.8982234,1.0659257,1.0210823,1.1947361,1.1287354,1.0270641,1.1960189,0.87452006,1.224162,0.87848437,1.2740111,1.2101247,1.0952601,1.0431428,0.78227794,1.0227051,1.2186663,1.1560563,1.2012103,1.1432655,1.0272682,0.88982004,0.8958835,0.9129796,1.0281618,0.92089117,1.1221528,1.1892892,1.2018741,0.9771783,1.1405622,1.0904387,0.8449509,0.9637429,1.0390188,0.99651116,0.8017131,1.1363655,1.2204696,0.8800321,1.1357805,1.1119564,0.4670595,1.1956652,1.0254449,0.9583659,0.8085656,1.2223873,0.8644885,1.034621,1.0909258,1.0032662,0.0,0.8700576,1.2670372,0.98936725,1.1331029,0.7197627,0.83094907,0.9785594,0.770887,0.8970835,1.1712841,1.0474491,0.9714611,1.1781458,0.7582023,1.1750817,1.1728489,0.89193404
