,alligator,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,knife,ladder,lamp,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shower,sink,slipper,snow,soap,spoon,strawberry,stroller,sweater,table,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
paper,0.7605307,0.7459269,0.9206147,1.1816958,0.81186545,0.9960972,0.662223,0.8595106,1.1243334,0.8441052,0.6289905,1.1451391,0.8493884,0.9044336,0.43371618,1.3991538,1.0087382,0.48121887,0.8526289,0.9717426,1.3425648,1.29934,1.2753706,1.1965868,0.7899286,1.3125474,1.199575,1.3236544,1.0764416,1.1847193,0.9833296,1.2334994,0.8987386,1.1995373,1.0247866,1.2078382,1.0275689,1.0773972,0.9417695,0.96383893,0.9497304,0.881155,1.326698,1.153413,0.85723174,0.94741637,0.93477345,1.3321624,1.1183212,0.72412264,0.97476774,1.2710373,0.9331248,1.3637985,0.75255585,0.73050547,0.8912746,1.3611406,0.91141665,0.84839803,1.3917345,1.1878277,0.8867938,1.1132483,0.77811545,0.8839442,0.0,1.3416405,1.1099881,1.0472527,1.2549481,0.932936,0.97915596,1.0777383,1.2607353,0.88305694,1.2700589,0.88441944,0.79174846,0.8018775,0.9367407,0.9893354,0.6780477,1.4464607,0.9865437,1.2696326,0.99782014,1.3898778,1.0565835,0.8464476,0.53050375,1.1430585,1.2823484,0.80866617,1.3076,1.0237471,0.63339186,1.0250001,1.306863,1.4170797,0.96378326
pen,1.3179693,1.3794526,1.1114235,0.8704314,1.2199169,0.8925307,1.3332521,1.400377,0.59531635,1.3970716,1.3973145,0.80135244,1.3799089,1.2961531,0.9761767,0.42633998,1.1717286,1.2507534,1.2713468,1.2227069,0.59121794,0.59956014,0.56962466,0.6471208,1.2285382,0.8239408,1.2009724,0.45804268,1.0474515,0.60849637,1.3713298,0.16049242,1.431775,0.69611406,1.2012907,1.060187,1.180676,1.17827,0.9355333,1.1736717,1.203513,1.0623391,0.52809304,0.90897244,0.8352194,0.8969786,1.2274357,0.4332989,1.0273827,0.8372938,1.1982256,0.5537767,1.1353575,0.39296222,1.2494648,0.8721652,1.2816373,0.42932355,1.1053913,1.2405143,0.6168479,0.7426282,0.9427572,0.9090082,1.4029262,1.2839444,1.3416405,0.0,0.22910821,1.0604832,0.9076941,1.2397535,1.2245791,1.0125394,0.73292124,1.2067314,0.85231286,1.3043525,0.83176875,1.371887,1.0209558,1.3172046,1.345404,0.28938222,1.1646855,0.8495796,0.9074019,0.5477885,1.349342,1.286151,1.3846108,0.75863504,0.52914906,0.891892,0.4959591,0.8507035,1.1799766,1.0328928,0.6040624,0.3107887,1.1508532
pencil,1.3208163,1.2630624,1.1521575,0.8447722,1.2801921,0.8351462,1.3189166,1.419579,0.6646447,1.3243325,1.2680249,0.8499994,1.3845204,1.2163279,0.75934803,0.5553137,1.1750578,1.0755429,1.2048645,1.2412746,0.6771899,0.6774441,0.589807,0.75487465,1.2494171,0.91328555,1.2081727,0.5490024,1.1142299,0.7894267,1.3705434,0.250171,1.4603989,0.79010713,1.2341428,1.089371,1.1073111,1.1868067,0.8535316,1.1521811,1.1952122,0.86735046,0.66621685,0.9563267,0.6863805,1.0548766,1.251884,0.47710454,1.1581347,0.76554346,1.1942947,0.5473313,0.983927,0.52003354,1.2400651,0.6320008,1.2993426,0.51679265,1.0856712,1.3240731,0.67419887,0.7897979,0.8795237,0.9836563,1.3690562,1.1767335,1.1099881,0.22910821,0.0,1.0973171,0.9521363,1.1513294,1.2360132,0.93318605,0.77362657,1.1232301,0.89057267,1.3421019,0.5917709,1.2911654,1.0771201,1.4023865,1.3305782,0.53162754,1.2380893,0.909801,0.8536625,0.58835304,1.3176287,1.2466412,1.340906,0.7158744,0.5578908,0.8015728,0.59209037,0.9814276,1.0818475,0.98835754,0.6163677,0.42886174,1.2431737
pickle,1.0324084,1.1420777,0.8780561,0.7498801,0.44422364,1.1048906,1.0850924,1.2072394,1.0846854,1.0827378,1.0924615,0.81269324,1.2085729,1.1671138,1.039819,0.9787385,0.911769,1.1683838,1.0088592,1.1025354,0.88284767,0.8305105,1.0327884,1.1077585,1.1038837,1.120992,1.1643056,1.0402906,1.1096036,1.100024,1.2009588,1.022995,1.210995,0.9082942,0.8976823,1.0316402,1.0615171,1.1545029,0.9906591,0.7805077,1.0886006,0.8555419,0.9331243,0.9204432,0.8833419,0.6820538,1.1271871,1.0990509,0.90924186,0.73736465,1.0598835,0.91200614,0.8935347,0.9974554,1.2085369,1.1146369,1.1564939,1.0830144,0.67228734,0.82083887,0.79740787,0.84079534,0.8998694,1.1297433,1.24215,1.0179996,1.0472527,1.0604832,1.0973171,0.0,1.1195686,1.0672406,0.85861015,1.0306637,1.0634153,1.1436734,0.9862996,1.0963655,1.021969,1.2304008,0.9866073,1.1578196,1.0864367,0.97021043,1.2169005,0.1906209,0.98814905,0.92441976,1.0694702,1.1459208,1.1178448,0.8209624,0.8730732,0.82430375,1.0608716,0.82419646,1.0838854,1.0431916,0.98713446,0.9232785,1.2619284
pillow,1.1198194,1.0070945,1.2652298,0.9789941,1.2272023,1.2162478,1.2932551,0.96746886,0.5156893,1.0101447,1.0193193,1.139922,0.80491734,0.86513525,1.1505522,1.1026253,1.1754277,1.3207169,1.0682673,1.0491682,0.7817577,0.8926095,0.8364797,1.1428782,1.1636258,0.27287412,0.5328543,0.94444805,0.8633168,0.6608653,0.78169966,0.9063839,1.0066797,0.9563406,1.107464,0.7512023,0.9817437,0.9192258,0.77654374,1.0431393,1.2333755,0.97064316,1.0045307,1.0907153,1.1439288,1.1522522,0.9900278,0.8223832,0.9815334,1.2548002,1.1102577,0.90803003,1.0673609,0.9671234,1.001091,0.9706285,0.963062,0.8334122,1.1917999,1.0789604,1.0000635,0.59558344,1.0200766,0.8401104,0.95091844,0.85496205,1.2549481,0.9076941,0.9521363,1.1195686,0.0,1.1397687,1.1418706,0.6865241,0.92688733,1.0624361,0.6164464,1.1466675,1.1169976,0.99794835,1.1254369,0.93208474,1.2695677,0.6543701,0.9475825,0.86261106,1.0536462,0.875741,0.91334206,1.2999995,1.3427513,0.8272338,0.7803868,1.1509145,0.60695255,1.2923015,1.0693185,1.1026113,0.93423146,0.86647403,0.99082965
plant,1.0050066,0.8489467,0.9718854,1.0045683,0.9403346,0.86748755,0.91762125,0.84586805,1.2349237,0.7950716,0.9770408,0.9982855,0.8888539,0.9727147,1.0125176,1.1302317,1.0525597,0.7913258,0.9984085,0.7961353,1.2205478,1.0850457,1.1254933,1.0880312,0.94694424,1.2114894,0.84056175,1.1566858,1.0021124,1.2169048,0.9003802,1.2433208,0.7347111,1.2882918,0.99193907,1.0852311,1.0848905,0.8310146,0.95924675,0.94839203,0.9505242,1.1941987,1.1802928,0.68467456,1.0405484,1.0097928,0.9633863,1.1731658,1.046404,1.1309144,1.0467565,1.3907273,1.0255237,1.2669615,0.8029403,0.9511772,0.89145064,1.0525154,1.0308218,1.0625527,1.3293498,1.2425394,0.9221963,0.90854204,0.9377192,1.1259451,0.932936,1.2397535,1.1513294,1.0672406,1.1397687,0.0,1.0291988,1.0411437,1.0145234,0.716786,1.1933829,0.78275895,0.89753973,0.92459893,0.9809822,0.7695565,0.9153472,1.3325233,1.0030384,1.1943547,0.8954098,1.2471597,0.8525772,0.8893518,0.9246357,1.3659127,1.2729092,0.99153066,1.1642351,0.9871211,0.92382085,0.98693246,0.91123396,1.3751035,0.81952584
plate,1.0983381,0.9805146,0.8279706,0.9965115,0.91296077,1.060174,0.53372335,1.0558015,1.2835345,0.9465905,1.0596303,1.0935065,1.0708319,1.1037276,1.0723027,1.164476,0.06504631,0.9348875,0.93751085,0.9547752,1.1096754,1.1428425,1.0692282,1.0903219,1.0398933,1.1181048,1.1010059,0.9885639,0.8344504,1.0974725,1.0918567,1.2391245,0.9810221,0.5898597,0.06867921,1.1520053,1.1299567,0.89848644,1.0090351,1.0221461,1.0354902,0.94681156,1.0109161,1.0723035,0.872225,1.06615,1.0441815,1.1438882,1.1221598,0.9487566,1.0670744,1.2061505,0.85695785,1.2286427,1.088399,1.0027871,1.0711886,1.0672079,0.9862224,1.0512774,1.1042569,0.9184124,1.2249458,1.0624144,1.0989183,1.0394425,0.97915596,1.2245791,1.2360132,0.85861015,1.1418706,1.0291988,0.0,1.008047,1.0711777,1.1948524,1.083031,0.9972051,1.1915901,1.0943317,0.97964644,0.99970585,0.425229,1.1931131,1.0834534,0.9620444,0.9728557,1.2900075,1.0503044,0.9484637,0.57366455,1.1664549,1.1506591,1.1408994,1.1071852,0.9386218,0.8164857,1.1177598,1.2227265,1.1874803,1.0283185
purse,1.1547192,1.1771066,0.97523904,0.8323871,1.0775474,0.886598,1.1239026,1.0068284,0.76610106,0.9928099,1.0482527,1.1393167,0.8307078,0.8988914,0.8569775,1.131598,1.0377367,0.9872314,0.9839975,1.0226552,0.9402643,1.1244032,0.9430336,0.7869407,1.1791399,0.74056697,0.92310226,1.0779749,1.0718505,0.80851805,1.034673,1.0160081,0.94681436,1.0265033,0.97050005,0.8735991,0.85748017,1.0365001,0.8812394,0.9299769,1.2393296,1.1130275,1.1625898,0.9481935,0.99122304,1.0454665,0.9439644,0.97595507,0.8974162,1.0024941,1.1711903,1.0256283,1.0880752,1.0731977,0.92784476,0.9401455,1.0050453,0.9692145,1.1580166,0.99084103,1.037444,0.8010704,1.0016203,0.83227557,0.9811739,0.8975245,1.0777383,1.0125394,0.93318605,1.0306637,0.6865241,1.0411437,1.008047,0.0,0.8877217,1.0781001,0.9700256,1.103882,0.9537184,1.1830217,0.84030974,1.1247402,1.1255281,0.91827756,0.96730214,0.9956959,0.9195087,1.1412861,1.0016172,1.2012823,1.1431026,1.0363485,0.9250979,1.0665071,0.9144689,1.0051765,1.0240791,0.9372307,0.98957616,1.0650736,0.9380741
radio,1.3249016,1.3926988,1.1157608,0.91900736,1.3308892,0.7573281,1.2445061,1.2502002,0.916653,1.2735755,1.2331858,0.6762338,1.2553064,1.2816924,0.9198805,0.55999994,1.0765952,1.0468383,1.184846,1.1850971,0.6335017,0.56986797,0.58416045,0.77503115,1.2290648,0.8851358,1.0180978,0.46530366,0.9805298,0.85214305,1.2381563,0.6685514,1.0991311,0.8452914,1.0534565,0.93873423,1.0521041,0.9808209,1.0744417,1.1514335,1.0991381,1.2425747,0.75617194,0.8633207,0.9354758,1.0650176,1.1536613,0.7527778,1.0780272,0.97673935,1.09112,0.8945806,1.1416663,0.7644861,1.2407423,0.922384,1.0361559,0.49604678,1.1146876,1.3260784,0.891839,0.8785514,0.76701415,0.7790381,1.3558183,1.1992481,1.2607353,0.73292124,0.77362657,1.0634153,0.92688733,1.0145234,1.0711777,0.8877217,0.0,0.9396946,0.9632757,1.2689348,1.016861,1.2657415,1.0821764,1.2156146,1.2412776,0.69352007,1.0460284,0.94827896,0.75419927,0.689672,1.1819656,1.1509947,1.2582741,1.0738078,0.87350947,1.2758209,0.83982223,0.92724794,1.0097945,0.8483567,0.82731986,0.7464945,0.91264725
refrigerator,0.99704903,0.96639806,1.0647756,1.1098294,1.1260098,0.96318954,1.0893106,0.81012845,1.0240433,0.7939164,0.90083086,1.1037827,0.86765516,0.97637415,0.7878578,0.96779835,1.2156329,0.7465549,0.948784,0.9741543,0.98190534,1.1456726,0.8740257,1.1450436,0.96145874,1.1535892,0.83162177,1.1094735,1.0563217,1.2479371,0.8533436,1.1703798,0.80095184,1.1765316,1.1510843,0.9854206,0.91857237,0.72301877,0.8054909,0.75992894,0.92432284,1.1827193,1.2016273,0.9095,1.2305733,1.0968881,0.96943206,1.1346092,1.096358,1.1218239,0.9996619,1.1585522,1.0934318,1.1163191,0.89616346,1.0786848,0.93661165,1.0890678,0.8465165,1.0636588,1.2137616,1.2247436,0.71888477,0.72769207,0.97116303,1.1176375,0.88305694,1.2067314,1.1232301,1.1436734,1.0624361,0.716786,1.1948524,1.0781001,0.9396946,0.0,1.0485284,0.9731416,1.0365521,0.9391884,1.0325986,0.794628,1.1155754,1.2132822,0.9203556,1.1189616,1.0641385,1.1014122,0.87636596,1.0140667,1.0331677,1.1812059,1.2141224,1.1742266,1.1559234,1.033189,0.8865294,0.82432127,0.99340683,1.200677,0.6806701
rooster,1.1793396,1.1669911,1.1385446,0.9460238,1.1947407,1.0811968,1.2942529,1.3396665,0.70086867,1.1408792,1.1027229,1.0148017,1.2500855,1.135117,1.1368036,0.8063514,1.1243316,1.2758235,1.1591697,1.167701,0.66859686,0.8570099,0.8129547,1.0527133,1.0718526,0.5646062,1.0072256,0.88855594,0.83804,0.7478639,1.2538809,0.78928274,1.2596138,0.82775027,1.0258917,0.9525492,0.9839278,1.0380992,0.9099604,1.0719662,0.8945756,0.7814713,0.91730607,0.8783219,0.93621796,1.1504564,1.1204076,0.6784557,1.0479139,1.0521876,1.0796943,0.58618295,0.85884386,0.8090807,1.2168069,0.95631695,1.0990331,0.83067024,1.0799747,1.1734482,0.6986378,0.9510193,0.9672805,1.0646393,1.1748928,1.0189466,1.2700589,0.85231286,0.89057267,0.9862996,0.6164464,1.1933829,1.083031,0.9700256,0.9632757,1.0485284,0.0,1.1651783,0.9788285,1.2118083,1.1453938,1.2312789,1.2662532,0.6320499,1.0799906,0.7817287,0.9676365,0.6646688,1.1535101,1.1616445,1.3406558,0.6488647,0.62709165,1.0640341,0.8294382,1.1851583,0.9618615,1.018494,0.75942874,0.6011727,1.1733825
scarf,0.76977944,0.76150733,0.9351746,1.0747507,0.89227134,1.0056716,0.7779963,0.6690854,1.1968756,0.70702267,0.8610979,1.1171527,0.6072153,1.044024,1.1054306,1.2769486,1.0076624,0.8512163,0.8083979,0.8552808,1.3116904,1.2637415,1.2623599,1.1147165,0.6067616,1.250083,1.0139079,1.2830735,0.93039924,1.2148783,0.7532543,1.3142881,0.86603224,1.3273387,0.98092,1.0977719,0.99965143,0.9456763,1.1840885,0.8934387,0.9036163,1.1274117,1.1796223,0.79750204,1.1355772,1.0679787,0.9672601,1.2982564,1.0373819,1.1073227,0.9796342,1.3157499,1.0947591,1.2385508,0.5314122,1.0803971,0.90713704,1.288914,1.033391,0.96344197,1.2029202,1.1462896,1.1082554,1.1310892,0.6602843,0.9935475,0.88441944,1.3043525,1.3421019,1.0963655,1.1466675,0.78275895,0.9972051,1.103882,1.2689348,0.9731416,1.1651783,0.0,1.0551358,0.8259203,1.0906672,0.7336004,0.78028864,1.3749988,0.81684554,1.2389934,1.1310292,1.2433882,0.98847175,0.8138734,0.7521683,1.29347,1.2677737,1.0232916,0.9944378,1.0815518,0.98835915,1.1504844,1.1713974,1.359357,0.8956692
scissors,1.138397,1.0464047,1.0767838,0.7867954,1.0597516,0.82482487,1.1456401,1.2635478,0.8962626,1.1729888,1.0552297,0.8301519,1.159312,1.0844375,0.64073503,0.98019284,1.1611884,0.90114903,1.0963402,1.1536084,0.9610399,0.9237569,0.95137024,1.002073,0.9179211,1.1535165,1.2231909,0.99751025,0.90049934,0.8626244,1.3365382,0.653946,1.1447744,1.0583639,1.181687,1.1392086,1.100332,1.1540221,0.8902012,1.093868,1.2074016,0.9226404,1.0806425,0.8827974,0.5464449,1.0297087,1.1866744,0.9007784,1.0977492,0.7122789,1.1972075,0.96723413,0.9582851,0.9448833,1.0225458,0.55107814,1.1151081,0.8676076,1.0203646,1.1539614,0.9596233,0.9640465,0.8912272,1.0848662,1.0913906,0.8891997,0.79174846,0.83176875,0.5917709,1.021969,1.1169976,0.89753973,1.1915901,0.9537184,1.016861,1.0365521,0.9788285,1.0551358,0.0,1.1316442,0.95986384,1.2416091,1.1629101,1.0077624,1.1453097,1.0423429,0.7500021,0.90914977,1.2953773,1.1442348,1.1490526,0.97589314,0.85985005,0.5918005,0.8547343,0.9953718,0.9400709,0.96118474,0.8495797,0.967457,1.1765437
shirt,0.73499143,0.47442055,1.0759282,1.2179245,0.973695,1.225074,0.81678575,0.50213176,1.1535838,0.873159,0.46055043,1.2209868,0.6195515,0.4903944,1.0855359,1.4387785,1.0796131,0.9419097,0.8051131,0.8895995,1.4501855,1.3210976,1.3548471,1.3224361,0.8473182,1.1597846,0.8176858,1.3603731,1.1348858,1.2265514,0.41804546,1.4185181,0.75551945,1.3051162,1.0894877,1.0445441,0.8370443,1.0063877,1.1424105,0.9919879,0.7198956,0.9922227,1.2216611,1.2706455,1.2665377,1.1140815,0.7992965,1.2980131,1.0104176,1.2678938,0.49114484,1.273508,1.005347,1.267638,0.6635245,1.1264069,0.76491493,1.4504824,1.0512782,0.8068645,1.289411,1.3324218,1.1593032,1.1288828,0.3964895,0.73602766,0.8018775,1.371887,1.2911654,1.2304008,0.99794835,0.92459893,1.0943317,1.1830217,1.2657415,0.9391884,1.2118083,0.8259203,1.1316442,0.0,1.0255227,0.7106875,0.8327518,1.3369524,0.76097596,1.3195076,1.2168396,1.2816477,0.67592764,0.5918174,0.76569486,1.1460185,1.3656989,1.0480992,1.3527772,1.2385619,1.0057652,1.0585537,1.378607,1.3617429,0.90962654
shoe,0.9666114,0.96619344,0.8240354,0.82747954,0.8106718,0.96493584,1.0856223,1.012457,0.9799402,1.0326385,0.94445693,0.9807296,0.9475629,0.8910478,0.91029483,1.0462964,0.95484596,1.03393,0.949258,1.0884808,0.99962854,1.1193957,1.1385524,0.9969273,0.8905823,1.1345077,0.9643644,1.1771144,1.1402357,1.0491172,1.0754062,1.1178902,1.010094,1.0495497,0.96959156,0.97612286,0.824165,1.1168761,1.1082968,0.86077684,1.1124233,1.03844,1.2500479,0.9688651,0.9459124,0.7980268,1.0433977,1.137717,0.39788365,0.8458093,1.0900738,1.2173685,0.7727479,1.1816723,0.9694583,1.0532703,1.0728314,1.167856,1.0198525,0.57265294,1.0486681,0.9727245,0.93296844,1.0554174,0.9874648,0.96439934,0.9367407,1.0209558,1.0771201,0.9866073,1.1254369,0.9809822,0.97964644,0.84030974,1.0821764,1.0325986,1.1453938,1.0906672,0.95986384,1.0255227,0.0,1.1063368,1.1001148,1.0362515,1.1468251,1.0902447,0.9970679,1.1592607,0.88274896,1.0242691,1.0673356,1.0313984,1.2204207,0.8315643,1.00564,0.6419969,1.1703395,1.0015327,0.993547,1.109879,1.0345349
shower,0.80988383,0.7212676,1.124814,1.200741,0.97081566,1.127096,0.7715317,0.52668494,1.1761253,0.67539483,0.8979629,1.2869942,0.622428,0.73922086,1.295573,1.3724067,0.98100454,0.8981775,0.8596694,0.6577037,1.3534766,1.283407,1.1962129,1.1832876,0.8538776,0.98169756,0.74443674,1.2760987,0.899452,1.061182,0.5487333,1.4096863,0.5016877,1.3066463,1.0400647,0.99577045,1.1042998,0.61508214,0.9824966,0.94646686,1.0244869,1.16653,1.1935734,1.2115698,1.3042138,1.0901208,0.7611718,1.281073,1.0059202,1.325899,0.9416039,1.3537966,1.1505812,1.30328,0.70363784,1.2190416,0.7108556,1.310848,1.067552,0.8974606,1.3323303,1.2150544,1.054637,0.7932212,0.69064367,0.8541992,0.9893354,1.3172046,1.4023865,1.1578196,0.93208474,0.7695565,0.99970585,1.1247402,1.2156146,0.794628,1.2312789,0.7336004,1.2416091,0.7106875,1.1063368,0.0,0.77516705,1.2398214,0.7539344,1.2296833,1.2090611,1.2900534,0.7619631,0.88125485,0.7686218,1.2785769,1.2890677,1.0864785,1.2418548,1.2345189,0.9866792,1.096351,1.2396336,1.3666706,0.6602713
sink,0.74168015,0.73159933,0.9058118,1.2325883,0.88368315,1.0889984,0.01881349,0.74919415,1.31003,0.79895604,0.8890463,1.1953211,0.8529327,0.900578,1.0311222,1.3958553,0.4850546,0.65853673,0.8085722,0.8915296,1.4232494,1.3194346,1.2663794,1.1593075,0.81648785,1.2205749,1.1228908,1.2563406,0.90338707,1.1501728,0.9128032,1.3895206,0.7628016,1.0367476,0.49528813,1.2951063,1.2036977,0.96146417,1.0278729,1.1227493,0.9725015,1.0250268,1.1940625,1.2502909,0.9427179,1.0926574,0.9469911,1.3575348,1.1988871,1.079552,1.0215824,1.3486216,1.061938,1.3769346,0.91496825,1.0065495,0.84689057,1.309124,1.005147,0.97995657,1.3471754,1.1512439,1.2164462,0.98240834,0.8454217,0.96788263,0.6780477,1.345404,1.3305782,1.0864367,1.2695677,0.9153472,0.425229,1.1255281,1.2412776,1.1155754,1.2662532,0.78028864,1.1629101,0.8327518,1.1001148,0.77516705,0.0,1.4108082,0.8537679,1.2887557,1.1226901,1.4221222,0.98505247,0.7722155,0.061609328,1.3039001,1.2613401,0.99902266,1.2770851,1.0754877,0.5685942,1.133553,1.3411734,1.410505,0.8422477
slipper,1.3340187,1.4327126,1.1813035,0.8774619,1.2174656,1.012386,1.4074974,1.3540404,0.49513626,1.4710681,1.376328,0.7909109,1.3427303,1.2007899,1.111191,0.4944448,1.1646751,1.3767852,1.2299271,1.2782428,0.54862225,0.49927664,0.5811828,0.73891205,1.2579893,0.5132083,1.0495863,0.43051338,1.0440332,0.62269294,1.276888,0.40036952,1.3577096,0.668881,1.18789,0.85591507,1.0630705,1.201021,1.0245974,1.1235163,1.2128029,1.0934343,0.46651423,0.8979352,1.0408137,0.8027044,1.1737899,0.40202117,0.97197634,0.94256973,1.1580495,0.5477448,1.1673388,0.43852413,1.3234987,1.0264887,1.2142353,0.5431644,1.0917064,1.1848539,0.55359054,0.71567357,0.9075672,0.9158213,1.4158854,1.2186534,1.4464607,0.28938222,0.53162754,0.97021043,0.6543701,1.3325233,1.1931131,0.91827756,0.69352007,1.2132822,0.6320499,1.3749988,1.0077624,1.3369524,1.0362515,1.2398214,1.4108082,0.0,1.1333013,0.71184206,0.92726463,0.48150086,1.2294276,1.3188063,1.4484998,0.6939082,0.536826,1.1569388,0.6144472,0.9203002,1.231605,0.96994025,0.7119264,0.31428742,1.1344956
snow,0.8699718,0.8879148,1.0960442,1.3164448,1.1229897,1.1624984,0.83171695,0.441495,1.095314,0.9883012,0.8730233,1.0854732,0.536843,0.84571594,1.0494787,1.1834254,1.1079173,1.0640081,0.92920643,1.0196974,1.327639,1.1210607,1.1859782,1.0139862,0.93063986,0.99189925,0.8625379,1.1048111,0.8608178,1.0228323,0.5967767,1.2347547,0.73470664,1.2311287,1.052937,1.0008534,0.8722039,0.96742547,1.0882676,1.1060894,0.8956734,1.187672,0.9553362,1.0085343,1.182457,1.0776789,0.92229915,1.1247452,1.1633924,1.2494818,0.86988914,1.1610471,1.1103077,1.1072259,0.90695876,1.1329672,0.8517053,1.100901,1.139139,1.1170127,1.2060246,1.182996,1.1195334,0.93687147,0.6059879,0.9110442,0.9865437,1.1646855,1.2380893,1.2169005,0.9475825,1.0030384,1.0834534,0.96730214,1.0460284,0.9203556,1.0799906,0.81684554,1.1453097,0.76097596,1.1468251,0.7539344,0.8537679,1.1333013,0.0,1.2782559,1.1416692,1.1740437,0.92224175,0.8867208,0.8332491,1.169434,1.0963484,1.1310369,1.1463194,1.1727155,1.0067191,0.95396346,1.2347378,1.1968286,0.6395835
soap,1.1462828,1.2152079,1.0749993,0.72461593,0.7336689,1.1423953,1.2957639,1.371592,0.8822854,1.1583744,1.1868103,0.790307,1.3456132,1.2103007,1.10793,0.7853116,1.0195493,1.3327434,1.0726128,1.1808188,0.6486014,0.63091993,0.79259825,1.0979605,1.2457001,0.85786366,1.0994692,0.8538679,1.010803,0.93825036,1.2831278,0.7882754,1.2837373,0.74768853,0.96725106,0.9538533,1.1285222,1.1079156,0.93136036,0.81534827,1.1196749,0.85891056,0.7951979,0.9443775,0.90348566,0.87493193,1.1825874,0.8453722,1.0214499,0.8538754,1.1181787,0.6649113,0.94887006,0.8047942,1.3192033,1.0891862,1.1748309,0.8612493,0.70869243,1.0318582,0.6396185,0.68556035,0.8645034,1.0588502,1.3709726,1.0461476,1.2696326,0.8495796,0.909801,0.1906209,0.86261106,1.1943547,0.9620444,0.9956959,0.94827896,1.1189616,0.7817287,1.2389934,1.0423429,1.3195076,1.0902447,1.2296833,1.2887557,0.71184206,1.2782559,0.0,0.9628461,0.68713564,1.1280187,1.2341024,1.3661664,0.6517086,0.6199956,0.9190252,0.83692276,0.9932911,1.0702349,1.0492821,0.7983329,0.6670281,1.2795174
spoon,1.341398,1.1836631,1.0068024,0.77496856,1.1600082,0.66208977,1.1432166,1.2925224,1.1309394,1.0880772,1.1221464,0.8231796,1.2932954,1.2427616,0.88400596,0.8628602,1.0124437,0.8596114,1.1519506,1.2042161,0.9434897,0.8220415,0.67612356,0.9559046,1.0462157,0.9713717,1.1386098,0.6984832,0.7753185,1.0429263,1.2996645,0.79697293,1.1738684,1.0170751,0.9321715,1.0582237,1.1510125,0.97112,0.90551126,1.0828494,1.0884758,1.1448512,1.0020524,1.0085238,0.8238271,1.049187,1.2267023,0.6689059,1.1190051,0.9318243,1.2104172,0.95516926,1.0540717,0.9073831,1.1197667,0.74294096,1.108408,0.7153101,1.0422821,1.3236963,1.0052763,1.0213579,0.9188663,0.88024,1.2531123,1.0908749,0.99782014,0.9074019,0.8536625,0.98814905,1.0536462,0.8954098,0.9728557,0.9195087,0.75419927,1.0641385,0.9676365,1.1310292,0.7500021,1.2168396,0.9970679,1.2090611,1.1226901,0.92726463,1.1416692,0.9628461,0.0,0.92241406,1.228206,1.0334889,1.1692275,1.1257119,0.932853,1.09912,0.9312376,0.95396125,0.7812577,0.94589967,0.8318447,0.8784574,1.0944505
strawberry,1.2060626,1.3473647,1.1948524,0.69606835,1.2463325,0.9380945,1.4141402,1.4088404,0.77530324,1.3142353,1.3323438,0.729361,1.3796653,1.2724649,1.115833,0.35311866,1.2269995,1.29866,1.1585772,1.2782875,0.51305974,0.4080661,0.62020314,0.8879403,1.1609347,0.83847743,1.0871605,0.50936496,1.0584222,0.9702296,1.3051305,0.46805692,1.4366194,0.78683615,1.2806721,0.8611739,1.0203727,1.161668,1.1746513,1.0599751,1.0541527,0.90368026,0.59371287,0.75026727,0.9982448,0.9761222,1.2302873,0.50321597,1.0223709,0.9832131,1.0446869,0.44902098,1.0274553,0.39784873,1.2897911,1.0986793,1.242656,0.5941701,1.0273099,1.230487,0.3966536,0.9307955,0.9044219,1.1260004,1.3536181,1.189953,1.3898778,0.5477885,0.58835304,0.92441976,0.875741,1.2471597,1.2900075,1.1412861,0.689672,1.1014122,0.6646688,1.2433882,0.90914977,1.2816477,1.1592607,1.2900534,1.4221222,0.48150086,1.1740437,0.68713564,0.92241406,0.0,1.185835,1.301554,1.443464,0.6003384,0.6006272,1.103349,0.64479446,0.9704376,1.1754106,0.9776822,0.5445004,0.36864853,1.3558155
