,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bed,0.6539203,1.3984578,1.5152745,0.48643565,1.3614658,1.2482154,0.83935094,1.174311,0.51377815,0.830005,0.0,1.4189501,0.30124772,0.5115534,0.9423568,0.15076119,0.81572396,1.1821567,1.5656495,1.4491816,0.9134289,1.2091315,0.58996725,1.4076841,1.4152794,1.3786354,1.213276,1.3441703,0.7451995,0.9543891,1.4501493,0.9864557,0.62511927,0.92565954,0.9061811,1.2863426,1.4127662,0.11648989,0.811031,1.5156807,0.41601437,1.58814,0.8834592,0.71774554,1.0955504,0.7789216,1.0372124,0.6996405,1.4655504,0.5123123,0.7788112,1.4252042,0.8946401,1.185295,1.1012595,1.5150325,1.209482,0.76926017,1.3048767,1.1776146,0.6398707,1.3252201,0.80135244,1.0672185,0.98623747,1.441782,0.5627011,0.5600625,0.4646544,1.2722101,0.39203823,1.4994558,0.78386074,1.5121344,0.70762265,1.3869451,0.7831559,0.95236194,0.7448257,0.80376506,1.2236856,1.3276846,1.4563963,1.3232363,1.5026176,1.2347689,1.441544,0.7296419,0.6338057,0.44980782,0.47790635,0.714055,1.0284858,1.514092,1.5275239,1.3975297,1.1587538,1.0078171,0.77553535,1.1029185,1.0273601,1.350342,0.89443773,1.4356415,0.92300725,1.3516371,1.377613,0.9763405,0.703888,0.7500001,0.90683264,1.0468607,0.501593,0.8813728,0.57751906,1.3648261,0.93823516,1.0061104,0.79278076,1.5459611,0.7184125,1.3450172,1.1036341,1.0593265,1.6406282,1.037945,1.0833547,1.5485722,0.83858395,0.5396706,0.5719352,0.39040142,1.4888886,1.448298,1.4207493,0.8833437,1.2399743,1.2768378,0.8869821,0.8403321,0.748345,0.9960186,1.5508872,0.61180466,0.7117202
belt,1.5082844,0.41974604,0.76922834,1.413927,0.8825396,0.9317839,1.3372327,0.7383375,1.2950072,1.197967,1.4189501,0.0,1.2828135,1.3391384,1.0808634,1.2910366,1.1763382,0.80880284,0.46620983,0.60854053,1.1999005,1.1420319,1.3058622,0.75534934,0.62993467,0.47268218,0.5765232,0.6873907,0.88421917,0.7630968,0.59623307,1.05463,1.1156391,1.2258767,1.1258225,1.0606476,0.5685946,1.297471,1.3832947,0.28317988,1.2587764,0.43671477,1.3402781,1.2161292,1.0854307,1.0575253,0.89227223,1.2000998,0.6958184,1.2059102,1.1992967,0.49090344,1.0682863,1.0370969,0.9001049,0.31473672,1.0144184,1.5538075,0.5673175,0.60694623,1.2935398,0.9191802,1.1434199,1.2783859,1.1970596,0.31888342,1.2166889,1.5042703,1.1548004,1.0665832,1.176831,0.53182113,0.8946334,0.5536158,1.22272,0.77197456,1.3692305,1.290487,1.3553638,1.1477479,0.7364326,0.96643054,0.40024853,0.6221854,0.268749,0.68724376,0.6032831,1.2385898,1.3567622,1.3072546,1.1044639,1.2823924,1.1988384,0.21355462,0.3129124,0.86027586,1.1790519,1.0422599,0.66772014,1.1941364,1.1736243,0.87960243,1.2707404,0.64699715,1.0262471,0.59138304,0.7956687,1.0481669,1.2340264,1.4185628,0.85636437,0.99571204,1.2123804,1.0629109,1.0771585,0.876753,0.94545275,1.0383084,1.183471,0.26048923,1.2535753,0.55891997,0.65582216,1.185451,0.5355111,1.3331838,0.92206275,0.6247705,1.0535659,1.3571061,1.392246,1.580395,0.6367541,0.5441857,0.32262838,1.428014,0.6166358,0.9148206,1.4026327,1.2212975,1.3143246,0.8936482,0.20194447,1.2241201,1.2209787
bench,0.68293226,1.2081063,1.5266033,0.6677189,1.4588134,1.2956212,0.8025269,0.97259957,0.39807236,0.963189,0.30124772,1.2828135,0.0,0.7613233,1.0782981,0.4273095,0.9114119,1.1539752,1.5039905,1.3414546,0.7271347,1.2382903,0.5479602,1.2909727,1.3808253,1.1830072,1.0332259,1.2957762,0.8433502,0.641307,1.4887958,0.8269961,0.7029204,0.9285756,0.86863285,1.273572,1.3378785,0.25892138,0.7708166,1.4437964,0.41542882,1.5006268,0.85376954,0.8360388,1.0952599,0.6829418,0.7337545,0.8096981,1.5085342,0.693018,0.91972595,1.3615558,0.9240041,1.1310426,0.89715993,1.3562717,1.3114495,0.8910286,1.2473928,1.0943644,0.6962075,1.3128417,0.9368143,1.0635965,0.9747694,1.4076009,0.73992413,0.6258559,0.68793446,1.2292336,0.55537397,1.2982163,0.6196166,1.4158211,0.8110354,1.2615242,0.8471283,1.028474,0.7117002,0.751791,1.1927364,1.3035951,1.4839587,1.2208108,1.4019008,1.1324117,1.4526198,0.58558035,0.76585805,0.69945014,0.5430753,0.8376241,1.048461,1.4048734,1.4152939,1.3997195,1.1080468,0.9812697,0.7901857,1.1854315,1.0214403,1.3189842,0.8151441,1.4070604,0.8529018,1.1896685,1.3771588,0.687376,0.8294163,0.8990523,0.97721463,1.0390663,0.7571197,0.8556878,0.65200806,1.1657875,0.94150925,0.86244583,0.6227819,1.4472797,0.7961494,1.3176911,1.0313752,1.1219593,1.5020437,1.0142839,0.92798305,1.4872874,0.71899587,0.7434344,0.7002106,0.5021621,1.4465482,1.3963764,1.3578483,0.826505,1.1487873,1.3183901,0.8782381,1.0231956,0.60263616,0.7859319,1.4594465,0.6261852,0.93368375
bib,0.69466555,1.1654103,1.3746086,0.40924776,1.3548591,1.2256885,0.8032216,1.2417432,0.8285238,0.83679724,0.5115534,1.3391384,0.7613233,0.0,1.0469469,0.42439288,0.96941626,1.1996601,1.5471823,1.4861007,1.0662146,1.1838921,0.897738,1.3311741,1.3169473,1.4301405,1.2455082,1.2232882,0.87104344,1.1646056,1.4594257,1.1810015,0.45117652,1.0122945,0.87115586,1.2897463,1.5048237,0.6049761,0.64042056,1.542535,0.7322923,1.547739,0.83149725,0.7284169,0.8926611,0.82040614,1.1624008,0.5283194,1.4027334,0.7837956,0.7109003,1.1508508,0.8080336,1.0964574,0.9569903,1.4402872,1.1274576,0.71160376,1.0837191,0.8338263,0.8207593,1.1006137,0.5661891,0.9499821,0.60045755,1.3365047,0.60024714,0.71664023,0.5017587,1.2549201,0.41533262,1.549126,1.0406225,1.5449226,0.72353363,1.323947,0.73702776,0.8590549,0.44881868,0.9538382,0.9992346,1.3191829,1.437402,1.2300758,1.213802,1.0646243,1.4471488,0.9232808,0.7105632,0.25565457,0.44655257,0.73015535,1.0052793,1.5362109,1.5209008,1.3713157,1.1980764,0.9219895,1.0395312,1.0336293,1.0511544,1.2826617,0.84615153,1.3350631,0.863961,1.4165664,1.4012095,1.1418383,0.81322616,0.73188084,0.6024147,1.105902,0.3392253,0.7853503,0.44814122,1.3745717,1.0116019,1.1404419,1.0219,1.4800086,0.96804136,1.3181729,1.0110221,0.9669767,1.5591583,1.0004163,1.189628,1.4349823,1.0339645,0.37032664,0.7011878,0.618657,1.5029714,1.1795136,1.3177235,0.79702103,1.2079661,1.3479205,0.8993645,0.9102552,0.82711643,1.1878418,1.4377838,0.75808704,0.724831
bird,0.7810724,1.2276329,1.047511,1.0772032,0.9529841,1.0238136,0.998038,1.0516099,1.0351297,0.8464001,0.9423568,1.0808634,1.0782981,1.0469469,0.0,0.9228718,0.8478993,0.945826,1.0262872,1.0658002,1.1058581,0.9725854,0.8843381,1.1021901,0.7200357,1.1071767,0.870101,1.0195276,0.78054523,1.1276784,0.9905691,1.0009745,0.9998472,1.1293507,0.9680419,1.0389564,0.98811585,1.0109348,1.048177,1.0187049,1.0187205,1.0396979,1.0236207,0.7599924,1.0012608,1.1372998,1.1626793,0.9970848,1.0643724,0.99401855,0.9222997,1.1925793,0.73233175,0.91334504,1.1317648,1.0467527,0.49277955,1.0555322,1.1184127,1.0539007,0.90975136,1.0625956,0.92483884,0.99225146,1.1801474,1.0337152,0.92413515,0.9445848,0.95156634,1.0980501,0.99604756,1.0601823,1.1078459,1.0131234,0.9621475,1.0197213,0.8199183,1.0562744,1.0466976,0.93478525,1.0810078,1.0262955,1.0552694,1.08642,1.1378876,1.1575284,1.004796,1.122227,0.86365575,0.99920905,1.0240872,0.94670415,0.92995054,1.0314606,1.0671501,0.8861109,1.0331132,1.1401619,1.0142387,0.976467,0.97685415,0.98693854,1.0180488,1.0073863,1.0094118,1.0093234,0.9691023,1.2061269,0.9688975,0.7865966,1.1013778,0.88363194,0.97612464,0.9311363,1.057029,1.0818585,1.0356691,1.1058687,0.84245086,1.0037929,0.8334722,1.0518628,1.1256161,1.0677356,1.021667,0.94624066,1.1062025,1.0229044,1.0777671,0.9573985,0.95731777,1.0129939,0.9635942,1.1833955,1.1029223,1.0614102,1.0464993,0.8229383,1.1156025,0.97450155,1.077014,1.0662994,1.0548761,1.1319153,1.0729756
blanket,0.6736392,1.2862852,1.4855497,0.57770437,1.3635406,1.2969537,0.92214215,1.0710952,0.6609688,0.8327333,0.15076119,1.2910366,0.4273095,0.42439288,0.9228718,0.0,0.85610914,1.1865829,1.5008595,1.4604244,0.9812902,1.1894861,0.66507775,1.3451707,1.385832,1.2760332,1.1664525,1.3379035,0.7252706,0.9792405,1.467095,0.9671572,0.5468253,0.9884645,0.9294771,1.2721962,1.3424511,0.25477272,0.77368045,1.456201,0.51148033,1.5492226,0.94914186,0.6974578,1.034603,0.8760606,1.0796577,0.6564141,1.4835696,0.6079366,0.85131186,1.4046719,0.77347356,1.1352508,1.0823678,1.4430548,1.1556171,0.8709101,1.2573707,0.9526977,0.7184801,1.2704291,0.85621786,1.0727987,0.98621035,1.3518778,0.5521063,0.66579634,0.28624964,1.2705792,0.34016037,1.4843221,0.8754825,1.5060716,0.7414793,1.3081971,0.7630588,0.9833811,0.6026616,0.78761286,1.221838,1.2918949,1.4644581,1.1213952,1.4056674,1.2289156,1.446302,0.7973065,0.71106005,0.42614537,0.40697378,0.81094116,1.017295,1.4688182,1.5052261,1.359411,1.1410434,0.94947666,0.6088299,1.1107903,1.0320013,1.3483088,0.9033262,1.4050884,0.7145651,1.3104686,1.3629551,1.0240865,0.7381474,0.8105109,0.80807114,1.118043,0.5275147,0.70479095,0.4962626,1.381537,0.9796364,1.0579616,0.7944392,1.3931865,0.7997389,1.3581396,0.891826,1.0845298,1.5704782,1.1015024,1.1072565,1.5045335,0.7934951,0.5429125,0.69867647,0.6024314,1.4748783,1.4265759,1.4203637,0.9634515,0.99368906,1.2591482,0.9668879,0.8964756,0.8066083,1.0583277,1.4908895,0.7424427,0.7429025
boat,0.963521,1.244416,1.1192561,1.0809975,0.966145,0.98451746,0.86164016,0.9647406,0.7066413,0.93071574,0.81572396,1.1763382,0.9114119,0.96941626,0.8478993,0.85610914,0.0,0.84955996,1.0476062,0.905072,0.73586076,1.0794921,0.8361085,0.8811991,1.1077884,1.1105477,0.85220027,1.0965037,1.0534368,1.109544,0.97035354,0.9789791,1.0772564,0.7835271,0.9723486,1.034326,1.1239982,0.9638548,1.1412672,1.0521803,0.75620353,1.0212843,0.93196666,1.0420728,1.0186871,1.158651,0.9491388,1.0810962,1.1149815,1.1021729,1.1166718,1.278239,0.8523268,0.9819421,1.3038045,1.1087518,0.83225644,0.708949,1.2374852,1.1417856,1.0026698,0.77821606,1.1183997,1.0827419,1.1810617,1.1394205,1.1056918,0.62904024,0.99446553,0.9770329,1.0979755,1.0504425,0.99612814,1.0650067,1.1417369,1.1930454,0.86886954,0.8449481,1.0406616,0.8302906,1.2095481,1.0298561,1.1651074,1.0918825,1.2395601,1.2771801,1.1409221,0.89814216,0.95269924,1.0787785,1.1667271,0.85171175,1.0997816,1.0856513,1.1444722,0.99018395,1.0025135,1.0307915,1.0403326,1.0946608,0.9772415,0.7960689,0.84188783,1.1591411,0.80395305,0.8425903,1.086669,1.0233079,1.0194194,0.90555584,1.215478,0.709361,1.1168128,0.85034484,1.1943336,0.9618285,0.96312857,0.6620143,0.9895909,1.0583649,0.88028026,1.1655103,1.0856816,1.023761,0.9848082,0.68989885,1.036616,1.1070234,0.8739099,1.0175916,0.6311885,0.68156147,0.9093999,1.3242512,1.2388566,0.81387115,1.0315045,0.6376589,0.7597034,0.89321566,0.9716374,1.0222781,1.1771609,0.97390056,1.0012953
book,1.1708057,1.0354282,0.79771066,1.3593723,0.76023424,0.9054946,1.1643403,0.69287306,1.2353462,1.2156035,1.1821567,0.80880284,1.1539752,1.1996601,0.945826,1.1865829,0.84955996,0.0,0.6078205,0.63075596,0.50280553,0.9510171,1.06979,0.6576401,0.74901783,0.7193588,0.712389,0.961255,1.3276109,0.8645894,0.7183944,0.98171943,1.2512057,0.9546243,1.090111,0.7661786,0.814424,1.2201115,1.2741115,0.662863,0.9802996,0.63101023,1.1207924,1.2636644,0.8743006,1.1699038,0.86991143,1.1144272,0.8082379,1.3541687,1.1484497,1.0474019,1.1095269,0.8492649,1.2045783,0.7347396,0.6633685,1.1916875,1.0557922,1.065814,1.2477078,0.6383752,1.2151557,1.1408317,1.2300804,0.77201617,1.4241,1.1306657,1.2000905,0.78190017,1.4120119,0.60241646,0.868536,0.68693286,1.2557892,0.78809416,1.2259921,1.1879435,1.3447227,1.014886,1.1081855,0.7734441,0.81294584,0.73538566,0.945647,1.1767797,0.78013486,1.1026112,1.2669394,1.3365268,1.4493234,0.48452026,1.055253,0.65911025,0.68699586,0.7822476,1.0323973,1.0456784,0.8188449,1.0167323,0.86988556,0.59535724,1.2116247,0.9128721,0.7949481,0.5629309,0.8725874,1.0088991,1.2320268,1.0010258,1.1948345,0.7280038,1.3490434,0.96949697,1.4527831,0.81695354,1.211232,0.8771185,1.0595423,0.66085994,1.1675224,0.8605163,1.0027785,1.0886692,0.7120939,1.0981362,1.0370253,0.7470604,0.9953871,1.2704417,1.0924693,0.98930687,0.53409624,1.0589305,0.94282275,1.1645046,0.745222,0.4771334,0.84393215,1.0886081,1.2637472,0.8684488,0.8035738,1.1962318,1.121779
bottle,1.4814285,0.8070844,0.59299076,1.55442,0.5126424,0.74469364,1.3206124,0.6787059,1.4568955,1.283072,1.5656495,0.46620983,1.5039905,1.5471823,1.0262872,1.5008595,1.0476062,0.6078205,0.0,0.4362768,0.9586667,1.0013827,1.2666166,0.415442,0.6133003,0.3940305,0.7166601,0.7666875,1.2572868,0.86405545,0.36360013,0.919901,1.321521,1.0415572,1.2600453,0.81230426,0.49551833,1.5072141,1.4083247,0.23729396,1.3094826,0.0873878,1.2495863,1.3475647,0.9409591,1.1825552,1.0048258,1.1833322,0.50606817,1.368625,1.2698307,0.7864144,1.2965854,0.89903146,1.1986351,0.4739371,0.8698984,1.2681556,0.8710631,0.92415386,1.3796016,0.68946165,1.3031954,1.2359967,1.395072,0.38366264,1.4296516,1.4351454,1.3777882,0.5766117,1.5674863,0.44481742,1.0478168,0.28372622,1.3691152,0.78190947,1.3927321,1.1562521,1.5055875,1.122957,1.0010934,0.8119286,0.30067897,0.57446855,0.61452967,0.99877185,0.36795914,1.292416,1.4331914,1.5431032,1.527656,1.1874913,1.1557113,0.30346334,0.34409684,0.6230396,0.99117184,1.0577245,0.9043463,1.135065,0.9808469,0.7424953,1.2407947,0.4818806,1.0197699,0.52143097,0.5345932,0.94883335,1.3407587,1.3066934,1.1879934,0.90962505,1.4581494,1.1043589,1.4610457,0.6511225,1.0465267,1.0172176,1.2222666,0.2826367,1.2391053,0.49760163,0.82398117,1.1591245,0.3417313,1.0313747,1.027102,0.46091747,1.0595778,1.4560928,1.3405147,1.4607828,0.3218394,0.69959056,0.5574709,1.2773731,0.596447,0.43404537,1.2391667,1.151936,1.352567,0.9150286,0.28981042,1.3639603,1.1824851
bowl,1.4687843,0.9494638,0.65050566,1.5170721,0.55443406,0.65084535,1.249356,0.72962224,1.0507482,1.2607086,1.4491816,0.60854053,1.3414546,1.4861007,1.0658002,1.4604244,0.905072,0.63075596,0.4362768,0.0,0.7904691,0.89365727,1.2405082,0.22794431,0.80506575,0.5932846,0.779122,0.8425808,1.2744327,1.0128244,0.3625546,1.0459237,1.4618726,0.8096789,1.1561186,0.66998106,0.6087431,1.4148307,1.3467319,0.5396641,1.2906168,0.27091998,0.87824166,1.4671724,1.1857808,1.2300397,0.87437385,1.3403345,0.49903595,1.4034991,1.2901297,0.964793,1.195077,1.0589653,1.258618,0.6811594,0.9499525,1.0255247,0.9922,1.125856,1.345698,0.75101405,1.360681,1.0654409,1.3534627,0.6043075,1.5170059,1.35518,1.4056897,0.58059573,1.5556052,0.5800066,1.1330093,0.55500054,1.3567247,0.76052046,1.1338608,0.83616555,1.4891586,1.1682879,1.0509137,0.6688853,0.5596553,0.71195644,0.8121965,0.9165562,0.54117614,1.0575838,1.3730528,1.58991,1.5263932,1.0491879,1.0441854,0.54740345,0.56502855,0.75663006,0.8415839,1.1607461,0.8597517,1.0091007,1.1203735,0.27105486,1.2640555,0.7168318,1.0606602,0.5438718,0.735551,0.9212985,1.2274839,1.332584,1.2788422,0.97024447,1.448053,1.2061177,1.4581501,0.7319564,0.9884648,0.49534565,1.2265537,0.564973,1.1937034,0.70886207,1.0557827,0.64133906,0.43404078,1.0083499,1.0193251,0.5681812,1.1188688,1.4767057,1.2016075,1.2211878,0.24169075,0.96201986,0.6892743,1.2325138,0.75944984,0.6277375,0.94419503,1.169666,1.2537222,1.0441961,0.6067368,1.2897048,1.2790291
box,1.0278347,1.2354406,1.0924861,1.160487,0.9767425,1.0018319,1.034348,0.62320364,0.8480958,1.1964177,0.9134289,1.1999005,0.7271347,1.0662146,1.1058581,0.9812902,0.73586076,0.50280553,0.9586667,0.7904691,0.0,0.92073107,0.7797924,0.59690964,1.1411422,0.89150465,0.96735215,1.2273307,1.2871484,0.7619779,0.9876169,0.7467942,1.1215892,0.6552667,1.0664937,0.7837439,1.063909,0.8916225,1.057179,1.1539099,0.65694875,0.93985873,0.9289783,1.1912881,0.8964643,0.9396,0.5548858,1.0254949,1.1279752,1.2414117,1.0793828,1.3213363,1.2300382,0.9924958,1.2490376,1.1859059,0.9744711,0.87397885,1.215056,1.2586036,1.1586372,0.7969567,1.1656281,1.0676143,1.1764951,1.128314,1.2847725,0.8971747,1.0143644,0.62340385,1.2660167,0.98081917,0.80634916,0.9734592,1.1875495,1.0061302,1.031115,0.9301048,1.1194977,0.791728,1.241922,0.8203043,1.2279906,0.90610105,1.2726686,1.2159234,1.1148462,0.683582,1.1786674,1.2078669,1.2418976,0.57844996,0.90827614,1.1665044,1.1443942,0.99562746,1.0515807,0.9908724,0.83370054,0.9918129,0.8943701,0.7835375,1.0733862,1.1660545,0.66640484,0.7137089,1.1066545,0.67872494,1.1571358,1.0120612,1.1717598,0.9373242,1.2226384,0.94212055,1.2409108,0.95121264,1.085711,0.6667843,0.8601399,1.1815174,1.0460287,1.2092087,1.147903,1.0107684,1.0452945,0.8704798,1.0870274,1.1152263,0.7196823,1.1131418,0.88276386,0.68463194,0.8529744,1.3395214,1.3186153,0.9936053,0.9160599,0.6934322,0.62969136,1.0178673,0.95051676,0.7644427,1.2597399,0.9625997,1.0464098
bread,1.0886458,1.1728264,0.91236544,1.1945292,0.89318246,1.0147022,1.04182,0.952309,1.2080555,1.0834541,1.2091315,1.1420319,1.2382903,1.1838921,0.9725854,1.1894861,1.0794921,0.9510171,1.0013827,0.89365727,0.92073107,0.0,1.1478384,0.9830555,1.0269966,1.112963,1.1583633,1.0810552,1.1860696,1.1867816,0.9878903,0.9533939,1.2996395,1.0590992,1.0112553,0.55925226,0.88937426,1.2228653,0.8734188,1.0849848,1.1631234,1.0301656,0.98436004,1.1103938,0.97017944,1.2360274,1.0450492,1.128837,0.91256565,1.2075384,1.1190807,1.1434265,0.9754451,1.0422838,1.1820449,1.1077365,0.8890837,1.0773518,1.1308775,1.2047917,1.1703956,0.9900202,1.1545998,0.50981987,1.1475899,1.0684364,1.2445245,1.1035713,1.1671311,0.8807253,1.2910106,0.9765254,1.1674873,1.0148462,1.0489844,0.53705424,0.99476296,1.011841,1.1228979,1.1387122,1.0952736,0.57926834,1.0489037,0.90643287,1.1340849,1.0574659,0.94637805,0.9348559,1.1015856,1.2259604,1.2936535,0.9876577,0.1671747,1.0938379,1.0582981,0.9442251,0.82619405,1.0017172,0.98924416,0.112998724,1.0059661,0.71445143,1.0455555,1.023552,1.0480717,1.0011581,0.9592025,1.128613,0.9233199,1.0935786,1.1224031,1.078606,1.2488286,1.0568227,1.2441359,1.098314,1.2202252,1.0526187,1.0851542,1.0639398,0.9826829,1.0418231,1.1227393,0.8153553,1.0037092,1.030564,1.0947824,0.9349255,1.102793,1.196037,1.1167003,1.0841917,0.8188707,1.1190357,1.0959849,1.1513915,0.9375359,0.9373561,0.7140206,0.972876,1.0672476,1.107062,1.1288147,1.1601576,1.0656227
broom,0.69728625,1.2587914,1.3150558,0.9170852,1.1892715,1.1420761,0.86793375,0.7641952,0.78833455,1.025639,0.58996725,1.3058622,0.5479602,0.897738,0.8843381,0.66507775,0.8361085,1.06979,1.2666166,1.2405082,0.7797924,1.1478384,0.0,1.076464,1.2673986,1.0529662,0.94250965,1.2286588,0.9977837,0.7103132,1.3122103,0.72734517,0.8080839,0.9904758,1.0148247,1.2503072,1.175695,0.6201705,0.9860575,1.2451038,0.39593983,1.3055056,0.74557793,0.8701869,0.8461994,0.8902146,1.0359024,0.82840014,1.3094568,0.9790948,0.9941777,1.3667849,0.9630807,0.9164655,1.1175792,1.2404587,1.051729,0.8487953,1.2188714,1.0863725,0.9123924,1.1298323,1.0022901,1.0703968,1.1291772,1.2816987,0.95119894,0.55663306,0.83329886,1.1100018,0.9058548,1.1674124,0.60141385,1.1934016,1.0474991,1.2637169,0.842777,0.9541795,0.86271137,0.6032024,1.2395666,1.2664443,1.4017005,1.0951122,1.3356587,1.2040964,1.2830412,0.8555345,0.93787986,0.8902178,0.8670329,0.91098195,1.0436871,1.284985,1.2698174,1.1550655,0.85875535,0.91392064,0.84790003,1.109967,0.81941843,1.1926249,0.96458966,1.2218139,0.7666254,1.159217,1.209235,0.87557137,1.0059239,0.9081866,1.0285589,0.88731617,1.0000403,0.849109,0.9579879,0.8568807,1.0787569,1.0241653,0.62805575,1.320975,0.8464365,1.352429,1.0680218,1.1459852,1.1948638,0.8847509,0.82657033,1.3925624,0.52708375,0.8838653,0.64191246,0.6212367,1.237486,1.370822,1.3618184,0.69951653,1.0681063,0.9385045,0.9135344,1.0236081,0.76759803,0.60737586,1.344129,0.8062908,1.011238
bucket,1.3852706,0.96126646,0.75485516,1.4702908,0.6501005,0.7322812,1.2797127,0.5603576,1.1367395,1.311081,1.4076841,0.75534934,1.2909727,1.3311741,1.1021901,1.3451707,0.8811991,0.6576401,0.415442,0.22794431,0.59690964,0.9830555,1.076464,0.0,0.8877582,0.504372,0.859126,0.98837125,1.3590415,0.80270433,0.5482327,0.85717106,1.3063822,0.7485414,1.1843593,0.70328116,0.73492646,1.3621261,1.3407271,0.7148887,1.0749481,0.3170061,0.9096231,1.3666888,0.9524414,1.1734078,0.8288406,1.1780708,0.71539015,1.4259026,1.3075734,1.0463772,1.277987,1.0056471,1.2720451,0.7814423,0.95013404,0.9085076,1.0432811,0.99299043,1.4061986,0.7224279,1.3577943,1.1600016,1.3151336,0.6229459,1.4547719,1.301907,1.2730598,0.35841095,1.5205923,0.68293405,0.9991236,0.56538725,1.395188,0.9072535,1.1488268,0.75164384,1.3152605,0.9469025,1.1550884,0.7309876,0.8101225,0.60355,0.8923925,1.0978576,0.7415921,0.9607728,1.4316416,1.506705,1.4528046,1.0157938,1.0855452,0.7577076,0.77233624,0.72807556,0.8871706,1.0126351,0.8011298,1.1089622,1.0153579,0.48121136,1.1600474,0.8225833,0.7218836,0.5288107,0.8215296,0.7276031,1.3287108,1.3220049,1.1898844,0.98741543,1.3975422,0.98837554,1.37906,0.6754749,0.9810068,0.57736874,1.0754874,0.6568737,1.2610162,0.93466276,0.91989803,0.8009896,0.50301206,0.95397574,1.0536842,0.7189566,0.82810795,1.3927157,1.173219,1.1804905,0.35541612,1.0295334,0.95096886,1.1707622,0.66011286,0.5476438,0.96860474,1.1376622,1.1999089,0.87438524,0.75710535,1.2486006,1.2176975
butterfly,1.0518378,0.7759578,0.6381515,1.3832722,0.79013956,0.8851721,1.1016123,0.90172803,1.312401,1.1039622,1.4152794,0.62993467,1.3808253,1.3169473,0.7200357,1.385832,1.1077884,0.74901783,0.6133003,0.80506575,1.1411422,1.0269966,1.2673986,0.8877582,0.0,0.75531554,0.85650206,0.7091679,1.0539504,0.99587774,0.61256945,1.0021018,1.1935434,1.1286954,1.1485567,0.91813534,0.69789904,1.39272,1.2709411,0.5415227,1.3294086,0.61044663,1.2813629,1.0856478,1.0015299,1.1356381,0.93145406,1.1277817,0.72281474,1.1978965,1.1225233,0.7439833,0.97912365,0.7063348,1.0101693,0.61619794,0.458871,1.3528104,0.83826315,0.86918,1.1899116,0.8752689,1.1358949,1.1478761,1.1784236,0.6172936,1.2288151,1.3510762,1.2244822,0.98889625,1.343447,0.67807454,1.0690471,0.5402372,1.2552505,0.8315545,1.2417322,1.2085344,1.2994082,1.1370814,0.87405956,0.8799809,0.60989404,0.8016521,0.60033584,0.8946281,0.71682954,1.2818019,1.2110792,1.3572373,1.3429192,1.0219122,1.1231627,0.52869457,0.5941089,0.6823493,1.049523,1.1518291,1.0165013,1.0426762,0.83156943,0.8600898,1.2065583,0.74396586,1.0285802,0.7874588,0.5750454,1.1906252,1.2206142,0.85599357,1.0441461,0.87082356,1.2520454,1.0574784,1.3169553,0.7990931,0.93355393,1.1278939,1.101009,0.5229414,1.2004931,0.7268102,1.0114605,1.1216893,0.59941363,1.1432695,1.0307543,0.5604789,1.1469984,1.3121768,1.302911,1.3578534,0.6519401,0.7560792,0.65305793,1.254595,0.8266045,0.7749326,1.2333385,0.98276573,1.3090283,1.0751258,0.5359139,1.2364011,1.2212739
