,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
belt,1.4044113,0.7675998,1.0652057,1.2676129,0.9222763,0.43968344,0.8702026,0.7306475,1.2701584,1.440931,0.0,1.0170009,1.4251955,1.3330934,1.30994,1.1848454,0.59349054,0.7648425,1.2238461,0.994092,0.23929977,0.59726626,0.8035381,0.33923602,0.9226164,0.98380977,0.94307214,1.1979382,1.0377735,0.78246915,1.2547568,1.4243025,0.87009585,1.0178621,1.2383149,1.0418532,0.38327688,1.4218402,0.6360799,1.3764365,1.020107,1.3193543,0.87275314,0.96759355,1.4200168,0.7628053,0.9995021,0.36318862,1.325311,0.781191,1.2642343,0.87983865,0.91056716,0.9385894,0.7198241,1.1863028,1.347322,0.6246662,1.0592393,0.97049785,1.2761629,1.2099874,1.1081016,0.75572526,0.97771925,0.97457516,1.0278684,1.2178688,1.2573385,0.6458647,1.3563868,0.5255323,1.0006361,1.0454569,1.3057464,1.0389451,1.4479206,0.42080665,1.2521883,1.2887156,0.6016042,0.7032959,0.6387329,0.804144,0.8521827,0.9693111,1.434135,1.4405947,1.2016351,1.3269708,0.38495356,0.48236853,1.1346188,1.0511496,0.23994172,1.1500719,0.6072405,1.0407155,1.0743058,1.187632,1.2588853,0.63799846,0.48846138,1.143193,0.9026651,1.2299554,0.86774445,1.3394635,1.2258697,1.1959243,0.54768336,1.3760118,1.015427,1.2951261,0.5011896,1.2605577,0.64860636,0.7651892,0.79221714,0.78213054,0.7307479,0.76195705,1.3273578,1.2649384,1.5127897,0.69318163,0.8101661,0.6394904,1.0542703,0.8244228,0.96212023,1.433895,0.4232602,0.5085989,0.8780285
bench,1.0283843,1.4324424,1.2901862,0.89721835,1.2401397,1.1242832,1.2025926,0.63709897,0.6237229,0.6241178,1.0170009,0.0,0.9877134,0.98341686,0.66593695,0.70679694,1.2333382,0.9221872,0.19020998,1.1961908,0.92644215,0.98478955,1.0579516,0.8777236,0.76541424,0.89405465,0.9009245,0.37742847,0.9873219,1.2261996,0.72104204,0.8558065,0.90241456,1.3199749,0.36185837,1.1789502,1.2321916,0.52232754,1.0982678,0.9483068,1.1177593,1.0557585,0.6272073,0.30835974,1.0153886,1.2040536,1.1777406,1.0496895,1.1471597,1.2170917,0.97749835,1.116584,1.2016957,1.1199437,1.0626673,1.2801147,1.0125879,1.3318921,1.0651231,1.2342335,1.1362147,1.1769562,1.0177462,1.2058991,1.1740419,0.81796634,1.0240393,0.91547185,0.8913239,0.83106565,0.47519034,0.96989226,1.028171,1.0458488,1.1249378,0.8614822,1.0123593,0.901037,0.8540045,1.1023406,1.3766603,0.7531965,1.2152749,1.2787318,1.2439787,0.61137486,1.0446572,0.9887373,0.8848918,0.5613356,1.2065198,1.1485623,0.9897656,1.1919172,1.0318173,1.0614667,1.1750333,0.9036499,1.1427689,1.2848041,0.6644497,0.75320005,1.121423,0.57522905,1.3075376,1.0095978,1.0695127,0.9519918,1.0647864,0.9193661,1.161083,0.98199934,0.58999234,0.8323849,1.3109554,0.77846193,1.3588094,1.1483314,1.0170348,1.0684277,1.0803889,1.2897453,0.74677145,0.867381,0.69287753,1.1574839,1.2849842,1.3937182,1.0784515,0.7949248,1.2774787,0.70524704,0.8741351,1.3501331,0.7077586
bib,0.6106427,1.4286321,1.1098943,0.38589156,1.3457543,1.4161373,1.2828925,1.2990727,0.61971426,0.4400388,1.4251955,0.9877134,0.0,0.75534105,0.5256181,0.9211608,1.4986984,1.3836281,0.83522654,1.3452929,1.420101,1.4116137,1.255607,1.3752184,1.2124226,1.1582708,0.7737771,0.7577788,1.007362,1.4527694,0.677755,0.80892295,0.9787125,1.379843,0.8156066,1.214427,1.6082611,0.5237066,1.5057745,0.82686293,1.0849983,0.8679471,0.93726945,1.0663481,0.18325019,1.0163682,1.2716662,1.2780186,0.5506991,1.0168927,0.7441182,1.2480216,1.3303235,1.0479169,1.3606013,1.099076,0.56849325,1.2862251,1.0097672,1.3180537,0.547121,1.0916893,0.5648465,1.136019,1.2368262,0.9836077,0.94326115,1.0319798,0.42675602,1.3656706,0.6873343,1.4005246,0.77108514,1.2288555,0.92197275,1.0017606,0.60000485,1.3661805,0.9417647,1.048174,1.4090569,1.1727163,0.8321629,1.1529411,1.3803331,0.937536,0.75399905,0.23752302,0.44807446,0.5821607,1.5500351,1.5513184,1.0559456,1.1480067,1.4060273,1.1086452,1.4343579,1.1345452,1.1433786,0.92029727,0.6861229,1.4577715,1.2238418,0.7959975,1.3251379,0.664559,1.3408387,0.2510476,0.8276254,0.3849672,1.4579943,0.52704704,1.0117346,0.58654636,1.4868386,0.80359054,1.4104564,1.392662,1.1984874,1.342116,1.4036819,1.3812,0.7292241,0.42972523,0.46725023,1.5157288,1.0262474,1.2937614,0.8507808,1.0446209,1.4696549,0.5891274,1.47261,1.3297622,0.9729382
bird,0.53034896,1.3903675,1.065581,0.76758444,1.3024464,1.3853503,1.2506657,1.2871264,0.847173,0.5481492,1.3330934,0.98341686,0.75534105,0.0,0.6010047,1.1536545,1.4469311,1.3810039,1.0426118,1.3131478,1.362989,1.4293425,1.2229738,1.3471674,0.8087281,1.266003,0.5964466,0.8143346,0.8204678,1.3596984,0.73006225,0.8062909,0.94252425,1.2335973,0.73517644,0.9308756,1.4487065,0.67201537,1.5137856,0.63330555,0.86961365,0.97793406,0.9883265,0.9977213,0.7157723,1.0519235,1.3559124,1.1820478,0.715289,1.251428,0.81161594,0.9714414,1.2544172,1.0961199,1.259474,0.86436355,0.66559696,1.2061598,0.9366876,1.3317883,0.75361335,0.8619519,0.959581,1.201902,1.1194066,0.7728856,0.7506262,1.1541442,0.6416596,1.2311187,0.73087823,1.3552775,0.98941517,0.9241747,0.93190265,1.2062488,0.5685118,1.2807336,0.6607108,1.0229956,1.3073772,1.2167568,1.173125,1.1778488,1.3183634,1.009231,0.5873854,0.6091316,0.6659303,0.82279825,1.4025383,1.4295878,1.0217643,1.0581675,1.301102,1.0983804,1.3953147,1.1710793,1.0949197,1.1243484,0.78307194,1.3114359,1.109691,0.9945788,0.9380971,0.5470681,1.1264875,0.63486034,0.7887171,0.7636327,1.3937881,0.7932436,1.0509381,0.6146021,1.2994765,0.7056004,1.2570024,1.1644636,1.204614,1.2487023,1.2099457,1.3145378,0.6030127,0.7604059,0.6351236,1.4456527,1.1823636,1.2353582,1.1387104,1.1398014,1.311066,0.8615193,1.3905375,1.3216707,0.9938951
blanket,0.5011928,1.4997358,1.1673886,0.64876646,1.2683394,1.4125161,1.2255837,1.1626003,0.6015729,0.19875777,1.30994,0.66593695,0.5256181,0.6010047,0.0,0.8004523,1.526223,1.3264275,0.6447971,1.2707874,1.3406258,1.3955865,1.223363,1.3023021,1.061136,1.0926509,0.68826747,0.6123835,0.97446615,1.3738103,0.64568317,0.75413704,0.88869315,1.2993457,0.55363655,1.1291486,1.5310001,0.4269253,1.5212106,0.84702766,0.9722308,0.90591985,0.8832272,0.8258705,0.66344833,1.1054127,1.2969807,1.2305983,0.8899721,1.2661237,0.78659713,1.0435225,1.3284711,1.1538036,1.3184013,1.0062991,0.829708,1.3898294,0.84082973,1.3300664,0.9006731,1.0141934,0.9008853,1.3119571,1.2069118,0.92704314,0.51242054,1.1083844,0.4548337,1.2748424,0.6589857,1.3501403,0.88186467,1.1177262,0.95652235,0.9945376,0.52319306,1.2909102,0.8729216,0.93001485,1.4573704,0.83662903,1.2069968,1.3162005,1.3261662,0.842917,0.69917905,0.54070467,0.5618844,0.45813704,1.4958727,1.45981,1.085018,1.1310382,1.179749,1.089433,1.4677367,1.1015352,1.1461709,1.0705501,0.57616633,1.2887881,1.172872,0.79431295,1.3897333,0.63009334,1.2331315,0.57490003,0.8163657,0.6005963,1.4390732,0.65698993,0.91900873,0.6210429,1.48025,0.7876549,1.449286,1.2347755,1.2644161,1.3110833,1.3860646,1.3599098,0.7142639,0.6235411,0.4797359,1.3967705,1.2789322,1.4293747,1.0474337,0.7038842,1.3936002,0.61298376,1.37336,1.434606,0.96908635
book,0.9183507,1.1459639,1.0501562,1.0560848,0.91252613,1.0799416,1.0380276,0.811862,0.929185,0.7323002,1.1848454,0.70679694,0.9211608,1.1536545,0.8004523,0.0,1.0498387,0.84455657,0.42382276,1.0215942,1.1201507,1.1400195,1.00529,1.2361445,0.9384123,0.9939008,1.2543979,0.90908253,1.1945255,0.99071276,1.0475898,0.8408817,0.9927939,1.0558023,0.95438343,1.0822375,1.0526495,0.8035151,1.0254333,0.90623873,1.223072,0.88470256,1.0432174,0.7096142,1.0993813,1.152371,1.0007433,1.0670214,1.0293527,1.1739447,0.8213618,0.92818755,0.98661613,1.0887537,0.88625973,0.98859,0.9180161,1.2115678,1.0941464,0.60826516,1.1074035,1.013218,1.0611413,1.1497258,0.94857943,1.0575285,0.9828377,0.8687498,1.1338738,0.89110327,0.9000342,1.0617368,1.1031646,0.92288494,0.93188137,0.8563178,1.0178014,1.1076753,1.0264566,0.9340542,1.2009445,0.9869169,1.2746286,1.2289844,1.0796499,0.95278275,1.0649084,1.0436052,1.1700964,0.37806427,1.0157112,0.9177964,0.816816,1.0469251,1.1975957,0.7956952,1.1042633,0.7077857,0.9822693,1.0401788,0.82142067,0.8868835,1.1513788,0.7078946,1.2699482,1.1331222,1.0016694,1.101091,1.0077033,1.1264513,1.1007427,1.0133336,0.86313105,0.9665214,1.1861689,1.001433,1.1070014,1.1379442,1.1299636,0.9380102,1.0107645,1.090485,0.9581776,1.0383452,0.7311799,0.8900529,1.2289143,1.1986636,0.89459634,0.95735115,0.8806063,0.48825085,1.0658475,1.2181997,1.0496418
bottle,1.5201037,0.41093367,1.0434604,1.4592857,0.5988098,0.47417432,0.7719413,0.73706806,1.426565,1.5041443,0.59349054,1.2333382,1.4986984,1.4469311,1.526223,1.0498387,0.0,0.5704011,1.281134,0.7848564,0.5199801,0.44179958,0.7935506,0.5497814,1.0105579,1.0157392,1.2375048,1.3296287,1.2754982,0.40897536,1.3030075,1.2353653,1.1647228,0.72929406,1.2907783,1.0476747,0.23589218,1.4346762,0.15218139,1.204336,0.9249094,1.1597916,1.0923892,1.1900916,1.4181054,1.034519,0.7342677,0.7057904,1.2679977,1.0042822,1.2443165,0.9442724,0.56948066,1.0018963,0.7286964,1.1424186,1.373882,0.45293224,1.2661414,0.658533,1.2878847,1.1159222,1.3645287,0.6466747,0.89075917,1.1291573,1.2587388,0.89705825,1.4487411,0.7585467,1.3792204,0.5244431,1.2044996,1.1083628,1.1735206,0.92233974,1.5351765,0.69067454,1.1914043,1.1766412,0.26641,0.9433077,0.96123075,0.8588486,0.68068343,1.0914831,1.3587487,1.4511949,1.406355,1.4121819,0.32708085,0.30218256,1.0298269,1.0659927,0.5116729,1.0517116,0.33256364,0.94604975,1.0271709,1.0611851,1.2976012,0.54646003,0.8806882,1.2017463,0.68232197,1.294902,0.73096746,1.4811237,1.2187032,1.4000368,0.35931242,1.3134079,1.117773,1.3603388,0.26619792,1.1831388,0.29010856,0.85115564,0.83125246,0.746228,0.64979064,0.57358706,1.3680688,1.3968302,1.4575796,0.41003895,0.96642077,0.52182657,1.1237566,0.9985223,0.53802794,1.4382044,0.46288288,0.47338402,1.0400316
bowl,1.3323436,0.74332696,1.1446314,1.3484913,0.711184,0.58027047,0.80580604,0.64897025,0.8522998,1.319205,0.7648425,0.9221872,1.3836281,1.3810039,1.3264275,0.84455657,0.5704011,0.0,0.8419113,0.70019054,0.7544831,0.6043401,0.87261105,0.7668606,0.9820901,0.94080687,1.2538674,1.1472654,1.1805723,0.46457958,1.2364366,0.96972114,1.0563369,0.72423095,1.1403067,1.0474306,0.71172357,1.2491088,0.40528643,0.8921664,1.124488,1.1533654,1.0997275,0.84825885,1.427282,1.1835638,0.620538,0.81773216,1.2880594,1.1509326,1.1433723,0.95991987,0.784936,1.126974,0.6101134,1.1149607,1.3029385,0.92724437,1.1545839,0.7667462,1.3231031,1.1427088,1.2821324,0.92922336,0.9922088,1.0788178,1.0575302,0.68871653,1.4715762,0.7625432,1.2743235,0.6521065,1.282356,1.0231438,1.0526506,0.80916643,1.3391626,0.77847254,1.2026682,0.8918773,0.7555065,0.79529655,1.2206968,1.0764842,0.782505,0.9093487,1.2298867,1.4084814,1.4421169,1.1001536,0.73843193,0.67555606,0.98694843,0.9563355,0.8236581,0.86158025,0.57207143,0.30013472,1.0601621,1.1495782,1.0847435,0.55858445,1.0194174,1.0449209,1.0920446,1.3409063,0.87534904,1.4602554,1.1466054,1.3560522,0.60534585,1.1871866,0.46392995,1.3261448,0.7852173,1.0961542,0.70020664,0.9224235,0.64933765,0.5019187,0.7382754,0.82967865,1.247922,1.3553565,1.1306989,0.3893236,1.1917807,0.9953382,1.1598206,0.8608147,0.776474,0.8127136,0.78576505,0.99554783,0.98290527
box,0.9391043,1.4055557,1.2159535,0.86555094,1.1566504,1.1690104,1.2163739,0.72527415,0.59403133,0.5693838,1.2238461,0.19020998,0.83522654,1.0426118,0.6447971,0.42382276,1.281134,0.8419113,0.0,1.1159333,1.0998359,1.0977705,1.110015,1.0931833,0.89984965,0.89334893,1.0249037,0.5697279,1.0638682,1.1818361,0.74686193,0.7228065,0.9809983,1.2335874,0.5156746,1.1899556,1.3600497,0.476274,1.1333702,0.8225087,1.2060701,0.9422787,0.7658605,0.320665,0.94675654,1.2167773,1.102538,1.1156915,1.0281686,1.2944578,0.84880877,1.1561754,1.1944518,1.1614513,1.046043,1.195238,0.9284168,1.4097264,1.1008645,1.0976561,1.0728855,1.1066499,0.9985623,1.259521,1.1517997,0.94946045,0.9812535,0.8154179,0.9372382,0.9628178,0.5911571,1.1337693,1.0708153,1.0357797,0.9730201,0.7844131,0.9307124,1.0427129,0.91401964,0.9372232,1.4405856,0.854123,1.3131821,1.3464937,1.235103,0.64089036,0.99571186,0.9036255,0.9420285,0.4031518,1.3366544,1.2375727,0.9137801,1.1234818,1.2569377,0.87597746,1.223809,0.748687,1.1343389,1.1625501,0.5517902,0.8617482,1.2122749,0.5533088,1.4197191,1.0635384,1.1274785,0.91119695,1.0368638,0.9266643,1.234588,0.864709,0.58374774,0.8164088,1.4514916,0.79393303,1.3689022,1.2537286,1.0707877,1.050346,1.1307316,1.2604911,0.7637133,0.8512994,0.5890216,1.1488448,1.3627429,1.4829258,1.0557035,0.84555,1.2051718,0.43310374,1.0874112,1.444708,0.8434084
bread,1.1830914,0.5713099,0.81003433,1.2694279,0.7772658,0.85890865,0.687835,0.99565196,1.1197596,1.425477,0.994092,1.1961908,1.3452929,1.3131478,1.2707874,1.0215942,0.7848564,0.70019054,1.1159333,0.0,1.0989811,0.87423646,0.88155484,1.0698346,1.1348584,0.8176476,1.2919035,1.3842196,0.8540038,0.66268253,1.3836063,1.1396879,1.1621736,0.2204746,1.2564564,0.3754499,0.7708972,1.4177403,0.76379085,1.1175692,0.8386905,0.9701339,1.3451977,1.2410387,1.3528411,1.0487891,0.39543116,1.0879667,1.1829684,0.8972366,1.1664413,0.8867612,0.77608585,0.9909483,0.7817553,0.8924399,1.2986339,0.8801755,0.8400715,0.72125775,1.2142887,0.87497205,1.157386,0.97104084,0.9332416,1.2140421,1.0186028,0.845909,1.4261023,0.95159113,1.3918916,0.86088663,1.0655384,0.7585,0.8670294,0.9810061,1.1599967,1.0609282,1.2293757,0.26950312,0.7604134,0.7780893,1.0367047,0.9052857,0.5115124,1.2282281,1.0534366,1.4169586,1.4292839,1.197223,0.8252287,0.7604564,0.9910672,0.52902937,0.90610546,0.4981591,0.8510697,0.6149718,0.9628874,0.7052682,1.2462437,0.8692473,1.0376136,1.3180041,0.91614455,1.3434625,0.9065227,1.4109361,1.0948555,1.3760298,0.8698777,1.3283627,1.0115094,1.3506851,0.7729039,1.1940596,0.7616303,0.74726665,0.7268251,0.7425355,0.8643993,0.7080283,1.3495476,1.365009,1.289786,0.7392523,0.9061065,0.8367276,1.1147127,0.9388904,0.67738414,1.1277994,1.0724453,0.8517685,1.2215489
broom,1.440214,0.8586514,1.1644675,1.2909466,0.9170325,0.46565616,0.91254056,0.6119269,1.2120447,1.3595144,0.23929977,0.92644215,1.420101,1.362989,1.3406258,1.1201507,0.5199801,0.7544831,1.0998359,1.0989811,0.0,0.47213358,0.88657135,0.26101398,0.98895687,0.98820615,1.0044869,1.0608735,1.2136967,0.77865744,1.0492541,1.2906332,0.9612135,1.0719968,1.153802,1.1739514,0.45171756,1.2054462,0.5013288,1.2834008,1.0707443,1.3069866,0.58516735,0.82620096,1.3941643,0.87247515,1.0267943,0.39342654,1.299864,0.93293506,1.311867,0.9754541,0.8563529,0.94177717,0.7467634,1.2139728,1.2713075,0.7747095,1.2354342,1.0135758,1.2868772,1.2182271,1.2429092,0.81395787,1.0420032,0.892598,1.174804,1.0699193,1.2806844,0.6246841,1.1458615,0.60010827,1.0700568,1.1631849,1.2869804,0.9309346,1.472553,0.2566384,1.2044929,1.3089664,0.7051562,0.7435061,0.81104285,0.90893376,0.9293561,0.8641763,1.4284003,1.3637736,1.1831558,1.2825966,0.49313897,0.5453048,1.048425,1.0810887,0.4150074,1.2178773,0.5299735,1.0350573,1.108036,1.2895708,1.1975156,0.6493828,0.60982454,0.8651725,0.9084876,1.254479,0.88672376,1.3450907,1.2724082,1.1835083,0.48531348,1.249953,1.0032488,1.2896978,0.6407492,1.2064047,0.6647157,0.8342437,0.79736924,0.7988796,0.735656,0.8189176,1.2656336,1.2257619,1.437008,0.7144083,0.9326173,0.76891685,1.0656861,0.8172941,0.9604921,1.3262101,0.16381711,0.6563074,0.74782777
bucket,1.553712,0.77394396,1.0721709,1.308015,0.77135015,0.70294994,0.925103,0.591024,1.2889552,1.4612198,0.59726626,0.98478955,1.4116137,1.4293425,1.3955865,1.1400195,0.44179958,0.6043401,1.0977705,0.87423646,0.47213358,0.0,0.8758757,0.20094287,1.0323575,0.96151465,1.2069248,1.0004216,1.2667441,0.66925,1.261491,0.94791496,1.1649745,0.83390963,1.1207874,1.1283737,0.5873046,1.256684,0.2743559,1.2850461,0.9103912,1.0996093,0.9210628,0.99301016,1.3160851,0.89287555,0.8029151,0.770365,1.355908,0.8991369,1.3592062,1.114026,0.75606006,0.93191355,0.80222064,1.2840052,1.3265092,0.78733325,1.0814536,0.90030724,1.3115964,1.1418915,1.2822512,0.7201471,0.98230493,1.0422493,1.1748704,0.6528009,1.2694778,0.71388626,1.1693006,0.65768266,1.0334147,1.0907854,1.1951771,0.80119944,1.447068,0.60061646,1.1561934,1.1907402,0.73353773,0.7609035,0.9322711,0.907724,0.81708014,0.8711432,1.3987083,1.3543694,1.1924753,1.3977332,0.6528228,0.68672305,1.080356,1.0350804,0.4988407,1.1164995,0.45773876,0.9610857,1.0309194,1.1654646,1.009471,0.52202654,0.7795774,1.0036043,0.75278324,1.2747352,0.77947414,1.3548162,1.0488735,1.1594177,0.45147097,1.3828254,1.0035579,1.390737,0.603295,1.2810247,0.78249776,0.78929985,0.7302462,0.7865917,0.8147796,0.6926005,1.208329,1.2390256,1.4539758,0.48179042,0.87180984,0.7215402,1.0535253,0.8552444,0.75353086,1.2982961,0.3897851,0.7054641,1.0111532
butterfly,0.93631005,0.9197948,1.0917207,1.2679441,0.88074017,0.828634,0.731748,0.9076829,1.1492262,1.271684,0.8035381,1.0579516,1.255607,1.2229738,1.223363,1.00529,0.7935506,0.87261105,1.110015,0.88155484,0.88657135,0.8758757,0.0,0.93487656,1.0903941,0.9557765,1.1314907,1.1692914,1.0416957,0.69309974,1.1580456,1.1666248,0.8915709,0.87997365,1.1350117,1.0175791,0.75601935,1.2321379,0.82404965,1.214209,0.89671165,0.99897176,1.094294,1.082104,1.2732431,1.1277363,0.93421406,1.0220768,1.2302644,1.0631977,1.0342715,0.64916,0.6081851,1.0507916,0.7663849,0.78680766,1.2765291,0.9829068,0.9847416,0.88274115,1.2177702,1.0710588,1.0910728,0.91885966,0.7224849,1.0880361,1.0407352,0.97764796,1.2580575,0.89097726,1.1743464,0.7332126,1.0991874,0.9948532,1.1284744,0.860801,1.1694384,0.8678818,1.1634139,0.96814954,0.9289228,0.7926761,1.0665754,1.0476079,0.96186215,1.0354725,1.1683519,1.311999,1.2921091,1.1404457,0.7290516,0.7547463,0.79906505,0.96716386,0.8482123,1.0117573,0.6639308,0.9597259,0.90554494,1.1030178,1.1431375,0.8002085,1.1024966,1.0543749,0.8071688,1.2012155,0.58334625,1.2690679,1.0312626,1.295881,0.69163096,1.2020673,0.99156183,1.0469494,0.8535206,1.1649495,0.876366,0.8151406,0.8777338,0.84610945,0.82328284,0.76306295,1.2222518,1.2547731,1.2026011,0.7923017,1.1007442,0.9229099,1.0436628,0.8650713,0.7905712,1.1963639,0.8267065,0.91804034,0.95396763
can,1.5692633,0.8825621,1.1387037,1.3035369,0.9608237,0.6334126,0.99545896,0.5571273,1.2714283,1.3578578,0.33923602,0.8777236,1.3752184,1.3471674,1.3023021,1.2361445,0.5497814,0.7668606,1.0931833,1.0698346,0.26101398,0.20094287,0.93487656,0.0,0.9749571,1.0744725,0.96374315,0.8828252,1.2394303,0.818207,1.099162,1.1911594,1.1206999,1.0437336,1.0191557,1.1686847,0.610634,1.1715297,0.47689325,1.3322477,0.89285624,1.2367235,0.6854048,0.821576,1.2598453,0.7412672,1.0389085,0.5179474,1.3326243,0.8813895,1.3986223,1.1710358,0.8666037,0.9141868,0.8793359,1.3779969,1.2692993,0.7319348,1.1295696,1.1220858,1.2505053,1.2024398,1.2342321,0.7051104,1.0332221,0.9766871,1.1266682,0.9773629,1.0915384,0.7689932,1.0647324,0.6490506,1.0440127,1.0736808,1.2776242,1.0219083,1.4882244,0.5056426,1.0750351,1.354179,0.73839164,0.7622174,0.77798223,0.8402065,0.93827605,0.77252275,1.4353731,1.3172245,0.97815436,1.3995183,0.6369537,0.71623987,1.1327616,1.1070917,0.29928458,1.195409,0.5430131,1.0843365,1.0933793,1.2770288,1.0483747,0.55500954,0.56393045,0.90601325,0.7659535,1.141825,0.9380141,1.2076322,1.1291974,1.0023233,0.5658467,1.3209573,1.0285771,1.2716651,0.6017297,1.2390587,0.7693832,0.82022595,0.7781764,0.91081685,0.86065805,0.8295821,1.1456462,1.0835499,1.4697776,0.6919821,0.8376231,0.7255484,1.1501861,0.86339295,1.005177,1.3638301,0.33096528,0.624442,0.8431435
car,1.1157182,1.1640053,1.1167817,1.08915,1.116909,1.1053684,1.0330634,0.8567017,1.0633465,0.9952427,0.9226164,0.76541424,1.2124226,0.8087281,1.061136,0.9384123,1.0105579,0.9820901,0.89984965,1.1348584,0.98895687,1.0323575,1.0903941,0.9749571,0.0,1.1080238,0.84456396,0.8847382,0.953263,0.99937147,0.8967594,0.9612368,0.83363783,1.096459,0.8420367,0.949715,0.9460728,0.97220504,1.0354819,0.87825185,0.9770123,1.1624781,0.89773285,0.7241931,1.1078643,1.0679842,1.2324362,0.99411255,0.9913593,1.1860934,0.96839005,0.9506869,0.9831435,1.1437559,0.9591068,1.0172706,0.8222685,1.0425295,1.0779927,0.8628217,1.0348868,1.1376333,1.0842968,1.0899485,1.0893348,0.7576049,1.0118997,1.0171212,1.0613513,0.80436397,0.85418415,0.9494835,1.0591244,0.8695922,1.0804937,1.1207123,1.1489756,1.0413284,0.5558822,1.1120844,1.0721393,1.0852315,1.1993648,1.023189,1.1739395,0.81149316,1.0126874,1.1175883,1.0751863,0.9581488,0.9277854,0.937984,1.0848715,0.99668795,0.95137525,1.0493486,1.0122975,1.0096872,1.0321454,1.2455597,0.88404745,0.6286604,0.94721043,0.8976023,0.93459237,0.97462904,0.9375192,1.0259408,0.9665563,1.133904,1.0917633,1.1004314,0.84916675,0.84322524,0.9434058,0.7369096,1.032955,1.1266999,1.009201,0.9511539,0.7531655,1.1770935,0.7476188,0.9884311,1.0245947,0.95846695,1.1726012,1.1355606,1.0565227,1.0972735,0.9234822,1.0399878,0.94812846,1.089655,0.9314056
carrot,0.9544898,0.7396518,0.7794397,0.9687158,0.7642106,0.8226307,0.87159264,1.1125969,1.0935915,1.1723235,0.98380977,0.89405465,1.1582708,1.266003,1.0926509,0.9939008,1.0157392,0.94080687,0.89334893,0.8176476,0.98820615,0.96151465,0.9557765,1.0744725,1.1080238,0.0,1.30062,1.0992825,0.9018322,1.0049423,1.1529914,1.0218914,1.0387636,0.993931,0.9521315,1.0177975,0.9207954,1.1144433,0.9085025,1.1274143,1.1718309,0.6945257,1.1289475,1.0097097,1.1173502,1.188025,0.70270145,1.0321004,1.1243861,0.9210544,1.0319571,0.7807419,1.0314975,0.97625005,0.89510024,0.84627914,1.1500998,1.1387279,0.81048524,0.84731245,1.1560788,0.8457589,0.9806206,1.0580693,0.9657466,1.1267616,1.0855169,0.8883351,1.226154,0.81340754,1.1284369,1.0410112,0.98789465,0.88005483,0.84957594,0.8713534,0.81871986,0.90392107,1.1726888,0.8563012,1.0358597,0.9066124,1.0956256,1.0455347,0.56379354,1.0459261,1.0079328,1.1653227,1.2594593,1.0785974,1.026425,0.95781267,0.8827358,0.95659554,1.0844958,0.86177325,1.0586854,1.0125222,0.9948992,0.55844027,1.0524485,1.0164608,1.060843,1.0652094,1.1365113,1.2266109,0.9178471,1.2391214,1.0938655,1.1661478,0.8725234,1.1237826,0.96833634,1.2209066,1.0877339,1.2101057,1.0777863,0.861962,1.0684062,0.8368419,0.8823792,0.84147304,1.0516725,1.1982642,1.1379745,0.9620308,1.0141224,1.1205951,0.80466247,0.88101035,0.7240262,1.0566792,0.9121107,1.0962267,1.1021764
