,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.5989152,1.0703822,1.1168337,1.1225573,0.8856462,1.0085356,0.9470671,1.0512708,1.2828212,0.8781639,0.0,0.782935,1.1884989,0.99791443,0.86403656,1.0390562,0.9465059,0.92832893,1.2195892,1.1327145,1.0320164,1.2235653,1.152162,1.0356387,1.2862962,1.2368777,1.0172336,0.9205193,1.1032937,0.9470746,1.1143414,0.9437686,0.75864047,1.1348798,0.9646646,1.2468228,0.91860515,1.1647067,1.2376156,0.8580718,1.2076302,0.9937543,0.92649955,0.61714375,0.72465277,1.0071576,1.0540737,1.156153,0.99968094,1.0397643,0.8650135,0.81032205,1.1294628,1.1573061,0.8757207,1.1602377,1.2733662,0.85225356,1.106653,0.9674728,1.1595359,0.79452604,1.1358066,0.83256257,0.8631501,0.9949335,1.1176327,0.9203947,0.8266391,1.0242927,0.8349837,1.2963924,1.026142,1.2695315,1.1829604,0.9236725,1.049922,1.0011057,0.71140164,0.9624156,1.0555966,1.1985812,1.1848986,1.2214471,1.166786,1.2247952,1.1362298,0.8904645,1.1320351,0.7422845,0.98592335,0.88644373,1.2123437,1.2041535,1.2397225,1.1769708,1.0111058,1.2357556,1.0854063,0.95190114,1.1076752,0.9901495,1.0196171,1.1345937,0.90176857,1.0345365,0.93797064,0.77971387,1.0394707,0.9468532,0.9940799,0.797959,1.0254371,0.83027065,1.004375,0.98451346,1.2211987,0.993899,1.1430335,0.9738389,1.2848538,0.9969148,1.2076652,0.9544752,1.0235687,1.2709378,0.9139679,0.8803754,0.8008349,0.7253109,1.1653416,1.157588,1.2156852,1.0252866,1.16872,0.9015064,0.8970032,0.96352184,1.1536677,1.1184088,1.2281157,0.96969604
bed,0.5688571,1.2405398,1.5276062,1.1856606,0.6026985,1.407061,1.3624055,1.2222888,1.1524729,0.40384436,0.782935,0.0,1.2840742,0.29236174,0.67671406,1.3483869,0.43938923,0.8489735,1.4214709,1.3603983,0.5132673,1.4362173,1.3228948,1.2129576,1.2819203,1.1999497,1.0988213,0.76197577,0.5210173,0.7334408,1.2389059,0.5845945,0.9826922,1.0105262,1.0847449,1.4066952,0.19761622,1.0664057,1.5232832,0.24541736,1.4525459,0.84239596,1.057633,0.7614995,0.9771901,0.55685484,0.5098914,1.0945164,0.9932213,1.4074688,0.70022947,0.8289838,1.3666662,1.223906,0.94304603,1.1746328,1.4171578,1.2229695,1.1526545,0.8255428,1.2963418,0.7004679,1.3961829,0.78299415,0.83719945,0.97107106,1.4211174,1.08012,0.56631935,1.103234,0.5000104,1.3843517,0.56367886,1.1924763,1.3455389,0.92869735,1.1451203,1.0351784,0.627865,0.6582246,1.226964,1.4785242,1.454988,1.1884193,1.3127677,1.3644876,1.4506612,0.514655,1.2689424,0.45948553,0.63257253,0.5272425,1.4665143,1.471509,1.3732064,1.4080231,1.153218,1.2430148,0.9199969,1.0439422,1.2323648,1.1943958,1.2004641,1.2902894,0.5936127,0.9727944,0.61474884,0.77915,1.346146,0.80052125,0.99177617,0.8989464,1.2830169,0.5912421,0.9044619,0.8406152,1.4502681,0.71245086,0.9987941,0.67567265,1.4216404,0.9314724,1.4834075,0.5989531,1.2439458,1.4069743,1.0855026,0.6910608,0.5811231,0.40702784,1.484158,1.4279519,1.4446222,1.2105693,1.0370029,1.3211702,0.672907,0.8571074,0.840276,0.92281115,1.4952837,0.72095275
belt,1.4202809,0.95182925,0.6758758,1.0824527,1.3499807,0.78218365,0.7595142,1.1998546,0.71905935,1.1575359,1.1884989,1.2840742,0.0,1.1266869,1.474266,1.0543522,0.87740076,1.1582144,0.394597,0.6782968,1.2117873,0.53215027,0.68493104,1.1110861,0.35538912,0.45442593,1.1066575,0.87519073,1.1704149,1.3891029,0.63346446,1.1471579,1.1443594,0.96081877,1.1647975,0.59508014,1.1738187,1.3070242,0.26598835,1.3359854,0.47146368,1.0988927,1.1854215,1.2809973,1.201066,0.9801661,1.0689439,0.941561,1.1664939,0.9984639,1.2272342,1.1838073,0.89848125,0.61852014,1.0933456,0.9043846,0.49195093,1.2061763,0.90445507,1.3591638,0.8676733,1.465513,1.0509515,1.2704703,1.2942435,1.3468417,0.5023656,1.0961171,1.3101574,1.1745124,1.3306828,0.5135116,1.2628757,0.5754164,0.50055635,1.1866823,1.2617571,1.0746837,1.5503986,1.1408798,0.9501575,0.5882102,0.36221707,0.61884964,0.9606143,0.55866706,0.66895866,1.3173244,1.00675,1.319241,1.293364,1.2946513,0.36968166,0.29137605,0.64093405,1.0769905,0.7445402,0.2721733,1.3804955,0.9516865,0.91457105,1.0213046,1.0032612,0.82286966,1.2659585,0.9417141,1.2151902,1.0847387,0.851781,1.2371905,1.2569451,1.1347331,1.0172377,1.2897669,1.1401409,0.9435366,0.75721455,1.1313894,0.55292135,1.0311835,0.5624534,0.836074,0.5473305,1.3393793,1.0207739,0.60609293,1.1704009,1.2935009,1.3475679,1.3963335,0.670388,0.8256847,0.6742948,1.2605214,0.716232,0.921674,1.4436078,1.1406207,1.1005088,0.85100985,0.54778165,0.9433697
bench,0.85981333,1.1458626,1.4352677,1.2285532,0.75488335,1.352895,1.3038473,1.232684,0.80579436,0.5558016,0.99791443,0.29236174,1.1266869,0.0,0.9442215,1.3140944,0.4973423,0.7804651,1.27249,1.1693205,0.22690845,1.2006536,1.0630865,1.1570728,1.009495,1.07127,1.0568362,0.94235396,0.45270628,0.90068316,1.1789796,0.69274765,1.011926,0.93710244,1.0519277,1.3185186,0.32362562,1.0931388,1.3614216,0.2884072,1.2294924,0.79504913,1.127718,0.98236644,1.1701688,0.55287546,0.14768243,1.079999,0.96930575,1.355055,0.89017946,1.0573514,1.3219131,1.2265052,0.98667413,0.9811077,1.1866561,1.3711772,1.0525342,0.9135448,1.3391984,0.89104414,1.3701708,1.0160404,0.99086446,1.0455668,1.3833116,1.0984647,0.81585526,1.0258437,0.7931293,1.1161869,0.46915627,1.0180151,1.1902357,1.0495665,1.1374784,0.87670624,0.8303876,0.69343686,1.2249637,1.309547,1.3750863,0.9719701,1.2556597,1.2238559,1.3260002,0.57399,1.2913151,0.7805246,0.8124312,0.53959763,1.2800436,1.2770126,1.2916024,1.346592,1.012243,1.0773841,1.0315711,1.020793,1.1563461,1.1154635,1.0944372,1.2179221,0.66999125,0.837075,0.6334673,0.9705599,1.314304,0.8995668,0.90099347,0.9299728,1.2285638,0.890377,0.91969144,0.926128,1.2723973,0.7405348,0.82157415,0.74169683,1.2997015,1.036396,1.4833946,0.5733246,1.1510947,1.1762469,1.0966221,0.82746047,0.87442875,0.66672367,1.3436034,1.3880442,1.412652,1.2495905,0.88375366,1.2803886,0.73672336,0.86838186,0.82269335,0.7146542,1.3808146,0.7694806
bib,0.5475837,1.2151493,1.3614081,0.98185974,0.5660006,1.3449596,1.3173159,0.76462376,1.3880944,0.64602506,0.86403656,0.67671406,1.474266,0.9442215,0.0,1.280539,0.9238966,0.832451,1.4843844,1.3398051,0.9076483,1.4628127,1.3893573,1.0261109,1.5172591,1.3926809,0.9941701,0.8291631,1.0049411,0.520991,1.3686401,0.909885,0.89613616,0.87070954,0.984339,1.1975104,0.9410069,0.52687746,1.4887247,0.72378826,1.5105362,1.1232233,0.9015583,0.8754105,0.96062374,0.9986468,1.0943873,1.1141613,0.9772711,1.2250116,0.76733214,0.7195214,1.1933563,1.1187634,0.9679556,1.2373892,1.5180728,0.87021524,1.2078407,0.65634793,1.1120571,0.5415187,0.86627364,0.69818866,0.6689771,0.63662964,1.3744094,1.0732167,0.44115925,0.96253455,0.55037117,1.4257872,0.94726574,1.4068489,1.3454509,0.7354131,0.7127275,1.1222976,0.3943935,0.89615107,1.0290955,1.4943396,1.4425263,1.2922797,1.0496777,1.322531,1.4033537,0.6854651,1.158927,0.45732027,0.6089352,0.56381404,1.4748132,1.5107718,1.2629695,0.9837284,1.3612951,1.4438107,0.55350226,1.1598366,1.1900252,1.2032804,1.1880943,1.1106036,0.6013187,1.114565,0.84722453,0.8208033,1.2894068,0.5069776,1.0011759,0.7809883,0.99733204,0.46190572,0.94357866,0.8392041,1.3226548,1.0546529,1.3062549,0.83683586,1.4215609,0.9198301,1.3766649,0.7052367,1.1117576,1.4793876,1.0746915,0.7463935,0.46081424,0.49820966,1.3922747,1.265434,1.1908088,0.6924112,1.1572273,1.1808212,0.60138166,1.0279341,1.0069822,1.233031,1.371443,1.0547191
bird,1.0145772,0.9104829,0.69571304,0.76579297,1.2444472,0.7870367,0.7551854,0.830295,1.0695333,1.3670835,1.0390562,1.3483869,1.0543522,1.3140944,1.280539,0.0,1.1992882,0.9953481,0.9601622,0.9780329,1.14327,0.72640014,1.0203735,0.6497972,1.1124537,1.0929596,0.8932811,1.2339644,1.213851,0.9346289,1.0204262,1.2851439,1.1135004,1.1848905,0.96582097,0.76352584,1.2293199,0.9540477,0.8903894,1.3509097,0.95249975,0.9224535,0.96490264,0.7751523,0.7455846,1.3278357,1.1872157,0.94244987,0.8906764,0.65279186,1.2257676,1.1226455,0.83148146,0.83406556,1.0389466,0.9413226,0.92081696,0.61938953,0.8586965,1.188525,0.9428846,1.0354426,0.78983045,1.1685171,1.17357,1.1078213,0.92793477,0.7209027,1.3032357,0.9811518,1.2639643,0.99192536,1.235589,0.9928887,0.8776293,0.9302186,0.92843103,1.0433507,1.101736,1.1526431,0.9257742,0.68041915,0.9030249,0.9038304,0.8449584,0.8954847,0.6599334,1.3355083,0.37747943,1.2597603,1.2320985,1.2076732,0.9646112,0.9660534,0.85466266,0.7770411,0.72450936,0.94109535,0.9940317,1.0262239,0.9213753,0.66051555,0.9206436,0.7295664,1.2297764,1.1010095,1.249738,1.0434827,0.6352718,1.2285738,1.022044,1.1930633,0.84203535,1.2705369,0.947778,1.1255909,0.7581472,1.1562636,1.2090523,1.2597231,0.76774466,1.1359916,0.7588855,1.1303793,0.89392865,0.9328392,0.9880074,1.117474,1.2266835,1.2748704,0.7657691,0.7510603,0.93841976,1.0137322,1.0104673,0.7467668,1.1649693,1.0748931,1.033626,1.2145817,0.9196808,1.2386514
blanket,0.84896785,1.1580427,1.1783793,1.1261045,0.9658566,1.1729754,1.1090972,1.1123939,0.85721356,0.7795778,0.9465059,0.43938923,0.87740076,0.4973423,0.9238966,1.1992882,0.0,0.8763872,1.0320209,1.0507423,0.8159946,0.9049015,1.0666723,1.1798646,0.9220776,0.84073746,1.0150307,0.9031869,0.7334192,0.805919,1.0690753,0.9339457,1.1144892,0.9581667,1.1781209,1.0448548,0.56497806,1.0255208,0.93340796,0.68169904,1.0464445,1.0394716,1.1281431,0.94134957,0.995821,0.88322556,0.73930407,0.9604013,0.9116597,1.2715316,1.0164385,1.1119425,1.1900301,0.96494514,1.0861163,1.0166031,0.9157674,1.1833081,0.93582755,1.1754647,1.1656297,0.9699001,1.1765728,1.1648132,1.1339024,1.1967013,1.0877237,1.0591012,0.9448434,1.1742278,0.91427153,0.9134877,0.9475901,0.9937852,0.97095,0.89647055,1.2057978,1.0784813,0.993698,0.8682414,1.092745,1.0856377,1.0123614,0.6204699,1.1439967,1.1124362,1.0717198,0.93760705,1.0865542,0.8898189,0.97702044,0.7742516,0.9606778,0.94742936,0.9623955,1.1911038,0.95571744,0.68916845,1.0790193,1.1059612,1.0071117,1.0551333,1.2796397,1.1280764,0.80387783,0.95615256,1.0243773,0.8143507,1.2904551,0.85942787,1.2185768,1.1103405,1.0953978,0.9843445,0.9319627,0.85970086,0.94406444,1.0076432,0.86322373,0.86720574,0.91753095,0.9570189,1.1041578,0.8333609,1.2358488,0.9689057,1.1108711,1.0872816,1.0222079,0.94734186,1.0806525,1.2040052,1.0890902,1.1802282,0.5251634,1.0645993,1.0172509,1.0463493,0.9377511,0.8709474,1.1302005,0.93176985
book,0.9622539,1.1039858,1.1951437,1.1608413,0.98342717,1.1689467,1.033748,1.1025991,0.81038976,1.0122577,0.92832893,0.8489735,1.1582144,0.7804651,0.832451,0.9953481,0.8763872,0.0,1.0540807,0.98356295,0.50562054,1.1478448,0.9004029,0.70533895,1.1432253,1.0304915,1.1741369,1.2742093,0.8581383,0.87482893,0.9929546,1.0685916,0.9260205,0.9864248,1.059068,1.1584368,0.89355576,0.8603675,1.1454365,0.7636899,1.0337347,0.96835357,0.92946184,0.8722255,0.75343156,1.0794969,0.77693814,1.0255045,1.1714906,1.1116347,1.1088252,1.0212766,1.2820547,1.1339862,0.87976724,1.2238436,1.0892165,0.7349394,0.91949165,0.8614945,1.2110221,1.0337436,0.7188659,1.0621634,0.93884254,1.0432984,1.1842711,0.9968868,1.0820862,0.72828865,1.1213577,1.1191684,0.82023406,1.1390634,1.221967,0.878622,0.95146,0.71680117,0.97430295,0.8869995,1.1090806,1.2345794,1.2311683,1.0573397,1.2701375,1.3043152,1.1237652,0.87596774,0.92847925,0.9774291,1.1483244,0.41327894,1.0853914,1.1068275,1.2190367,1.0187373,1.0146255,1.2065258,0.67305195,0.9559315,0.84138954,0.9753186,1.3032014,1.084369,0.846325,0.8174007,0.600114,1.0940092,1.12089,0.83637726,0.9208518,1.0224189,1.0053158,1.0758364,0.8944388,1.1336305,1.1397308,0.96691084,1.0827171,1.081446,1.1710992,1.0880744,1.1773376,1.0187863,1.001539,1.1056702,0.95591027,0.9409986,1.001735,0.6330459,1.0690193,1.3189912,1.2332569,0.96735257,1.0410132,0.71922815,0.5215187,0.9569233,0.826967,1.0411366,1.2418957,1.0129496
bottle,1.5059972,0.9925575,0.5756738,1.2240082,1.4390714,0.6185867,0.6544577,1.083161,0.61392784,1.326944,1.2195892,1.4214709,0.394597,1.27249,1.4843844,0.9601622,1.0320209,1.0540807,0.0,0.51447594,1.2258782,0.5137223,0.3452474,1.0019344,0.26252925,0.45847827,1.2384882,1.1623837,1.1613215,1.3354576,0.5452367,1.16999,1.0313253,0.995104,1.1147004,0.7556356,1.2574724,1.2312701,0.2469908,1.3878632,0.11747581,1.2205966,1.0905792,1.2625037,1.0837886,1.0736938,1.1551641,0.76252294,1.075542,0.78197753,1.3121866,1.2849134,1.0013301,0.89487964,1.0265218,1.0160875,0.42699862,1.1148975,0.882637,1.3715672,0.88274133,1.500108,0.8440956,1.3455353,1.3508463,1.4371631,0.43022108,1.1214805,1.4637754,0.8790212,1.4930834,0.5487213,1.1994967,0.58604676,0.686738,1.147383,1.0869169,0.75380486,1.5756832,1.1542287,1.0781978,0.5481805,0.29093647,0.61799186,1.0870308,0.6643163,0.59358406,1.382968,1.0006149,1.4899805,1.4490259,1.2923994,0.20071244,0.20216477,0.49105453,0.9897994,0.9487433,0.55152047,1.2633134,0.7872683,0.7463833,0.99708503,0.9795084,0.9441654,1.3665836,1.0400369,1.0947416,1.1195191,0.88944066,1.2597461,1.158723,1.181673,0.93282634,1.429723,1.2092547,1.1900123,0.628693,1.0470338,0.6392694,1.1081462,0.5617064,1.0705069,0.31156826,1.4063189,0.91117245,0.49728245,1.0260054,1.3233654,1.4437732,1.3706136,0.45017433,0.8439037,0.7100114,1.0653981,0.73679376,0.6239487,1.4240156,1.1385517,1.0969039,0.70527405,0.58125377,1.0109093
bowl,1.4096732,1.1323881,0.49836826,0.9388401,1.4057702,0.5932526,0.528684,0.9492725,0.6647823,1.2573247,1.1327145,1.3603983,0.6782968,1.1693205,1.3398051,0.9780329,1.0507423,0.98356295,0.51447594,0.0,1.0804851,0.5949117,0.32418495,0.9976494,0.6644922,0.67502105,1.104408,1.3504292,1.2614739,1.1722977,0.53701663,1.302199,0.7020529,1.0758421,0.8058801,0.7881607,1.2332375,1.1622125,0.585466,1.37382,0.31595635,1.2858216,0.79870737,1.1666192,1.0640689,1.3087459,1.0529163,1.0803566,1.2507298,0.59989285,1.3343184,1.2776186,1.13981,0.9179796,0.85090595,1.0970916,0.6185855,0.8860871,0.82870394,1.2322052,1.0363241,1.3724686,0.69576687,1.3757894,0.91067934,1.3303441,0.7513217,1.1450654,1.4947395,0.81816643,1.5131824,0.781472,1.2416788,0.69503975,1.008695,1.2141416,0.73703134,0.8596385,1.3264011,1.0978369,1.0492115,0.71246773,0.6534897,0.757423,1.2266761,0.9822267,0.47816324,1.1779947,1.0526841,1.3859005,1.5626462,1.2304783,0.62682164,0.6309563,0.9613089,0.6889313,0.90595675,0.8082651,1.1013039,0.710133,0.39118028,1.0553603,1.1598233,0.7573182,1.3103085,0.8204576,1.202413,1.1531948,1.1131827,1.2042152,0.81830597,1.266685,0.887164,1.4762161,1.1325693,1.2308202,0.81137836,1.1451524,0.47692394,1.2108034,0.75255656,1.0590717,0.5367514,1.2561133,0.45336807,0.70740783,0.8453203,1.3771331,1.4521172,1.1330702,0.25580055,1.0689336,0.91641074,0.934954,0.89182234,0.46378303,0.798915,0.9816918,1.2264953,1.045652,0.9192534,1.1257497
box,0.90078425,1.1786045,1.3821795,1.141084,0.81401134,1.3533411,1.2486525,1.1827275,0.7626803,0.7511687,1.0320164,0.5132673,1.2117873,0.22690845,0.9076483,1.14327,0.8159946,0.50562054,1.2258782,1.0804851,0.0,1.2251904,0.9344397,0.95551926,1.0470202,1.1634417,1.0852865,1.1491114,0.50556684,0.8493715,1.2266831,0.8104496,0.947412,1.0007706,1.0503558,1.253495,0.4381274,0.95637834,1.4007127,0.33889896,1.1253947,0.80884355,1.0472322,0.9314506,0.9606873,0.7208906,0.17782342,1.056601,1.0909361,1.2867905,0.9969571,1.0630252,1.327678,1.2591879,0.9293189,1.1104531,1.2678113,1.1117569,1.0161707,0.82543886,1.3324119,0.89569086,1.112815,1.0536878,0.9109116,1.0168736,1.3772966,1.0799174,0.9132824,0.75241303,0.9352922,1.2257245,0.45479882,1.1291429,1.17496,1.010927,0.92073846,0.82251495,0.80243856,0.7538739,1.1807586,1.3084878,1.4280007,1.1087996,1.2696092,1.2904205,1.2609365,0.6665248,1.1404486,0.861527,0.89020056,0.5135025,1.3340724,1.3426691,1.2962795,1.2000778,1.0260785,1.1834077,0.80047286,0.9752762,1.0728488,1.0850335,1.1540906,1.0294306,0.7161237,0.8227954,0.5267743,1.1846997,1.2392389,0.8611338,0.7377335,0.95854133,1.1865339,0.9643894,0.8920627,1.0623714,1.276478,0.7541932,0.9624821,0.87059426,1.3023968,1.0925353,1.4329655,0.7233868,1.0635701,1.2370129,1.0723969,0.7999077,0.8857598,0.61233735,1.2144449,1.3996601,1.4154105,1.1186956,1.0320762,1.0464203,0.59240097,0.89002645,0.7639237,0.8632214,1.4196291,0.9066423
bread,1.4898009,0.86428547,0.506155,0.7463981,1.3429527,0.65812975,0.6976668,1.0040593,0.70696306,1.4125255,1.2235653,1.4362173,0.53215027,1.2006536,1.4628127,0.72640014,0.9049015,1.1478448,0.5137223,0.5949117,1.2251904,0.0,0.73857236,0.97086966,0.64832664,0.6433718,0.6672211,1.2219527,1.3081033,1.158072,0.7839385,1.354077,1.1444684,1.043876,0.9209953,0.6594524,1.3051231,1.0913517,0.38605148,1.4631861,0.52178574,1.1016765,1.0460384,1.282297,1.1534443,1.270774,1.1151584,0.9617355,0.80262935,0.6565447,1.3057687,1.2319441,0.80133724,0.77879596,1.2285743,0.86228025,0.58223945,1.0640606,0.8494447,1.3901204,0.87025654,1.3880174,0.8061038,1.3185613,1.2510904,1.2945327,0.65699935,1.0282816,1.4609959,1.090539,1.4413689,0.63437825,1.3437276,0.74113816,0.61940897,0.97094816,0.9651571,1.0794305,1.4636694,1.1874493,0.92127335,0.3436612,0.4702447,0.6716781,0.910959,0.6561686,0.24996144,1.3755512,0.81706274,1.4364114,1.4152019,1.3148067,0.547088,0.48694956,0.66178036,0.8476757,0.784901,0.5032427,1.0910503,1.1275215,0.6957516,0.9211088,0.99106777,0.61920726,1.4081645,1.0021396,1.3831127,1.1301901,0.91523546,1.2963284,1.0784881,1.2053139,0.99797285,1.428677,1.189611,1.1506138,0.66085327,1.20216,0.8562435,1.2194301,0.5020144,1.0457158,0.47150123,1.250421,0.8963059,0.71156037,1.2111177,1.3098582,1.4234667,1.4666617,0.4027772,0.7081584,0.6667429,1.1938822,0.80959654,0.76052356,1.3330545,1.1793859,1.1142279,1.108897,0.6687027,1.2086387
bucket,1.4430857,1.0138386,0.74697316,1.1628187,1.378329,0.71808964,0.68030226,1.0979118,0.51237655,1.2912102,1.152162,1.3228948,0.68493104,1.0630865,1.3893573,1.0203735,1.0666723,0.9004029,0.3452474,0.32418495,0.9344397,0.73857236,0.0,0.9421224,0.33768487,0.681927,1.1913935,1.3312554,1.0217746,1.2071494,0.581218,1.1588681,0.767662,1.0131195,0.9508309,0.90509725,1.1222442,1.23523,0.63894176,1.1948292,0.17896616,1.1964945,0.9847028,1.2386894,1.0802405,1.1101023,0.97410077,0.8192415,1.2191181,0.81028247,1.3451241,1.3442966,1.1647503,1.0460198,0.89570624,0.97248614,0.6719103,1.1079198,0.8667916,1.2593949,1.1258519,1.3314962,0.8472449,1.3966484,1.1007226,1.3793318,0.69527894,1.1135149,1.4544533,0.4683038,1.4662502,0.77621293,1.0739892,0.6695492,0.8822341,1.1939273,0.8983114,0.47153622,1.3434677,1.1156112,1.106499,0.7686644,0.71353966,0.63409084,1.194872,0.93848395,0.70218444,1.2233132,0.9876374,1.485911,1.4121528,1.1810915,0.541429,0.5672225,0.8101709,0.9443484,0.88175595,0.7467441,1.2510796,0.6790227,0.7447217,1.0282608,0.99841815,0.8888326,1.166245,0.80180025,0.944083,1.161387,0.9821022,1.2085171,0.8447904,1.2023071,0.9530765,1.4695504,1.1123415,1.1430123,0.73298246,1.0089581,0.5770433,1.2062325,0.8482623,1.1320395,0.6919189,1.1919701,0.70039696,0.6739385,0.88150173,1.2793683,1.4427596,1.2233843,0.44543064,1.0889581,1.0174869,1.0414096,0.69753003,0.5817938,1.091099,0.9969778,1.1233602,0.6793302,0.8822947,1.0163
butterfly,0.99077976,0.95232064,1.0083598,0.9900111,1.1574196,1.0758672,0.9856315,0.8639926,0.8562777,1.2315751,1.0356387,1.2129576,1.1110861,1.1570728,1.0261109,0.6497972,1.1798646,0.70533895,1.0019344,0.9976494,0.95551926,0.97086966,0.9421224,0.0,1.0499649,1.0425425,1.005442,1.2404256,1.0110673,0.83485067,1.018647,1.0969397,1.0475104,0.94547826,1.0700576,0.8772862,1.1362035,0.7459307,1.0356773,1.0735215,0.9997405,0.93336767,0.9897247,0.8589326,0.7974325,1.2086701,1.0580575,0.9962809,1.010715,0.9836009,1.1650399,1.0989783,1.1035969,1.0255117,0.7970322,1.0406016,0.9237902,0.59275657,0.8766186,0.9516668,1.013294,1.0139714,0.85011137,1.1123598,1.0041537,1.0828559,1.0155255,0.815771,1.1780525,0.8208852,1.2273486,0.97400945,1.0033563,1.035975,0.9952423,0.88494956,0.9489488,0.9564863,1.0673814,1.0603985,1.0185577,1.0092678,1.1237433,0.96265805,1.0410386,1.1690733,0.9499949,1.1532099,0.76214117,1.2461376,1.161726,0.9782282,0.96803087,1.0012984,1.050105,0.7887326,0.8905859,1.0845621,0.8421526,0.8213146,0.875521,0.79442036,1.0875852,0.9957472,0.9965953,0.86516905,0.97056794,1.1682925,0.7602128,1.0175393,0.99724716,1.0692786,0.834485,1.1967784,0.8457288,1.1702505,0.9160614,1.0818956,1.202085,1.1561921,0.96638006,1.152411,0.9583101,1.1683546,0.9535426,0.9000937,0.9691281,1.0772063,1.1613653,1.1093735,0.9083193,1.0804993,1.0787034,0.9661454,1.0032513,0.8168475,0.95789504,0.9649045,0.9387059,1.0887173,0.97582173,1.148323
can,1.4998035,0.9581377,0.79958177,1.2047286,1.4131706,0.82398254,0.8341426,1.1923016,0.4875914,1.199651,1.2862962,1.2819203,0.35538912,1.009495,1.5172591,1.1124537,0.9220776,1.1432253,0.26252925,0.6644922,1.0470202,0.64832664,0.33768487,1.0499649,0.0,0.4956075,1.1758213,1.0190691,0.84534717,1.349972,0.6432798,0.98202163,1.1659071,0.95397985,1.2450318,0.74349165,1.0275674,1.2856474,0.40329236,1.1569006,0.2794391,1.1155434,1.2352419,1.3684943,1.2039359,0.82123655,0.9733996,0.6958405,1.1144252,1.0465856,1.3304276,1.3508041,0.99787915,0.9169337,1.0638303,0.8650082,0.44420934,1.3461003,0.8803927,1.3118501,0.9632525,1.4379375,1.1336178,1.4020915,1.3859048,1.4316809,0.5036602,1.13485,1.3380953,0.8785054,1.3656268,0.45063627,1.0111003,0.57798195,0.49877375,1.1366253,1.215386,0.8177263,1.5665517,1.1531323,1.0819707,0.67091876,0.51078004,0.4293394,1.0043103,0.6605582,0.79695517,1.2871706,1.0355669,1.5003525,1.2041833,1.3461587,0.29941183,0.3006569,0.52891254,1.0592139,0.8265195,0.3670845,1.461014,0.78869593,0.9104931,1.0425997,0.8607836,1.0159887,1.115054,0.84204346,0.9432453,1.1961823,0.79389215,1.199893,1.1774718,1.1411204,1.0012004,1.3934999,1.1327368,1.0139984,0.5273928,0.9593421,0.5550006,0.98259866,0.62368923,1.0259638,0.613696,1.2944587,1.0276253,0.41176474,1.065863,1.303315,1.4349698,1.4865026,0.64231265,0.9053943,0.82191163,1.1898415,0.48231196,0.90714717,1.4900444,1.1344591,1.0362732,0.43033183,0.618819,0.9184612
car,1.3295228,1.1252868,0.77275145,1.1386225,1.3766146,0.81993437,0.8396809,1.138212,0.5961642,1.0714111,1.2368777,1.1999497,0.45442593,1.07127,1.3926809,1.0929596,0.84073746,1.0304915,0.45847827,0.67502105,1.1634417,0.6433718,0.681927,1.0425425,0.4956075,0.0,1.0862366,0.9138936,1.0844997,1.3121047,0.63333875,1.0562764,1.1564547,0.80302435,1.1379683,0.63139516,1.1250982,1.2068257,0.4288323,1.2137966,0.5517093,1.0273378,1.1483463,1.1810713,1.0997305,0.9793792,1.0179664,0.9039482,1.1523267,1.0389653,1.1831129,1.1506186,1.0608426,0.65691286,1.0074217,1.0211961,0.4510548,1.0544597,0.7453709,1.2568113,0.9207911,1.3883889,0.9793083,1.1931412,1.273906,1.3457937,0.6216428,1.0563253,1.3739206,1.141562,1.2963434,0.48876482,1.1203578,0.6143717,0.8168249,1.1285887,1.2038555,1.0291957,1.5078785,1.0525641,1.0626209,0.7340381,0.5270607,0.64858675,1.2184248,0.7990662,0.7727339,1.1962991,1.0724621,1.3149362,1.2708542,1.1933905,0.3947286,0.37190938,0.82469106,1.032973,0.817222,0.52355206,1.1517048,0.90412766,0.8316231,0.98992777,1.1097615,1.0335277,1.2492869,0.80416596,1.1513007,1.0902532,1.0085468,1.2530935,1.2667996,1.1806871,1.0007174,1.2455754,1.1536207,1.1043221,0.7799654,1.101447,0.46460056,0.99256295,0.64613336,0.8837186,0.54419637,1.3275236,1.112332,0.6094952,1.1412362,1.1805333,1.3188134,1.3168464,0.6866535,1.0107611,0.75189686,1.2374669,0.7633178,0.874151,1.2821065,0.97883236,0.7307871,0.8589442,0.7480276,0.8583065
