,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
plant,0.9195077,1.0442142,1.1710184,1.1796137,0.96302,0.953368,0.9105118,0.8818387,0.99004906,1.0533671,1.1261117,1.012658,0.9823845,1.0759025,1.0189867,0.9619455,1.0766165,1.1133311,0.99776,1.1997397,1.0563946,1.0798498,1.0107006,0.88766754,0.96382207,1.035893,1.0440347,1.1447127,0.9235765,1.0342085,1.2127086,0.9205964,1.029449,0.89098895,0.81673956,0.91616035,0.87764645,1.1658422,1.0202239,1.231282,1.1204705,1.0545952,1.0963849,1.0588151,0.1930151,1.1525329,1.1133833,0.9415181,1.027635,1.231787,1.0019065,1.0001127,0.9819465,1.0783631,1.13673,0.9979276,1.0745519,1.1138381,1.1403981,0.93157834,0.906075,1.0285267,0.99342906,0.94997346,0.98384696,0.96316457,1.1497953,1.2268763,1.0893037,1.1084156,1.1770599,1.1605573,0.8235947,1.0342804,1.0648239,1.0131704,1.1426303,1.2155964,0.9593309,0.9095137,0.0,1.1115464,1.1309137,0.83339703,0.92908496,0.83710086,1.0365337,0.9264684,1.1179456,1.0470393,1.1925789,0.9078277,1.0814764,1.0371561,1.2319907,1.0683899,1.102032,0.951546,1.0662743,1.0597076,1.0504327,1.0039402,1.0056007,1.1960642,1.1896436,1.0357777,1.0770874,0.92972314,0.92730653,0.1334393,0.77029556,1.2082858,0.7798162,1.0595207
plate,1.4442344,0.9326003,0.4216292,1.3608301,0.8460207,0.5718659,0.766383,0.8329874,1.324373,1.4150512,0.46232724,1.5461718,1.4721534,0.50345284,1.5904657,1.2025547,0.43330097,0.24309862,0.80696136,0.42899752,0.55002165,0.47022283,0.7250439,1.2914361,1.2284831,0.5393617,1.3520485,1.1914018,1.5392394,1.3024583,0.53316736,1.3442181,0.33890182,0.7219873,1.1819916,1.3607721,1.1462481,0.5790485,1.4358547,0.36464977,1.1109936,1.185969,1.0814017,1.0909301,1.0033178,0.98465127,0.64244276,0.94987977,1.2131162,0.5637786,1.2212282,0.73210275,1.4341097,1.315902,0.6675444,1.1105417,1.430587,1.5074081,0.4244759,1.5209105,0.4442019,0.8798042,1.3429973,0.5962058,1.212698,1.3391845,0.82721555,0.5517237,0.63873255,0.63399506,1.1351974,0.42211747,1.2071364,1.4958019,1.4062039,1.2868866,0.8542134,0.56960857,0.53232956,1.0061061,1.1115464,0.0,0.8034135,1.2015934,0.8966142,1.3061566,1.1949394,1.4904745,0.67572564,1.4848565,0.9250994,0.8608769,0.34446228,1.3376949,0.4998564,0.9006435,0.66445726,1.17916,0.48379755,0.55094904,1.5675874,1.5144421,0.47834468,0.8683909,0.5334674,1.15805,0.6460494,1.0288793,0.9370277,1.1742291,1.1755376,0.49484265,1.2487713,1.2244686
pumpkin,1.2471106,0.82208145,0.37219346,1.2232938,0.89989257,0.7507112,0.83267134,0.9451477,1.4211452,1.37351,0.97768,1.4075377,1.2933469,0.8302598,1.303833,1.3256088,0.73800474,0.86244166,0.9428293,0.60836744,0.72896236,0.8719332,0.9479154,1.1395379,1.3165557,0.7459563,1.315756,1.174503,1.2374173,1.080479,0.97552633,1.3216491,0.6896839,1.0469404,1.0654013,1.1236401,1.2524582,1.0638545,1.2248114,0.5235041,1.0313147,0.9042884,0.67479694,1.1413324,1.0617217,0.5545176,0.7983531,1.0972475,1.2533945,0.42550534,0.83199835,0.8866288,0.9931461,0.8948642,0.66244686,1.1773348,1.1165596,1.2580265,0.911944,1.3299464,0.8527089,1.1037935,1.0950587,0.8080225,1.1240637,1.0560021,0.75414556,0.4974274,0.7624799,0.8020842,0.604463,0.55521315,1.2684759,1.2497646,1.2307622,1.3239425,1.1211687,0.88224506,0.8688965,0.9214878,1.1309137,0.8034135,0.0,1.2406344,0.99774414,1.2609376,1.0465155,1.1429302,0.6887125,1.209543,0.8797015,1.2150203,0.8341406,1.2420115,0.63348836,1.0827873,0.73112965,0.9325222,0.9958437,0.9721463,1.2612406,1.4301494,0.8093843,0.4297788,0.9071446,1.3260806,0.73892605,0.8710207,1.1897575,1.136795,1.1843259,0.5824301,1.1806343,1.1413239
purse,0.87643665,1.0330516,1.3334205,0.9794079,0.8015053,0.864024,0.97472364,0.9256036,1.055096,0.8440608,1.2157687,0.8614687,0.7093811,1.2093025,0.84771776,0.62866116,1.1805412,1.230124,0.9025302,1.2984252,0.9851135,1.1603278,1.0165317,0.9893166,0.76284564,1.0316825,1.0314522,1.0027407,0.85503995,1.0045648,1.0365433,0.81454116,1.097925,0.8720093,0.9113484,0.81147444,0.9407778,1.1653886,0.81370634,1.185931,1.1148726,1.0579753,1.2016034,1.1568213,0.7956074,1.2585907,0.96971357,0.9114369,0.8936547,1.3076134,0.8483223,0.85808325,1.0277176,0.999992,1.0266335,1.1173406,0.9397658,1.0117524,1.2016739,1.0287993,1.1092502,1.1038085,0.985702,1.063896,0.86390376,0.8273515,1.2559042,1.2906154,1.0594577,1.0776678,1.1627489,1.270881,0.71767336,0.8160107,1.0124246,0.86296797,0.804696,1.0512586,1.0962436,0.73647213,0.83339703,1.2015934,1.2406344,0.0,0.8998107,0.7919293,1.1076243,0.7630643,1.1148362,0.9892604,1.1402284,0.78737676,1.3105345,0.9727435,1.2355603,1.2475348,1.2108208,0.8233987,1.13608,1.1464937,0.9174199,0.8161699,0.9532283,1.294683,1.4341731,0.9356391,1.1789377,0.7182192,0.61362505,0.9121647,0.67770404,1.209048,1.0009867,0.93461406
radio,1.1770439,1.0298398,0.942781,1.1530845,0.9540078,0.987397,0.94220865,0.77236784,1.1994379,1.0322361,1.0705993,1.1457471,1.143512,0.8702705,1.1556379,0.92714804,0.90315837,0.9084951,0.87745166,0.9763984,0.8859077,0.9650948,0.1006909,1.0824912,1.2408106,0.855175,1.1209885,1.0416214,1.1513216,1.1106211,0.9755852,1.036948,0.83594817,0.9019978,0.9792706,0.94649434,0.97070843,0.8821621,1.1119919,0.94496167,1.0843458,1.0408162,1.0936275,1.1462836,0.87186563,1.0454205,0.90427744,0.94201314,1.2351332,0.98133796,1.0933467,0.9965509,1.0746558,1.1543247,0.96784794,1.0895154,1.1074706,1.2213323,0.9102211,1.2399551,0.8047068,1.0735613,1.0590454,0.9181823,1.1146189,1.0859334,1.0258137,0.9859718,0.92848957,0.94811636,1.0470656,1.0132847,0.8685715,1.1573288,1.1369596,1.0756437,0.9998618,0.9231652,0.92099464,0.8802037,0.92908496,0.8966142,0.99774414,0.8998107,0.0,0.92743623,1.0460707,1.2123232,0.9542482,1.1395026,1.004275,1.0958439,0.82705414,1.098593,0.9491018,1.0779169,0.9324028,1.0736971,0.9353739,0.92400366,1.1133773,1.1995519,0.8297057,1.0342609,0.9427576,1.1786267,0.95379424,0.8453183,0.940644,0.98187274,0.9729542,0.9501091,1.0192765,1.0882493
refrigerator,0.81541073,1.0340163,1.3900924,1.0010577,1.2274837,1.232117,1.12045,0.6890765,0.635387,0.83052343,1.3022054,0.6923988,0.80046624,1.2083905,0.84089774,0.8781162,1.2428963,1.2182467,0.8451522,1.3398511,1.020179,0.9898683,0.9919768,0.912759,0.651441,1.253184,0.7855163,0.96849126,0.7485537,0.92504776,1.2926955,0.40596533,1.1800926,1.0348643,0.85518026,0.8701565,0.40748835,1.0137839,0.9180009,1.3918366,1.0240802,0.969512,1.1286964,1.0322423,0.8811819,1.1765683,1.1869173,1.1246605,0.86195576,1.4064269,1.090629,1.2616813,0.8789516,1.0437531,1.3289254,1.0564682,1.0154479,0.8243686,1.2480038,0.7379161,1.1009539,0.9722017,0.90298635,1.2022494,0.7473128,1.0017916,1.2504811,1.3693311,1.0750759,1.2607522,1.1275016,1.3411691,0.26019347,0.9188324,0.80834997,0.78184545,1.1480564,1.334482,1.1905525,1.0409838,0.83710086,1.3061566,1.2609376,0.7919293,0.92743623,0.0,1.1222028,0.9514776,1.2635174,0.891667,1.2449758,0.86743224,1.1313069,0.8943435,1.3269529,0.93816227,1.2058173,1.0168692,1.1566248,1.138899,0.7819627,0.6091485,1.2018656,1.3271396,1.2139595,0.9146207,1.0576481,1.0976154,0.9157616,0.8926982,0.47893202,1.365046,0.81669074,1.0478635
rooster,0.7930393,1.0202392,1.0088001,1.1242186,0.9807253,1.1550214,1.1031168,1.1245879,0.99735934,0.9049823,1.0702758,0.9281158,0.99853086,1.0609714,0.9571518,0.97879505,1.072273,1.1327945,1.0828762,1.0980827,1.1529208,1.2189075,1.0791183,0.3882655,1.1625513,1.0446457,0.8705858,0.9606783,0.9675829,0.95592266,1.1522789,0.96799767,1.1438701,1.0964564,0.51704895,0.7725183,1.0987557,1.138532,0.8523586,1.0597806,0.9482087,0.8521244,1.1153141,0.86308575,1.0449753,1.1526384,1.1573408,0.8025486,1.1317014,1.0778325,0.96330625,1.1426159,0.967169,1.1125804,0.96260095,0.99013335,0.85094416,1.0318723,1.205927,0.8189482,1.0767299,0.9441104,0.92068917,1.0591999,1.0615084,0.8843352,1.0522435,0.9720377,1.1509974,1.1449504,1.0151814,1.0417084,1.1581299,0.8873731,0.99852395,1.0107896,1.1143762,1.1155767,1.1775117,1.1936458,1.0365337,1.1949394,1.0465155,1.1076243,1.0460707,1.1222028,0.0,1.0122346,1.0574375,0.88852,1.0728432,1.1863276,1.1037241,0.8860174,1.0612869,0.9413241,0.9108155,0.9458474,1.2214123,1.1527058,0.9428842,0.9380411,1.1227762,1.0732167,1.0541614,1.117507,1.1433309,0.84585243,1.170017,0.9965773,1.2117918,1.0765402,0.950784,1.0072145
scarf,0.78966033,1.1061047,1.3779703,0.71243626,1.1141928,1.2486904,1.0717089,1.1595677,0.9646108,0.89538115,1.2631506,0.7925004,0.3799919,1.3520509,0.43208683,0.90376806,1.3754952,1.4416032,1.1467457,1.3495498,1.3407468,1.3206668,1.2781444,0.90146273,0.7835095,1.3994741,0.9562455,0.9440752,0.6830882,0.685076,1.216129,0.9059687,1.4373384,1.1977781,0.94656634,0.6775013,1.0685749,1.3175251,0.45241487,1.4168546,1.0626098,0.8443927,0.95768213,0.96629757,1.0033311,0.9993659,1.2134378,1.1089718,0.91790825,1.2667998,0.69056267,1.0712566,0.79670763,0.73642814,1.162197,1.0800011,0.5634733,0.6295531,1.3162886,0.748165,1.4351645,1.1065023,0.62195605,1.2184626,0.87445307,0.75912577,1.2020888,1.3331734,1.099643,1.2347475,1.0000103,1.3721753,0.99306256,0.29405558,0.69436,0.7445352,0.95524293,1.2607107,1.2100427,0.88958687,0.9264684,1.4904745,1.1429302,0.7630643,1.2123232,0.9514776,1.0122346,0.0,1.168026,0.6293122,1.0971653,1.0048317,1.4352429,0.9236273,1.3390493,1.14821,1.3294407,0.8555151,1.2585539,1.2138382,0.581481,0.70645213,1.3579687,1.0842968,1.3288741,0.893716,1.0588945,1.0266806,0.942002,0.88734174,1.0123389,1.35241,0.95059156,0.7601829
scissors,1.3406398,0.8651104,0.5313573,1.2959865,0.96143055,0.7108212,0.70267326,0.8678434,1.4222794,1.3935455,0.6430041,1.449221,1.3130229,0.653991,1.3329372,1.2892686,0.56735563,0.78833973,0.7534331,0.6372056,0.5646185,0.6684731,0.8919452,1.2319771,1.3071103,0.6011579,1.3483534,1.1834809,1.3491395,0.9917842,0.63157666,1.3120381,0.53915733,1.0089746,1.128926,1.0951657,1.145751,0.9017443,1.1225884,0.69252616,1.0480653,1.1791337,1.0928108,1.2212744,1.0576466,0.92727387,0.591514,0.9702887,1.1576564,0.58474684,0.95619345,0.889036,1.3069156,1.2157485,0.6672489,1.0751079,1.2161267,1.2221344,0.7109884,1.4002523,0.7676246,0.9556854,1.0324918,0.8227453,1.1995517,1.127587,0.7848309,0.55583674,0.74975336,0.61146027,1.0029134,0.6038345,1.2329744,1.231968,1.1361158,1.3143489,0.81066704,0.6185639,0.79475087,0.93882626,1.1179456,0.67572564,0.6887125,1.1148362,0.9542482,1.2635174,1.0574375,1.168026,0.0,1.3260751,0.7562989,1.0486712,0.73511624,1.3021638,0.5106184,1.0710218,0.7260026,1.0278426,0.79074264,0.81941724,1.318165,1.5219879,0.74423635,0.74809134,0.85252887,1.1491736,0.77846944,0.9048844,1.0326747,1.1364868,1.0887876,0.540875,1.3097763,1.1615832
shirt,0.75696194,1.2609622,1.358613,0.61521244,1.1167294,1.4016687,1.2348775,1.2923393,0.7232388,0.8378399,1.232143,0.6899231,0.45162266,1.3556716,0.59419864,1.0462707,1.3345275,1.3700966,1.2959809,1.4312218,1.4704249,1.4009888,1.1757549,0.86155975,0.8345735,1.3944399,0.6392424,0.8308418,0.6412143,0.8785398,1.3586231,0.7779549,1.474309,1.1221762,0.9788176,0.7838055,1.0176917,1.2912608,0.46585333,1.3781304,0.8845137,0.6112397,1.0341624,0.9394533,1.1165512,1.1060468,1.36337,1.2119613,0.9238753,1.3321325,1.0589008,1.2868531,0.48051035,0.8440535,1.3962634,1.0637265,0.19421566,0.54610085,1.4311489,0.68534625,1.4142509,1.1370364,0.8163127,1.2833143,0.8119847,0.9413373,1.1061443,1.256916,1.3606851,1.312778,1.0246794,1.356452,0.98592293,0.34341586,0.61446255,0.7508518,1.2199973,1.3813431,1.3523953,1.1885991,1.0470393,1.4848565,1.209543,0.9892604,1.1395026,0.891667,0.88852,0.6293122,1.3260751,0.0,1.2938001,1.1086173,1.3340567,0.5633771,1.4466712,0.9212099,1.2293732,1.1101909,1.3416051,1.3199954,0.26605463,0.5602735,1.3603357,1.2197217,1.2412117,0.8479639,1.3151641,1.2379651,1.2279669,0.97098285,1.0920805,1.3477035,0.70370644,0.60268426
shoe,1.2950318,0.6382591,0.87470186,0.97535026,1.2125878,1.0455862,1.0347773,1.027901,1.2668176,1.0094764,0.7997606,1.0719827,1.2510108,0.87855506,1.1104614,1.029075,0.9162085,0.9372717,0.781993,0.70048594,0.7633717,0.7545025,0.96484625,1.1416975,1.2021536,0.8418877,1.2006738,0.9584986,1.1891353,0.9696677,0.88555586,1.2988427,0.9202996,1.2194784,1.1594723,1.2239616,1.1068804,0.7003601,1.2707758,0.930148,1.0192043,1.2260327,0.7054142,0.97052044,1.169002,0.6156444,0.8619262,0.85840183,1.1780484,0.57401127,0.86755913,0.88272405,1.1205126,0.88228804,0.66722727,0.7439116,1.1848673,0.9902233,0.8192607,1.1914465,1.003899,0.88631153,1.0138706,1.101765,1.1775329,0.9987935,0.6608896,0.8360622,0.8178442,0.63283557,0.68387604,0.8241018,1.232255,1.2495129,1.0527117,1.190955,0.87394536,0.7349216,0.8938247,1.0480613,1.1925789,0.9250994,0.8797015,1.1402284,1.004275,1.2449758,1.0728432,1.0971653,0.7562989,1.2938001,0.0,1.1370643,0.9078748,1.3682603,0.3492713,1.1675313,1.0298615,1.0249352,0.926197,0.8940274,1.334524,1.3172731,0.90782976,0.5122697,0.84596205,1.2516211,0.7547827,1.0900464,0.9634492,1.1602366,1.1755327,0.64117205,1.2546635,1.1149933
shovel,0.77022994,1.0303123,1.232751,0.9638544,0.79876125,0.75600004,0.83725417,0.9737107,0.92492133,1.0151145,1.1772743,1.0670887,0.82817453,1.1065607,1.0738492,0.83724004,1.2444559,0.9144367,1.0342888,1.1114861,1.0380388,1.1735976,1.1424879,1.060533,0.8085107,0.9996217,1.1111754,1.0570716,1.1161752,1.2067938,0.79191184,0.8224952,1.1146281,0.66732466,1.0314691,0.97000813,1.100601,1.0794921,1.0718963,1.0047138,1.2713645,1.1088337,1.0309647,0.91418535,0.8213188,1.1215484,0.75710094,0.82992285,0.64712393,1.3185619,0.95660883,0.6099635,1.085636,0.9421061,1.0046288,1.0552119,1.2254978,1.0318944,0.7289492,0.94948125,1.0234721,1.0467662,1.1847266,0.79621285,0.83532745,0.94319516,1.155049,1.2756379,0.8599647,0.98350775,1.2084669,1.21462,0.7923956,1.0810461,1.0814488,0.83461374,0.76024956,0.9532252,1.0621821,0.99715364,0.9078277,0.8608769,1.2150203,0.78737676,1.0958439,0.86743224,1.1863276,1.0048317,1.0486712,1.1086173,1.1370643,0.0,1.202941,0.9961431,1.2393326,1.1647524,1.1126243,0.83338016,0.5945153,0.743213,1.0365226,0.85007274,0.8719588,1.2195793,1.216974,0.65892714,1.0436475,0.8333836,0.8272531,0.97634184,0.7058829,1.2834749,1.1179736,1.1612474
sink,1.4089293,0.9918176,0.47847742,1.3569331,0.99149275,0.8890059,0.8846711,0.7363099,1.198927,1.340718,0.4422354,1.3719773,1.4918697,0.4953909,1.4413835,1.2399299,0.28554255,0.26961046,0.7841237,0.5721789,0.52277786,0.3885789,0.5814612,1.1533053,1.1729665,0.6300174,1.1494265,1.1615212,1.3598638,1.249608,0.65534574,1.2325826,0.27504647,1.057255,1.06588,1.3653508,0.9687285,0.53091896,1.3813386,0.586736,1.0699053,1.1469955,1.1138705,1.0206866,1.0141485,1.0107167,0.77984446,1.0971829,1.2918282,0.5448563,1.2719114,1.0324059,1.3313346,1.3836708,0.8356235,0.993061,1.2537487,1.3210471,0.66188914,1.3579373,0.45324695,0.7674165,1.2589442,0.85327345,1.28231,1.3885375,0.82679856,0.5336042,0.76375586,0.79199755,1.1348331,0.5076241,1.0918714,1.409014,1.2492901,1.3222171,0.9078922,0.61047333,0.6965631,1.0669122,1.0814764,0.34446228,0.8341406,1.3105345,0.82705414,1.1313069,1.1037241,1.4352429,0.73511624,1.3340567,0.9078748,1.202941,0.0,1.2373016,0.5257409,0.84790254,0.693958,1.3252618,0.83484805,0.85185856,1.4315858,1.4486234,0.74369425,0.90742177,0.2930869,1.2556481,0.6566537,1.1823554,1.0057051,1.1155654,1.1221367,0.4315769,1.1002277,1.2207114
slide,0.7054275,1.323876,1.3072796,0.72025514,0.9975418,1.2192149,1.1412562,1.1901809,0.50603807,0.76285267,1.2537621,0.57374364,0.74180377,1.292413,0.7659212,1.0203558,1.2531105,1.2841346,1.2737119,1.3795755,1.3111199,1.2918593,1.0976965,0.88006437,0.64400077,1.3733685,0.47899902,0.881889,0.60936326,0.97588813,1.0717268,0.67881596,1.3366635,1.0032513,1.0077258,0.94755775,0.9035346,1.2207309,0.75240046,1.2754041,0.909588,0.8787644,1.1320469,0.9547646,1.1567999,1.1972299,1.2910101,1.215901,0.74098486,1.3998151,1.1710334,1.2428962,0.8462206,1.0038434,1.3732464,1.0208113,0.65831304,0.7784325,1.2238888,0.600618,1.2223467,1.1753291,0.9863885,1.1809012,0.90209115,0.98519677,1.1675587,1.2100846,1.2337066,1.3018525,1.1221976,1.285206,0.8975882,0.7287221,0.8502047,0.7508511,1.0529046,1.2093549,1.3300158,1.1112468,1.0371561,1.3376949,1.2420115,0.9727435,1.098593,0.8943435,0.8860174,0.9236273,1.3021638,0.5633771,1.3682603,0.9961431,1.2373016,0.0,1.4794657,0.89690113,1.1887116,1.0720409,1.2170475,1.2012621,0.6099707,0.50403905,1.2400494,1.2776644,1.0761201,0.5776882,1.348926,1.1438215,1.0881089,0.97337455,0.9304265,1.3362582,0.6269554,0.67868423
slipper,1.4747654,0.6974482,0.39404476,1.2348648,1.0950602,0.8444829,0.93317866,0.9175611,1.470811,1.2722759,0.4649136,1.3808494,1.4995868,0.63654864,1.3984346,1.2300239,0.47553706,0.62002325,0.61921,0.43622357,0.49283683,0.43506074,0.8235636,1.2208358,1.3271236,0.5596341,1.3283219,1.1288588,1.4023178,1.0915306,0.729673,1.4736941,0.49379468,1.1933141,1.1533896,1.331273,1.1256218,0.58489627,1.4053525,0.5588156,1.0244328,1.1981329,0.8630217,1.176471,1.1845464,0.72545284,0.70969987,0.89866596,1.3659036,0.23792642,1.0079638,0.8789181,1.3154806,1.1567978,0.4806887,0.9091642,1.3043596,1.2486675,0.66946346,1.4753138,0.6734698,0.8968349,1.1445017,0.9239474,1.3430058,1.2135789,0.58347934,0.42130232,0.7131017,0.45747662,0.76790303,0.45861053,1.2797112,1.4425249,1.2545311,1.4206427,0.8830272,0.5774387,0.6678032,0.97781456,1.2319907,0.4998564,0.63348836,1.2355603,0.9491018,1.3269529,1.0612869,1.3390493,0.5106184,1.4466712,0.3492713,1.2393326,0.5257409,1.4794657,0.0,1.0709289,0.7135642,1.1438504,0.84725493,0.7997775,1.4926021,1.584714,0.6333621,0.51793426,0.62153757,1.4501209,0.6122028,1.041981,1.0116134,1.2505767,1.2201846,0.25345433,1.318398,1.2680262
snow,1.141465,1.1449716,1.0404272,0.9362023,1.0797167,1.1005441,1.199132,1.0620457,0.59585893,1.0446225,0.94978577,1.0029112,1.0894159,0.8580167,1.0183365,1.0824581,1.0081829,0.9298677,1.0923955,0.9580971,0.9897211,0.8012629,1.0045083,0.9863089,0.8963638,1.0561482,0.8278758,0.9633261,1.0884217,1.053031,1.1209995,1.007513,1.0035975,1.0566018,1.0718699,1.1690028,0.60146517,0.85660934,0.9981008,1.0681678,0.6428002,0.93835515,1.0444819,0.94665694,1.1014372,1.0851835,1.1038156,1.0517035,1.0761508,1.050086,1.2981718,1.2337753,1.0143447,1.0959499,1.1414944,0.91710436,0.9289839,0.99508053,1.0426052,0.96674424,0.8370179,0.73976916,1.0577766,1.0769498,1.1477853,1.2362309,1.0283674,1.0652267,0.90284926,1.0186979,1.1833162,1.0407382,0.9994301,0.983331,0.8977033,0.9695139,1.156425,1.0875927,0.930925,1.1106656,1.0683899,0.9006435,1.0827873,1.2475348,1.0779169,0.93816227,0.9413241,1.14821,1.0710218,0.9212099,1.1675313,1.1647524,0.84790254,0.89690113,1.0709289,0.0,0.9781134,1.2102985,1.0795921,1.0592251,0.90800315,1.0049465,1.0718882,1.0780346,0.7391154,0.9030987,0.8517665,1.2774686,1.0581422,1.1020917,1.0823299,1.0761678,0.8772538,0.8297606
soap,1.2203953,0.9676965,0.3229016,1.33604,0.82322145,0.86344194,0.7506922,1.0022894,1.2942312,1.227373,0.74474436,1.3133346,1.2967408,0.743505,1.3415396,1.1892971,0.58030105,0.690194,0.98443407,0.7199105,0.9087615,0.87924415,0.8706214,1.1758034,1.3806976,0.56960547,1.1989138,1.122258,1.2496586,1.1669785,0.8670927,1.191998,0.6530028,0.9361617,1.0985608,1.0293893,1.2132764,0.9128141,1.1593943,0.5430549,1.0696193,0.89602655,1.170883,1.1800838,1.0335672,1.0416709,0.8781438,0.95458806,1.0782464,0.69371367,1.0477756,0.9143208,1.138876,1.3004801,0.7899794,1.1435199,1.128312,1.2996536,0.8152807,1.285337,0.7341875,0.98122084,1.1678143,0.67534286,1.2154782,1.0189056,0.8386918,0.5826634,1.0191134,0.85774857,0.9816885,0.60044485,1.2236564,1.247114,1.2613225,1.2233272,1.0796367,0.8741774,0.77934283,1.113572,1.102032,0.66445726,0.73112965,1.2108208,0.9324028,1.2058173,0.9108155,1.3294407,0.7260026,1.2293732,1.0298615,1.1126243,0.693958,1.1887116,0.7135642,0.9781134,0.0,0.98055947,0.85512966,0.8620107,1.306829,1.32462,0.8012823,0.94816035,0.8318628,1.2681972,0.9912925,0.85845923,1.1939212,1.0858356,1.2391655,0.6427416,1.0827127,1.2430218
sock,0.69585603,0.569392,1.1122664,0.9953467,0.8626849,0.86644816,0.99440175,1.1079302,1.1517159,0.95921034,1.1707355,1.0338737,0.88468134,1.1599267,0.91794425,0.840878,1.1742501,1.2176226,1.0137471,1.0230271,0.99321485,1.2116556,1.1674631,0.93940026,1.0918655,1.0512564,1.2224451,1.1888134,0.9728108,0.95194817,1.1396953,1.0060248,1.0888513,0.9445684,0.9110756,0.72148097,1.1295923,1.189266,0.92434305,1.0120548,1.1861091,1.0031983,0.98297966,0.9430125,0.91944325,1.0306336,1.0427173,0.8915168,0.8621903,1.2686619,0.24521565,0.6521988,1.0752057,0.9507686,0.51467085,1.1783521,1.0586215,1.018722,1.157492,1.113959,1.1751577,1.0529217,0.9488331,1.0134947,0.9634676,0.21035403,1.1087668,1.1519024,0.8451915,1.1745037,0.9853859,1.1059872,1.0277753,1.011573,0.997345,0.9852043,1.098894,1.1794053,1.1077898,0.8573043,0.951546,1.17916,0.9325222,0.8233987,1.0736971,1.0168692,0.9458474,0.8555151,1.0278426,1.1101909,1.0249352,0.83338016,1.3252618,1.0720409,1.1438504,1.2102985,0.98055947,0.0,1.1155949,1.1007938,1.0014983,0.9860243,0.9542123,0.98691875,1.2643692,1.0174253,0.9800929,0.41965103,1.009078,0.9892483,0.87844205,1.2300591,1.0897056,1.1272495
spoon,1.2412988,0.9925645,0.82917476,1.1046869,1.0073671,0.7341047,0.5993031,0.83653146,1.1982412,1.2764301,0.8866418,1.409362,1.2084029,0.79433763,1.3973515,1.1002977,0.89233667,0.5253231,0.8215344,0.647457,0.77981466,0.8671824,0.8832563,1.286665,1.2187476,0.7974266,1.326021,1.1261973,1.3785238,1.1798735,0.49137294,1.1539333,0.7453853,0.51007783,1.2082994,1.1597515,1.1783774,0.83550704,1.289047,0.72919214,1.1405283,1.2253325,1.016914,1.0860963,0.94556946,0.94578135,0.5541971,0.86400205,0.8841197,0.89032483,1.0877697,0.70046115,1.3405902,1.057843,0.9134593,0.9777751,1.3606077,1.3128638,0.11440045,1.3439684,0.743596,1.0788169,1.1980765,0.5704556,0.9707798,1.1549077,0.99291366,0.97549254,0.84844375,0.5941538,1.1416425,0.83855367,1.0811553,1.3067851,1.2879303,1.2032119,0.75228083,0.64491785,0.71270895,1.0207965,1.0662743,0.48379755,0.9958437,1.13608,0.9353739,1.1566248,1.2214123,1.2585539,0.79074264,1.3416051,0.926197,0.5945153,0.83484805,1.2170475,0.84725493,1.0795921,0.85512966,1.1155949,0.0,0.11445755,1.4001031,1.3001065,0.7122351,0.9773426,0.89514875,0.78205353,0.9161331,0.97431415,0.96668875,1.1392555,1.0129828,0.8866285,1.3026679,1.1974945
stick,1.2436415,1.0264133,0.8345811,1.0950909,1.10269,0.7624929,0.61612225,0.80623496,1.1735373,1.2084568,0.8853378,1.3306506,1.1923234,0.8594508,1.3345721,1.0689231,0.91706276,0.65920067,0.74282205,0.6251887,0.7998881,0.8194796,0.86206836,1.2537402,1.1704106,0.77316326,1.2790718,1.1321328,1.3445517,1.0717918,0.6088999,1.1964955,0.7981732,0.6891358,1.1707681,1.1079059,1.1083012,0.84084177,1.2645935,0.7827127,1.1159675,1.2006924,1.0897236,1.0784924,0.9813165,0.9706606,0.6156729,0.7826196,1.0037377,0.8747457,1.034459,0.81587017,1.3510797,1.1170768,0.8561609,0.9663141,1.2735227,1.2710283,0.13252127,1.3197951,0.7630357,1.0782918,1.1089647,0.6253163,1.0714607,1.1165025,1.0260813,0.99192715,0.8318323,0.63182425,1.1481177,0.84875375,1.0895028,1.2709925,1.2678297,1.2444704,0.8297615,0.7132393,0.7191267,0.96061397,1.0597076,0.55094904,0.9721463,1.1464937,0.92400366,1.138899,1.1527058,1.2138382,0.81941724,1.3199954,0.8940274,0.743213,0.85185856,1.2012621,0.7997775,1.0592251,0.8620107,1.1007938,0.11445755,0.0,1.3777932,1.3036184,0.70333445,0.992147,0.9170475,0.9296555,0.9013134,0.9380931,0.8822968,1.1158106,1.0169599,0.8827415,1.2772416,1.1816695
