,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,mitten,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
necklace,1.3878286,0.7289214,1.2135769,0.86913246,0.79163563,1.3250859,0.8418138,1.3169525,1.4122745,0.78352153,1.3521641,1.0208813,1.3717208,1.3390753,0.88513064,0.7733117,0.6803659,0.96795887,1.0026014,0.86808306,0.716871,0.93776363,0.69576156,0.96645355,1.1595497,0.86955106,1.1480798,1.1327856,1.3351996,1.1000583,0.39310837,1.4683567,0.6808068,1.0086128,0.83364576,0.98364305,1.1527067,1.2907073,0.8099355,0.99551266,0.4431479,0.93201107,1.1304412,0.698608,0.70436144,1.0732669,1.3246257,0.2700473,0.6747374,1.2422671,0.9906223,0.9999265,0.57491225,1.0023289,1.1612523,1.2305185,0.72328866,1.4038192,0.74579954,1.1542585,0.98609173,0.47326827,0.61875,0.0,1.1194929,0.9529794,1.0949823,1.2274765,1.1396931,0.4872771,0.54313457,0.8266738,0.88298035,1.0773238,1.2448423,1.2877364,1.0112364,0.9033813,1.1461427,0.8718277,1.047901,1.1394907,0.9945382,0.92289126,1.0801361,0.96420586,1.4958428,0.37807786,0.7958706,1.0393795,0.6298208,0.6489366,1.0021001,1.136706,1.4155638,0.9466053,0.59118444,1.0950701,0.5049197,1.3256294,1.3450179,1.158479,0.6293198,0.44864297,1.3491882
orange,0.86385816,1.1972449,0.8906945,0.8021649,0.986532,0.7154163,1.2550528,0.9028915,0.97374743,1.2187324,0.9451965,1.0213823,1.0175772,0.97717613,1.2427056,1.2410104,1.2297525,1.1899478,0.9639736,1.27283,1.281039,1.2234054,0.60208905,1.0179265,1.0424128,1.1826925,1.0606679,1.1333067,0.80451393,1.0725784,1.1749018,0.9486284,1.2287385,1.0294245,1.0466381,1.1817526,0.9887948,0.8941665,1.0563376,1.0376284,0.9054079,0.95950884,1.163299,1.1205434,1.1470819,0.9968299,0.82723045,0.9986304,0.9528271,0.7271642,0.8510127,0.58734816,1.1905673,0.9111037,1.0295832,0.87345934,1.2243088,0.89486843,1.2870313,0.95212764,0.8459377,1.1342452,1.2588096,1.1194929,0.0,1.2742097,0.8638845,0.8783058,0.9781623,1.1885384,1.2481385,1.1916392,0.92267454,1.1905599,0.85479736,0.8223181,1.1386096,1.2876954,1.188529,1.0491326,0.8454361,0.92597383,1.1148889,0.8872807,0.9191136,1.2221522,0.76175034,1.178102,1.2444428,1.0127052,1.2863517,1.0518417,1.0807232,0.8780188,0.8497379,1.0237042,1.0140742,0.74160916,1.2775297,0.81132865,0.6724094,1.0629488,1.1512744,1.2018267,1.0526268
oven,1.1590204,1.1170727,1.1067913,1.074464,0.9653976,1.1906623,0.72773576,0.85393035,1.0356319,0.90761083,0.9337956,1.1065142,0.9954522,1.1015546,0.59864134,0.9599634,0.9610437,0.73777074,1.1699673,0.7497992,0.49290705,0.904351,1.1745853,1.0009211,0.72011286,1.0134588,0.9646753,0.96736586,1.0641891,0.9703766,1.0303057,0.9732647,0.88162404,1.1360219,0.98348486,0.2950353,0.734415,1.117434,1.0756924,1.0949935,1.0885406,1.0937741,0.9444501,0.91400564,0.92192566,1.1275568,1.2523847,1.1611245,0.9828233,1.1228371,1.1729631,1.213591,0.91229963,1.0855314,0.92736536,1.097851,0.687003,0.9999665,0.8463317,1.1545144,1.1605619,1.1085081,0.76260746,0.9529794,1.2742097,0.0,1.2796952,1.0269759,0.7290678,0.9021162,0.8836877,0.7668861,1.2150898,0.97558606,1.1855909,1.2134808,0.8026007,0.65082896,0.31152356,0.9708888,1.1335427,1.2141002,0.9753318,0.9706192,1.1485152,0.85686356,1.1689115,1.002894,1.0589243,0.87993747,0.9744398,1.0471953,0.81082654,1.1391343,1.0100663,1.0818335,0.96529084,1.1755477,0.77171826,1.0383265,1.183589,0.9185367,0.5878321,1.0390567,0.96309775
pajamas,0.84613967,1.2414693,0.65483445,1.0314109,1.2096574,0.86752725,1.2593088,1.0094011,0.78876287,1.1889513,0.78035927,0.8669198,0.9536609,0.7979982,1.317915,1.2847149,1.3751428,1.243456,1.1003768,1.3763146,1.3994162,1.2512312,1.1063852,0.8705969,1.0592558,1.2507999,0.82070357,1.1481742,0.67923796,1.1609696,1.3100324,0.8092245,1.3993976,0.6933409,0.9168968,1.1674471,0.94805753,0.52560604,1.2938426,0.80391425,1.06123,1.135706,1.1390808,1.0789945,1.2432066,1.0016551,0.8749503,0.9902697,0.95724195,0.9414349,0.5229579,0.72513574,1.2203046,0.75474274,1.1481909,0.6273885,1.3600883,0.74681616,1.2775055,0.87873757,0.70668256,1.2045162,1.3532429,1.0949823,0.8638845,1.2796952,0.0,0.70377177,0.90978396,1.283258,1.3203132,1.1501268,1.0552447,1.1332666,1.0705401,0.9653307,1.0065984,1.2554178,1.1455531,0.911096,1.150495,0.5496132,1.0817496,0.73020583,1.003823,1.312544,0.7458974,1.1277537,1.2362125,0.93279475,1.3501155,1.3112245,0.96226525,0.66945064,0.92837787,1.2358904,1.0508809,0.8348235,1.3391068,0.9592378,1.033142,1.1052029,1.3393714,1.2115611,0.78937304
pants,0.74616504,1.3738602,0.49067086,1.0565704,1.141675,0.8861959,1.2888218,0.9669793,0.7223456,1.2001913,0.7091979,1.0475302,0.71436745,0.6894611,1.2731439,1.3474932,1.4392529,1.2943153,1.0594902,1.3888744,1.2633058,1.3803669,1.1001111,0.9533663,0.82965255,1.3454738,0.77322316,1.2081897,0.6594308,1.1645268,1.4091144,0.81374013,1.4556082,0.7316948,1.0127208,0.92702526,0.854386,0.67147326,1.3427095,0.8890418,1.0799077,1.2270906,1.16781,0.9443281,1.2639558,1.2853092,1.0024517,1.1039481,1.0016409,1.0499316,0.6577044,0.8703493,1.337148,0.66643333,1.2085817,0.08753073,1.2152545,0.81613135,1.2827293,1.0415343,0.88590527,1.2734959,1.3319058,1.2274765,0.8783058,1.0269759,0.70377177,0.0,0.8786115,1.3221817,1.3588908,1.1993564,1.1050493,1.2294543,1.1562027,0.83100414,1.0127532,1.283552,1.051552,0.9557948,1.1043795,0.40134907,0.9468931,0.42309165,0.9644133,1.3515081,0.6759966,1.1452585,1.3596551,0.89092255,1.4502602,1.3121457,0.9529954,0.7259531,0.78493714,1.2744031,0.9256603,0.88536847,1.318798,1.0337437,1.0413625,1.0370929,1.2222526,1.3076167,0.7821613
paper,0.9346613,1.2522538,0.8396541,0.9942922,1.0705686,1.0093801,1.0149498,0.78031313,0.944773,1.1568958,0.7963883,1.0688386,0.89861625,0.95340204,0.86371195,1.215791,1.1899855,0.90255755,0.92244494,1.1265407,1.0355949,1.1331247,1.0563765,1.0670205,0.8068849,1.169951,0.989858,0.98727816,0.76238275,0.926758,1.2247859,0.83899623,1.250555,1.0361954,1.0203558,0.83346283,0.78655815,0.9251673,1.1806232,1.1279967,1.1148717,1.0242356,1.0543932,1.0061238,1.1470128,1.1309917,0.9099647,1.1309189,1.017651,0.87872183,0.9061036,0.9854262,1.223593,0.95606947,0.88765854,0.86111057,1.1659412,0.83713865,1.1227872,0.88286746,0.8313917,1.2281483,1.1001781,1.1396931,0.9781623,0.7290678,0.90978396,0.8786115,0.0,1.1648276,1.148768,1.0825531,0.98335487,1.1555768,0.9028772,1.1027398,0.95627815,1.1310385,0.6970571,0.9376731,1.1388344,0.84753627,1.0276091,0.7773243,1.0067898,1.0838425,0.9455363,1.1337682,1.24274,0.9378193,1.2626739,1.1600313,0.934237,0.9461464,0.7675227,1.183427,1.0265609,0.8583232,1.1861377,1.0592895,0.92153895,1.1443107,1.091804,1.2073666,0.97272974
pen,1.4705763,0.4778064,1.2885162,0.8797194,0.7681153,1.2907126,0.7891934,1.1592486,1.4170153,0.5223422,1.3258753,1.1783469,1.3037593,1.2217304,0.64202815,0.4535191,0.3584609,0.9785192,0.9820741,0.8569285,0.5290586,0.7163939,0.73230505,0.94544214,1.1009384,0.712959,1.2208233,1.1378803,1.402916,1.1386182,0.2788058,1.4641206,0.45807076,1.1918668,1.0695244,0.9765399,1.2594469,1.3886347,0.75920844,1.0667756,0.7157366,0.8191421,1.1245595,0.8503584,0.74905604,0.91658247,1.2940617,0.50745976,0.9355611,1.2232198,1.1937916,1.2520862,0.575124,1.0307028,1.2192978,1.3719459,0.5879314,1.4303048,0.53217953,1.142403,1.294435,0.46310198,0.53095734,0.4872771,1.1885384,0.9021162,1.283258,1.3221817,1.1648276,0.0,0.21816474,0.9280689,0.9554201,0.99939233,1.143494,1.2424724,1.1334847,0.8106022,1.1770834,1.0901995,1.096587,1.2951274,1.1251678,1.0507456,0.985741,0.6265017,1.3902552,0.5089189,0.5279071,1.1754136,0.28682512,0.6366654,1.0150359,1.2254599,1.4233772,1.0561572,0.8467368,1.2570746,0.40092206,1.210749,1.370201,1.0615666,0.67123646,0.34827977,1.2109764
pencil,1.4317322,0.42147887,1.3473132,0.9641358,0.7995,1.27736,0.66757345,1.1460605,1.4515941,0.5237177,1.3486843,1.1480637,1.3650496,1.2274156,0.49223304,0.43138486,0.30009907,0.9649963,0.98100483,0.74137664,0.5046902,0.6612327,0.74975365,1.0300004,1.1362282,0.6579342,1.239676,1.0839475,1.3599466,1.0732632,0.22191572,1.4276304,0.38486177,1.273849,1.0489143,0.9560748,1.258577,1.3834836,0.6588244,1.1392075,0.73275983,0.7384037,1.0577447,0.8522775,0.78551346,0.8798209,1.3482196,0.62678003,0.9459057,1.161833,1.2905142,1.3356922,0.5525027,1.1381083,1.1617159,1.3876615,0.59191793,1.4124618,0.589084,1.1762502,1.2923431,0.45142847,0.39379412,0.54313457,1.2481385,0.8836877,1.3203132,1.3588908,1.148768,0.21816474,0.0,0.9080398,0.97383153,0.975204,1.0985341,1.3386085,1.1226041,0.7781901,1.1670542,1.0176206,1.1388004,1.3362262,1.0641806,1.1097181,1.1264708,0.6214545,1.3780658,0.55765456,0.45662487,1.1715603,0.29783714,0.60085285,1.0251191,1.262645,1.4398131,0.9904547,0.89291656,1.3033917,0.2973112,1.1621015,1.3694482,1.0625587,0.59906304,0.36717433,1.2721741
pillow,1.1119891,0.9238984,1.2233585,0.8784736,0.83082056,1.1063385,0.9151406,1.1396224,1.1935985,1.0071918,1.2846615,0.870453,1.071066,1.2800134,0.6753685,0.95542455,0.90164137,0.7523253,1.136121,0.66091454,0.7577252,0.7236545,1.0151005,1.0970701,0.8132702,0.9060456,1.2319497,0.909377,1.1701382,0.96521497,0.8235654,1.2165421,0.78993374,1.179855,0.6587212,1.0194057,1.1881747,1.1450903,0.904993,1.0952376,0.8342488,0.9918261,0.8678612,0.865056,0.65326446,0.9011471,1.274703,0.96208686,0.5564741,1.1449244,1.3078091,1.1165137,0.6726098,1.011555,0.908687,1.2032365,0.71812475,1.2727191,0.94325435,1.1786708,1.0707184,0.96828353,0.67024165,0.8266738,1.1916392,0.7668861,1.1501268,1.1993564,1.0825531,0.9280689,0.9080398,0.0,1.1137205,0.8805139,1.2005955,1.175127,0.55464566,0.7290174,0.9365288,0.8045832,0.9303383,1.1778903,0.89579433,1.1028447,1.0832702,0.93015033,1.2449542,0.7857163,0.904742,0.67186385,0.8108539,0.871033,0.84680045,1.275009,1.1947256,0.79025686,0.72782797,1.1551396,0.8414104,1.1103195,1.2246199,1.0184737,0.81803,0.90595305,1.2760313
pizza,1.0840703,0.8333875,1.1305841,0.958029,1.0537148,1.0063765,1.0420862,1.066943,1.3091906,1.0888077,1.2223663,0.9017279,1.1518345,1.1877345,1.0303874,1.0345279,0.84074277,1.0153906,0.49538958,1.0010715,1.1340072,1.018466,0.7355125,1.1071837,1.2579677,1.0260195,1.1450816,0.7974861,1.1817423,0.7535845,0.8810393,1.243334,1.007458,0.98807865,0.91466033,1.2059859,1.0193377,1.1163836,0.84347194,1.0601311,0.7884121,1.0218261,0.9713083,0.9132135,0.76229286,1.0088786,0.8487204,0.86438537,0.92207503,1.0425593,1.0480839,0.8873828,1.0176662,1.121996,1.0445113,1.1284363,1.0242682,1.2253499,1.0516998,0.786114,0.9831087,0.8799087,0.98498833,0.88298035,0.92267454,1.2150898,1.0552447,1.1050493,0.98335487,0.9554201,0.97383153,1.1137205,0.0,0.963239,0.6681037,0.97704166,1.2445819,1.0368172,1.175241,0.9368082,1.0533285,1.147061,1.0429957,1.0185574,1.0865059,0.9433432,1.3210952,0.83259046,0.8696696,1.0725365,0.9269814,0.8066375,1.0879331,1.1007514,1.0912441,0.99038684,0.88239354,1.0603485,0.9856906,1.2346756,0.91767246,1.1387516,1.1018597,0.95080805,1.2079201
plant,1.040298,0.8578233,1.1446043,1.1774268,1.1534212,0.80155516,0.9517864,1.061475,1.091947,1.0368278,1.0439284,0.9946031,1.0705652,1.0603596,0.9725901,0.91650003,0.9682991,0.8632339,1.110712,0.7501168,0.98374546,0.6820486,1.2428247,1.1511714,1.0557736,0.93714535,1.1477476,0.96917766,1.0770494,0.9843366,1.0303645,1.0838406,0.8633492,1.0834798,0.8729502,1.0094187,1.1302941,1.0783566,0.90988684,1.0548518,1.18728,0.9722304,0.35501122,1.0995655,0.7100403,0.8382801,0.9508052,1.1818742,1.0754106,1.0421118,1.1269132,1.0976628,0.98024744,1.1496165,0.8477972,1.2546089,0.85035807,0.99153167,0.94479465,1.0345432,1.0817864,1.121029,1.0047821,1.0773238,1.1905599,0.97558606,1.1332666,1.2294543,1.1555768,0.99939233,0.975204,0.8805139,0.963239,0.0,0.9649758,1.0659442,0.8722596,0.8131345,0.8684556,1.0487121,0.76244545,1.25044,1.1113818,1.2808777,1.0160012,0.88167024,1.1585872,1.16965,0.8057269,1.1060123,0.66629684,1.0220853,0.93082654,1.094956,1.0551302,0.9729879,1.1580563,1.1732904,0.98681915,1.0013564,0.9083788,0.7315342,0.95847535,1.0515845,0.7555629
plate,0.85834616,0.93363714,1.1427594,1.0015043,1.0952531,0.76496214,1.0537925,0.65747803,1.0819665,1.0312092,1.0513728,0.8640802,0.9621166,0.9773514,1.0467715,1.0764636,0.8726515,1.0584556,0.6796918,1.1725923,1.2154062,1.0196036,0.96603906,1.0220953,1.1508402,0.91842246,1.0995011,0.71356535,1.0400509,0.707857,1.1470934,0.978608,1.0990334,1.0681255,1.1488991,1.2771254,1.0003929,1.0464356,0.9057616,1.1118397,1.128253,0.9421408,0.9537833,1.1372626,0.9462333,0.9187206,0.6582779,1.2351011,1.2352507,0.81457776,1.1314375,0.9053105,1.2467401,1.2141185,0.96101403,1.1245626,1.2674702,1.0325139,1.0268939,0.71097195,1.019605,1.123827,1.2508124,1.2448423,0.85479736,1.1855909,1.0705401,1.1562027,0.9028772,1.143494,1.0985341,1.2005955,0.6681037,0.9649758,0.0,0.8710601,1.2670625,1.1448339,1.0150486,1.1485384,0.9126051,1.1584972,1.0464232,1.1505953,0.93333656,0.5972667,1.0058856,1.2238421,0.943523,1.1447313,1.0223408,0.9810738,1.2420406,1.0471033,0.78914934,0.9687567,1.1640797,0.88545555,1.2456514,0.94653237,0.48378485,1.0426029,1.3095195,1.1996275,1.026133
pumpkin,0.70096844,1.1719682,0.8979776,0.92789304,0.8273536,0.71388316,1.2039721,0.98839915,0.75813246,1.1834292,0.7965213,1.0228226,0.82906616,0.8030394,1.2209853,1.3081806,1.2706184,1.1527108,0.9268592,1.2946949,1.2623369,1.2499007,1.0673109,0.88336796,0.9323299,1.2100923,0.7951489,1.0455604,0.9028347,1.0259615,1.3411337,0.7533032,1.3466161,0.9140762,1.2296011,1.0799416,0.85600483,0.94608545,1.1075177,0.8852347,1.1685239,1.1450685,1.1034412,1.1601521,1.1945033,1.064766,0.9328278,1.216351,1.2644125,1.0361954,0.9261838,0.9026035,1.2332181,0.89614713,1.0808135,0.8325109,1.0812919,0.8685296,1.2205067,1.0282291,0.97945607,1.2630756,1.2996737,1.2877364,0.8223181,1.2134808,0.9653307,0.83100414,1.1027398,1.2424724,1.3386085,1.175127,0.97704166,1.0659442,0.8710601,0.0,1.0791383,1.1551809,1.1610084,1.172937,0.71313006,0.83145994,1.0098612,0.977181,0.74601424,1.1283214,0.5459827,1.2575308,1.17772,1.0588777,1.2396016,1.161094,1.0601459,0.8832754,0.8482286,0.98344266,1.1797067,0.80516076,1.3430221,0.79426324,0.84383065,0.9240011,1.2397531,1.3263075,0.85096323
purse,0.94077647,1.2111609,1.1323085,1.230115,1.1215644,0.9910807,0.99301255,1.0279222,1.0022177,1.104375,1.0001162,0.86913216,1.092993,1.1607169,0.8535735,1.1173623,1.2125491,0.6851795,1.2113613,0.80168533,0.9111648,0.9090004,1.2827761,1.0878052,0.7068012,1.0821239,1.0397995,0.9498055,0.9385233,0.96362877,1.1615375,0.95100147,1.0490477,1.1158609,0.692004,0.8677262,0.9166937,0.8981838,1.1175851,1.1224334,1.2119355,0.9926379,0.8077447,0.88207567,1.0860647,0.9098199,1.0765854,1.188073,0.74063826,1.0263914,1.0705335,1.1369582,0.9603934,0.9164643,0.84291345,1.0024127,0.86738706,0.8674951,1.2124751,1.0919913,0.91264576,1.2978935,0.9204417,1.0112364,1.1386096,0.8026007,1.0065984,1.0127532,0.95627815,1.1334847,1.1226041,0.55464566,1.2445819,0.8722596,1.2670625,1.0791383,0.0,0.8627346,0.83670676,0.6068908,0.91192585,0.98747087,0.85116076,1.0008241,1.0583053,1.2064375,1.0139635,1.0901303,1.1652851,0.8904925,1.1239814,1.1308141,0.33268225,1.1182383,0.86883414,0.9432394,1.0690573,1.1698357,1.0077583,0.8937513,1.0926899,0.97470236,0.8296212,1.1363567,1.1109049
radio,1.2405055,0.89641774,1.1792735,1.1066116,0.94646764,1.2204707,0.708067,1.102762,1.1788881,0.93166703,1.1296585,0.9655087,1.2102714,1.1149954,0.60324186,0.80792487,0.76205313,0.62090605,1.0327322,0.60556453,0.6320871,0.7280842,1.0905226,1.1586311,1.0251601,0.75988704,1.0063248,0.93884,1.2965056,0.96187216,0.81928146,1.1163079,0.6748651,1.1762881,0.8513569,0.7679999,0.8803365,1.2014858,0.8375181,1.1866336,0.98973334,1.133511,0.9417323,0.9257283,0.7800595,0.92046773,1.2096384,0.9673284,1.0667402,1.131777,1.3158457,1.2527714,0.70863944,1.2962983,0.8573482,1.2969747,0.70176125,1.1647754,0.6848758,1.1692592,1.1861786,0.90312135,0.6951013,0.9033813,1.2876954,0.65082896,1.2554178,1.283552,1.1310385,0.8106022,0.7781901,0.7290174,1.0368172,0.8131345,1.1448339,1.1551809,0.8627346,0.0,0.7940123,1.036611,1.0254946,1.3060178,0.9513198,1.2088773,1.0817852,0.77194643,1.1903275,0.8720576,0.878368,1.0427427,0.769621,0.8413911,0.9035771,1.1873089,1.1983279,0.7389662,1.0404544,1.2798073,0.78763413,1.0377715,1.2164128,1.0105971,0.76515454,0.73014045,1.0642412
refrigerator,1.0178916,1.1892189,1.0227752,1.1593744,1.1694059,1.0424391,0.8261881,0.85280293,0.88922733,1.101924,0.8714719,0.96142554,0.93478036,1.089864,0.88885546,1.0356888,1.1372026,0.8012414,1.1400377,0.7505394,0.7903636,0.9246687,1.2837939,1.0641652,0.7969863,1.0400076,0.8662316,0.9219355,0.8776768,0.9273951,1.2535005,0.8564079,1.0033634,1.0133306,0.9170667,0.41542828,0.72994184,0.9903698,1.1638653,1.1225702,1.2947268,1.1131206,0.8158931,1.1324028,1.0233192,1.0865246,0.9437171,1.3059064,1.160689,0.9376076,1.1291173,1.1414074,1.0925245,1.1565078,0.75113165,1.0921471,0.8859461,0.7255889,1.0223622,0.9677113,1.0809261,1.2535374,1.0010972,1.1461427,1.188529,0.31152356,1.1455531,1.051552,0.6970571,1.1770834,1.1670542,0.9365288,1.175241,0.8684556,1.0150486,1.1610084,0.83670676,0.7940123,0.0,0.99550796,1.037143,1.1943461,1.0502205,1.0927671,1.129884,0.91102827,1.064592,1.2648046,1.1385891,0.96289414,1.1260157,1.1502961,0.85113233,1.0921556,0.7645042,1.0232015,1.1877103,1.0787523,1.0078979,0.96075845,0.87447363,0.8257536,0.7554064,1.1998883,0.86665165
scarf,1.0105247,1.1524748,1.1186644,1.1254791,0.89774215,0.9831118,1.0496491,1.0814029,1.1319189,1.140966,1.0046818,0.84161425,1.1841072,1.1480422,0.8749225,1.151512,1.1650485,0.98410255,1.1176507,0.92590696,1.0438765,1.084507,0.8807221,1.1841311,0.9295291,1.1255547,1.0866246,0.99770135,0.99606115,0.970732,0.9832461,1.0825946,1.0810548,1.0860736,0.78700644,0.9906929,0.9138648,0.9024444,1.0797759,1.0780237,0.9544612,0.9210336,0.9765988,0.84712845,0.989098,1.0905384,1.0750986,0.95310074,0.5852251,0.99736583,1.0280324,1.0626246,0.81630445,0.91049194,1.0306864,0.92442226,0.917059,1.048894,1.1216122,1.0281497,0.7462539,1.0030466,0.74650407,0.8718277,1.0491326,0.9708888,0.911096,0.9557948,0.9376731,1.0901995,1.0176206,0.8045832,0.9368082,1.0487121,1.1485384,1.172937,0.6068908,1.036611,0.99550796,0.0,1.0387924,0.95275164,0.9063753,0.89074254,1.1032274,1.2857001,1.1195301,0.96993524,1.165809,0.921396,1.1202282,0.86668545,0.7199631,1.0671116,0.975908,1.0127082,0.9165272,1.1228833,0.8909799,1.0853261,1.0366299,1.1460587,0.9326903,1.0556191,1.1660655
scissors,0.90103376,1.2014496,1.0403383,1.0476452,1.0380325,0.83367264,1.1044552,0.9909042,1.0049688,1.2404813,0.99852043,0.9961393,1.0154401,1.0304804,1.0155702,1.220597,1.2496471,0.9054101,1.1641996,0.9924882,1.2150133,0.9812715,1.071616,1.0112655,1.0023408,1.1029,1.0813601,1.0265846,1.1110113,1.0150895,1.1266053,0.9143777,1.1121254,1.1515391,1.0656655,1.111989,1.1074233,1.0511397,1.0661875,0.9965141,1.0884604,0.8545009,0.83292043,1.0877221,0.8332299,0.9730152,0.89944875,1.1442193,1.0506063,0.9808147,1.0893459,0.8403906,1.0990032,1.0908823,0.86289155,1.0720878,0.8523785,0.8908694,1.1703455,0.93513757,0.909383,1.2563913,1.1662512,1.047901,0.8454361,1.1335427,1.150495,1.1043795,1.1388344,1.096587,1.1388004,0.9303383,1.0533285,0.76244545,0.9126051,0.71313006,0.91192585,1.0254946,1.037143,1.0387924,0.0,1.1112452,0.9401198,1.2096056,0.4904219,1.1167121,0.9172207,1.2422014,1.1870512,0.9931805,0.8593875,1.0093918,0.9831684,1.0528078,0.8978285,0.82674456,1.1258612,0.7194745,1.2415552,0.8943988,0.7498652,0.8817992,1.10783,1.2210808,1.0306559
shirt,0.80694366,1.3072807,0.40330815,1.0548381,1.1196936,0.9485664,1.3094194,1.0169576,0.676057,1.0788558,0.81019086,0.8990068,0.7877037,0.7723038,1.3042696,1.3085687,1.3992813,1.2709091,1.0711734,1.3944805,1.2725112,1.384811,1.0913371,0.7731899,0.94631135,1.3122704,0.6760023,1.1983683,0.7212786,1.1883074,1.3275675,0.78875065,1.4427081,0.65538347,1.0297428,1.0706093,0.9876311,0.62931865,1.3071578,0.7804471,1.0510838,1.1725008,1.1978941,1.0566038,1.3714095,1.2305667,0.97365487,1.0175867,1.0022138,1.0954683,0.5661249,0.85288346,1.3091693,0.6100926,1.2036866,0.36436856,1.3300645,0.83556426,1.2408017,1.0072079,0.80827355,1.214977,1.3467761,1.1394907,0.92597383,1.2141002,0.5496132,0.40134907,0.84753627,1.2951274,1.3362262,1.1778903,1.147061,1.25044,1.1584972,0.83145994,0.98747087,1.3060178,1.1943461,0.95275164,1.1112452,0.0,1.0173769,0.55260956,0.9096834,1.339883,0.7193543,1.1037815,1.3047678,0.9215263,1.4112651,1.2958744,1.0161852,0.5728711,0.8569076,1.2903428,1.0013982,0.8426684,1.3192062,1.1163607,1.1206887,1.1167809,1.3278731,1.2495909,0.73513764
shoe,0.9824833,1.2109457,0.95270354,0.9843057,1.0043981,1.0130574,0.8415337,1.0820338,1.0004482,1.1123173,1.0208421,0.99323606,1.060274,1.0485846,0.97037446,1.1682533,1.1536107,0.9966688,0.91614664,1.0826257,1.0361866,1.1497722,1.0248414,1.0674635,1.0242985,1.060173,1.1129564,0.79475164,1.0583702,0.8238608,1.0627162,0.9315451,1.1385698,1.1161547,0.95272666,1.0259796,0.9888778,1.0439845,1.0967187,1.1045084,0.82471347,1.0827936,1.0042977,0.39106703,1.0099233,1.0824538,1.1320751,1.02035,0.80225736,1.1188895,1.0601751,0.90071416,1.0798936,0.9561326,1.0098854,0.9429867,0.9492945,1.0893136,1.0069715,1.1371564,0.890331,1.1006762,1.033138,0.9945382,1.1148889,0.9753318,1.0817496,0.9468931,1.0276091,1.1251678,1.0641806,0.89579433,1.0429957,1.1113818,1.0464232,1.0098612,0.85116076,0.9513198,1.0502205,0.9063753,0.9401198,1.0173769,0.0,0.9726221,0.989835,1.1613407,1.0316783,0.579479,1.1831424,0.5015445,1.1362618,1.1012291,0.9313569,1.0812701,1.1296115,0.9938173,0.64053035,0.8820879,1.06381,1.0217704,1.0450649,1.034771,0.8831782,1.0726339,1.1692486
shorts,1.00588,1.241793,0.7308705,0.93547356,0.9328375,0.9244702,1.1133741,0.94254875,0.93457305,1.0058088,0.8917423,1.0190119,0.9580172,0.89054155,1.0892527,1.2674118,1.2088635,1.2305607,0.9316443,1.305692,0.9855582,1.3191364,0.93868756,0.89782846,0.83442926,1.1745795,0.8743504,1.237701,0.78402257,1.1808126,1.1588476,1.0247357,1.314101,0.87559515,1.0070559,0.9162722,0.84823596,0.8605602,1.1481866,0.96225315,0.851153,1.1407152,1.2440909,0.8668091,1.2665533,1.2579123,1.1630573,0.8891867,0.8438159,1.0802171,0.71454626,0.89870554,1.1425561,0.7348097,1.3102635,0.33271754,1.1976616,0.9967469,1.1705337,1.0129505,0.8805749,1.1140871,1.1264274,0.92289126,0.8872807,0.9706192,0.73020583,0.42309165,0.7773243,1.0507456,1.1097181,1.1028447,1.0185574,1.2808777,1.1505953,0.977181,1.0008241,1.2088773,1.0927671,0.89074254,1.2096056,0.55260956,0.9726221,0.0,1.0317512,1.2313309,0.94056183,0.9020724,1.2581924,0.944346,1.2598448,1.1635213,0.8536184,0.78666896,0.96921605,1.2639736,0.8285805,1.034576,1.09034,1.1617061,1.1806972,1.1333914,1.0301507,1.1110252,0.99782515
