,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bed,0.7304728,1.3031602,1.357264,0.9721888,0.77461797,1.2320778,1.4955058,1.3664594,0.90954775,0.40658998,0.0,1.3264549,0.49603248,0.6694891,1.1950622,0.26806498,0.852123,0.99923223,1.4887652,1.3983543,0.7719569,1.4383104,1.2804606,1.1503865,1.2096106,1.393301,1.0480504,1.3706611,0.82009494,0.89997816,1.4324427,1.0200523,0.67727554,0.7131851,0.8859488,1.0837198,0.120361686,0.88300633,1.5035255,0.7101955,1.5188165,0.86793435,1.2463578,0.8513322,0.7601201,1.0002255,1.2959758,0.3738004,1.1724,0.74277335,1.3500319,1.3561559,1.086034,1.0188535,1.3455863,1.3203348,0.9017029,1.2310876,1.2488612,1.1017507,1.4816214,0.7415052,0.97521555,1.4347697,1.3465625,0.83749175,0.4014989,1.1930605,0.467189,1.5032072,0.61615705,1.4489381,0.691236,0.64898545,0.9646242,0.97263664,0.920442,1.2739209,1.1879787,1.3497984,1.4247867,1.3352075,1.3753407,0.69042283,0.9361695,0.47282708,0.529484,0.7771294,0.88867664,1.4822984,1.4342406,0.9475998,1.0870792,0.998127,1.0420434,0.9861435,1.3869522,1.4452007,1.0171933,1.3323817,1.3423389,0.6043575,0.82940817,1.1351137,1.0889893,0.7974947,0.45205933,1.0634388,0.64981896,1.2136525,0.533989,0.9527566,0.37922347,1.4193778,0.5291109,1.3173544,1.1041319,1.2407974,1.4901625,0.9206194,1.4312677,1.2592642,0.4094798,0.46855664,1.3500242,1.4719592,1.2706794,1.2077295,1.3150995,1.289409,0.8513378,0.893464,1.1724775,1.3984302,0.6662457
belt,1.3420892,0.85595536,0.8299867,1.1868719,1.2963676,1.0270859,0.47443557,0.7668631,1.1397543,1.282145,1.3264549,0.0,1.1817383,1.380499,0.96544,1.240087,0.85941356,1.1074665,0.3284291,0.6937664,1.3509743,0.4876957,0.8359641,0.95171404,1.0408415,0.49810505,0.7413242,0.66489303,1.1289608,0.9225556,0.47318769,0.9177694,1.1977363,1.1232069,1.3137199,1.0526319,1.3308325,1.32671,0.2837428,1.3245428,0.44284672,1.1006079,1.1182252,0.9954029,1.0743911,1.2390757,0.7872815,1.2552574,0.74573207,1.213953,0.6622417,0.3887567,1.1045413,0.98136544,0.6758799,1.0272738,1.2834573,1.0781401,0.80621994,0.92897683,0.37246394,1.1839379,1.2218544,0.5115168,0.7586974,1.2094009,1.3423142,1.01473,1.312191,0.5483361,1.3065791,0.57013386,1.3127916,1.2868162,1.3004746,1.1896348,1.2216214,0.33981013,1.303735,0.40358245,0.6378776,0.48807502,0.8824481,1.2270736,1.22744,1.3920405,1.2240103,1.3093603,1.2392867,0.29332566,0.31393468,1.2286148,1.1295509,1.2579641,0.5833465,1.1562757,0.7083109,0.60033286,1.3479643,0.7400391,0.4734984,1.2517612,0.93540806,1.0189193,0.9284086,1.435378,1.3762205,1.0561618,1.3062317,0.89790016,1.2609084,0.8024111,1.5041959,0.38784623,1.1695173,0.6168046,1.0183163,1.0643245,0.7281103,1.2537577,0.7085334,0.77556086,1.3394189,1.4697406,0.73104763,0.5504018,0.55479884,0.92864466,0.64998907,0.90765446,1.4634187,0.97205687,0.915694,0.20423925,1.1319597
bench,0.8006482,1.1971047,1.3840286,1.0390558,0.91829795,1.2485256,1.3538332,1.3363986,0.6336497,0.53096616,0.49603248,1.1817383,0.0,0.9926796,1.1030988,0.6465202,0.76030934,1.0082141,1.3031325,1.1431068,0.8053765,1.3846178,1.0062115,0.9032065,1.1882905,0.9828347,0.97230875,1.3340074,0.8616306,0.3949895,1.3527185,0.6692154,0.94692224,0.31918156,0.8940287,1.2208726,0.39410436,0.94031966,1.346319,0.44412386,1.3044022,0.9031122,1.1772499,0.53701925,0.61106825,1.0328568,1.1473718,0.7303723,1.2859945,1.0165038,1.3551652,1.2479837,0.970106,1.074645,1.12098,1.3325832,0.8365967,1.1525912,1.288637,1.025822,1.3628502,1.0015253,1.0876932,1.361592,1.2030618,0.93820244,0.8990653,1.0836953,0.7532666,1.1783918,0.41192275,1.1255678,0.6945948,0.82134545,1.1165588,0.9526796,0.95859325,1.1936023,1.1843287,1.3570256,1.1279122,1.2331524,1.3863819,0.65605533,1.1146457,0.84278107,0.81216836,0.92703533,1.1204152,1.2718451,1.1350442,0.9244377,1.101952,1.1042187,0.881089,0.85368717,1.0911549,1.2338464,1.1703945,1.0946105,1.1661774,0.6258087,1.0471046,1.1172678,1.0361532,0.798751,0.87154704,0.9765975,0.74880505,0.9817888,0.7392118,0.8272128,0.6477898,1.2501984,0.794942,1.1377084,1.0105733,1.1303155,1.1553991,0.999492,1.448788,1.0638964,0.87739646,0.3259012,1.2209558,1.3725915,1.2746847,1.0515636,1.0488373,1.1451876,0.7715144,0.9881237,0.8732264,1.3363627,0.66951305
bib,0.7554982,1.0671264,0.97037864,0.8280082,0.8326605,0.85154086,1.2596598,1.1443653,0.9799101,0.8781971,0.6694891,1.380499,0.9926796,0.0,1.2045624,0.78952193,1.0526365,0.88426393,1.4261477,1.3504925,0.7753445,1.3070352,1.3259814,1.1353608,1.1206264,1.3023512,1.2182533,1.238131,1.0395911,1.2607493,1.2746449,1.2208674,0.77609277,0.9627247,0.96841705,0.8276495,0.7513056,0.860222,1.4596353,0.9775946,1.4431695,1.0322741,1.0181017,1.0841148,0.9459238,0.7988409,1.1836264,0.69816715,0.9847778,0.7714094,1.1622539,1.3043549,1.0704945,0.9353246,1.3623735,1.0491937,0.85450417,1.2021121,1.0606275,0.98756135,1.3150294,0.7912404,0.845407,1.2730634,1.2326593,0.89885175,0.63200974,1.1801585,0.5904167,1.4832759,0.9383212,1.4825293,0.7515388,0.6407855,0.78139126,0.9677418,0.79631865,1.1644708,0.79811835,1.2855189,1.2961184,1.1140226,1.0585951,0.9175947,0.72901034,0.61285055,0.64025027,0.7416914,0.80060476,1.4661889,1.4683733,1.0614928,0.9265296,0.82966125,1.2531538,1.0171928,1.2891158,1.321284,0.67338276,1.0427822,1.3003395,0.9583847,1.0489006,1.0957036,0.7449902,0.8350773,0.5824022,1.0448132,0.6611651,1.2151915,0.85389924,1.1279483,0.73581916,1.3631467,0.8989869,1.2743857,1.0302916,1.0706272,1.432981,0.91525567,1.1766354,1.2110109,0.5884439,0.7873711,1.3147037,1.2607945,1.2017217,1.2564633,1.2587544,1.1783234,0.7377585,1.0055809,1.2562631,1.3416269,0.9745488
bird,0.75678164,1.0705253,0.982206,1.1452781,1.0964177,0.933184,0.91252315,1.0239202,1.1232917,1.2742953,1.1950622,0.96544,1.1030988,1.2045624,0.0,0.9527322,1.1280539,0.8900472,0.78909373,0.8263659,1.0151433,0.897081,0.6787393,1.1917863,0.63420063,0.9199926,0.6864382,1.1015592,0.36954755,0.86834174,0.8702272,0.9122584,1.0758973,1.1239843,1.1506634,1.1277941,1.1437516,1.1824034,0.9196651,1.0068394,0.78195524,0.42374396,0.76319057,1.1599141,1.2611483,1.2086785,0.9751179,1.014406,1.1157267,1.2561898,1.1682991,0.8203226,0.77655697,1.2066486,0.9889015,0.6344999,1.0235271,0.8425053,1.1019446,1.2557926,0.7769744,1.1493092,1.2695732,0.9012125,0.8584627,1.0978571,1.2334197,0.8181,1.3824247,0.8620759,1.2099046,0.6834218,1.1153871,1.2822909,1.1833854,1.066878,1.2845348,1.2129793,1.0380285,0.87606514,1.0645508,1.1703265,0.9502617,1.1839597,0.92641675,1.2193148,1.3661826,1.096351,1.1076252,0.9059663,0.9759354,0.77416044,1.1419798,1.0158511,0.7593985,0.8471282,0.9813577,0.7623651,1.0213379,0.92047656,0.84200823,1.1195936,1.0200975,0.20136428,1.0643127,1.1598443,1.2307287,0.81651646,1.3003521,1.1127427,1.1972597,1.0687488,1.1565475,0.8386018,1.1628666,0.774491,1.0965104,0.7571715,0.7916577,1.1500963,0.92435527,0.9947683,1.2736945,1.1740357,0.87012666,0.9756276,1.1265181,1.1013691,0.8946915,0.7856064,1.1554781,0.86218923,0.9158419,0.8606976,0.8798015
blanket,0.6523504,1.1488578,1.3070109,1.0193688,0.94721806,1.1737332,1.407846,1.2982538,0.7293936,0.75636804,0.26806498,1.240087,0.6465202,0.78952193,0.9527322,0.0,0.90179914,1.0162992,1.3584789,1.1993185,0.9063746,1.3900044,1.1163559,1.129491,1.15155,1.246834,1.0033915,1.3910873,0.6290433,0.88014024,1.3813852,0.95773774,0.7947289,0.8451152,0.8500055,1.0983369,0.30066144,0.90070873,1.3769284,0.79755414,1.3392804,0.71279454,1.1411673,1.0114412,0.9747569,1.113295,1.186985,0.37069035,1.1844817,0.9581046,1.3056941,1.2816745,1.0200864,0.942242,1.2452455,1.1719325,0.9020712,1.1122271,1.2520719,0.8928859,1.2952421,0.91904604,1.0307529,1.3499193,1.2214363,0.92873937,0.69444406,1.0571951,0.66964465,1.3509481,0.8458604,1.2828908,0.6920512,0.73571616,1.0051895,1.0159646,0.8128574,1.3353662,1.1093673,1.3079696,1.2397977,1.2897646,1.3079371,0.88824964,0.87787366,0.675313,0.75398266,0.9004881,0.91697806,1.3593961,1.3258495,0.94844556,1.1200441,1.0106769,0.603899,0.9849183,1.2735868,1.2682573,1.0094475,1.2253937,1.2419834,0.823134,0.7084227,0.9555153,1.010938,0.90445757,0.6898546,0.93420404,0.85411966,1.2029358,0.865675,1.0291301,0.61548185,1.2619398,0.7028632,1.2613225,0.83905435,1.1066856,1.3012713,0.95518273,1.3762152,1.2240398,0.7010201,0.74635834,1.1763628,1.2949195,1.2008829,1.1564147,1.0008279,1.2132756,0.9402383,0.9166369,1.1836759,1.3109034,0.7738786
boat,1.0686957,1.0721462,1.2567518,1.1189852,1.0506377,1.1940919,1.134602,1.0756459,0.8992757,0.66517985,0.852123,0.85941356,0.76030934,1.0526365,1.1280539,0.90179914,0.0,1.0789971,0.98368806,1.0059762,1.0656751,1.091293,0.9918108,0.884967,1.1812636,0.8501047,0.67972887,1.0451123,1.0948709,0.8555218,1.1419659,0.8673636,0.9300384,0.8627011,0.9597806,1.1574177,0.8944521,0.9707911,0.97199297,0.9524741,1.0285126,1.132061,1.1719567,0.7411579,0.7937956,1.2066602,1.0953418,0.88625187,1.1982328,1.0095272,1.149436,0.936502,0.9109471,1.1036522,0.88497144,1.2382524,1.0818945,1.0891343,1.0830072,1.0245274,0.91490996,0.98956513,1.0908505,1.0883837,1.0494261,0.8172606,1.0159346,1.1071261,0.88215446,0.89718854,0.8299103,1.0397602,1.0347036,0.8811967,1.0810535,1.0591093,1.0650034,1.0045143,1.2503349,1.0438188,0.9973532,0.9930235,1.1937333,0.8992568,1.1364019,0.9759552,0.9134266,1.0162628,1.1119684,0.8956542,0.839012,1.104809,1.0349869,1.1986623,0.86956525,0.88805914,0.915864,1.0764521,1.182751,1.0093203,0.867141,0.7746108,0.88979983,1.1525646,0.94051176,0.9308758,0.9215423,1.1697769,0.93484116,0.76682186,0.9861791,0.66338015,0.82918274,1.0737923,0.7448596,0.98763293,1.0791658,1.1224775,0.989027,0.88974655,1.2303485,1.0151815,0.9895884,0.9197954,1.13072,1.1172183,1.0709707,0.89210737,0.9431646,1.1124091,0.98179984,0.8489447,0.982386,0.8907662,0.70916176
book,0.8863666,1.1785511,0.9806276,1.0182827,0.91390944,0.95566636,1.1301526,1.1362243,1.069711,1.073158,0.99923223,1.1074665,1.0082141,0.88426393,0.8900472,1.0162992,1.0789971,0.0,1.0220374,0.9860168,0.20824194,1.1228231,1.0674129,1.0814259,0.9429922,1.0766653,0.96513593,1.238622,1.0024592,1.0286825,1.0555884,0.92630213,1.107243,0.9411707,1.0379882,0.9722012,0.99863344,1.013295,1.0221114,0.70266914,1.0131462,1.0314518,0.8120176,1.1061044,1.0306212,1.1370373,1.2501343,1.2129104,1.2013835,1.0703444,1.1365414,1.0036423,0.9856466,1.1878878,1.1044894,0.84363616,0.5959711,0.9569249,1.1450189,1.2142143,1.0636916,1.0869765,1.0494219,1.107161,0.98685884,0.8191599,1.0337977,1.0232602,1.1040462,1.0925122,0.8396723,1.0856516,1.1471562,1.0540035,1.0580771,0.8854093,1.2362868,1.1062312,0.91076773,1.0172925,1.057315,1.1056042,1.021174,1.0241472,0.81961805,0.9936396,1.2108929,0.34272742,0.95648974,1.0479426,1.076863,0.9733186,0.919843,1.0427058,1.0886241,1.0116088,0.9014667,1.0616384,0.98989624,1.2242165,0.9654852,1.1003437,1.0552629,0.9494975,1.0231758,0.79380816,1.0904406,0.85153306,1.2190874,1.0135225,1.1295892,1.0455761,0.8587405,1.0129261,0.98679835,1.0290898,1.1452653,0.8720801,1.0740173,0.9906748,0.9714346,0.99641854,1.071953,0.8467247,0.9955056,1.2224112,1.1749979,1.1087278,0.9924613,0.6767766,0.65080804,0.9210149,1.0180906,1.1319414,0.9797147
bottle,1.3429297,0.821442,0.84427905,1.1551082,1.2676208,1.0473747,0.461357,0.74472016,1.1175348,1.4604955,1.4887652,0.3284291,1.3031325,1.4261477,0.78909373,1.3584789,0.98368806,1.0220374,0.0,0.5978842,1.3244662,0.36097288,0.72302675,0.8303596,0.9846152,0.4145947,0.7472629,0.6359708,1.1001527,0.8933348,0.4153201,0.85783744,1.2056384,1.2100645,1.2735906,1.1546628,1.4399159,1.2979107,0.14984405,1.2836845,0.15169108,1.1027453,0.95280695,0.9903777,1.3375616,1.3226769,0.7962552,1.2626318,0.9570363,1.3221679,0.72800076,0.5265661,0.9843263,1.1123706,0.74222773,1.038098,1.1854357,0.853513,0.8575313,1.0580446,0.20433271,1.270688,1.2924929,0.43358982,0.7986798,1.2576394,1.4314667,0.867422,1.4818451,0.49847835,1.2864318,0.42999804,1.2479025,1.4174602,1.3474689,1.0029652,1.2856897,0.627173,1.2542646,0.19059348,0.6942482,0.5439382,0.8462393,1.2933502,1.1948161,1.4416326,1.4272692,1.3255593,1.313465,0.3018732,0.48666334,1.2161559,1.1953305,1.2296876,0.6348499,1.0504856,0.7941933,0.6112741,1.314041,0.73056704,0.29304975,1.2421874,1.0086935,0.82544565,1.0667939,1.4422545,1.4528482,0.962391,1.3968003,0.8452109,1.3240714,0.90999466,1.5109048,0.3320626,1.2264128,0.4946205,0.95527494,0.9772683,0.62887305,1.2191908,0.6123908,0.66454905,1.4536538,1.4797621,0.58229506,0.4665544,0.5942842,0.99654114,0.6309217,0.66287345,1.3984013,1.0203661,0.71437377,0.2240293,1.1845005
bowl,1.2874255,0.9647873,0.9562522,0.95886165,1.2619845,0.7888639,0.7018914,0.9034538,0.85250485,1.1645308,1.3983543,0.6937664,1.1431068,1.3504925,0.8263659,1.1993185,1.0059762,0.9860168,0.5978842,0.0,1.138217,0.7076465,0.7339173,0.5361235,0.9660234,0.53355473,0.7603699,1.0280653,1.0108254,0.9559559,0.63803345,0.9359849,1.2737877,1.1415855,1.0466717,1.2258834,1.3518133,1.0748202,0.6629474,1.1302345,0.3417902,1.0312982,1.1041769,1.1556983,1.0863892,1.2010009,0.7522888,1.2803822,1.0159028,1.3451812,1.0642886,0.8366054,0.9215816,1.2443457,0.59306073,0.99862254,1.1024001,0.59905636,1.0301286,1.1093227,0.5858995,1.3235404,1.2664858,0.849912,0.864073,1.2515373,1.2844943,0.42440122,1.4565918,0.44490004,1.3069984,0.5120592,1.1875274,1.300308,1.042891,1.0230944,1.3179405,0.9806804,0.99100035,0.71342,0.7148514,0.92172205,0.87465066,0.9396314,1.1486523,1.4219877,1.4260635,1.1305364,1.2353966,0.63482416,0.6902187,1.1345878,1.048779,1.2112794,0.7830982,1.0175883,0.3043115,0.8473562,1.1488328,0.97727346,0.6756151,1.0479356,1.0760489,0.9821879,1.0673572,1.2606398,1.406735,0.8131944,1.3793429,0.8486484,1.2965523,0.47515643,1.2820345,0.647963,1.2622894,0.62063545,0.94944656,0.5709914,0.31848156,1.2424232,0.9163406,0.91299206,1.3238275,1.1562837,0.5063616,0.8127302,0.9473048,0.7974655,0.73053217,0.8846887,0.9048523,1.047472,0.9873604,0.70015836,1.1886454
box,0.7873605,1.2650119,1.1103334,0.9543329,0.7991016,1.0140175,1.324072,1.2784333,0.8894691,0.781868,0.7719569,1.3509743,0.8053765,0.7753445,1.0151433,0.9063746,1.0656751,0.20824194,1.3244662,1.138217,0.0,1.3535453,1.1670051,0.98182476,0.9825268,1.1590185,1.04448,1.3832755,0.99254143,0.9923208,1.293207,0.90836495,1.0255945,0.8191715,0.9007645,0.9736053,0.7971547,0.8494809,1.3639916,0.48513198,1.2784312,1.0079477,0.8573755,0.99334055,0.8245279,1.006243,1.3194201,1.0361527,1.2318275,0.9703792,1.2846096,1.1993409,0.9786854,1.1687114,1.2620708,0.93717086,0.56495297,1.0067527,1.2571292,1.1658778,1.3944452,1.0077024,0.9775313,1.3306978,1.1214554,0.70686895,0.88989496,1.0295521,0.9064045,1.2993639,0.6380139,1.26578,1.0064226,0.8430934,0.9888884,0.8267412,1.0917627,1.2324264,0.8715099,1.3133293,1.2316004,1.2969918,1.1557269,0.8002982,0.87764853,0.82421273,1.015895,0.27720177,0.86288595,1.3458105,1.3183982,0.8931992,0.93299776,0.98202705,1.2637193,0.9597553,1.0815147,1.2284856,0.9329399,1.2622606,1.2085536,0.89072937,1.0602942,1.0422894,1.044341,0.6302748,0.90137833,0.88419694,1.0423408,1.0383149,0.9250694,1.0220677,0.60566413,1.2727921,0.8652605,1.1741734,1.1515046,0.95308053,1.2421162,0.89480895,1.1908369,1.059584,0.9043298,0.63588977,1.1363406,1.4419856,1.3115919,1.159502,1.1868582,0.85131437,0.5254421,0.9703482,1.0449948,1.4300734,0.8960007
bread,1.2832052,0.78017974,0.74246454,1.1130285,1.2049606,0.9507235,0.53426105,0.50673825,1.2157494,1.3798335,1.4383104,0.4876957,1.3846178,1.3070352,0.897081,1.3900044,1.091293,1.1228231,0.36097288,0.7076465,1.3535453,0.0,0.93249154,1.096781,0.99673456,0.74269485,0.97677827,0.49563646,1.1351017,1.0847461,0.52567875,1.1385375,1.2244953,1.2532709,1.2804681,0.94865555,1.4288034,1.0626209,0.34572655,1.3827631,0.43806762,1.1271656,1.0152191,1.1721385,1.2988878,1.0783844,0.61826247,1.2596809,0.7679566,1.2191583,0.6271544,0.57256234,1.087738,1.037561,0.7315301,0.89954257,1.2691771,0.8466135,0.8455067,1.046169,0.43993413,1.2109818,1.1327949,0.4926529,0.8166772,1.2532499,1.3011303,1.0464472,1.388344,0.5224639,1.3656285,0.6278938,1.1892909,1.3501012,1.0148678,1.2129654,1.2070038,0.6521538,1.0253514,0.30234683,0.6698009,0.69897044,0.6330637,1.317409,1.2253995,1.3932697,1.2937088,1.2890406,1.0688329,0.45810443,0.5527314,1.1993816,1.0242578,1.0589311,0.8512972,1.158144,0.75314325,0.68381107,1.1078392,0.8665856,0.54090494,1.3550766,1.0483379,0.9666528,1.0637138,1.3691285,1.419645,1.1141411,1.2578523,0.89573455,1.201521,0.97722375,1.4479419,0.5010668,1.2384356,0.6983236,0.9758448,0.87961847,0.66068166,1.1773121,0.51438963,0.7537057,1.315609,1.432362,0.78309417,0.45133132,0.5948318,0.99388707,0.74159503,0.8612884,1.3495429,1.069261,0.97764194,0.37583554,1.2652178
broom,1.1102567,0.9228868,1.1185219,1.1521348,1.0874479,1.0370685,0.88717926,1.0825195,1.0257475,1.1248924,1.2804606,0.8359641,1.0062115,1.3259814,0.6787393,1.1163559,0.9918108,1.0674129,0.72302675,0.7339173,1.1670051,0.93249154,0.0,0.9453518,0.8664839,0.80572796,0.84279776,0.9484291,0.93736815,0.86878496,0.7906237,0.7992021,1.0815377,1.0695622,0.9689387,1.2304881,1.292559,1.3001392,0.6988181,1.120921,0.6904511,0.97690934,1.0070152,0.9060564,0.9389266,1.2407509,0.8490019,1.1143562,1.0624273,1.2963864,1.0365438,0.9419583,0.76107055,1.1060593,0.49747348,1.0456318,1.1031297,0.8986629,1.0680176,1.0868297,0.73907495,1.2367965,1.1835276,0.94393784,0.8263269,1.0946857,1.2958585,0.67719406,1.3571353,0.45372593,1.0940684,0.49708903,0.9832813,1.1929802,1.2413219,0.983876,1.2237037,1.124094,1.2058835,0.8642929,0.85139257,0.9572858,1.0599847,1.0285444,1.0799797,1.3215227,1.323966,1.1110327,1.2464007,0.5557546,0.5771396,1.0603336,1.0793133,1.159868,0.7502459,0.8081558,0.828925,0.7957067,1.172991,0.9450911,0.86010015,0.94655186,0.9912058,0.7951602,1.0847822,1.1388373,1.3072737,0.86005986,1.2595754,0.8705594,1.1969739,0.79980284,1.2046187,0.7666609,0.9719368,0.6938828,0.8762673,0.9242042,0.47615397,1.0215021,1.0375578,0.9374231,1.3438709,1.1942343,0.79536545,0.82252014,0.9890945,0.66353977,0.75143635,0.91337067,1.1526076,1.0476327,0.6759767,0.82866824,1.0582156
bucket,1.1562464,0.874411,1.1837019,0.810341,1.1698171,1.1056123,0.9785806,1.1707246,0.60861206,0.8966299,1.1503865,0.95171404,0.9032065,1.1353608,1.1917863,1.129491,0.884967,1.0814259,0.8303596,0.5361235,0.98182476,1.096781,0.9453518,0.0,1.0899181,0.4620576,0.76330525,1.0646461,1.1318941,0.84163046,0.9761479,0.80909574,1.0404037,0.86311096,0.8668614,1.2189229,1.0766461,0.9695782,1.0096887,0.9114295,0.60770917,1.1258259,1.1002578,0.77803516,0.8655012,1.0823902,0.9098783,1.1342827,1.0953398,1.1368599,1.0667512,1.0719186,0.9881619,1.0425982,0.8766849,1.2939047,1.1072451,0.81322753,1.0786297,0.836003,0.95511866,1.0767311,1.041703,1.041796,1.0750678,1.2169484,1.1029017,0.5266465,1.0564747,0.8846702,0.95269,0.8991722,1.0276122,0.91819704,1.0280049,0.5381556,0.96088487,0.97646964,1.1097524,1.0592237,0.8672923,0.959553,1.196256,0.579317,1.2486438,1.1352637,1.0123639,0.97091085,1.2540231,0.9968924,0.96726406,0.9888781,1.1644299,1.1776261,0.95444936,0.9701753,0.7325256,1.0778148,1.209883,0.9162082,0.903262,0.66158503,1.1989838,1.1965793,1.0712228,1.1294992,1.067659,0.95990247,1.0334785,0.9040569,1.0287641,0.5743762,1.0565046,0.98505455,1.2090039,0.7607578,0.8108542,0.94133025,0.78194445,1.1715387,1.2205768,0.8091247,1.0913533,0.94581103,0.82225543,0.967331,1.0066158,0.94574493,0.813612,1.0740811,0.8692665,1.1196123,0.7669349,1.0278199,1.0602896
butterfly,0.91038364,1.0620134,0.8637481,1.0839933,1.0550158,0.87490237,0.8717282,0.98192805,1.1172334,1.1141956,1.2096106,1.0408415,1.1882905,1.1206264,0.63420063,1.15155,1.1812636,0.9429922,0.9846152,0.9660234,0.9825268,0.99673456,0.8664839,1.0899181,0.0,1.0334039,0.94227475,1.0459654,0.89671195,1.0812471,0.8212166,1.0870379,1.0994183,1.1653099,1.0464668,0.9035098,1.195041,1.0425118,1.0127653,1.055079,0.91512096,0.85631,0.7980404,1.1230692,1.0532817,0.9810681,1.0008241,1.1658683,0.97426605,1.098654,1.0751574,0.8494812,0.82971144,1.1034588,1.0188434,0.59947747,1.064002,0.7954722,1.0206884,1.1460311,0.9512525,1.1588249,1.1511278,1.0035759,0.82761467,1.0066727,1.1552835,0.86745226,1.2431066,0.979291,1.1774647,0.7867029,1.1035492,1.1242075,1.0156581,1.003055,1.2166644,1.0534018,0.8970675,1.0316845,1.0260475,1.060635,0.8144451,1.123266,0.89974385,1.1660519,1.2243396,0.93293107,0.8960582,0.98689836,0.9878143,0.8812581,0.90598774,0.9270645,1.0209899,0.920107,0.98209053,0.8739114,0.8382909,0.9958384,1.0137868,1.1590623,1.1126887,0.72685724,0.9851746,1.0106988,1.1729597,0.97089523,1.2183633,1.0337312,1.1000546,1.0569755,1.1192776,1.0182393,1.1758385,0.89958566,1.1046363,0.8409446,0.9344871,1.0360385,0.90921295,1.0233037,1.1792448,1.1817703,0.91041255,1.0552864,1.1018213,1.067493,0.9858685,0.96259636,1.0348724,1.0080708,1.0124806,1.0122631,1.0437679
can,1.1994511,0.7565682,1.0219804,1.1030687,1.3668311,1.1286792,0.66049284,0.9561788,0.67645174,1.2205968,1.393301,0.49810505,0.9828347,1.3023512,0.9199926,1.246834,0.8501047,1.0766653,0.4145947,0.53355473,1.1590185,0.74269485,0.80572796,0.4620576,1.0334039,0.0,0.6424473,0.82598394,1.0152518,0.64273334,0.66129947,0.69941694,1.1825787,0.93983406,1.1465502,1.2609284,1.27203,1.2268407,0.5077263,0.98061055,0.36774677,0.9980057,0.94987565,0.77121943,1.0419718,1.2241032,0.8498872,1.2500489,1.0352951,1.3986897,0.8533976,0.69390655,0.96417654,1.0156108,0.73247135,1.1426301,1.2369921,0.95439076,0.9598191,0.86171484,0.4713471,1.2994916,1.268602,0.6136532,0.81650466,1.2899764,1.4094625,0.750484,1.3018854,0.57016826,1.0850585,0.5969628,1.20018,1.194215,1.4075273,0.9788014,1.1484904,0.63878304,1.2691276,0.6706622,0.61214983,0.6739987,1.0565195,0.9654427,1.2649349,1.4381742,1.2307898,1.2556727,1.4064894,0.56233346,0.5744206,1.173847,1.2349026,1.2979155,0.5368766,1.0185066,0.66976506,0.64457566,1.3790789,0.52287304,0.43189377,0.9978438,1.1220137,0.8849457,0.9461242,1.3946909,1.3933146,0.9301293,1.2796258,0.79495156,1.245113,0.7920833,1.3953199,0.5172027,1.2926297,0.4822756,0.8347401,0.9764772,0.59297234,1.2065697,0.9138976,0.5932407,1.3938105,1.2966611,0.6393839,0.6327239,0.7863606,0.9472297,0.45750868,0.7921604,1.2449238,1.1273487,0.5638381,0.5164024,1.1495544
