,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ladder,0.8451158,1.1308947,1.2597197,0.94172025,1.0706748,1.031573,0.9393396,0.8030155,0.79159814,0.74186,1.3466908,0.6229609,0.9266734,1.0722942,0.9981102,0.79928935,1.1074266,1.1076543,1.0180755,0.79418325,1.3346817,0.7235731,0.8952359,1.0764302,1.0768088,1.1699753,0.923564,0.96609193,0.44346726,1.3731453,0.8288508,0.5268824,0.8089369,0.7260761,1.0587056,1.2932618,0.55854714,1.2273053,0.9404383,1.06649,0.5571971,0.8898315,0.9832163,1.402389,0.97534513,1.196939,1.3410083,0.9724435,1.2669305,1.1152089,1.2352214,0.98158205,1.2706313,1.3421471,0.90966296,1.2066752,0.9771842,1.0680147,1.3932965,1.0789658,0.86411893,0.9469855,0.9061777,1.0947063,0.0,1.1730725,0.95980453,1.096032,1.170142,0.9889271,1.2056007,0.96872765,1.3357906,0.87674046,1.2483815,1.2473688,1.1981611,0.6650653,0.9910476,0.9197837,0.838134,0.95963115,1.2092527,1.236316,1.0981753,1.1784528,1.035839,0.9403734,0.95376194,1.1816615,1.0833529,1.3202906,0.60326713,1.1843978,1.0323421,0.8835941,0.8941364,1.3041155,0.99077487,1.1194279,0.8914792,0.9510614,0.6672865,1.3793447,0.80867445,1.2789257,1.0358951,1.0056086,1.0994442,1.2558846,0.9297718,0.78620964,0.81729615,0.5794211,1.3792236,1.2136784,1.2021914,0.9825742,0.8963378,1.1245646,0.8401631,0.89359134,0.9591288,0.76840544,1.3455553,0.7128235
lamp,1.1284304,1.2163895,0.6790192,1.3113703,1.0846947,1.0721142,1.0688663,0.9790314,1.0634528,1.5090352,0.6731081,1.3660421,1.4441966,0.69039893,1.1946185,1.0055988,0.93296957,0.5765011,0.85735524,1.2776082,0.68448985,1.3703401,0.866976,0.77742195,0.6479274,0.70125735,1.0233245,1.1853511,0.9649624,0.49850357,1.240423,1.2344414,1.3184645,1.4493854,1.0707662,0.49695247,1.2049763,0.4981991,1.1627241,0.9829394,1.2961173,1.0958128,1.251748,0.73477215,0.9334863,1.0340766,0.8398845,0.7318125,0.9953148,0.42446494,0.81708187,0.8231839,0.9300923,0.64049697,1.0677319,0.93063945,1.336516,1.2241082,0.6600425,0.677403,1.2046084,1.4343021,1.5363617,0.4153874,1.1730725,0.0,1.2594795,0.6528824,0.62294304,1.3294955,0.6841538,1.2602364,0.7121164,1.0365336,0.90429515,0.5954814,0.69545245,1.2236003,1.2027735,1.4925892,1.5206423,1.2897117,0.4724577,0.52601534,0.92968094,0.71560264,0.8228883,0.8307296,0.8541666,0.73681116,1.0310293,0.614283,1.141042,0.54174167,1.2611971,0.98067826,1.4812126,0.71779144,1.1922216,0.56735414,1.1867341,0.8453024,1.4188834,0.61641955,1.403752,0.6177362,0.9780952,1.1796498,0.48668414,0.56555015,1.009137,1.4110315,1.5311304,1.3454902,0.49585152,1.0505458,0.7419933,0.98177314,0.98141783,0.75739694,0.99980485,1.106789,1.1291624,0.8042451,0.6287506,1.1702288
meat,0.9093168,1.1168749,1.262605,0.7849187,1.0929992,1.1190387,0.8771807,1.0130087,0.90656984,0.7715959,1.2286148,0.7764248,0.786892,1.0197765,0.847576,0.9121814,1.1602206,1.3119656,1.0541432,0.9363403,1.1298337,0.7155286,1.104584,1.0628891,1.2775033,1.0140676,0.89455616,1.0067941,1.0577614,1.1633334,0.96299905,0.9496027,0.65202665,0.858244,0.7188618,1.2645957,0.8496531,1.3259437,1.0517054,1.1182374,0.88773626,0.8729583,0.9357527,1.1936638,0.8702511,1.1552813,0.9469527,1.0159744,1.1715422,1.201861,0.98775667,1.0504097,1.1288264,1.3363178,0.85124016,1.0659691,0.88058037,1.031628,1.3024321,1.1660172,0.8255862,0.81910086,0.8008943,1.21399,0.95980453,1.2594795,0.0,1.1077356,1.1726683,0.85238373,1.0030324,0.8222456,1.2927368,1.022682,1.1622097,1.2933881,1.2423843,0.8445211,0.8483759,0.82346374,0.76020455,0.884011,1.2902217,1.2496598,1.1288133,1.115157,0.9891134,0.98112065,1.0054295,1.2727122,0.9428308,1.1000051,0.90349674,1.2498801,0.85697365,0.8818319,0.8066437,1.1407692,1.0396435,1.1793765,0.90134484,0.96246576,0.9233223,1.2747433,0.8128456,1.2192203,1.1371715,0.8841361,1.2046897,1.186649,0.8900153,0.752438,0.78758407,0.89086974,1.2948027,1.2301644,1.1214166,0.9251889,1.0351123,1.2005321,0.9214041,0.951139,1.0627036,1.0469958,1.3297682,0.97366154
melon,1.3336679,1.0775508,0.7594022,1.1933231,1.1124395,1.0912591,0.79111415,0.9903474,1.0518389,1.3570633,0.65650207,1.2099313,1.3123701,1.0018759,1.0942887,1.0134816,0.9624884,0.80582666,0.8395999,1.2368768,0.5967014,1.2371161,0.88962764,1.0790168,0.65932405,0.7428531,0.7017439,1.2239318,1.0729077,0.768716,1.1274861,1.2792304,1.0634977,1.3205178,0.9234535,0.5959183,1.2717255,0.64660275,1.3121213,1.1846102,1.2977341,1.1827655,1.1248395,0.8008407,0.9495172,0.97986966,0.7982942,0.9533333,0.9255504,0.6562917,0.9543967,0.9741971,0.9997562,0.8118187,0.9348997,0.86622405,1.2624724,1.1013045,0.7725617,0.9794438,1.1333072,1.3092853,1.3713986,0.5794115,1.096032,0.6528824,1.1077356,0.0,0.4086138,1.3295162,0.9052382,1.2660506,0.7843392,1.024748,0.9672791,0.73184025,0.7041267,1.223335,1.1833899,1.3792592,1.3420568,1.1756574,0.6137196,0.7096363,0.6493554,0.7918435,0.92210054,1.1092675,0.6785665,0.83426577,1.2803074,0.7730995,1.2130835,1.0110242,1.2057899,1.105693,1.3228757,0.94269633,1.085711,0.5508946,1.2132742,0.75970083,1.3019369,0.6833306,1.2833947,0.768794,0.99472183,0.94353527,0.72474796,0.81154543,0.99839216,1.1967742,1.3730311,1.3397322,0.59853643,0.9518962,0.6032771,0.98012966,0.9793933,0.93581134,0.8910102,1.157522,1.0590334,0.9904437,0.80599934,1.2063189
milk,1.2464695,1.059223,0.84977096,1.2901778,1.0130527,1.0198349,0.94874763,0.9666574,1.0779585,1.3581183,0.7887405,1.1446861,1.2929046,0.9452659,1.1998322,1.005078,0.85374856,0.7275774,0.699636,1.1035972,0.7185278,1.1993517,0.85480636,0.936136,0.6801237,0.73597527,0.9128297,1.147779,0.98544765,0.5940807,1.0816585,1.2101111,1.0183381,1.2987659,1.0111525,0.73872626,1.2565289,0.5468762,1.1818168,1.0617955,1.2344836,1.1244537,1.1743022,0.7712088,1.0821698,1.0480679,0.8290521,0.88976324,1.0404038,0.6789814,0.89814746,0.93377805,1.046968,0.8616506,1.0003637,0.7781799,1.2677553,1.1468574,0.8409716,0.9754569,1.12384,1.3644834,1.3769588,0.61605215,1.170142,0.62294304,1.1726683,0.4086138,0.0,1.3712138,0.8892203,1.2764065,0.8708578,1.0201792,1.0603977,0.84438443,0.87100923,1.1887093,1.1569492,1.3289208,1.310638,1.1175604,0.7112464,0.7937137,0.7134006,0.72317886,0.90005237,1.0191797,0.6415986,0.9190883,1.1544191,0.6506947,1.1868556,0.9303587,1.2664744,1.169212,1.3565502,0.816257,1.1309466,0.4642862,1.2131038,0.5702539,1.3352301,0.7391816,1.1804528,0.72069967,1.0113008,0.8710901,0.6546768,0.7656344,0.98190206,1.2139816,1.3567418,1.2256551,0.5653409,1.033396,0.68288404,1.0587217,0.98620945,0.89284056,0.93323916,1.1459432,1.073469,0.9936918,0.94113207,1.2254976
mitten,0.6366465,0.8475014,1.362638,0.6354573,0.8632772,0.8500236,0.965472,0.89787567,0.84414786,0.6530452,1.3486314,0.8385589,0.5845411,1.2663254,0.6804165,1.0932347,1.1895673,1.4223714,1.1999899,0.8601879,1.3890595,0.7318981,1.0015489,1.1566061,1.3426895,1.4307287,0.9826231,0.85994005,0.9515977,1.3682922,0.9751776,0.87271494,0.8618521,0.7524804,0.8116294,1.476236,0.76001453,1.4942641,0.84657884,0.88839126,0.85366493,0.89685893,0.7418963,1.2311312,0.97240186,0.9805897,1.0577444,1.2147572,0.8782577,1.44452,1.0578068,1.1291653,1.1209514,1.2290175,0.9908421,1.2378075,0.80652237,0.7587899,1.2501957,1.2618684,0.85040474,0.6394381,0.4452085,1.462172,0.9889271,1.3294955,0.85238373,1.3295162,1.3712138,0.0,1.2445385,0.4627099,1.3360142,0.7388512,1.0427102,1.2689799,1.3488028,0.8232135,0.61242443,0.62566245,0.49692678,0.76655257,1.4853402,1.4229801,1.1956304,1.1021216,1.3099604,1.07089,1.1988463,1.2697787,0.7952054,1.2890182,0.98530775,1.2833841,0.81496716,0.8800522,0.64197826,1.0599062,0.75863606,1.4377322,0.91810125,1.1611778,0.5921681,1.3847108,0.85745555,1.1791878,0.6351533,0.97596526,1.379093,1.2346972,1.0064976,0.9204432,0.5994015,0.78657913,1.5191165,0.95643884,1.3013709,0.9955236,0.7764077,1.2511011,0.95727086,0.99947304,1.0378543,1.1116259,1.3316823,0.9452964
motorcycle,1.0032269,0.95488447,0.88026106,1.2020068,0.9996841,0.9370414,1.1305937,1.0413322,1.2196466,1.346667,0.6853458,1.281828,1.325202,0.7215245,0.9860004,0.9951945,0.83675563,0.7788352,0.9641341,1.1661297,0.76465976,1.1369935,1.0322355,0.8774098,0.76910734,0.6464616,1.1167709,0.8936719,1.0821352,0.81397045,1.1395528,1.2094358,1.2255924,1.2872632,1.1177093,0.71529275,1.2654922,0.7662302,0.9118367,0.8750305,1.2989204,1.1576014,1.21576,0.8813562,0.9234562,0.96753,0.7424776,0.79210865,0.97104573,0.7281815,0.77406824,0.99932647,0.96073884,0.6985725,0.8539049,0.81555605,1.3179601,1.1187421,0.7744349,0.76123184,1.2005314,1.2214687,1.312011,0.72668624,1.2056007,0.6841538,1.0030324,0.9052382,0.8892203,1.2445385,0.0,1.1873767,0.83095795,0.97649986,0.87646776,0.7305118,0.89452475,1.1609564,1.1569741,1.298351,1.3416706,1.1755464,0.71000457,0.69677514,0.95352584,0.7004292,0.7909144,0.8951014,1.0666362,0.9297845,1.0248685,0.8385513,1.143346,0.6164372,1.1251955,1.0058637,1.235108,0.5598895,1.0605719,0.8017084,1.1449237,1.0416585,1.4161667,0.7518641,1.2200032,0.80694723,1.0208911,1.1054053,0.7514255,0.811813,1.0809621,1.0890251,1.3406272,1.3426793,0.735882,1.0585351,0.87780404,0.9240064,0.9324819,0.8216077,1.2159104,1.1101559,1.0913348,1.0615891,0.7904905,1.2085841
muffin,0.75050545,1.0685878,1.2013185,0.8752074,0.9184458,0.97504354,1.0309405,0.9193755,0.90691245,0.60194707,1.3447337,0.87151635,0.64110696,1.234046,0.8562968,1.1437626,1.3416727,1.3395216,1.1062257,0.9668983,1.2917423,0.71856046,1.114683,1.0909524,1.3820975,1.4035516,1.1017776,0.9568183,0.99874157,1.2215046,0.9799123,0.90340495,0.79153216,0.66827536,0.5615494,1.4329228,0.7473548,1.3665069,0.9112552,1.156147,0.7739012,0.90575254,0.94047797,1.1800127,1.0251781,1.1697417,1.2007306,1.1283903,0.94783676,1.3231205,1.1923193,1.0460585,1.1151493,1.303118,1.0459852,1.4147016,0.7873653,1.0208485,1.3088869,1.233148,0.86697185,0.7880137,0.59010124,1.3520863,0.96872765,1.2602364,0.8222456,1.2660506,1.2764065,0.4627099,1.1873767,0.0,1.1887382,0.8117987,1.1334617,1.145881,1.1765914,0.8121834,0.19234139,0.7223627,0.6987475,0.84116936,1.4161062,1.3504319,1.1508962,1.2767093,1.2390978,1.0609684,1.0899236,1.1206112,0.9921928,1.2039806,0.92475504,1.289217,0.8270203,0.9619674,0.85119796,1.2413054,1.1824225,1.3795383,0.8133754,1.0639769,0.6765249,1.411385,0.7674207,1.1950681,1.1319429,0.7946073,1.2866974,1.1381603,0.981994,1.0087461,0.6864493,0.7657286,1.4285451,1.1819899,1.2396153,1.1495985,0.83490723,1.3704988,0.95102406,0.899859,0.97594756,1.0449371,1.2653412,0.84996724
nail,1.4194286,0.9939701,0.1842736,1.2352159,0.9801499,1.0246369,1.1840405,1.3200848,1.3135839,1.373247,0.25119054,1.4095681,1.4002012,0.89625835,1.3197613,1.165448,1.0157126,0.63719493,1.1625857,1.4244196,0.35875797,1.2672243,1.1628077,1.0944458,0.7505069,0.68280494,1.0868394,1.1938493,1.3611774,0.50403225,1.1622977,1.3461255,1.2032453,1.33136,1.0702987,0.36938858,1.4773195,0.5395454,1.1975882,1.190839,1.3424448,1.2765684,1.191283,0.40994024,0.9787646,0.7672695,0.6627047,1.0317876,0.5891761,0.8686279,1.0702113,1.1738087,0.6206435,0.2899856,1.1405977,0.88237643,1.0997398,1.113397,0.32756293,0.9079087,1.2910473,1.2809783,1.3533679,0.86848396,1.3357906,0.7121164,1.2927368,0.7843392,0.8708578,1.3360142,0.83095795,1.1887382,0.0,1.3490561,0.6893289,0.4269482,0.28686053,1.3892398,1.1214825,1.2539763,1.3291444,1.3536874,0.58732,0.6019827,0.76007545,1.0108398,1.0124625,1.201433,1.1457797,0.2565061,1.1952164,0.67072666,1.3587278,0.79382133,1.154424,1.2822609,1.3380663,0.8314674,1.0549451,0.7393054,1.1026901,1.1429312,1.3023486,0.23480272,1.2477909,0.5614061,1.0882545,1.1077595,0.96578854,0.7161819,1.2150415,1.2204324,1.356749,1.4497056,0.37678546,0.6174915,0.56909037,0.94509035,1.3065181,0.8453493,1.3496749,1.1510003,1.0678982,1.1373761,0.1433242,1.2027433
napkin,0.7024561,1.0813917,1.2709813,0.9560642,0.9661448,0.9400936,0.8860721,0.5600656,0.81405103,0.89096665,1.3326979,1.0094659,0.7267716,1.0123018,0.59867287,0.987937,0.95134175,1.1469299,0.81479895,0.8212541,1.3015754,1.0218327,0.822317,0.8856314,1.1183233,1.2757305,1.0054483,0.67540306,0.7687954,1.1980479,1.0507172,0.8366344,0.9886215,0.93037474,1.0557673,1.3289701,0.7506122,1.1983212,0.66822106,0.8216351,1.053496,1.0303853,0.93119806,1.2644446,1.0860671,1.1945522,1.1187365,0.9601834,1.2148468,1.0373447,0.94026804,0.9051056,1.2665513,1.2584559,0.8642938,1.0971736,1.1117382,0.95967,1.2940028,0.9712717,0.9384061,1.0246423,0.8995886,1.1072178,0.87674046,1.0365336,1.022682,1.024748,1.0201792,0.7388512,0.97649986,0.8117987,1.3490561,0.0,1.2384229,1.0532141,1.2196846,0.95099664,0.872392,0.99532384,1.0953246,0.87547445,1.2525234,1.267511,1.1026514,0.8240831,0.9996194,0.95770293,0.78047645,1.1968453,0.9078225,1.1803296,1.0048461,0.9574494,0.9377581,0.8640943,1.0136766,0.9465054,0.97404814,1.1340463,1.0469618,1.0030413,0.9929825,1.3422503,1.0545391,1.1491562,0.9639885,1.022839,0.9866039,1.1337138,1.0606248,0.9750036,1.0059425,0.83112895,1.2726375,1.2285391,1.2843436,1.1901646,0.026534915,0.9778463,0.6611498,1.0237395,0.94253945,1.0127966,1.3391387,1.0291071
necklace,1.2318254,0.5661415,0.9552344,0.981548,1.0214226,0.99291366,1.0739459,1.3532608,1.2724706,1.30826,0.63444924,1.2285879,1.0966696,0.9914148,1.2275561,1.1798134,1.1048453,1.0011827,1.1942148,1.2755857,0.74103844,1.2157601,1.1946616,1.152379,0.7954864,1.0015512,0.9064676,1.0277615,1.176391,0.84847426,0.9813508,1.2755449,1.2688146,1.2338835,0.9690561,0.6725642,1.3549522,0.99251515,1.0747635,1.0554862,1.1347064,0.9693321,0.9915556,0.6841972,1.0033983,0.40939474,0.81444836,1.0483973,0.40761077,0.8739304,0.93049896,1.0961726,0.3672744,0.64363843,1.1479951,0.8464777,0.89465606,0.5956427,0.54449487,1.0913022,1.1175922,1.0503432,1.1402646,0.8972328,1.2483815,0.90429515,1.1622097,0.9672791,1.0603977,1.0427102,0.87646776,1.1334617,0.6893289,1.2384229,0.0,0.8047061,1.0125545,1.1330764,1.124409,1.1695278,1.0473776,1.152362,0.7085436,0.7223517,0.85023534,0.96885425,1.1239613,1.0413837,1.2085924,1.0132132,1.0257384,0.87105376,1.1691362,0.9960112,1.0444624,1.0093445,0.9366627,0.73454255,0.79694426,0.93159926,1.2554643,1.0120659,1.215573,0.61420846,1.2720089,0.6262799,0.77593005,0.9960322,0.93217766,0.67117554,1.013528,1.0783402,1.1594044,1.3577677,0.85169923,0.42255569,0.8620535,0.6875404,1.2383751,1.0828677,1.2433791,1.1843832,1.1874207,1.1229072,0.57415074,1.1651827
nose,1.2538962,1.0749112,0.4979794,1.2416646,1.0348423,1.0374575,1.1531655,1.091441,1.2178227,1.3956499,0.60386336,1.3417214,1.3909515,0.8139368,1.1593131,1.1104949,0.9644107,0.6570093,1.0119969,1.2558479,0.6537581,1.3713278,1.0323834,0.8975784,0.62401515,0.8277408,1.1081177,1.0308825,1.1329951,0.6752296,1.1013494,1.2327642,1.2976034,1.3312862,1.0425777,0.57427233,1.3007922,0.59214824,1.0155853,1.0810889,1.265023,1.2070485,1.2605969,0.66154456,0.9908763,0.8611201,0.8356822,0.8336214,0.7236409,0.7561977,1.012785,0.99551797,0.80713665,0.500106,1.0260606,0.9852515,1.2036549,1.1073438,0.5590784,0.7966535,1.2149986,1.3331723,1.4029136,0.7739912,1.2473688,0.5954814,1.2933881,0.73184025,0.84438443,1.2689799,0.7305118,1.145881,0.4269482,1.0532141,0.8047061,0.0,0.46793145,1.2931975,1.1228383,1.3768029,1.4622192,1.25383,0.6309985,0.6751776,0.911945,0.85270196,0.8882902,1.0014089,1.0224059,0.53349864,1.1359041,0.67051816,1.2511733,0.66565514,1.1577561,1.1708677,1.3863313,0.8508533,1.1254939,0.7747541,1.1056042,1.0317966,1.3797768,0.5512653,1.3301971,0.6825449,1.0403309,1.1585499,0.87257195,0.7778531,1.2120299,1.2508307,1.4691381,1.3709149,0.5372236,0.790785,0.7047789,1.0124305,1.0078638,0.8527565,1.2018218,1.1264324,1.0477906,1.0374124,0.47652853,1.1581128
orange,1.3551538,1.1956096,0.07704991,1.1681383,1.1325923,1.1527296,1.1513492,1.1232393,1.1992077,1.2718687,0.57055646,1.3536325,1.3225247,0.9646065,1.2178595,1.0355142,0.92451483,0.6093543,0.990506,1.2856534,0.5322665,1.2581881,1.0874565,0.9819283,0.77952933,0.77801293,1.1061759,1.2061691,1.2693276,0.6746213,1.1787171,1.1438489,1.1506798,1.2673306,1.0803682,0.5378784,1.3259925,0.5430969,1.2063389,1.1148543,1.2894967,1.3232111,1.1061611,0.65051466,1.0032934,1.0466038,0.8609446,0.9865502,0.82450145,0.8124579,1.1890757,1.023875,0.9131981,0.58385384,1.043763,1.0386401,1.1848427,1.1966131,0.62096226,0.7574897,1.1584665,1.2339548,1.360945,0.8188375,1.1981611,0.69545245,1.2423843,0.7041267,0.87100923,1.3488028,0.89452475,1.1765914,0.28686053,1.2196846,1.0125545,0.46793145,0.0,1.368993,1.1814137,1.2003021,1.4090357,1.252269,0.6701903,0.6551051,0.96530294,0.9853409,0.8228055,1.1292391,0.9331962,0.11561084,1.227656,0.8469101,1.2424163,0.7832726,1.1453525,1.1788234,1.333288,1.0545689,1.1470596,0.7108736,1.0355585,1.1448455,1.2316146,0.5281169,1.163607,0.8176911,1.2170923,1.1943629,0.89975065,0.94322264,1.1852831,1.3172106,1.2651739,1.2537899,0.5196713,0.8948614,0.59389675,1.1528194,1.1974866,0.8190433,1.1217113,1.0447513,0.9579963,0.99918085,0.4246943,1.1057028
oven,0.82180136,1.0212735,1.3890208,0.6932042,1.0761988,1.0465893,1.0505738,0.939654,0.6698344,0.7000562,1.2587205,0.40933245,0.7742989,1.0966104,0.9686423,1.1333816,1.2153788,1.2102228,1.0793362,0.6476531,1.4331715,0.6316486,0.92855334,1.1688454,1.0231963,1.1485804,0.93181515,0.9120962,0.6775089,1.3238697,0.77099526,0.79605395,0.9626329,0.67010885,1.0254649,1.4467198,0.59682274,1.2384412,0.95163816,1.2631962,0.37133574,0.4066885,0.95154166,1.4063712,0.8084541,1.159728,1.2099408,1.1192672,1.2045584,1.2636042,1.2707851,1.0399513,1.1605572,1.3253593,0.91663074,1.2782929,0.8795425,1.0107862,1.3908392,1.2754952,1.000782,0.6625494,0.69482577,1.2742019,0.6650653,1.2236003,0.8445211,1.223335,1.1887093,0.8232135,1.1609564,0.8121834,1.3892398,0.95099664,1.1330764,1.2931975,1.368993,0.0,0.8026663,0.8265946,0.6112934,0.79371226,1.3458277,1.3011353,1.1936926,1.2206751,1.2515198,0.9688534,1.0879388,1.3369017,0.9270977,1.1541102,0.17027879,1.3633258,0.85276836,1.0303668,0.6988478,1.2699782,0.9708073,1.2227145,0.65569127,0.8387815,0.7101854,1.4194963,0.8387362,1.3494291,1.012493,0.97950685,1.2373927,1.2732329,1.0526047,0.82997906,0.696845,0.6300318,1.3959308,1.2056755,1.1795928,1.0078186,0.97661334,1.4286063,0.9902845,0.9604502,1.0570475,0.8774247,1.3658173,0.6812454
owl,0.7510618,1.1490316,1.165822,0.93925834,0.93523496,1.0047641,1.0754391,0.9815896,0.9065092,0.588443,1.2618768,0.8710788,0.6857944,1.1780237,0.8253703,1.1738851,1.3218828,1.3141698,1.1983562,1.0036554,1.2611547,0.7162944,1.1294701,1.1027939,1.3820337,1.28573,1.1316568,0.9599425,1.0124809,1.1099421,0.9602011,0.94359857,0.7304172,0.6786713,0.65528935,1.4118179,0.83351237,1.3407184,0.93098456,1.2017577,0.7908759,0.8827668,1.0119692,1.1317205,0.91916454,1.190598,1.0703343,1.0488393,1.0352565,1.3412614,1.1506747,1.1065575,1.1350222,1.2563657,0.9718858,1.3191962,0.8221259,1.1241728,1.2614791,1.2122306,0.9056799,0.8432449,0.6304992,1.3782476,0.9910476,1.2027735,0.8483759,1.1833899,1.1569492,0.61242443,1.1569741,0.19234139,1.1214825,0.872392,1.124409,1.1228383,1.1814137,0.8026663,0.0,0.76783985,0.73433244,0.8201603,1.4040151,1.3722479,1.1007823,1.2046472,1.2631319,1.0567793,1.111731,1.0701503,0.98352784,1.1048763,0.93838745,1.2562876,0.8286053,1.1277647,0.88079435,1.2118962,1.1878206,1.3562095,0.85302943,0.9797417,0.6663469,1.3544866,0.68293476,1.1532481,1.1407973,0.7721665,1.3369291,1.115423,1.0232598,1.0018398,0.77539,0.80114913,1.3460149,1.1940925,1.1876786,1.1241361,0.8772038,1.3834357,0.9626896,0.896298,1.000646,1.0899088,1.2327015,0.86500144
pajamas,0.7656904,1.0450621,1.2381746,0.70157874,0.9963839,1.030149,1.0710248,1.0761518,0.9239071,0.4704181,1.3333697,0.7876309,0.39556015,1.2963066,0.79113746,1.0130447,1.1514946,1.3952885,1.2095217,0.85102165,1.3648888,0.73225206,1.1448511,1.1935216,1.4623582,1.2242818,1.1460758,0.9244943,1.0942881,1.2830398,0.90581787,0.7784908,0.826676,0.5853013,0.9463363,1.5089306,0.8004475,1.4570243,0.8329073,0.8864218,0.7675936,0.9739718,0.66632843,1.2803832,0.9219795,1.1685123,1.2142978,1.197894,1.1597255,1.5307405,1.1479437,1.0959184,1.1525531,1.3182893,1.0904652,1.2035923,0.6250816,0.97545266,1.339354,1.2052772,0.8564657,0.37837535,0.4182505,1.5345993,0.9197837,1.4925892,0.82346374,1.3792592,1.3289208,0.62566245,1.298351,0.7223627,1.2539763,0.99532384,1.1695278,1.3768029,1.2003021,0.8265946,0.76783985,0.0,0.4540224,0.74328625,1.542197,1.4937764,1.2155417,1.2866569,1.223472,1.126045,1.211798,1.1851726,0.9991601,1.2980769,0.82927084,1.3342383,0.7616644,1.0592849,0.4582796,1.1909053,0.8217016,1.4799359,0.74438787,1.2466763,0.48813558,1.4216416,0.5364045,1.2651088,0.98865944,0.94249016,1.4554658,1.2732707,1.0821674,0.7688557,0.39966488,0.6036709,1.4684019,1.0970227,1.1973511,1.1210915,1.02776,1.1927322,1.0325817,0.82554626,0.8680037,1.1277506,1.3028588,0.71719056
pants,0.73137546,0.85754955,1.3910182,0.5976659,0.9568376,0.9744219,1.0159411,1.1738274,0.87842166,0.49053228,1.277504,0.59917754,0.6001861,1.1790837,0.8053162,1.1207936,1.3677747,1.4220794,1.3262619,0.9412467,1.3555728,0.52473176,1.1938748,1.3058764,1.3355713,1.2095944,0.97447366,0.8118179,0.8897981,1.3994124,0.86295366,0.8819877,0.84692854,0.5366466,0.90566224,1.4951004,0.81038487,1.5027508,0.7878462,1.1500161,0.60530967,0.81922877,0.7296998,1.3138374,0.75411165,1.0752674,1.1704485,1.2793294,0.9938167,1.5231205,1.2292812,1.1834538,1.0633254,1.2414829,1.0524349,1.2407734,0.6191288,0.87904143,1.3077351,1.3067628,0.9263113,0.41180855,0.21226919,1.5144894,0.838134,1.5206423,0.76020455,1.3420568,1.310638,0.49692678,1.3416706,0.6987475,1.3291444,1.0953246,1.0473776,1.4622192,1.4090357,0.6112934,0.73433244,0.4540224,0.0,0.82970643,1.5115349,1.4904678,1.0075452,1.2709086,1.3359733,1.1577812,1.3545575,1.3493749,0.8454917,1.260051,0.6982802,1.3933012,0.7438073,1.0052818,0.33133966,1.1758559,0.701058,1.4565215,0.7817559,1.1457809,0.5019448,1.4118116,0.5902814,1.2354978,0.7819008,0.91733223,1.4903654,1.1675982,1.0636014,0.6801804,0.3117072,0.7110027,1.5665603,0.9914011,1.240338,0.952067,1.1158453,1.4677187,1.1873406,0.9312444,1.0497276,1.1068621,1.3680888,0.8150132
paper,0.8382487,1.0069937,1.3538506,0.7468345,1.0027289,1.0112911,0.96773666,0.9850144,0.7484787,0.6606339,1.349877,0.846127,0.49633956,1.2670811,0.8436183,0.9994809,0.64676356,1.3195565,1.0041982,0.48007643,1.4237716,0.84982866,0.9917846,1.009979,1.3204854,1.267906,0.9635358,1.138808,1.0339177,1.2481794,0.7148096,0.8168128,0.92716855,0.75696874,0.97660977,1.4243362,0.6426959,1.4067166,1.0972002,0.9440566,0.7541969,0.65426004,0.82235557,1.370174,1.0428734,1.102122,1.1402677,1.0363703,1.2780341,1.2869405,1.0572001,0.9306487,1.1877329,1.4465632,1.0001957,1.0085732,0.88888764,0.9156607,1.4356256,1.220199,0.75301456,0.7886513,0.70005405,1.32399,0.95963115,1.2897117,0.884011,1.1756574,1.1175604,0.76655257,1.1755464,0.84116936,1.3536874,0.87547445,1.152362,1.25383,1.252269,0.79371226,0.8201603,0.74328625,0.82970643,0.0,1.3617051,1.3295009,1.3359288,1.1166924,1.1525943,0.9876677,0.932113,1.2999299,0.94104505,1.2962584,0.82003224,1.39205,0.813449,0.9508022,0.7217419,1.2828728,1.1009582,1.2476411,0.828899,0.96688235,0.687121,1.4366372,0.74902534,1.3695232,1.1597893,0.95884264,1.2563024,1.3692493,0.89462984,0.93765384,0.704551,0.5334268,1.4265771,1.1897153,1.212835,1.0806158,0.9520881,1.1433451,0.7440417,0.76082695,0.8667591,1.0186648,1.3661078,0.8574145
