,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
refrigerator,1.2618548,1.1423118,1.0695956,1.2872456,1.0235826,1.3339365,0.95845354,1.1844946,0.5625949,0.90356743,1.0711845,0.92365783,1.1056893,0.99468243,1.2860155,1.2295,1.0240858,1.1468725,0.9520648,0.68199164,0.8912733,0.83535016,1.0662167,0.88740873,0.6476922,1.0239676,0.5777841,1.0948257,1.2928483,1.1191378,0.7099364,0.95285076,0.85826993,0.6853622,1.0709794,0.75281286,1.065095,0.9738721,1.1328208,0.57821214,1.0453465,1.1253535,0.8628297,0.7370528,1.0040658,0.9317605,1.1222812,1.0062484,0.6559596,1.006047,1.1319224,1.2002509,1.0169698,1.0595635,1.3372957,1.2059896,1.25604,0.82296336,1.2607901,0.63760453,1.2292717,0.8098433,1.2295033,1.0682857,1.1549804,0.7643587,1.2784882,1.1010067,1.1256061,1.3955224,1.1503506,0.9887006,1.2354156,0.92140913,1.0148784,1.1382103,0.9983092,0.7744055,1.189593,0.80605453,0.44943374,0.7858102,1.079534,1.0416832,0.6144467,1.3083644,1.0975168,1.2610812,1.1526458,1.216794,0.81819975,1.1702121,1.1578641,1.1038476,0.4718302,0.75961924,1.114971,1.1237576,1.0515727,0.9296519,1.0721102,1.126202,1.0767819,1.0851741,1.0900135,1.0523798,0.95500517,0.70435846,0.9955929,1.0213982,0.98630255,1.0917847,0.7247067,0.7281441,1.2003037,0.0,0.8096732,1.1736541,1.1633649,0.77558446,1.0865312,1.0943406,1.0992519,0.7758977,0.73742366,0.8219775,1.1305623,1.2336261,0.97516847,0.9186459,0.9789328,1.0953665,0.8599856,0.925869,1.0911847,1.0567197,1.0080805,0.9855907,0.9515452,1.066662,1.2605987,1.2671199,0.84958196,0.78171027,1.0914255,0.9004173,1.088589,0.8691135,0.51161623,1.0520084,0.7425977
rooster,1.0410491,1.0342523,0.6540918,1.1323264,1.3758537,0.97871894,0.7351607,0.76981974,0.76499534,1.3266745,1.0796096,1.4035864,0.8410683,1.3379757,1.3593817,1.035425,1.3821238,1.1228693,1.0536978,0.68880624,0.7604339,1.148493,0.76708174,0.9819477,0.7346232,0.50380266,1.0229572,1.1463852,1.0030371,1.1711377,1.1090274,1.0250329,0.9263409,1.275886,1.0795994,0.8421624,1.3280817,0.7527975,0.74335355,1.0921123,0.87980384,0.7300589,1.4209019,0.6708925,0.7169252,1.190966,0.9929445,0.84822536,1.2507175,1.1034521,1.2733958,0.99733126,0.73515505,1.2481143,1.1767356,1.3430183,1.1482501,1.1183769,0.7981993,0.44213122,0.8867587,0.6535107,0.7076495,1.1250594,1.0085063,1.2474627,1.1075026,0.91420764,1.0886455,0.9904857,1.3443174,0.8663315,1.3178318,0.65270996,0.8224933,1.0947814,1.3300598,0.7702608,1.3597124,0.7104051,0.9237448,0.6899061,0.9524397,0.8749313,0.9009997,1.3472493,1.2261976,1.2382293,0.84798855,0.86821055,1.0363427,0.8570539,1.0731684,0.7690992,1.1686734,0.65019923,1.3622303,1.3823855,1.2792447,0.72198236,0.7452524,0.77924633,0.84967023,0.65026534,0.8073703,1.3828306,0.81172734,0.8513128,1.054087,0.6469263,0.9903048,0.79484296,0.71815056,0.8881421,0.8092656,0.8096732,0.0,1.0020956,1.2295687,0.38184357,1.405089,0.94588596,1.3829149,0.7663723,1.3085856,1.2355214,1.2060027,0.88547873,1.1068008,0.8126006,0.99321085,1.0934625,0.6163405,0.80319154,0.823282,0.9335173,1.1752782,1.3627278,1.3413374,0.71388274,1.0151188,0.9453384,0.7924372,0.90974545,0.62186605,1.229615,1.0685971,1.2256091,0.7883543,0.69178843,1.264955
sauce,0.94806325,1.0701338,0.9109123,0.72881883,1.030255,0.86025906,0.88777494,0.76255494,1.2071818,0.98828524,1.0265201,1.103257,1.1342021,1.0854173,1.0197483,0.83650386,1.0487247,0.5152736,1.0595889,1.1512593,0.8270105,1.0751888,0.89963746,0.8987689,0.8867787,0.909465,1.0676782,0.97683674,0.90149504,1.1267225,1.2415493,0.7416645,1.0755937,1.1413248,1.1795001,0.9426138,1.1348163,0.8937146,0.8812525,1.1437631,0.85671806,1.0937464,1.084513,0.988824,1.149331,0.87391114,1.0889858,1.1690972,1.171518,1.00716,1.1080623,1.0790802,0.9971244,1.147429,0.962115,1.0957807,0.9273696,1.1969349,0.81286246,0.97335553,1.1542789,1.0350417,0.82276285,1.1247381,0.9375137,1.065768,1.0770984,1.1138098,1.1026446,0.81745213,1.0745196,0.97093546,0.90860003,1.2439957,1.1514063,0.978713,1.146164,1.0128729,1.2142544,1.001405,1.1717303,1.1089312,0.41131133,0.88554966,1.1623648,0.97327274,1.0770215,0.9026029,0.628477,1.1389122,1.0398642,1.090161,1.0362277,1.0636996,1.0508938,1.0637317,1.0867412,1.133235,1.0378451,0.9885027,1.1122812,1.0911263,1.103341,0.7451469,0.9551909,1.0822853,0.8190788,0.79508007,0.6698363,1.0666617,0.98093057,1.100251,1.0686872,1.1693187,0.8331866,1.1736541,1.0020956,0.0,1.1635945,1.176623,1.1457628,0.95848453,1.1056508,0.9538325,1.1241353,0.81434906,1.0141288,1.0277777,1.1168888,0.9711242,1.1153059,0.19482237,0.85738486,1.1191922,0.86430687,0.96264493,0.95358694,1.1510098,0.96544766,0.94947755,1.1308794,1.0238332,1.2046286,1.1010096,1.091521,0.81547606,0.983191,0.97471803,1.2002532,1.1114935,1.0896109
scarf,0.9786273,1.0385962,1.2504562,0.9241191,0.6640463,1.1084616,1.2204193,1.1830617,1.1184857,0.9163971,0.9460817,0.8514145,1.032551,0.8177935,0.7200037,1.047751,0.8900449,0.9987455,0.992381,1.1609706,1.282461,1.0644264,1.2732074,1.0422176,1.1878545,1.1859596,1.0876122,0.84929097,1.0727787,0.81572366,1.0096825,1.1228175,0.91172266,0.90896666,0.848714,1.0942761,0.68102384,1.2928282,1.03626,1.0462993,1.1825997,1.1088034,0.855524,1.2239395,1.1355556,1.0469104,0.9321694,1.0582517,0.8902827,1.0540726,0.7803098,0.96421653,1.2755955,0.8265103,0.94704884,0.68812644,0.9577852,0.8690011,1.1977489,1.1717141,1.0067695,1.2001123,1.2247467,0.98584974,1.0362775,0.8853792,0.93640393,1.0609814,0.9097559,0.9784146,0.6764661,1.093304,0.7820697,1.1744416,1.0893443,0.8037585,0.6172869,1.1928331,0.7111667,1.1647036,1.1193346,1.2062535,1.0792001,1.116987,1.1780475,0.7763376,0.8373071,0.80254626,1.2125767,1.0556462,1.1137486,0.81953853,1.015454,1.1929901,0.9706513,1.1328943,0.69394493,0.66556233,0.81822383,1.2124976,1.1351777,1.0591305,1.121854,1.3080553,1.1762669,0.9049968,1.1263322,1.0574368,1.1225944,1.1513135,1.0787612,1.1700343,1.1103406,1.12467,1.1303116,1.1633649,1.2295687,1.1635945,0.0,1.2270181,0.5578209,1.0953116,0.7024992,1.1389279,0.8707353,1.0172058,0.8608607,1.1308955,0.88192284,1.2828851,0.89107,1.0633188,1.2774639,1.1520365,0.9235398,1.0755943,0.8930757,0.6308174,0.8301372,1.2618278,0.99477965,0.96829945,1.0848657,1.1836548,1.2284336,1.0303267,1.0423865,1.0644644,1.0970429,1.1052694,0.89808077
scissors,1.2696834,0.9657469,0.58859867,1.2640713,1.3963835,0.926775,0.6430621,0.77842563,0.5882405,1.3264359,1.1717592,1.3726972,0.7086066,1.2175528,1.3705727,1.0050067,1.3775485,1.2131027,1.1009881,0.578312,0.5666477,1.1666368,0.7470711,1.0522578,0.74696565,0.7736668,0.8549262,1.0586525,0.858534,1.1727171,0.88659716,1.171924,0.9216345,1.2800128,1.0375975,0.8813924,1.291541,0.81106806,0.7789905,0.9544419,1.0209082,0.6316824,1.4196588,0.62128556,0.63706315,1.2556303,1.1318973,0.90567315,1.2341628,1.0179459,1.2111062,0.94027907,0.65388626,1.1539068,1.1542212,1.3278689,1.0858762,1.0542952,0.84989935,0.70831704,0.7564212,0.57130814,0.838732,1.1923758,1.1729896,1.3188477,0.91887605,0.79848814,1.1760528,0.97630495,1.3280737,0.83432937,1.3146224,0.36966395,0.932294,1.1422261,1.3216789,0.7848966,1.2874911,0.6378795,0.8424484,0.67399186,1.116534,0.95878255,0.8967915,1.3345424,1.1538107,1.2356248,0.9531235,0.72701037,1.0372148,0.7509407,1.0532099,0.6572473,1.1606672,0.80802083,1.3823631,1.3289793,1.4076736,0.8259794,0.6440981,0.68110895,0.8849789,0.74111646,0.99469376,1.3171542,0.87525564,1.0318391,1.1039944,0.8707408,0.9547289,0.67475134,0.5565853,0.7633045,0.8090006,0.77558446,0.38184357,1.176623,1.2270181,0.0,1.3605468,0.8645084,1.3011297,0.7492611,1.3541768,1.2230748,1.1309586,0.76374704,1.0432626,0.8056207,0.9293093,1.265831,0.55818176,0.8148247,0.9967502,0.95155954,1.1621115,1.3347363,1.3591241,0.47328115,0.8965599,0.7568557,0.70633376,0.8804655,0.50295156,1.2808702,1.1686906,1.2533598,0.59006387,0.47459114,1.3010772
shirt,0.8452069,1.0556624,1.3855379,0.9321904,0.40604848,1.1612569,1.3667879,1.3513207,1.2554685,0.6761758,0.8639406,0.63107884,1.2989726,0.81016386,0.5042286,1.0081561,0.71249044,1.0570815,1.1322567,1.3751241,1.4679406,1.0979531,1.4387248,1.1303887,1.3360971,1.3599676,1.0926268,0.9214728,1.1212101,0.6370875,0.8171551,1.1471531,1.0633403,0.61826825,0.4805609,1.1613775,0.63969797,1.4272429,1.2631427,0.8698139,1.3303555,1.4054301,0.5552074,1.442771,1.304602,1.0319268,0.76319826,0.9833659,0.6983043,1.161479,0.5058614,1.084528,1.4215546,0.5702202,0.9428463,0.46317863,0.96657825,0.7797916,1.3396094,1.2127995,1.1466801,1.4673312,1.3046585,0.98213136,0.97837806,0.6788056,1.002535,1.0997621,0.8059633,1.2373381,0.51028085,1.1892505,0.6529032,1.2999809,1.0771039,0.8658434,0.16181922,1.3565445,0.38245833,1.4519203,1.2463928,1.387826,1.0713011,1.1675303,1.2156866,0.69950175,0.7471658,0.79574966,1.2533795,1.256479,1.1244739,1.0066515,1.1436875,1.3184152,0.86367464,1.2359105,0.39498436,0.21624202,0.7210501,1.1926446,1.3853092,1.3657328,1.1316595,1.4373019,1.1804178,0.7446219,1.315647,0.97664595,1.2703872,1.2203541,1.0009214,1.1708347,1.1260233,1.294714,1.2548485,1.0865312,1.405089,1.1457628,0.5578209,1.3605468,0.0,1.1297084,0.25881773,1.2911395,0.582237,0.84779906,0.9030715,1.2123458,0.79266524,1.4499631,0.86782193,1.0370649,1.5456549,1.2970829,1.041407,1.1625221,0.80931246,0.101878166,0.65746194,1.5106508,1.0751957,1.2022203,1.3022346,1.238406,1.4693897,1.0299243,0.908847,0.8900934,1.2398438,1.3663677,0.6656709
shoe,0.90693825,0.76736325,1.2011225,0.9945279,1.0966204,1.1511118,1.1083472,1.0944368,0.8676449,1.0346912,1.0738223,0.9423799,1.1026354,0.9971191,0.82669044,0.83415914,0.89684737,0.83032465,0.8842864,1.1385517,1.0940267,0.88244045,1.1093265,0.7720971,0.9694009,0.84619653,1.0391545,0.9394882,1.0419108,1.049039,0.98264736,0.94463485,0.9722132,0.9743868,1.0664582,0.94908184,0.9178861,1.005712,1.1685174,0.9412907,0.9113434,1.1610467,0.96370375,1.1493728,1.1256077,1.045647,0.9169501,0.7687428,1.1094722,1.0142276,1.1182516,1.0948054,1.2325193,1.0585016,1.0231704,1.0660657,1.0262318,0.9975429,0.9091736,1.0091491,1.0306822,0.930838,0.8642001,0.9326848,0.84368736,1.077204,1.0162226,0.8510778,1.0904006,0.95809907,1.0641229,0.9519446,0.9543144,0.99452585,0.9913879,0.8741183,1.1326824,1.04896,0.94175124,1.0125977,1.0064291,1.0927451,0.9380746,1.1307851,1.1605365,0.7493779,0.7730576,0.94123816,0.97704804,1.2629093,0.9601715,0.87945795,1.16232,1.2864081,1.072542,1.0559144,0.8530469,0.9830899,0.97053033,1.0213542,1.1251516,1.112192,1.0180805,1.1354516,0.89730835,0.95438546,1.006244,1.0368767,1.0578207,0.9114369,1.1686192,1.2077875,0.75823045,0.94930094,1.1802502,1.0943406,0.94588596,0.95848453,1.0953116,0.8645084,1.1297084,0.0,1.025454,0.8556525,1.1312118,1.032247,0.8285668,1.0306123,1.0202308,1.1913544,0.9388259,0.9839741,0.96064997,1.0244555,0.8764237,0.8949276,0.8277274,1.0859069,1.1406064,1.0327098,1.0399449,0.97417605,1.0950391,0.92504364,0.82330155,0.9716272,0.9583425,0.90225446,0.840527,1.0149931,1.1331439
shorts,0.94300556,0.8989546,1.364955,0.91596955,0.4728536,1.1456027,1.3514891,1.2265569,1.2706697,0.84579307,0.9656668,0.713076,1.1761655,0.8030237,0.57766986,0.9006279,0.72073287,1.0745158,1.2107043,1.2740858,1.3506335,1.1052828,1.3756406,0.97581136,1.2585425,1.4601415,0.9686232,0.97981393,0.9376487,0.76078975,0.58377934,1.122336,1.1149696,0.647435,0.47649145,1.1742678,0.7421143,1.3985314,1.2181467,0.78428966,1.3135847,1.3379843,0.64698446,1.3466543,1.146063,1.0520281,0.88450056,0.9926807,0.73799086,0.9944078,0.6093836,0.91210544,1.3744814,0.6544931,0.8639444,0.749447,0.82137215,1.0047235,1.2287877,1.1933899,1.0348736,1.4337499,1.2907572,1.1068504,0.9893441,0.86552143,0.95516974,0.9365832,0.9221222,1.1535434,0.6744223,1.2344314,0.6447842,1.219652,1.0682518,0.8314216,0.3867724,1.3018967,0.40382373,1.3979108,1.148136,1.3598924,1.1221771,1.0930381,1.1959364,0.6621627,0.8814442,0.80501854,1.2068541,1.2073817,1.0069388,0.9419674,1.0700259,1.2743398,0.8783835,1.256257,0.543183,0.13247812,0.89151895,1.114348,1.323887,1.2531499,1.1400559,1.3650002,1.1418427,0.6672043,1.3850596,1.0183744,1.3144299,1.2304039,0.8321561,1.0550724,0.9937155,1.1779331,1.2160307,1.0992519,1.3829149,1.1056508,0.7024992,1.3011297,0.25881773,1.025454,0.0,1.3239081,0.72769594,0.91204417,0.92690134,1.1288664,0.93259174,1.4038429,0.8181923,1.0943725,1.4713315,1.1876354,0.9153897,1.1503704,0.79285246,0.34593052,0.86702573,1.4427052,0.95127994,1.0462308,1.2667891,1.0153239,1.4314685,1.0488425,0.98343736,0.88713783,1.0695951,1.3020531,0.79855466
shovel,1.201156,1.1733615,0.95213884,1.2179708,1.231601,0.9271152,0.6472458,0.94507647,0.7930188,0.90531737,1.2707098,1.1039473,0.9761746,0.9769752,1.2170717,1.0931853,1.134875,0.8925927,0.91590565,0.73938155,0.61571276,0.9615315,1.0109534,0.84759355,0.5413827,0.83862036,0.81015724,1.1260451,1.1264056,1.2646096,0.99085456,0.9761683,0.8555021,0.9798655,1.211195,0.7087549,1.0987381,0.99794716,0.97479165,1.0211445,1.0506591,0.85465616,1.086401,0.6630846,0.9968716,0.79080904,1.2408705,0.98313683,1.0709038,1.0529004,1.2202103,1.088649,0.835359,1.2717681,1.2955518,1.2561766,1.205843,0.9653525,1.0474793,0.83577085,1.0853791,0.55996394,1.0246725,1.0214429,1.105847,0.9619976,1.1834426,1.086788,1.2649117,1.0790412,1.2773042,1.0217259,1.2255124,0.92401356,1.0618448,1.014826,1.2141061,0.75908667,1.2439818,0.60205233,0.7167332,0.73969436,1.0228846,0.98041546,0.7102818,1.2385473,1.0391396,1.07421,1.0428424,1.0808622,0.8622446,0.9195603,1.1117657,1.0292419,0.8645673,1.0220135,1.1909606,1.3373837,1.1135583,1.1122546,0.92550576,0.86626387,0.99905205,1.0110482,0.99756616,1.2328696,0.8876196,0.9615923,0.6877867,1.0148125,1.1298065,1.1429683,0.84476686,0.9055614,1.0325954,0.7758977,0.7663723,0.9538325,1.1389279,0.7492611,1.2911395,0.8556525,1.3239081,0.0,1.0803976,0.67753816,0.92386,1.1357661,1.1536633,0.8307126,0.8286573,0.8550592,0.4739579,0.6055286,0.90254503,1.070884,1.1796057,1.2344658,1.0341852,0.803993,1.1862407,0.9493155,0.5884037,0.9323697,0.75656724,0.7343799,1.1066811,1.0262134,0.6937118,1.0337465,1.0646381
shower,0.91047853,1.2593844,1.4191136,1.0442876,0.5924445,1.2727655,1.2874382,1.4787232,1.0058296,0.47485936,0.87960464,0.47373718,1.4381379,0.7313751,0.8177809,1.1453819,0.6089915,0.9799308,0.96722555,1.2062361,1.3876702,0.8371765,1.4498765,0.82223654,1.0557343,1.2575161,0.92447793,0.8591634,1.392034,0.6745906,0.86164725,1.0052116,1.0415658,0.3544786,0.8032715,0.9776815,0.6071233,1.3192092,1.3561361,0.6063173,1.2583342,1.4805349,0.251929,1.2258102,1.3750485,0.86285216,0.803306,1.156708,0.19418013,1.1019728,0.9448304,1.3010554,1.3950324,0.601375,1.0984985,0.72568834,1.2533529,0.7158978,1.4919966,1.0919638,1.3876573,1.3384471,1.4182928,0.9167432,1.050558,0.22928655,1.2701863,1.3808088,0.75916505,1.3841299,0.73229593,1.1991184,0.8925851,1.431293,1.1638274,0.76644194,0.52916825,1.1034366,0.7061044,1.306639,0.8106602,1.1811707,1.0444635,1.2762498,0.96923524,0.92565453,0.68517315,1.0115608,1.2978508,1.4037032,0.9567772,1.3388898,1.1721544,1.4131293,0.5305281,1.0438373,0.6630558,0.6134323,0.63907766,1.2159106,1.4340299,1.5138139,1.190926,1.4425235,1.1628307,0.7248814,1.1354,0.84003097,1.0622859,1.2137123,1.2353024,1.3675697,1.0655777,1.1151797,1.359345,0.73742366,1.3085856,1.1241353,0.8707353,1.3541768,0.582237,1.1312118,0.72769594,1.0803976,0.0,0.65049684,0.72007203,1.4507312,0.8674756,1.3122637,0.97107625,0.8866098,1.3959341,1.1352824,1.0193332,1.2726884,0.72474676,0.572899,0.4703235,1.5155694,1.3675413,1.4496903,1.2575357,1.0657066,1.4568833,0.7855568,0.90385926,0.7311632,0.9818481,1.4787111,0.25557292
sink,1.0111433,1.279684,1.3286203,1.0331367,0.88961405,1.1099836,0.99662715,1.2183443,0.93987274,0.2748857,1.027646,0.751335,1.2588372,0.72661275,0.99931616,1.0246294,0.79537046,0.8109771,0.95367646,1.1015557,0.9438292,0.75048184,1.2836474,0.9274565,0.80855244,1.0816423,0.79403573,1.0705307,1.3045523,0.92534393,0.9074254,0.96768266,0.81342214,0.6948206,0.948805,0.8268442,0.72653365,1.2314452,1.2265342,0.84150165,1.1873447,1.3006412,0.57146156,1.0582719,1.3167286,0.70100456,1.0587199,1.1562883,0.7683457,0.9513618,1.0431443,1.2295448,1.1921588,0.8209241,1.1359624,0.9899287,1.1855605,0.9643223,1.2966638,1.0583932,1.2922994,0.91491294,1.173367,0.96797836,1.069885,0.690846,1.2626989,1.2196981,0.9660016,1.3178914,1.0167445,1.1322632,0.95782995,1.3517857,1.1534961,1.027682,0.83712214,1.0092174,0.9628801,0.9314037,0.96627295,1.0040139,1.0021331,1.081685,0.7819377,1.0207667,0.9349801,1.0121925,1.1620226,1.371424,0.8468938,1.1491938,1.2037628,1.3553178,0.39114946,1.1711236,0.9274894,0.9004167,0.797697,1.326296,1.2502851,1.2859725,1.1513184,1.3068742,1.0913712,0.7842388,1.0702021,0.87344646,0.76396185,1.1610534,1.1698065,1.3939499,0.9978148,0.88768053,1.2238412,0.8219775,1.2355214,0.81434906,1.0172058,1.2230748,0.84779906,1.032247,0.91204417,0.67753816,0.65049684,0.0,0.9312735,1.4018322,1.0071237,1.0340852,0.8650094,0.6649652,0.8855954,0.9367917,1.062532,1.1826622,0.9583033,0.8552191,0.7370552,1.1511971,1.346762,1.3208334,1.0443639,1.0135752,1.2702492,0.5959314,0.94532096,0.8442375,0.96330035,1.3403378,0.7974851
slide,0.8222358,1.1565084,1.2878222,1.0030646,0.76204014,1.0182828,1.0522685,1.170127,1.0404375,0.78756595,0.9087976,0.6170423,1.2130032,0.6803863,0.6780174,1.0031973,0.69113886,0.70665854,0.7634101,1.2519971,1.2394383,0.847602,1.3762889,0.8003148,1.1307975,1.0997033,1.0095483,0.82067597,1.0957909,0.63477045,0.99520904,1.0803113,1.1035371,0.64839864,0.94267786,1.1227127,0.5863069,1.2918208,1.0855588,0.89900315,1.0896304,1.2117426,0.6048308,1.2932843,1.3247082,1.0945059,0.7929175,1.0430447,0.7867393,1.046282,0.9362905,1.1485062,1.2859446,0.7324549,1.0435092,0.93732256,1.1113964,0.7971225,1.1907963,1.1375992,1.2453432,1.2637734,1.157823,0.8255249,0.9231252,0.71026313,1.1019171,1.1781499,0.78620446,0.91392386,0.8751158,1.212707,0.89863855,1.2159376,1.1400437,0.7597507,0.8341435,1.1593957,0.6490966,1.2137277,1.0187353,1.2110981,1.0362374,1.2600222,1.159045,0.80498815,0.41231346,0.9965092,1.1741059,1.242077,1.1035125,1.092143,1.1197941,1.2483332,0.9371376,1.0706835,0.6802653,0.80426455,0.69273806,1.1260839,1.2384408,1.2328053,1.0837768,1.2931771,1.1238819,0.8084036,1.1127328,1.0504777,1.1166394,1.1329168,1.2535775,1.3111317,1.0098014,1.1696415,1.2010131,1.1305623,1.2060027,1.0141288,0.8608607,1.1309586,0.9030715,0.8285668,0.92690134,0.92386,0.72007203,0.9312735,0.0,1.2670676,1.0150112,1.3788216,0.92331207,0.91456735,1.269974,1.1998287,0.86462015,1.1746076,0.863755,0.88348997,0.5734604,1.2236387,1.2357724,1.0353132,1.1736963,1.1453389,0.96978736,0.912371,0.9986777,0.9291892,0.9347166,1.188906,0.812755
slipper,1.141632,0.6628097,0.5675676,0.9289392,1.410306,0.77429944,0.89801794,0.63297695,1.1213512,1.4391576,1.1043556,1.4417307,0.44846535,1.2333515,1.195986,0.8088491,1.3651712,1.280078,1.2820795,0.79709375,0.6385509,1.4181603,0.62299144,1.0885698,1.1379733,1.0083011,0.9808372,0.84977865,0.44722128,1.1748312,1.0057222,1.2881577,1.1659285,1.4405854,1.0538715,1.1789215,1.4141829,0.8088196,0.7695569,1.249817,1.0165147,0.38218558,1.4901613,0.7321391,0.44222546,1.3289328,1.1765256,0.99924445,1.379899,0.7651391,0.80553377,0.65629244,0.7295701,1.1927763,0.661632,1.0281568,0.7240889,1.2300549,0.40129185,1.0480384,0.4674437,0.86173475,0.6479914,1.2112269,1.0804294,1.448308,0.52625006,0.634642,1.1368688,0.5568944,1.0636945,0.9106165,1.1587131,0.44875884,1.030005,1.2045275,1.3246825,1.0901345,1.2164412,0.87421715,1.1306176,0.8705677,1.1178901,1.0459907,1.1783321,1.1186068,1.1905475,0.9461013,0.9061307,0.36643058,1.1118602,0.85619885,0.7691387,0.4627272,1.4177428,0.9635436,1.334403,1.205446,1.5094082,0.78369683,0.36477876,0.3912226,0.84989417,0.5946547,1.0423902,1.215552,1.1033134,1.204411,1.175873,1.0700655,0.87793505,0.49447232,0.9993453,1.0451435,0.63864875,1.2336261,0.88547873,1.0277777,1.1308955,0.76374704,1.2123458,1.0306123,1.1288664,1.1357661,1.4507312,1.4018322,1.2670676,0.0,1.0166202,0.7825604,1.2117712,1.3558359,0.81782985,0.8594757,1.0590098,0.77636874,1.0707006,1.2846683,1.4774816,0.4934312,0.43216306,0.5096702,0.70953095,0.84974253,0.60966146,1.4420656,1.2406651,1.2099345,1.0411252,0.35447085,1.3170036
snow,0.9582601,1.1398828,1.1580702,1.1998395,1.0037612,1.1526223,1.0911134,1.1113164,1.059855,0.9045722,0.8276578,0.91268575,0.9935795,0.86379015,0.86702776,0.95172256,0.9384096,1.1133026,1.037881,1.0936085,1.0253986,1.102823,1.1197866,1.022985,1.1530479,1.1055577,0.92598873,0.590099,1.0216058,0.44287282,0.8981935,1.2204046,0.9290418,1.0013355,0.7844933,1.1486564,0.78916997,1.1663635,1.129882,0.97149813,1.1362107,1.00758,0.8834353,1.0723017,1.0809002,1.1047628,0.83202064,1.0683074,0.88869905,1.0758168,0.8885062,1.0050193,1.1983875,0.5805496,1.1229547,0.96367615,1.2102726,0.7200494,0.9527076,1.1217661,1.1096792,1.0453979,0.9929083,0.9302934,1.1303499,0.82284445,0.9868131,1.018538,0.5320626,1.1097564,0.9088807,1.0773981,1.0804567,1.0514879,1.0083734,0.9787489,0.862795,1.0854459,0.9253298,1.0626711,1.0023363,0.9311656,1.0399503,1.2274644,1.0011293,1.0044384,0.77054226,1.1014448,1.1905134,1.1002319,1.0361935,1.0414592,1.2040696,1.0668098,0.9233572,0.98668635,0.80559754,0.86460596,1.0019706,1.1255225,0.90109956,0.9875036,1.0013977,1.1619402,1.1317497,0.86628515,1.0772221,1.0719805,1.1287184,1.0436677,1.1858028,1.1780312,1.0574137,1.0061316,1.1611917,0.97516847,1.1068008,1.1168888,0.88192284,1.0432626,0.79266524,1.0202308,0.93259174,1.1536633,0.8674756,1.0071237,1.0150112,1.0166202,0.0,1.1153564,1.1028891,1.1278945,1.0937294,1.0525274,0.9597161,1.0554985,0.9396551,0.8620576,0.9739213,1.0944307,1.1454984,1.1368943,1.064661,0.9813454,1.1660541,1.1604006,1.0333387,0.9787255,1.0306473,1.0010494,0.870255
soap,1.3613151,1.0366142,0.52857196,1.1324341,1.4391071,0.81525975,0.69685066,0.5273503,0.8882709,1.1216943,1.220167,1.366549,0.74028933,1.1093211,1.5303068,1.1433468,1.2719469,1.1270789,1.0846518,0.5476188,0.3758391,1.050218,0.43309247,1.3062365,0.7184049,0.95528746,0.9204981,1.1471679,0.943649,1.3140581,1.0978512,0.85477626,0.9589911,1.4118769,1.2560632,0.8797013,1.2800825,0.48235118,0.7259201,1.1168082,0.70815736,0.55226386,1.3882542,0.48805976,0.66979074,0.69419396,1.3943536,1.1590232,1.3206735,0.92685145,1.2304374,0.9790773,0.38419378,1.2658107,1.1480998,1.3321035,1.0847614,1.2139286,0.88305044,0.9644337,0.81368804,0.59126306,0.9317531,1.1506188,1.2683762,1.2571709,1.0615823,0.87174445,1.172499,0.8868767,1.4075007,0.81951714,1.3730075,0.67949784,1.0493835,1.2407788,1.4363394,0.62879896,1.4258049,0.6050231,0.8331821,0.56460893,1.1763858,0.6711865,0.58786273,1.4629656,1.29928,1.1973464,0.85509926,0.6597202,0.7387817,0.99006224,0.9463783,0.5375987,1.1388308,0.8496051,1.5079906,1.455828,1.3738928,0.75203544,0.58891606,0.6266451,0.89709747,0.37701434,1.0546684,1.1021769,0.75100183,1.1796643,0.71807504,1.0069387,0.7891725,0.6716467,1.0605282,0.78416044,0.75865054,0.9186459,0.8126006,0.9711242,1.2828851,0.8056207,1.4499631,1.1913544,1.4038429,0.8307126,1.3122637,1.0340852,1.3788216,0.7825604,1.1153564,0.0,1.1504894,1.0219642,0.5010593,0.70400715,1.21259,0.94900435,1.2402786,1.4479,1.324944,0.40874004,0.90841705,0.90425605,0.6749234,0.68502796,0.7307502,0.8121156,1.188383,1.1774545,1.0320299,0.7406031,1.3273504
