,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
rooster,0.9442917,0.9954522,0.96010125,0.8024696,1.3318454,0.9698107,0.90082353,0.9675769,0.8277403,1.3385398,1.0750722,1.2720821,1.0225035,1.210476,1.3461185,0.2567383,1.239579,1.1448117,1.0501714,0.7417535,0.82609415,1.2205068,0.9993405,0.94407743,0.96553046,0.5146045,0.8987381,0.8565329,1.0738516,0.6493467,0.97437316,0.88603455,1.0139186,1.1890224,0.9569887,1.1367136,0.91395265,1.2552412,1.2170522,0.9295108,1.2468529,0.79748493,1.0120418,1.074885,0.5604196,0.76664066,1.1013647,1.2238729,1.3026915,0.5665019,0.9077258,0.9719003,1.124066,1.0126517,1.1641959,1.1326519,1.1415027,0.8087129,0.7443357,1.019209,0.78819674,0.5872478,1.1560571,0.9714092,1.1792525,1.1147891,0.82497716,1.0955565,1.093866,1.1101474,0.8854173,1.2614225,0.6780243,1.21619,0.58143526,1.2058256,1.3148195,0.9287921,1.3703309,0.937345,1.0734426,0.5791314,1.0966086,1.0996195,0.8893664,1.1731011,0.9716656,1.0094687,0.9419756,0.9152107,0.8667437,1.131858,0.930287,0.92735034,1.1799386,0.9596268,1.4277382,1.2496686,1.275019,0.9156752,0.90886915,0.29876107,1.045377,1.0873213,0.9040022,1.08086,0.607651,1.0156457,0.7042561,1.0018495,0.8437896,0.7463061,0.8122058,0.8542195,1.1693751,1.1226562,0.0,0.88568604,1.3067387,1.1419954,1.2956722,0.94874716,1.2760928,0.88924444,0.9551662,1.2049553,1.2032533,0.9470063,1.105521,0.7860787,0.91176474,1.117207,0.7918527,0.90146965,0.95224047,0.6282456,1.2611698,1.2793145,1.3256798,0.9290609,1.0592935,1.020794,1.2780132,0.8624847,0.8423811,1.1540912,1.0611839,0.96839684,0.85457575,0.9199134,0.9945823,1.1591326
sandwich,0.97330564,1.0477023,1.196038,0.8622415,1.0038009,1.0801591,1.1091825,0.9901431,0.81535393,0.97971565,1.0081944,1.1692194,1.0530751,1.039921,1.1154969,0.875274,1.1029811,1.0607611,1.076763,0.9576261,0.7909432,0.9902093,0.9303147,1.0075384,0.90732116,0.9889002,0.9417634,1.1324651,1.1162306,0.9464435,0.9250439,0.9609825,0.9708115,1.0095004,0.89720136,0.81894296,0.59014344,1.19975,0.8811977,1.0799611,1.0282941,0.8747267,1.1045325,1.0264423,0.9578521,1.044796,0.9536292,1.0997435,1.1514167,0.99937373,0.92247844,1.0852791,0.8589273,1.1260836,1.1106929,1.0853434,1.1566162,0.90346056,0.9006864,1.0864049,0.73577964,1.1030021,1.055142,0.7283176,0.80480003,1.1374866,0.89383984,1.0644387,1.0306447,1.1277959,0.9041966,0.9237821,1.1284262,1.2252094,1.0568913,1.0598385,1.1374483,0.9360963,1.1251698,0.7986392,0.9988619,0.88393974,0.9939368,0.8469312,0.87733877,0.92867756,1.0140456,1.1045698,0.77915406,1.1236414,0.69268006,1.0427803,1.1432339,1.2102435,0.9846687,0.8689103,1.1434238,1.124967,0.98619187,1.0070913,0.9730881,1.0110437,1.0295469,1.0890296,0.904397,0.9222003,0.9068768,0.86806273,1.1002785,1.1753212,1.1253185,0.9898671,1.0125546,0.98815405,0.93320143,0.959345,0.88568604,0.0,0.9170027,1.01482,1.1229568,1.0991819,1.0587457,0.9332389,0.94488466,0.8228582,1.2237092,1.1130732,0.8546237,0.9382833,0.9303681,1.0514948,0.72411096,0.93597674,1.0898836,1.1060357,1.1329145,1.2015893,1.0842471,1.0645617,1.0874782,1.0321542,0.7793435,0.78890127,1.1023704,0.86030704,1.0491524,1.0615057,0.9287361,1.0111382,0.9652581,0.99592674
scarf,0.7908078,1.00523,1.2951115,1.3608946,0.45726538,1.2809715,1.3730719,1.1420658,1.1261593,0.69102454,0.79639745,0.66088575,1.2947094,0.7427786,0.40084338,1.3656251,0.61607105,0.9688887,1.2124555,1.4504881,1.4675639,0.9433246,1.267238,0.9148143,1.2488947,1.393908,1.343413,1.1243505,1.0239844,0.9685501,0.970685,1.373283,0.8600317,0.50486535,1.2779255,0.8629472,1.2168763,0.6728628,0.87328035,1.4519808,0.7297739,1.4509331,1.1063409,0.94944096,1.0157442,0.92060554,0.8453888,1.1738993,0.4304222,1.1815248,0.89627707,1.2247752,0.7355369,1.2565387,0.79237235,0.9413091,0.83669126,1.4360471,1.1632174,0.90750885,1.3049914,1.3353426,1.0025704,1.0431684,0.7391874,1.0614511,0.7475982,1.0261146,1.2031491,0.71587,1.2176522,0.587843,1.2170779,0.9039249,1.1450028,0.88017565,0.5279284,1.134239,0.38300204,1.2485209,0.87332284,1.4604919,0.7459251,1.064459,1.2660446,0.41703367,0.9242731,1.2695048,0.9057138,1.3382151,1.145037,1.0251459,1.1811568,1.3034468,0.84397614,0.6487607,0.39164412,0.41480118,0.8680485,1.4383491,1.4321785,1.2794774,1.0795647,0.8248911,1.1412897,0.860857,1.2346611,1.3799721,1.319535,1.096799,1.3158585,1.1134503,1.3930628,1.1710767,0.82064366,0.7785453,1.3067387,0.9170027,0.0,1.0063354,0.47078943,0.89660704,0.42787182,1.0603098,0.9545447,0.9689049,0.8323864,1.367405,0.6931194,1.3364365,1.2242881,1.2749016,1.2541227,1.126438,0.98552865,1.3891529,0.7449452,0.4720493,0.72515047,1.4645356,0.99910533,1.1937188,0.71984744,1.1396786,1.2637779,0.861951,1.0506891,1.2176689,1.0122781,1.2998059,0.99430037,0.98913276
scissors,1.0140189,1.178219,1.1882515,1.2335069,0.9340131,1.0890393,1.010101,0.8603122,1.1555892,0.909726,0.9965488,1.0441782,1.079294,0.9649252,0.98855627,1.0309511,1.02074,0.9001318,0.7091078,1.1171479,1.0275213,0.80817115,1.0431399,0.8516695,0.93369514,1.0078903,1.2026477,1.0622306,1.0523465,1.1937689,1.0440722,0.9137421,0.96311593,1.0483383,0.9630462,0.71694434,0.828099,1.0701394,0.9421375,0.8996687,0.8291498,1.0500982,1.0462902,0.8823327,1.1609126,0.96972007,1.090251,0.8397379,1.049074,0.993363,1.1639743,1.2179106,1.1023028,1.075693,1.0780202,1.1009605,0.95485693,1.0373592,1.0240383,0.885753,0.7654853,0.7622936,1.0556283,1.0013655,0.8544058,1.076891,0.92936707,1.1236876,0.75081813,1.078276,0.9713112,0.9125378,1.1620392,0.8500262,1.186801,0.679547,0.93996847,1.0070834,0.9864079,0.6559968,0.887561,0.93587637,1.0244426,0.9774962,1.068965,0.8200325,0.8396863,1.158282,1.0766529,1.1768385,0.99628824,1.1536341,1.2505603,1.1922491,0.97620034,1.0977637,0.96813875,1.0754584,0.7062839,0.8887574,0.8512714,1.0716022,0.9949588,0.9384574,0.98915446,1.0235535,1.1772311,0.8082168,1.0597172,1.172456,1.1152182,0.82867134,0.8923099,1.1234885,1.0395254,1.1546146,1.1419954,1.01482,1.0063354,0.0,1.0601666,0.7850792,1.148571,0.8535832,1.0194093,0.9192719,1.0151696,1.0928574,1.0623949,1.007757,0.9696838,1.0525984,0.8021219,0.7592142,1.0401001,1.0457978,0.8767505,1.1450638,0.83711535,0.87844616,1.144221,0.94270355,0.42520094,0.9119333,0.74901617,0.73616683,1.1370871,1.0178459,0.76576734,0.9906086,1.1977596,1.0345083
shirt,0.7402347,1.1182766,1.314194,1.4296365,0.36654794,1.3607657,1.4286716,1.2725604,1.2614622,0.6033412,0.91796714,0.55491996,1.4025819,0.6776452,0.16303992,1.3830559,0.68648446,0.844822,1.1750119,1.5081666,1.5165849,0.90313673,1.3571869,0.98417175,1.2715366,1.2958579,1.4365196,1.113379,1.1627378,0.8766749,0.9423722,1.335038,0.6753826,0.31957352,1.3806324,1.051685,1.2953553,0.5255518,0.9966557,1.5604746,0.6354195,1.5044746,1.0940318,0.9113049,0.91694194,0.8624092,0.69575024,1.1897242,0.23880816,1.0572193,1.0671037,1.2742534,0.8482545,1.2862419,0.48916042,1.0871385,0.65072966,1.5125173,1.2259288,1.0188348,1.4832394,1.2923666,0.90773547,1.0806255,0.6990401,1.0656403,1.0852332,0.83065647,1.2824702,0.4708199,1.2822719,0.65165454,1.3029497,0.82050145,1.1053146,0.77886033,0.4457922,1.1092149,0.3204348,1.442883,0.77004397,1.5546043,0.6883444,1.1609957,1.1819783,0.5780876,0.8803712,1.3190316,0.9709818,1.3634615,1.3639939,1.1335043,1.2767696,1.2778722,0.7960689,0.83907133,0.197945,0.35240066,0.86674094,1.5470458,1.5391523,1.3400363,1.2213559,0.6433457,1.3112178,0.94442767,1.3054742,1.4693094,1.3694465,1.1732931,1.3989671,1.2016863,1.4552794,1.3197839,0.70748466,0.8266445,1.2956722,1.1229568,0.47078943,1.0601666,0.0,1.0149957,0.5249778,1.1562395,0.85836226,0.9953818,0.608529,1.4612207,0.7420054,1.3884792,1.3628585,1.2434921,1.4780874,1.1940613,1.0682027,1.3569955,0.81032246,0.24750078,0.5452868,1.4409878,1.1007075,1.3217056,0.8299706,1.3909218,1.2547109,0.86929363,0.8413625,1.100382,0.9463165,1.4337969,0.7862422,1.1433779
shoe,0.778758,1.1021761,1.2358135,1.2149262,0.98944044,1.1528896,1.1854426,0.89407957,1.0162151,1.024694,0.82520837,0.9037969,1.2481302,0.96318537,0.81888664,0.9090224,0.7310155,0.9859887,0.9775538,1.2412906,1.193985,0.9064924,1.1499696,0.9290006,0.99384373,0.977127,1.266124,1.102048,0.9807689,0.8856734,1.0528275,1.0965182,0.9954883,1.0541165,1.0645489,0.8483011,1.0230782,0.9120671,0.93718797,1.2252539,0.88247454,1.1741159,1.0055112,0.8599098,0.83142614,0.8971763,1.1428294,1.1332979,0.9527467,0.92943907,1.074158,1.1992565,0.95379514,1.104047,0.9853757,1.020072,0.98051924,1.1387081,1.0469053,0.1250515,1.1076787,0.8936688,1.0203644,1.1030686,1.0093424,1.1051803,0.47811693,1.1175354,0.9717947,1.0175927,0.97265875,0.93789536,1.0370511,0.95286286,1.0325165,0.96545416,0.9258051,1.0111125,0.913494,1.108736,0.9468197,1.160432,0.94533193,1.0273427,0.97542095,0.6628892,1.0009198,1.2285663,0.9934133,1.2985764,0.95387673,1.1967214,1.1545949,1.1742017,1.0406718,0.8332852,0.933651,0.9313798,0.9170433,1.2276982,1.2362677,0.9421998,0.9704642,0.8892689,0.78413206,0.9648933,1.090316,1.0563267,0.9594686,1.1043601,1.1559014,0.948701,1.0761342,1.0369445,1.1151546,0.96654683,0.94874716,1.0991819,0.89660704,0.7850792,1.0149957,0.0,1.0277077,0.9164497,1.0329304,1.1179014,0.9654224,1.1872649,1.0806091,1.1339611,1.0480288,1.1641474,1.0968652,0.9680208,1.0725495,1.1256503,0.94669604,0.9667605,0.95182973,1.0392259,0.94020355,1.10239,0.9329997,0.86535776,0.8573874,0.85337305,1.0683714,1.1465786,1.0389879,1.1290934,1.0821004,0.9574549
shorts,0.97263306,0.67686635,1.0747246,1.3309294,0.54589474,1.2827463,1.2433751,1.0751184,1.1592326,0.84657645,1.022444,0.87049645,0.9502516,0.7869821,0.5689174,1.3119214,0.8744633,1.1431738,1.1521866,1.3581935,1.3951792,0.96869373,1.0618349,0.90251374,1.2553245,1.4190785,1.0368856,1.1166528,0.79992795,1.0361629,0.88555366,1.35673,0.9270197,0.4840088,1.1054312,1.0570787,1.2541952,0.78987294,0.94611156,1.2839665,0.90257096,1.3560286,0.98837453,1.044748,1.0567274,1.0513895,0.8444983,0.9528918,0.46221757,1.1960541,0.7496858,1.0918878,0.95671636,1.04062,0.88475364,0.7849542,0.8839704,1.3036335,1.2962043,0.8858312,1.3334699,1.399497,1.094381,0.9696981,1.0320064,0.83189076,0.75741816,1.1488168,1.238837,0.80302954,1.1258068,0.65520465,1.0879973,1.0200424,1.155794,1.0840846,0.6725838,1.1656982,0.27797425,1.1791388,0.99821883,1.3930998,0.8077457,1.095773,1.3278449,0.63089156,0.98377025,0.9753962,0.9391252,1.2041509,1.0837941,0.69856703,0.942207,1.0883257,0.7808994,0.98986363,0.48766166,0.24014711,0.87493044,1.2682518,1.2614487,1.1660489,0.89952815,0.90352446,1.1123515,1.1099232,1.1659559,1.3169904,1.0693632,0.8924503,1.1345388,1.0493196,1.21808,1.082884,0.8503229,0.9966738,1.2760928,1.0587457,0.42787182,1.148571,0.5249778,1.0277077,0.0,1.1581061,1.0124363,1.0278066,1.0504645,1.0935098,0.91930795,1.3561041,1.0223955,1.1041712,1.2782803,1.1028811,0.78846276,1.3079252,0.72627836,0.63995874,0.9539129,1.3788414,0.8170274,1.0450768,0.97520936,1.1232378,1.3823231,1.0295693,1.1911168,1.1415318,1.0365041,1.0970434,1.1090099,0.84535456
shovel,1.059343,0.96250063,0.8685216,0.91988754,1.1451933,0.56763923,0.73263633,1.0292311,0.8584164,1.1031858,1.0497385,1.1169827,1.0891443,1.1575036,1.1064806,0.83202016,1.0085732,1.1479018,0.93063074,0.94318736,0.71667475,0.9948332,0.979193,1.0633442,0.8210871,0.87418467,1.0404961,1.1318774,1.0395879,1.0181437,0.9934382,0.79257673,1.1563723,1.2219288,0.8784818,1.0938728,1.0382979,1.122494,0.99458826,0.9665743,1.0958798,0.7912395,1.0289133,0.9963271,0.9981154,0.8842109,1.247865,1.0031642,1.0845506,0.7889961,1.0255182,0.67351913,1.1917989,1.0287724,1.1751854,1.0183483,1.1550379,0.9182971,0.7897397,0.9789126,0.8690913,0.9155322,1.1279794,1.0944916,0.97668564,1.1501098,0.84453934,1.1260483,0.8473917,1.1687908,1.0100048,1.0846474,0.9065336,1.0700722,0.9364924,1.0423853,1.1131366,0.94022703,1.1730304,0.89130014,1.2354155,0.72608477,1.1415291,0.8760513,0.83792174,0.9633012,1.2052759,1.1309198,0.9538005,0.99977386,0.8310852,1.0907358,0.8525081,0.86893725,1.2141836,0.9685321,1.1190639,1.2225782,0.8687316,0.9568648,0.9252327,0.84948224,1.0986942,1.0300473,0.83139247,1.0097693,0.9579079,0.72585005,0.97832763,1.0172933,0.9221932,0.84184164,0.85679007,0.8754604,1.246654,0.9940397,0.88924444,0.9332389,1.0603098,0.8535832,1.1562395,0.9164497,1.1581061,0.0,1.0586689,1.0133543,1.1390729,1.0328758,1.134485,0.7979299,0.8446265,1.0584992,0.654782,0.86760837,1.0366032,0.8502617,1.1848849,1.1465595,1.0504278,0.7221288,1.0132667,0.96331483,0.90241057,0.752209,0.69642776,0.9381154,1.1878855,1.0826395,1.0551498,0.9814762,1.2350461,1.1537546
shower,0.87765115,1.2270898,1.3130031,1.1159656,0.8052622,1.2268846,1.270097,1.2747717,1.1200333,0.46945345,0.76178634,0.69877183,1.225008,0.8328353,0.8621445,1.0657316,0.86990905,0.7701076,1.1467859,1.2235541,1.2368442,0.91277635,1.3141673,1.0350025,1.146782,1.0591193,1.1800283,1.0594366,1.2546394,0.8433292,0.92412835,1.0789214,0.7370369,0.7383328,1.0566679,0.9477591,0.96845096,0.76646364,1.0775447,1.2500018,0.7062303,1.2363523,1.0687693,1.1312402,0.92291874,1.1097527,0.5340147,0.97668463,0.8840776,0.9168581,1.0845456,1.2422249,0.69191,1.0848851,0.90951025,1.1983056,0.8323024,1.2577748,0.98237944,1.0820104,1.1689835,1.1680977,0.9582685,1.1398385,0.8001539,1.1524662,1.2491326,0.75492346,1.2592041,0.9127765,1.3363206,1.0581114,1.2746109,0.89692914,1.0008277,0.8263596,0.8122729,1.1902568,0.884176,1.1202378,0.8587756,1.0076604,0.9916169,1.2392982,1.0475633,1.0108035,1.0211139,1.1644194,1.0897031,1.173334,1.141387,1.1876764,1.2177112,1.30163,0.7519269,0.87092173,0.8013258,0.8338134,0.84960663,1.204626,1.1980826,0.986876,1.28511,0.9772935,1.1796395,0.9362619,0.9679968,1.2070612,1.1123366,1.2416677,1.3302655,1.1019422,1.1675011,1.0910032,0.598661,0.92498964,0.9551662,0.94488466,0.9545447,1.0194093,0.85836226,1.0329304,1.0124363,1.0586689,0.0,0.83232886,0.6860549,1.2345986,0.6634969,1.2478461,1.1545874,1.1910709,1.2054987,1.0326126,1.1904035,1.2188281,0.9219799,0.8367744,0.70519966,1.2218469,1.2019079,1.1401858,0.9047031,1.1909746,1.1343613,1.0233757,0.77827555,1.0273018,0.870283,1.2898712,0.7323583,1.0540516
sink,1.0464981,1.231447,1.3013661,0.97708225,0.8841645,1.089151,1.0736262,1.2212768,1.0033752,0.4442308,1.0784429,0.9117933,0.9390723,0.7173253,1.039695,1.114152,0.9689759,0.84850675,1.0696083,0.9978603,0.6739943,0.824396,1.1778786,1.1013199,0.7408533,1.1955422,0.86640227,1.0175259,1.2556263,1.0456927,0.7446681,0.8833587,0.93507564,0.97500086,0.8018499,0.91262716,0.99063677,0.9475416,1.1002892,1.0809115,0.8018759,0.8248119,1.0748287,1.0000062,1.0585177,1.2105563,0.7426237,0.6196253,1.0203452,0.95204043,1.1944124,1.1926724,0.98273826,1.0903379,1.0943422,1.1713833,0.9548561,1.0552156,1.0398624,1.161649,0.7768675,1.2092988,0.96178585,0.9714786,0.6331822,1.1335306,1.2096907,0.99833876,1.1423755,1.0917121,1.0870736,1.002279,1.2706146,0.9846704,1.3157196,0.93333197,1.0508258,1.0023736,0.9490083,0.7350111,0.844137,0.87618256,0.9757731,0.95887136,1.0696131,1.0409509,1.0432383,1.046888,0.9700864,1.1343606,0.9125871,1.1443768,1.1782424,1.3002527,0.5119813,1.116001,0.97532195,0.95145106,0.79640484,0.9501543,0.98558384,1.1648611,1.2250928,1.0326668,0.97566926,0.93625796,1.079125,0.6144599,1.1892097,1.2714944,1.3184466,1.0427465,0.84068274,1.1283059,0.4786172,0.916991,1.2049553,0.8228582,0.9689049,0.9192719,0.9953818,1.1179014,1.0278066,1.0133543,0.83232886,0.0,0.9151588,1.137443,0.89654005,1.0710403,1.0119455,0.89136505,0.7614765,0.88281804,1.2021283,1.2452832,1.0179002,1.0170164,0.76474786,0.9535306,1.2233909,1.1470547,0.7911271,0.9472248,1.1119366,0.7069269,1.0419604,1.0649029,0.8397272,1.1016613,0.9722855,0.8791977
slide,0.6774957,1.4000978,1.3856369,1.2645236,0.70223606,1.2419698,1.274237,1.443192,1.2885271,0.39998293,0.6159876,0.36035687,1.4194865,0.57661504,0.5750163,1.1781486,0.52760637,0.29927468,1.0924023,1.3629053,1.407021,0.8378569,1.5070821,1.0678401,1.1095661,1.175878,1.4315422,0.863559,1.4338973,0.82147497,0.8131126,1.2582929,0.8178962,0.7239635,1.2784137,1.0981377,1.3016008,0.46322507,1.196419,1.4174688,0.4396339,1.3957026,1.2566018,0.96318775,0.9169662,0.8605336,0.68205535,1.1351504,0.6614044,0.87371725,1.2909963,1.3017927,0.6852063,1.3212361,0.7439703,1.3123527,0.72144103,1.4013746,1.1792533,1.102541,1.3960087,1.194747,0.7469933,1.2891328,0.6553572,1.2844229,1.4127157,0.53862816,1.3052171,0.7824189,1.4185917,1.0447257,1.3986139,0.45933044,0.9538963,0.55432093,0.46160334,1.1530063,0.692587,1.3576279,0.6563472,1.3379164,0.80024576,1.253184,1.0807972,0.9730747,0.89725614,1.3069445,1.2072046,1.2917618,1.431621,1.4361552,1.3752677,1.3391697,0.7222147,0.7792157,0.54813015,0.7396351,0.965281,1.4220927,1.4264507,1.2416795,1.4127307,0.6806143,1.2764964,0.85584277,1.2735428,1.4091629,1.31926,1.3419454,1.4638469,1.1519263,1.3575257,1.2581674,0.5697136,0.7731137,1.2032533,1.2237092,0.8323864,1.0151696,0.608529,0.9654224,1.0504645,1.1390729,0.6860549,0.9151588,0.0,1.4549456,0.6138903,1.3423687,1.3545302,1.2725496,1.4593713,1.001845,1.3383741,1.279615,0.73960286,0.49409246,0.38414228,1.2829102,1.3347752,1.4496477,0.93179244,1.4016156,0.93082964,0.85676545,0.48663116,0.8428095,0.9062866,1.4807456,0.4263429,1.2147226
slipper,1.4700032,0.5826456,0.34398043,0.56460595,1.3500724,0.6470402,0.5992082,0.65931225,1.0070287,1.4973618,1.1889637,1.4910414,0.2749306,1.4974208,1.4738688,0.96499896,1.480993,1.3192763,1.000511,0.37857884,0.65840805,1.4112142,0.45948243,1.0669873,1.076761,0.86649567,0.46352726,0.9363227,0.58080626,1.275689,1.2789178,0.79100096,1.3682423,1.3428432,0.9067904,1.1208916,0.8842347,1.4691703,1.0095363,0.14934385,1.6246725,0.6013112,0.7478845,1.2661906,1.2871896,1.2922168,1.3485622,0.88466716,1.3461683,1.1986334,0.8134817,0.5826366,1.1725905,0.5453602,1.1862215,0.5507617,1.3098589,0.4319315,1.0471598,0.9900805,0.5930697,0.827779,1.2571651,0.97080505,1.4682729,0.49732715,0.977045,1.2517147,0.7600993,1.1925833,0.75926816,1.1172036,0.39632392,1.2640567,0.9356594,1.4567189,1.4201734,1.1812979,1.377739,0.5796999,1.3933938,0.6329436,1.24883,1.082865,1.1116192,1.4220635,1.2070538,0.44641596,1.2098056,0.12357581,0.79849064,0.3577243,0.5089442,0.42957354,1.3337219,1.2995071,1.4626081,1.3319622,1.2567166,0.21833152,0.2289319,0.8238632,0.64897126,1.2544467,0.9074004,1.2255982,0.8982229,0.6668167,0.576935,0.49501997,0.26644135,1.0777105,0.6979145,0.7033543,1.4244142,1.3003926,0.9470063,1.1130732,1.367405,1.0928574,1.4612207,1.1872649,1.0935098,1.0328758,1.2345986,1.137443,1.4549456,0.0,1.2728174,0.7846333,0.7184484,0.70664406,0.6252831,1.1401501,0.81392735,0.7033181,1.2108791,1.3802023,1.6035843,0.77979165,0.49660265,0.3119601,1.2132263,0.801092,1.0838664,1.5186162,1.2368481,0.9111633,1.2794433,0.32827735,1.3459499,0.81358624
snow,0.85082567,1.1967913,1.3701483,0.9705466,0.75327283,1.2106452,1.3274472,1.2863855,1.093751,0.5098412,0.6227317,0.58678746,1.1974274,0.7359977,0.74477947,1.207225,0.68563926,0.6459428,1.2394269,1.3341833,1.2943482,1.0197222,1.3050768,1.1332808,1.2615467,1.1723903,1.3045995,0.8938165,1.3010061,0.88045526,1.0703337,1.2062054,0.77165544,0.6740453,1.1525009,0.7367277,0.97838676,0.7406956,0.8875176,1.3015375,0.70928395,1.3684859,1.1158457,1.0820936,0.9449388,1.0221103,0.7532778,1.1312423,0.7851514,1.1028659,1.1574066,1.3118572,0.5111226,1.1518296,0.8046421,1.232588,0.8106344,1.215059,1.1593426,1.1608192,1.278795,1.1649629,0.93298805,1.0934868,0.7113537,1.1776885,1.2245301,0.64715904,1.2461056,0.84263396,1.2810235,0.9881946,1.3165627,0.76971924,1.1104311,0.88248914,0.5909837,1.2321466,0.6830296,1.1771927,0.8539025,1.325587,0.8817032,1.232294,1.1694453,0.8950627,0.710679,1.1707618,1.0418549,1.1918272,1.289181,1.2452596,1.234236,1.3643708,0.89957625,0.50230134,0.6989015,0.72124296,0.9334459,1.2652862,1.2848177,1.2035564,1.3334148,0.87396514,1.1527547,0.6939396,1.2094772,1.3017098,1.2115011,1.2728732,1.3511544,1.2876805,1.2577515,1.19738,0.7524289,0.72340715,1.105521,0.8546237,0.6931194,1.0623949,0.7420054,1.0806091,0.91930795,1.134485,0.6634969,0.89654005,0.6138903,1.2728174,0.0,1.3389232,1.2092952,1.1213026,1.3000239,1.201281,1.1863155,1.3334237,0.8109894,0.69186056,0.65335745,1.2922213,1.2560642,1.2701197,0.8135951,1.2531244,1.1990125,1.0294589,0.79023206,0.93712646,1.0721011,1.3626328,0.81069803,1.0159198
soap,1.2168671,0.8812703,0.61443585,0.7775594,1.3444159,0.6396433,0.64166135,0.71775657,0.660218,1.3372172,1.2471057,1.4032292,0.9546618,1.371167,1.36949,0.8360179,1.353437,1.2751563,0.8627633,0.41615647,0.4416991,1.0169647,0.6802335,0.9615475,0.47214484,0.7323771,0.7126801,0.98714596,0.8540181,1.2075036,1.0920055,0.62222147,1.1945739,1.3776515,0.9202301,1.1693202,0.86873424,1.3851403,1.0237248,0.6781146,1.3161035,0.29836082,0.92797685,0.9053259,1.1236091,0.9651508,1.2626481,1.0323107,1.3463638,0.88790214,1.0660173,0.59382266,1.3643795,0.9185789,1.269954,0.89905536,1.187994,0.7594738,0.72939134,1.1257038,0.6539793,0.75277424,1.1312147,1.1066035,1.0229057,1.0647964,1.0131432,1.264493,0.70063245,1.2692361,0.6423493,1.1939211,0.8219371,1.2438852,0.9525969,1.2872736,1.3974056,0.40798485,1.4824798,0.8064642,1.1604465,0.65402555,1.3031306,0.7048003,0.54994535,1.2891164,1.1645653,0.94094396,0.9129682,0.7592751,0.70180565,0.9964188,0.88417184,0.61478513,1.2354771,1.2379053,1.4096626,1.4368879,1.1182534,0.7557735,0.74718136,0.8469877,0.78968763,1.215491,0.9020164,1.0195116,0.8606724,0.58927184,0.84879005,0.86451983,0.63877213,0.82971525,0.7014296,0.8926275,1.2377918,1.2787364,0.7860787,0.9382833,1.3364365,1.007757,1.3884792,1.1339611,1.3561041,0.7979299,1.2478461,1.0710403,1.3423687,0.7846333,1.3389232,0.0,0.8981208,0.887324,0.5992774,0.942389,0.9483694,0.526044,1.2356489,1.3205392,1.281313,0.42692125,0.9039928,0.7592965,1.0726656,0.7504283,0.71129835,0.95084876,1.2526227,1.0132633,1.1082475,0.7444441,1.2691015,1.1132408
