,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
bear,0.6066466,1.1227857,1.1635634,1.0978489,0.94705456,1.0713825,1.0800648,1.0568736,1.065468,1.0647823,0.0,0.9274492,1.127737,1.0303128,0.7307408,0.85136044,0.94383997,0.97932553,0.8193245,1.1857307,1.2373328,0.89685374,1.080168,1.07495,1.2583134,0.96195245,1.2765273,1.232405,1.0797455,1.0920591,1.2092495,1.1080874,1.0094515,1.0588535,1.0732071,0.63225985,1.0033574,0.9875528,1.1940795,1.0298586,1.2167863,0.7382396,0.645711,1.0934544,1.1881924,0.92237806,1.1544807,1.1058605,0.9733181,1.1167836,0.91763055,1.1527593,0.98877734,1.1241965,1.1187625,1.2122335,0.71611017,0.7438142,1.0106161,1.1928121,1.1337962,0.99054545,0.9483239,0.98900515,1.1458926,0.73484707,0.9178594,1.054259,1.2033854,1.1175389,1.1109738,1.0628716,1.1477151,0.90131164,1.0080318,0.9308134,1.0168409,1.1089244,0.74410677,1.2067492,1.1900876,1.1743462,1.0389827,1.0525632,1.0748646,1.0307649,0.9827528,1.0897837,0.6994335,0.77285236,1.1708813,1.1677375,0.86430347,1.0908875,1.1768495,1.043439,1.1773006,1.1137662,0.7030691,1.1221448,1.1202813,1.0682758,1.1694746,1.0334496,0.98830545,0.8911029,0.9504962,1.0190585,1.0768058,0.90801305,0.9733257,1.182944,1.006381,1.2153945,0.9569962,1.1275109,1.1504803,1.1146165,1.05568,1.1629124,0.90130043,1.058367,0.98506236,0.96512496,1.1668459,1.2278764,1.1916296,1.0322088,1.1884387,0.8598841,0.93824506,1.2672677,1.1412812,1.0635889,0.86102104
bed,0.6938058,1.1950735,1.4721067,1.3720322,0.37623763,1.3528035,1.2455909,1.2074225,0.73285353,0.36482418,0.9274492,0.0,1.231676,0.38670206,0.51650804,0.9356043,0.20959508,0.5373708,0.71930164,1.5121017,1.5508354,0.78145456,0.92575276,0.6515022,1.4773214,1.1999859,1.4728014,1.2937737,1.4260769,0.74875104,0.92322445,1.5257009,0.42996436,0.81164664,0.9690005,1.0658963,0.15331078,1.069625,1.6024307,0.4524622,1.4814723,0.6466893,0.9244034,0.7096231,0.94606304,0.858608,1.4219775,1.4859607,0.866389,1.2583168,0.7377235,1.4328973,1.4049381,1.3696117,1.0796754,1.3408841,1.1020585,1.0126362,1.1008183,1.5329556,1.2230511,1.3471603,0.6985746,0.9244165,1.4640816,0.85560375,0.78129184,0.40763307,1.3859664,0.5037244,1.1597666,0.58044493,1.4473693,0.78908056,1.0447623,0.8899473,0.8137359,1.2272292,1.0625032,1.3705013,1.0841268,1.5210073,1.1557133,1.3079832,0.9178658,0.8957459,0.3569765,0.5982897,0.4864387,1.0421557,1.4630051,1.4178995,1.1611638,1.148828,1.009998,1.0115378,1.3334103,1.4216856,1.0492135,1.4260153,1.1438917,1.2762198,1.0035995,0.8439265,1.2722687,0.6671659,0.9259328,0.5515784,0.93371767,0.5820325,0.92418325,0.972775,0.35645723,1.5523336,0.6323447,1.3895026,1.2770548,1.3658524,1.433564,1.3908299,1.1527973,0.6877237,0.49311876,0.27964842,1.6167889,1.5529678,1.4582512,0.9294381,1.0512528,1.0496957,0.8047431,1.1531996,1.4667408,0.5103103,0.8925419
belt,1.3250197,1.1078924,0.777166,1.036036,1.2465138,1.0647782,1.0375036,0.9683045,1.2065262,1.2243874,1.127737,1.231676,0.0,1.0975661,1.367809,1.0156729,1.2643173,1.0814373,1.04331,0.6578447,0.5802226,1.0718105,1.2765974,1.07992,0.7215351,1.0994936,0.63730043,0.9146828,0.94314265,0.8544693,0.97645277,0.73528665,1.1517227,1.1250123,0.9347356,1.1723112,1.1676453,0.9338195,0.47362918,1.1751459,0.6693711,1.2123972,1.207194,1.0697908,0.7400545,1.1947097,0.62624544,0.80508995,1.0998908,0.745401,1.1059921,0.69622076,0.67930675,0.80680335,1.1067548,0.5734345,1.213419,1.1033449,1.2222159,0.65391165,1.0258341,1.0307084,1.1429986,1.2259941,0.7793221,1.1415105,1.1596752,1.1528172,0.94738585,1.0546999,0.7549506,1.1356294,0.6966078,1.1495842,1.1989808,1.2703285,1.2225283,0.9670268,1.2126219,0.5460776,0.9352921,0.33449447,1.028328,1.1829643,1.0758812,1.1291817,1.2253652,0.9832495,1.2309599,1.127847,0.4907934,0.48816997,0.86876416,1.1762401,0.7711216,1.0462031,0.85914963,0.9209189,1.100647,1.0824838,1.1192713,0.7689393,0.9154332,1.0135624,1.019831,1.1784668,1.1623116,1.1432492,1.2849647,1.1117169,1.1827036,0.9709384,1.1843736,0.51528645,1.1443393,0.92819065,0.9479433,0.41300178,0.9254632,0.97467905,0.8648651,1.2197211,1.1703655,1.2670038,0.6276929,0.638529,0.6446553,1.1810586,0.988236,1.2201195,1.2854837,0.77267003,0.6902826,1.101481,1.1452863
bench,0.9047998,1.0750979,1.4724977,1.1908025,0.5570873,1.3961204,1.251539,1.1995637,0.63308465,0.4077108,1.0303128,0.38670206,1.0975661,0.0,0.8395818,1.1821454,0.43111008,0.76880807,0.9017408,1.4100635,1.3508763,0.80218995,0.8923462,0.49036622,1.2315983,1.2172384,1.0575935,1.0241518,1.2863,0.74154234,0.63861126,1.3856931,0.42730898,0.61524594,0.64898926,1.2018622,0.41131455,1.0080055,1.3571763,0.5355317,1.3328834,0.79629326,1.1271858,0.5181514,0.80297816,0.8756019,1.253687,1.4353044,0.95195985,1.2239441,0.97790676,1.2862918,1.4013472,1.2714412,1.0097902,1.048196,1.2910295,1.1180695,1.1943682,1.4250872,1.0868185,1.3391782,0.9451681,0.86790955,1.4581362,0.94474554,0.8516798,0.6969532,1.4163048,0.52217156,0.76891935,0.45909798,1.1967858,0.9798083,1.0958222,0.8498458,0.92359245,1.1593665,1.2105573,1.3466355,0.60421795,1.363519,1.1528677,1.2381927,0.648504,0.9575732,0.6512804,0.63792384,0.8276515,1.1928816,1.2391225,1.1776042,1.2413509,1.0352484,0.7054763,0.933701,1.2785934,1.3733251,1.0793272,1.3838632,0.9836384,1.0964222,0.74572664,0.8299033,1.234597,0.9129219,0.8355421,0.7601359,1.0364912,0.70493126,0.91597664,0.6712185,0.6495909,1.3987689,0.6115781,1.4182651,1.0392098,1.1680155,1.1561252,1.2566316,1.2140441,0.78769124,0.7597414,0.4219219,1.407479,1.4285178,1.3658488,0.8259343,0.5822484,1.246207,0.93984383,1.0161134,1.4551809,0.57671314,0.97366256
bib,0.43476146,1.1488461,1.4099792,1.1024702,0.5572029,1.2265067,1.2249976,0.99088836,0.7544613,0.675341,0.7307408,0.51650804,1.367809,0.8395818,0.0,0.9386634,0.47875524,0.7970077,0.6009625,1.5644667,1.574696,0.801317,0.79403627,1.0152798,1.4944878,1.0867583,1.5884951,1.3569618,1.1760927,1.001458,1.2188613,1.4946392,0.8553405,1.0472418,1.0051969,0.83125466,0.71701574,1.0307902,1.5549129,0.92215097,1.5813446,0.7894965,0.7801611,1.0478524,1.2397048,0.60543996,1.3009418,1.3544307,0.8937013,1.2138425,0.92362523,1.2476132,1.2523814,1.4664645,0.8984952,1.462099,0.7460836,0.7942958,1.0183119,1.4467757,1.0485682,0.9452707,0.86670625,0.7271122,1.435594,0.79919374,0.6510029,0.64215016,1.2832527,0.7261949,1.179273,0.97599554,1.5331335,0.7226454,0.74010193,0.6639179,0.8583487,1.0979674,0.82160825,1.4249351,1.1076055,1.45238,1.0832772,1.0858376,1.0791626,0.72111094,0.40056014,0.6963804,0.37752217,0.80121064,1.4731593,1.437286,1.1648993,0.95075077,1.178429,0.8697168,1.4703611,1.2852845,1.0305202,1.3047855,1.0930946,1.3896718,1.3725853,1.0024675,1.1517779,0.76811534,0.76106143,0.52848256,0.7737468,0.596909,0.7357167,1.146446,0.7005048,1.4913452,0.7436551,1.2998109,1.112479,1.4463663,1.2693019,1.202548,1.1229897,0.88565487,0.571962,0.56582147,1.5513752,1.4671628,1.2941221,0.7365198,1.1131119,0.82880586,0.6795107,1.4999795,1.4530222,0.86786574,0.8543565
bird,0.5385361,1.124977,1.061453,1.1423773,0.9825332,1.0342013,1.0678692,1.0138977,1.1547663,1.1666086,0.85136044,0.9356043,1.0156729,1.1821454,0.9386634,0.0,0.8935411,0.9357649,0.89856184,1.1302472,1.1899228,1.0031296,0.9722536,1.1574082,1.0918895,0.6924845,1.2124327,1.0993228,1.0253583,0.94514734,1.0586765,1.1735011,1.0945135,1.0509409,1.1579419,0.8808035,0.9134098,0.9469927,1.1144513,1.0457388,1.1727493,0.53386223,0.7986172,1.2217276,1.0561414,1.1203878,1.2141926,0.955187,0.9349639,1.0854981,1.0351443,1.1482974,0.65780205,1.1026129,1.1087258,1.1655324,0.7222661,0.8280313,1.0537198,1.1641355,0.92389107,0.9265143,1.0347792,1.1017087,1.0644712,0.76497334,0.994197,0.89473605,1.0426842,0.99913186,1.110901,1.1538326,1.2335097,0.8895966,0.96390903,0.89595497,0.9198067,1.1603334,0.8653934,1.1585507,1.2038422,1.1848507,1.1209487,1.0561967,1.1188389,1.0661424,0.9423037,0.9277235,0.8768369,0.9802541,1.1327407,1.1297036,0.53621584,1.0844545,1.1163784,1.1308664,1.0274376,1.0296453,0.6395086,1.0566665,1.0288851,0.9515727,1.2212908,1.1031804,0.62413764,0.93088484,0.93407524,1.0695944,0.941008,0.9420683,0.99179167,1.1152521,1.0062884,1.0038297,1.0343593,1.0767058,1.0963618,1.1733544,1.0572637,1.107172,0.9326639,0.9880447,1.0176735,1.0527405,1.1308763,1.1710014,1.1018225,1.0182923,1.2345183,0.8954294,0.99234784,1.138952,1.1420168,1.0919343,0.8569394
blanket,0.6252437,1.1314635,1.4738629,1.2615318,0.40877748,1.3675148,1.2987559,1.0973347,0.6864805,0.53873694,0.94383997,0.20959508,1.2643173,0.43111008,0.47875524,0.8935411,0.0,0.709286,0.8624536,1.5778909,1.5449294,0.96277374,0.72847146,0.75779283,1.432894,1.2170684,1.439546,1.3300714,1.2688882,0.67394686,0.9730259,1.5865761,0.6527871,0.86575717,0.89958096,1.1030924,0.3205756,0.9530896,1.6082219,0.769339,1.5222834,0.59870803,0.99126035,0.883397,1.0058428,0.7105267,1.4020472,1.4657714,0.7798561,1.2577615,0.89521945,1.386201,1.3217233,1.4009508,0.923658,1.3306292,1.1136955,0.90939355,1.1712903,1.5277717,0.9395878,1.2930237,0.85987663,0.8219775,1.5034976,0.78950286,0.7944172,0.4734143,1.3889725,0.36633825,1.126848,0.7880076,1.4965225,0.7168498,0.8957517,0.60475147,0.90511316,1.2425711,1.075249,1.4255196,0.7767557,1.5310047,1.1458181,1.2279885,0.9529984,0.76567864,0.30637455,0.47633076,0.6421746,1.1032718,1.4485726,1.411741,1.12006,1.003763,0.7361069,0.8934281,1.4080546,1.4614072,1.0425153,1.3998706,1.0868434,1.2293493,1.1446819,0.8155505,1.2428628,0.79958206,0.9242433,0.57559186,0.80932605,0.45850253,0.7443427,0.9231011,0.5323942,1.5363594,0.6214277,1.4360542,1.0831568,1.3665922,1.3464,1.3454367,1.1780628,0.7792884,0.5923329,0.4510222,1.5773737,1.5260497,1.4441416,0.8430648,0.749558,1.1505809,0.9014518,1.298997,1.5021312,0.6883838,0.7950316
boat,0.86654055,1.2225349,1.2236063,1.3053882,0.7881056,1.2064829,1.1364573,1.0722532,0.9104613,0.68682855,0.97932553,0.5373708,1.0814373,0.76880807,0.7970077,0.9357649,0.709286,0.0,0.7228437,1.2503513,1.2552379,0.7834003,1.0309175,0.8299015,1.2760615,1.0411795,1.2941401,0.93614805,1.2548722,0.83789456,1.0525193,1.2982996,0.7284681,0.93318397,0.98509556,1.0203271,0.68749416,1.0549597,1.248172,0.76511085,1.2142129,0.8847911,1.0555168,0.8634579,0.94948155,0.9330265,1.2297294,1.2690923,0.79681087,1.1737987,0.80180645,1.3160875,1.2016109,1.1681628,1.2507949,1.0954326,1.0146654,1.0081058,1.0112474,1.2684402,1.3328246,1.1829143,0.8050043,1.1009092,1.3014423,0.85629433,0.8815353,0.6929269,1.2258245,0.83086425,1.0599772,0.79087454,1.2350047,0.9990969,1.0225013,1.1153004,0.8204438,1.0838938,1.0531875,1.1471468,1.2497189,1.2680966,1.1538824,1.2065189,0.98063457,0.9112063,0.6949365,0.979516,0.6517016,0.9778476,1.1231341,1.1287587,1.0799308,1.0774066,1.2528776,1.1149627,1.1889191,1.1502485,1.0525867,1.2947742,1.082717,0.97912645,1.0074017,0.7640691,1.1089141,0.7341456,0.9501967,0.7842082,1.0576822,0.97064537,1.0038654,0.901296,0.62427163,1.3727243,0.7098396,1.1622455,1.3755438,1.1261451,1.2601126,1.3189585,1.0827328,0.8346509,0.71847475,0.57745326,1.3150592,1.3381941,1.251623,1.0013485,1.20928,1.0270783,0.7941779,1.0256697,1.2582453,0.48524255,0.9317576
book,0.6029035,1.1492224,1.1628743,1.213911,1.0163002,1.0692409,1.0166966,1.117212,0.7936826,0.83759105,0.8193245,0.71930164,1.04331,0.9017408,0.6009625,0.89856184,0.8624536,0.7228437,0.0,1.1443486,1.1017525,0.3440897,0.9774128,1.1265006,1.1072661,0.8593127,1.2193084,0.96579456,1.2170438,1.194698,1.0384434,1.146579,0.89534545,0.9517368,0.903408,0.96842617,0.9118267,1.1035798,1.0587444,0.87577456,1.0953748,0.99183947,0.7171746,0.9988116,1.1006093,0.9362219,1.1961297,1.2516153,1.0071536,1.2220776,1.0565966,1.2757354,1.0302635,1.0182592,1.1622543,1.1017349,0.78235024,0.881181,1.1458471,1.2175413,1.3104805,0.90221137,1.0447222,1.0955468,1.1751372,0.96495694,0.83625823,1.0602397,1.2659068,1.1620452,1.1080457,0.96175367,1.0963621,0.954494,0.96179235,1.1864232,0.92482066,1.1436385,0.9585623,1.1756307,1.2079802,1.1535708,1.2431042,1.1294973,1.1077223,1.0297867,0.9520142,1.1961933,0.20559764,0.8793318,1.0347879,1.0405138,0.97572213,1.1362329,1.2426574,1.0841079,1.114785,0.84173787,0.8615641,1.1799082,0.74761623,0.94360566,0.94661033,1.0548912,0.9622517,0.9378551,0.8283031,1.1361094,0.88427657,1.094958,1.0109468,1.0026573,0.72318006,1.197125,0.8989624,1.095746,1.2107152,1.055191,1.1895337,1.194135,1.090426,0.8220879,1.0413324,0.7072265,1.1023965,1.3007451,1.2869105,0.8303375,1.198107,0.7145419,0.5098034,1.0979102,1.1864119,0.98833823,0.90779227
bottle,1.5063149,0.90547967,0.41297644,1.0082079,1.4631205,0.7242222,0.75135285,1.1258949,1.3098202,1.4635422,1.1857307,1.5121017,0.6578447,1.4100635,1.5644667,1.1302472,1.5778909,1.2503513,1.1443486,0.0,0.17367113,1.0932795,1.3231238,1.2543731,0.32542115,0.91170824,0.40142757,0.6747643,0.8651355,1.1954026,0.93008125,0.29734147,1.350145,1.2113957,1.06518,1.1392666,1.4120212,1.1626539,0.24854642,1.2541623,0.080761015,1.4107774,1.1364632,1.1340733,0.9808525,1.2965853,0.7091954,0.5289016,1.1572573,0.8721616,1.2150669,0.7489205,0.6479877,0.32222557,1.16068,0.49453294,1.1858969,1.1372056,1.047553,0.34738433,1.0421803,1.0463281,1.2437773,1.3722479,0.40264088,1.2513506,1.343156,1.3705014,0.6183019,1.4195361,0.9426887,1.2484394,0.37696362,1.2120724,1.2674398,1.421144,1.2625577,1.0432805,1.1729304,0.26983774,0.99815506,0.33539104,1.0940588,0.97854894,1.1176497,1.2341276,1.4931798,1.3817165,1.382937,1.0875974,0.33818543,0.38618994,0.8292991,1.1793004,0.9408073,1.1531072,0.36762118,0.52812815,1.0439429,0.6863487,0.8715788,0.6650946,0.7499585,1.0513268,1.0138515,1.2632029,1.2787446,1.4066446,1.304997,1.3707008,1.3151946,0.99962896,1.3000815,0.3521273,1.2901006,0.4356016,0.9512767,0.4748358,0.8695923,0.9027865,0.93589365,1.1966108,1.3961406,1.5185201,0.25711834,0.41214556,0.62321067,1.252681,0.9972718,1.0467076,1.2540607,0.38333547,0.2124815,1.2617282,1.2390531
bowl,1.4641771,0.9201707,0.392985,0.8995497,1.5139687,0.70193243,0.74328864,1.0417918,1.2781525,1.4107647,1.2373328,1.5508354,0.5802226,1.3508763,1.574696,1.1899228,1.5449294,1.2552379,1.1017525,0.17367113,0.0,1.0861999,1.2061368,1.3002183,0.34040093,0.9132016,0.43045706,0.6327852,0.9232378,1.1546588,0.9456653,0.32512152,1.3500744,1.1434603,0.9967315,1.132127,1.4739622,1.0448582,0.27641356,1.3024533,0.111421525,1.4380267,1.174731,1.1565593,0.9261211,1.2905227,0.6589467,0.59330916,1.1096272,0.8518125,1.2541851,0.7670941,0.5894233,0.39776385,1.1863307,0.38279605,1.1314881,1.2297275,1.0256718,0.36438334,0.994549,0.963785,1.3121902,1.3320417,0.45985937,1.2549355,1.221446,1.4944725,0.7202949,1.4120765,0.9018146,1.3209732,0.34440625,1.28068,1.2379501,1.3746682,1.2948276,0.9902446,1.172693,0.29941994,0.95076674,0.3033145,1.059016,0.94250214,1.1469781,1.2225882,1.5556723,1.4510895,1.3757181,1.1325614,0.2933104,0.3475629,0.89844906,1.1660644,0.8789029,1.1048274,0.48822665,0.34712744,1.0632261,0.7240313,0.8645534,0.6225143,0.7542603,1.0427964,1.0180103,1.3792899,1.2317901,1.4863768,1.3257664,1.4256369,1.2394146,0.79271793,1.3047296,0.36285716,1.2301297,0.45773625,0.96241856,0.40082067,0.7618261,0.8762423,0.9124093,1.228038,1.4941916,1.4915413,0.117357254,0.39882553,0.6187434,1.1881764,0.9679675,1.0224018,1.1246837,0.52438056,0.27661854,1.2640834,1.308021
box,0.87040114,1.1118196,1.2004973,1.1769035,1.0787024,1.0530686,0.949003,1.1413256,0.57401747,0.7367529,0.89685374,0.78145456,1.0718105,0.80218995,0.801317,1.0031296,0.96277374,0.7834003,0.3440897,1.0932795,1.0861999,0.0,1.0689896,0.97737086,0.902165,0.90412676,0.9748567,0.7997299,1.2048512,1.1934834,0.80533475,1.14832,0.7625564,0.6925354,0.8752644,0.9741022,0.87664676,1.1363053,1.1157641,0.7109761,1.0107893,1.0427809,0.8143154,0.7652731,0.92713135,0.9580425,1.19978,1.258483,1.0494554,1.2839953,1.0594966,1.3332741,1.2270544,1.0386518,1.1945182,1.0958066,0.8159497,0.95359814,1.0306333,1.2875434,1.2743278,0.900639,1.0715,1.1823447,1.1836834,0.98969144,0.8180311,1.0645527,1.2341013,1.2154365,1.0862346,0.757472,1.0583112,0.9888526,0.99495703,1.2065247,0.8658824,1.1738558,1.0243,1.1981933,1.0454997,1.1894431,1.3029888,1.0953587,0.85950685,1.0278693,0.98830014,1.1977514,0.4923259,0.9457654,1.1371275,1.1425973,1.0403991,1.0887858,1.2159451,1.1497365,1.0475063,0.899044,0.939305,1.1321718,0.55735683,0.7748132,0.6336134,1.026827,0.9996186,0.9801497,0.86040485,1.1478671,0.951903,1.1020749,1.0533769,0.93791246,0.7571397,1.2276855,0.9386063,1.090481,1.1770875,1.0645838,1.218315,1.1905355,1.1559713,0.69585013,1.0640808,0.6490409,1.0749316,1.3248134,1.3253144,0.9367449,1.036354,0.66479397,0.46199602,0.9728395,1.2248824,0.9438264,0.9927368
bread,0.79047513,0.9681047,1.0854217,0.719092,0.7359366,0.96900094,1.0243263,0.85631144,0.91332066,0.87062037,1.080168,0.92575276,1.2765974,0.8923462,0.79403627,0.9722536,0.72847146,1.0309175,0.9774128,1.3231238,1.2061368,1.0689896,0.0,0.95804185,1.2421691,0.97640586,1.273658,1.1455437,0.913877,0.97542983,1.1738747,1.2885448,0.9961663,0.91229284,0.95941424,1.0349818,0.92161524,0.83632493,1.2854292,1.0513597,1.2591627,0.897144,1.1738272,1.0195372,1.018346,0.79886925,1.0763748,1.1289271,0.89017314,1.0370935,1.0018593,0.9777228,1.1155915,1.2844166,0.9213674,1.1559016,1.020051,1.0534202,1.0643802,1.1802511,0.8729656,0.9967762,0.9529124,0.6022831,1.2222815,0.94117624,0.9977436,0.9496891,1.0340186,0.8271416,1.0895011,1.0216254,1.2668521,0.7448211,0.83371174,0.6877978,1.0448877,0.9760428,0.89774054,1.2070138,0.94104147,1.2603378,0.9675002,0.7590922,1.0112375,0.78346276,0.8750757,0.9279413,0.87443984,1.0602521,1.2398361,1.2465085,1.1749895,0.8484768,0.98861164,0.6998101,1.2744137,1.1480231,1.1358663,0.8858052,1.0560515,1.210799,1.1560272,0.9718194,0.9988869,1.0055565,1.049986,0.85550934,0.80592567,0.8860542,0.7334875,0.99253845,1.0158252,1.2540352,0.91737723,1.0720749,0.9276165,1.2104423,1.100099,1.044579,1.0580598,1.141588,0.8758659,0.8440676,1.2280766,1.0893751,1.1076386,0.883989,0.9443889,1.1427108,0.98503584,1.3277912,1.2010127,0.9813909,1.00869
broom,1.0120032,1.1080719,1.381845,1.1742378,0.733546,1.350781,1.2397771,1.1086998,0.73859155,0.499192,1.07495,0.6515022,1.07992,0.49036622,1.0152798,1.1574082,0.75779283,0.8299015,1.1265006,1.2543731,1.3002183,0.97737086,0.95804185,0.0,1.1601499,1.1753815,0.9155549,0.9414834,1.1884124,0.7995858,0.6534221,1.2151114,0.45590502,0.719893,0.9399737,1.170032,0.5878361,1.0106723,1.278614,0.49147582,1.2436471,0.80307555,1.1407642,0.354738,0.70060945,0.91648734,1.1303489,1.3561999,1.0479331,1.1881759,0.89357394,1.2415404,1.36191,1.1992551,1.0717579,1.0566843,1.2490176,1.0241144,1.0459735,1.3009682,1.1236694,1.3316796,0.8268684,0.92700225,1.3105361,0.97585225,0.9735795,0.695397,1.3201934,0.72958773,0.6604535,0.34774518,1.0747805,1.0606422,1.1163847,0.94355226,0.8500203,1.1529661,1.1311413,1.2665899,0.7790807,1.2617469,1.1195462,1.2816728,0.47922868,0.86357963,0.7894267,0.65640175,1.0596538,1.1220574,1.2181119,1.1975607,1.1394728,0.93031776,0.93405795,0.9997553,1.0007509,1.403078,1.1023364,1.2967187,1.0333965,1.1286508,0.61848307,0.9417327,1.0586069,0.78862,0.89846396,0.77036345,1.061355,0.8343593,0.9355232,0.7362005,0.8599267,1.3694608,0.9927719,1.3489188,1.07444,1.1334532,1.1096826,1.1550317,1.1612623,0.72518957,0.73354733,0.601452,1.3955969,1.364089,1.2732149,1.0110083,0.76980436,1.2468662,1.0547613,0.7238719,1.305884,0.4798764,1.0100256
bucket,1.4821362,0.8456943,0.6409283,0.9248394,1.448281,0.7578143,0.7285155,1.1497369,1.0521579,1.3275194,1.2583134,1.4773214,0.7215351,1.2315983,1.4944878,1.0918895,1.432894,1.2760615,1.1072661,0.32542115,0.34040093,0.902165,1.2421691,1.1601499,0.0,0.9291238,0.24463284,0.51034117,0.9472154,1.2380862,0.57568705,0.49149126,1.2695262,0.989584,0.9265954,1.2257309,1.3237476,1.182738,0.5355087,1.156344,0.24256194,1.3414266,1.1081738,0.9815459,0.8432499,1.1608346,0.8499468,0.6391482,1.2039155,0.99491125,1.2888064,0.8747487,0.8313834,0.4372968,1.0679598,0.66435426,1.2301848,1.2106999,1.1254435,0.67388207,0.7578949,1.0053388,1.3007762,1.3279659,0.58087087,1.2267301,1.2304329,1.294411,0.7038145,1.3309212,0.9652569,1.1401488,0.46926248,1.1296687,1.2064991,1.1858071,1.1371967,1.1093013,1.1927332,0.68362767,0.6414851,0.59769255,1.18493,0.9839543,0.8742805,1.0420458,1.3829691,1.2821934,1.3956573,1.1744852,0.67091393,0.7031057,0.891127,1.1372999,0.71033514,1.178054,0.5339458,0.55145276,1.0400991,0.70868707,0.5926652,0.49764156,0.5389457,1.143153,0.95818067,1.2723573,1.2115,1.368702,1.163384,1.2667024,1.1227089,0.67439085,1.2431834,0.49224508,1.266094,0.7150363,0.7227986,0.67709935,0.85160005,0.82994485,1.0224078,0.9145013,1.3610865,1.3787308,0.34991413,0.6112119,0.89327955,1.1887069,0.6981226,1.0156353,1.1309116,0.51758766,0.6273793,1.2207869,1.2011601
butterfly,0.84325653,0.9147435,0.87447435,1.0190514,1.2480712,0.84541684,0.8579767,1.0875984,0.98455834,1.1636846,0.96195245,1.1999859,1.0994936,1.2172384,1.0867583,0.6924845,1.2170684,1.0411795,0.8593127,0.91170824,0.9132016,0.90412676,0.97640586,1.1753815,0.9291238,0.0,1.0321503,0.88724583,0.95529884,1.2263358,0.987128,0.8544318,1.1116222,1.0404344,1.0533403,0.9400898,1.227581,1.056048,0.9036136,0.9575922,0.90933514,0.9110877,0.79693514,1.0514463,1.0846747,0.92417693,1.0819705,0.91025835,1.1223364,1.1937631,1.1933997,1.1688406,0.74288464,0.86564773,1.0993315,0.9632924,0.63281685,0.7925973,1.0464929,1.0104954,1.0739508,0.809599,1.19064,1.2381957,0.90788054,0.96413225,1.150542,1.2183104,1.0308529,1.3241031,1.1235547,1.1206172,0.83738387,0.9604902,1.0087156,1.1653447,1.0264933,1.1265427,0.862662,1.0530312,1.0693144,1.0062305,1.196014,0.94370633,1.0923843,0.96697646,1.1951802,1.2882779,0.96337557,0.9457948,0.97177744,1.0049809,0.89168006,1.1239076,1.1638833,1.1522607,0.784042,0.6971849,0.7603842,0.8201792,0.7025524,0.90794927,0.964813,1.1794679,0.45998263,1.0967133,0.980761,1.3356342,0.8624133,1.1654482,1.1531585,1.0417536,1.09842,0.9337637,1.0541037,0.84918165,1.0321491,1.0026463,0.8813274,1.0105441,1.0453103,0.95314735,1.2929856,1.2029821,0.86694396,1.0445012,1.1269848,1.0743294,1.0404074,0.7594919,0.79682124,0.9850431,0.97491884,1.1440398,0.95367646
