,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bed,0.66364187,0.9686943,1.6033912,1.3026743,0.49115628,1.2936199,1.2076367,1.2012802,1.1136881,0.46246862,0.0,1.5012116,0.64267504,0.8062564,1.022125,0.23480046,0.7712781,1.0380557,1.5384481,1.3899064,0.8517414,1.3981904,1.2574043,1.2220924,1.2808344,1.009984,1.2277111,0.55413383,0.78392893,1.0500255,1.422961,0.4789554,1.360306,0.81192625,1.0209514,0.08976841,1.3615626,1.4621944,0.42521054,1.4996817,0.49666774,1.018422,0.4506445,0.8200701,0.4786297,1.4626396,1.5156853,0.8778426,0.9887376,0.6350455,1.3664188,0.81130874,1.3412781,1.0125924,1.3490047,1.4648973,1.1955689,0.61384416,1.4098148,0.8770689,0.751938,1.3815389,0.59563285,0.92612964,1.390507,1.2335813,0.46050614,1.2403501,0.33877015,1.5478435,0.44841003,1.5407927,1.2804334,0.8486572,0.99502534,0.5430537,1.1423897,0.6308706,0.95896083,1.0311822,1.5394349,1.3975155,1.4744582,0.99498224,1.2365291,0.593312,1.2570324,0.3915217,0.45980144,0.7909121,1.5270735,1.5935757,1.1498423,0.7317883,0.8407819,1.2184193,1.3819299,1.2036431,1.2452456,1.1395036,1.0216845,0.8629298,1.2200689,0.2906959,1.3760805,1.2657417,1.2609972,1.1761286,0.3656721,1.1231738,0.6301486,1.5709145,0.9286218,0.6155746,0.5704582,1.5362641,0.63299394,1.16241,1.2808931,1.563229,1.2868094,1.517834,0.64296633,0.4875214,0.42001438,1.2546828,1.4204521,1.3755869,1.0552123,1.2002655,1.2900481,0.51844406,0.63971806,1.2184103,1.5093108,0.5740744
belt,1.4062041,1.055746,0.33795333,0.94555384,1.4524837,0.8733628,1.0482016,0.8661561,1.0432161,1.3369347,1.5012116,0.0,1.146435,1.2338536,0.9355236,1.4454284,1.1856543,0.9911222,0.458431,0.77759194,1.2754446,0.6310306,0.8285508,0.99866307,0.5961754,0.7027671,0.9793631,1.2063173,0.95566326,1.1216272,0.6526561,1.3090721,0.8655782,1.2269728,1.18702,1.4294325,0.8438848,0.2867744,1.3577665,0.63834786,1.3989131,1.175825,1.3728976,1.2242174,1.3526461,0.5064085,0.6332517,1.046991,0.88577557,1.3233249,0.78012156,1.1474466,0.6129687,0.9675872,0.502848,0.47320163,1.0067362,1.4648889,0.6409915,1.270519,1.0965962,0.70667005,1.3261349,1.3011024,0.45487702,0.91943204,1.2750169,0.9795381,1.417253,0.27335352,1.3463314,0.47828126,0.50689715,1.3457198,1.2284975,1.5409765,0.9558433,1.1664855,1.1528189,1.1702619,0.3004173,0.6217102,0.58697283,1.2084277,0.90563667,1.1797729,0.8004682,1.406317,1.336792,1.3512509,0.20750952,0.30478042,0.9958396,1.2801249,0.9167059,0.86797917,0.62244004,0.83868015,0.9164854,0.771044,1.3047303,1.0657718,0.84129226,1.4306554,0.95960706,1.0785184,0.7117876,0.98876613,1.415752,1.1166427,1.2609458,0.52091354,1.1044918,1.294836,1.365217,0.41926575,1.244706,0.80103296,1.119125,0.3285495,0.795788,0.4089477,1.1930281,1.3801378,1.3864589,0.9230627,0.7495114,0.45488358,1.0229001,0.81533176,0.9934857,1.4909608,1.1633897,0.64913476,0.25060403,1.1520435
bench,0.89191926,1.1102676,1.3428011,1.2872214,0.9971934,1.2694435,1.1895466,1.0123268,0.94296885,0.51049006,0.64267504,1.146435,0.0,1.0256914,0.9642704,0.7539902,0.3967172,0.9912265,1.2133408,1.1608107,0.8465533,1.1130621,0.9707512,1.0092313,0.9524224,0.9160925,1.173074,0.93166167,0.790252,1.122779,1.1010841,0.63822335,1.0591848,0.78662246,1.0935453,0.7584039,1.1367539,1.1724379,0.55868745,1.192014,0.90347457,1.0462009,0.6117878,0.6748315,0.92719066,1.3088503,1.3032583,1.0017502,1.0984001,1.0722493,1.304841,0.9493223,1.1261297,1.1367033,1.1762244,1.1089023,1.1054791,1.1120375,1.374795,1.154567,0.8328091,1.3593285,1.0514487,1.2107978,1.2361022,1.0708096,0.87116766,1.1448319,0.77210915,1.0975866,0.54999727,1.1571668,1.1438837,1.0158508,1.0360483,0.9707652,0.90089774,0.86832273,1.1591711,1.094286,1.2966933,1.138819,1.3967526,1.2746371,1.1921284,0.64656925,1.2029915,0.9188693,0.82745606,0.9198278,1.1655824,1.277092,0.94424945,0.8853283,1.05048,1.0669612,1.1623849,1.0997955,1.0536636,1.1023442,0.9595543,0.9019088,0.89363885,0.73898983,1.1390903,1.1380473,1.1730467,0.88336396,0.91927433,1.0631516,1.0010653,1.0840563,0.73352945,0.83728296,0.3064536,1.2501906,0.71718365,1.2066518,1.0513136,1.1353691,1.031605,1.2135179,0.89094085,0.9225579,0.9215828,1.0216725,1.3397362,1.2704586,1.0891625,1.0049225,1.0429965,0.82224786,0.82154423,0.9163107,1.324946,0.7207495
bib,0.7204649,0.9457332,1.3030998,1.1094854,0.88418657,1.2149566,1.232535,1.2661866,0.9925492,0.98906,0.8062564,1.2338536,1.0256914,0.0,0.997995,0.6864765,0.9293847,0.8389498,1.3009453,1.2202501,0.8656489,1.2317193,1.088708,1.0999207,1.2428116,1.1127347,1.0493329,0.80260426,1.1238303,0.90284103,1.176649,0.9830037,1.1506481,0.9581278,1.0327321,0.82378685,1.1279103,1.3103013,0.8405043,1.2146642,0.73822117,0.9147561,0.97487193,0.98109025,0.6938797,1.2465134,1.2695808,1.0172865,1.1032782,0.8467892,1.2178805,0.91413134,1.0599573,0.9295984,1.2730473,1.2067597,0.77620906,0.8973699,1.2028406,0.7977524,0.9923403,1.0621474,0.86038494,1.0025475,1.2091445,0.8712817,0.65954,1.0943545,0.8065057,1.2844352,0.8795391,1.3108996,1.1610048,0.6300246,1.0344166,0.80161446,1.066661,0.85540116,0.9778928,1.078952,1.2805148,1.1746414,1.1700759,1.0992684,1.135395,0.9393137,0.41457045,0.61004543,0.8335899,0.75819016,1.3064281,1.3294468,1.1966026,0.8001839,1.0699004,1.095109,1.0429156,1.1072248,0.9271011,1.1542126,0.8526309,0.8709687,1.0871518,0.89709044,0.9523368,1.0704172,0.7571888,0.90547585,0.6439891,0.9734333,0.8452866,1.2540047,0.9841745,0.9499512,0.92560416,1.2613984,0.8901608,1.0712897,1.1124203,1.2982396,1.2120409,1.1974773,0.87854576,0.6452737,0.8603343,1.1759092,1.281091,1.2270541,1.0969967,1.0639181,1.0110182,0.891853,0.8784403,1.168345,1.2512927,1.0108113
bird,0.9060093,0.9803594,1.0716194,0.98701084,1.1671071,1.0530565,1.1238708,1.1744902,1.1274672,1.0209614,1.022125,0.9355236,0.9642704,0.997995,0.0,0.914353,1.0563803,1.0694232,1.1807295,1.1461936,1.133608,1.0000863,1.1832854,1.0733341,1.0696627,0.99879736,1.0586305,0.8065191,1.1198964,1.0289543,1.0566261,0.97978103,1.1093098,1.0687858,0.88117445,0.987662,1.0181971,1.0658562,1.1173239,1.1558126,0.92250985,0.9988704,0.99379057,1.0208399,1.0855275,1.0510087,1.1007947,1.0313994,0.97478956,0.93116057,1.1083684,0.8588653,0.79394174,0.9270486,0.8596517,0.94076496,0.77490735,0.98601234,0.9437411,0.7052752,0.80653065,1.0207213,0.9171235,1.0295676,0.903062,0.86951953,0.95585996,1.142631,0.8996068,1.0084187,1.1533477,1.053012,0.84568834,1.0301936,1.077899,0.8991488,1.184833,0.9574365,0.9336431,1.1036565,1.050327,0.8342936,1.0290785,0.9527038,1.0860947,1.014587,0.8787355,1.0402783,1.0111598,0.9897724,1.0096041,1.040352,1.094187,0.93604267,1.0134578,1.0160228,0.89934206,1.0714625,0.87616247,0.9269704,1.0022578,0.8572811,0.941082,1.0770174,0.86419094,1.0962846,0.9871623,0.8791344,1.0273776,0.6126854,1.0117912,1.0661193,1.0597459,1.0229008,1.0479648,0.81248236,0.919629,1.1232798,1.0601575,0.9360715,0.91886747,1.0951703,0.8528036,1.0306324,1.1448472,1.1578206,1.0385545,1.0055212,1.102491,0.753448,1.0776486,1.101009,1.0302002,1.1697723,0.91202855,1.0278718
blanket,0.7316567,0.9234488,1.5717254,1.2292172,0.5142887,1.3079226,1.3208945,1.2793541,1.2529352,0.5660807,0.23480046,1.4454284,0.7539902,0.6864765,0.914353,0.0,0.7711404,1.0619487,1.5832449,1.4884417,0.9667476,1.4514321,1.1543661,1.2657394,1.2180902,1.109937,1.1095278,0.58295524,0.834171,0.9533075,1.4237483,0.5718914,1.4084804,0.7013554,0.8874384,0.2644406,1.2622722,1.4570651,0.6500878,1.5700762,0.6357933,1.1181142,0.59868175,0.85252106,0.5202956,1.3445761,1.4917547,0.8283633,0.9005524,0.74460745,1.2329446,0.80790675,1.2768065,1.0836731,1.3104413,1.5040239,1.1555203,0.68734396,1.333434,0.7593672,0.6737612,1.2901077,0.6457722,0.8420734,1.294956,1.1858846,0.29626083,1.3410676,0.15458536,1.5363812,0.62810886,1.5988364,1.2624377,0.8500538,1.0570828,0.5550754,1.0660639,0.6940962,0.92678654,1.0469114,1.5130736,1.3052359,1.2847407,0.963279,1.1954825,0.6619813,1.1886902,0.2650982,0.36548418,0.7892973,1.4593488,1.498173,1.1676452,0.76815146,0.7172886,1.2989495,1.3997456,1.3257784,1.2498673,1.1203382,1.0131216,0.7864841,1.2620997,0.5162488,1.3635869,1.2329271,1.2677314,1.1453043,0.35467356,1.0411309,0.46341443,1.5212862,0.9795781,0.65702915,0.6474688,1.409615,0.6541972,0.95438623,1.3015847,1.5706735,1.2513204,1.4603556,0.6028539,0.47081065,0.62317765,1.331067,1.340682,1.3325183,0.9297165,1.1103282,1.3205056,0.62244874,0.78223807,1.2158324,1.449996,0.78802335
boat,0.92735076,1.0915996,1.2547349,1.1353976,0.90408266,1.145713,1.0883378,1.0140173,0.9535174,0.6501827,0.7712781,1.1856543,0.3967172,0.9293847,1.0563803,0.7711404,0.0,1.0359323,1.2964894,1.1212845,0.90987974,1.1610831,1.0512266,0.99433386,1.1447439,1.0587697,1.116529,1.0536017,0.9442135,1.1470535,1.1773654,0.7790958,1.0709921,0.83313656,1.0085342,0.8489827,1.1216902,1.2116752,0.79262465,1.2007506,0.9517987,1.0553148,0.83999133,0.83461213,0.93599993,1.2780614,1.2452246,1.0687103,1.1229277,0.90599245,1.1819717,0.9476347,1.2358328,1.1098537,1.2450624,1.1356745,1.1459503,0.9256508,1.2112731,1.1163807,0.8946308,1.2384815,0.9813257,1.0282688,1.2656039,1.0789342,0.89294845,1.1103283,0.82356757,1.1676456,0.7397517,1.2040536,1.1904893,1.0107919,0.8892523,0.89242303,1.0181093,0.8596027,1.0156369,0.9921221,1.2634383,1.25749,1.2190769,1.0858666,1.071193,0.8699876,1.130681,0.8514297,0.9038415,0.92304194,1.2259288,1.27436,0.9524786,0.9154223,1.162342,1.0904628,1.2249554,1.0487658,1.1517973,1.1762098,0.81729186,1.0479984,0.95545363,0.8294691,1.2203846,0.99225813,1.1232975,0.8574851,0.89762926,1.1120682,0.93554413,1.1678243,0.7994853,0.712325,0.27669466,1.2850697,0.8478447,1.1429313,0.9784512,1.1942987,1.1751449,1.2156308,0.92524624,0.88530034,0.87837684,0.9933554,1.2604905,1.2167876,1.0735034,1.1359313,0.9683984,0.70039713,0.8177198,1.094762,1.2797437,0.9351888
book,0.8089919,1.1201478,1.1245701,1.1708461,1.1105472,1.0397058,0.94029826,0.9717014,0.7475713,1.1357648,1.0380557,0.9911222,0.9912265,0.8389498,1.0694232,1.0619487,1.0359323,0.0,0.88037395,0.86873627,0.36432314,0.8868785,0.94319445,0.81803894,0.98843294,0.93879884,1.1447511,1.1629804,1.0791004,1.0624897,0.8456887,1.1516178,0.90443295,1.0441761,1.1460259,1.0075166,1.0380756,1.0120387,0.93016595,0.80266225,0.9454333,0.73516524,1.1920815,0.87261844,1.1006169,1.1824052,1.1049674,1.1500332,1.17915,1.0806787,1.1964325,1.0396647,1.0456041,0.8175044,1.1709411,0.785156,0.8533087,1.0932629,1.1415279,0.94971037,1.2176309,0.96162295,1.1472793,1.0775356,1.1526359,0.8662534,1.1978836,0.78544515,1.1958879,0.8478635,0.9047214,1.0171952,1.0994428,0.78069174,1.0163367,1.0973235,0.95463496,0.96379334,1.188702,0.9738274,1.1388141,0.798087,1.1786431,1.2255259,1.1308753,1.04723,0.78734374,1.1183896,1.2099103,0.30748773,1.0089667,1.0137002,1.0121266,1.0241864,1.0868455,0.82044095,0.8827503,0.815901,0.851979,1.1902101,0.9295783,0.65765905,0.7877835,1.0620316,0.87866837,1.0118514,0.7227708,0.73541194,1.2044226,0.9349469,1.1944573,0.9145682,1.0961328,1.1282314,0.9972505,1.1110506,1.0603942,1.1792907,0.9545445,0.8927874,1.0936084,1.0298467,1.0241901,1.1376597,0.8989574,0.9426686,1.2074753,1.2041585,1.003222,0.81322336,0.7514589,0.9486121,0.96353155,0.9317796,1.1141912,1.0067899
bottle,1.4096297,1.1248665,0.42687237,0.9456232,1.3554487,0.7744291,0.76617014,0.7863337,0.78081155,1.4087925,1.5384481,0.458431,1.2133408,1.3009453,1.1807295,1.5832449,1.2964894,0.88037395,0.0,0.54302263,0.9201503,0.5742602,0.7121584,0.6781662,0.60199857,0.72624385,1.0577269,1.3302984,1.0040382,1.1069583,0.60914946,1.3041991,0.44568062,1.3159286,1.2033614,1.5108683,0.91193616,0.38138568,1.256818,0.20656526,1.3544092,0.994801,1.2849723,1.2731652,1.2548119,0.59534675,0.59851325,1.1069767,1.1386515,1.3360947,0.9440284,1.1878139,0.85174567,0.8832963,0.7319185,0.52838534,1.0885744,1.2817137,0.74155164,1.2358674,1.3150394,0.7571337,1.3697171,1.2997538,0.67954993,0.9739338,1.4240237,0.5044178,1.5525302,0.37260437,1.2031198,0.3459139,0.779235,1.261112,1.0221988,1.4114581,0.844756,1.2949018,1.2987056,1.0041487,0.4613996,0.60258865,0.75022805,1.1568543,0.9212699,1.2843188,0.8873758,1.4403605,1.4346777,1.256619,0.47036648,0.53436613,0.88148224,1.312601,1.0837287,0.77210027,0.5800319,0.8344881,0.934855,1.0243597,1.1395718,0.91950375,0.89447284,1.3634288,0.930207,0.8828108,0.7747665,1.0518129,1.4742222,1.0348984,1.3771552,0.35470855,1.0686209,1.4192724,1.4019415,0.6201641,1.3090085,1.0338876,0.87697625,0.45230913,0.7888425,0.50541186,1.3256956,1.4441106,1.2286879,0.70386934,0.80633837,0.71660113,0.9899318,0.8468061,0.8122326,1.449624,1.2145115,0.49910456,0.57028115,1.1251367
bowl,1.2773595,1.144912,0.7112192,0.94065905,1.3106015,0.75165796,0.58627486,0.69841135,0.42930412,1.1994463,1.3899064,0.77759194,1.1608107,1.2202501,1.1461936,1.4884417,1.1212845,0.86873627,0.54302263,0.0,0.7315332,0.51329833,1.0173068,0.22800863,0.70393246,0.8875557,1.168518,1.3621924,0.9151461,1.1674787,0.6876792,1.2798072,0.4633615,1.1970407,1.0553958,1.4146032,1.0362413,0.81273735,1.133107,0.26225007,1.240003,0.93738437,1.326127,1.1550723,1.3034871,1.0392137,0.6702756,1.1527145,1.2831079,1.365294,1.1591668,1.199749,1.0898716,0.9670041,1.0767444,0.51451534,1.1402555,1.1752083,1.0166228,1.1958036,1.3009677,1.1056117,1.4548712,1.2587614,0.93718123,1.022676,1.4633971,0.39256305,1.5600381,0.64652133,1.2346733,0.63970625,1.0566844,1.2544714,0.8167937,1.3442302,1.1066505,1.1743653,1.3055481,0.7974799,0.8528975,0.57265896,1.0499902,1.2578255,0.8559993,1.1615075,0.8932145,1.4577149,1.4310572,1.1172953,0.8607409,0.85112286,0.8797652,1.2598959,1.0244063,0.5508469,0.6821331,0.4123026,0.864476,1.1745486,1.0586662,0.90068054,0.6203261,1.2926855,0.9410317,0.5672696,0.8273926,0.9538587,1.4498757,0.9614405,1.3759959,0.64916515,0.9367161,0.9890176,1.1996305,0.9226625,1.2457198,0.9978584,0.51171446,0.54713136,1.0975344,0.89833146,1.2662356,1.4190115,1.0427982,0.22815758,1.1049367,1.076639,1.3181263,0.67143744,0.6808573,0.99140704,1.1113875,0.9440718,0.93487084,1.2634153
box,0.84964824,1.0759804,1.3615505,1.2186011,0.9727195,1.0950087,0.8363502,1.1677077,0.45618194,0.89215577,0.8517414,1.2754446,0.8465533,0.8656489,1.133608,0.9667476,0.90987974,0.36432314,0.9201503,0.7315332,0.0,1.030384,0.9821311,0.49768376,0.7927516,0.9254062,1.190114,1.0875796,0.8702289,1.0971237,0.95188266,0.8868687,0.7459409,1.0592172,1.0909634,0.87874514,1.3290257,1.289216,0.68227404,0.70392203,0.88628674,0.72790265,0.832115,0.74598426,0.9272479,1.3152697,1.2972889,1.1270748,1.2390548,1.0659822,1.4129473,0.9764351,1.2427899,0.8570129,1.3839278,1.0384253,1.1196197,0.90672415,1.3219767,0.9591894,1.1954108,1.2452023,1.0927802,1.1099283,1.3524122,1.0088276,1.1430277,0.6207728,1.0957514,1.1494286,0.6279933,1.162651,1.2501596,0.8427813,0.9748515,0.9493958,0.9411909,0.85066795,1.2437075,0.8222805,1.3633163,0.9588597,1.3901565,1.1638517,1.1397904,0.7689564,0.95073825,1.0087311,1.0883551,0.54175913,1.3016558,1.3576369,1.1795893,1.0359004,1.1004164,0.8778138,1.0083748,0.91908383,0.96996474,1.3430812,0.79493845,0.5138064,0.6798267,0.79416347,1.0893834,0.90349686,0.87474203,0.9004416,1.0760996,0.9350795,1.0731019,1.060296,0.90300435,0.9921632,0.8742574,1.3660039,1.041988,1.254187,0.887561,1.1775618,1.2057397,1.3002234,0.898948,1.104276,0.75069296,0.84127617,1.3713553,1.4292605,1.1626728,0.88402396,0.7945448,0.8291024,0.8696724,0.92975557,1.3827894,0.86438566
bread,1.2824577,1.145462,0.62864244,0.79633975,1.3335603,0.9033873,0.8979206,0.60675806,0.77458537,1.3323681,1.3981904,0.6310306,1.1130621,1.2317193,1.0000863,1.4514321,1.1610831,0.8868785,0.5742602,0.51329833,1.030384,0.0,1.0312431,0.78137803,1.0117865,0.91745794,1.2235408,1.291353,1.1795903,1.0423529,0.77201855,1.2544062,0.7559908,1.2454644,1.1331173,1.4358613,0.65095824,0.5898161,1.1949565,0.5305518,1.1412268,0.9152889,1.369576,1.2792084,1.2868935,0.9690601,0.60749173,1.0716975,1.2607102,1.2652915,1.0786583,1.1784124,0.87765485,0.8344475,0.8712161,0.4121992,1.0558474,1.3026887,0.8057705,1.1494938,1.1871839,0.98811203,1.3212079,1.2605364,0.8808167,0.99697065,1.366255,0.6920883,1.5127356,0.52389604,1.270726,0.5748466,0.892751,1.2011774,0.98634183,1.4300321,1.1306657,1.265281,1.1694211,0.6472611,0.73113143,0.4931184,0.9325251,1.1871254,1.0252169,1.3299222,0.8257138,1.3940992,1.4315112,1.1751556,0.7165697,0.66267955,0.8513411,1.2227261,1.0504,0.10542625,0.61152434,0.3816191,0.9146452,1.0633392,1.1228471,1.0032045,0.8567749,1.3360431,0.81847066,0.953477,0.76390105,0.99510264,1.4093745,0.93355834,1.3619913,0.62192434,1.0521045,1.2216991,1.2359946,0.7897447,1.141844,1.1050211,0.865733,0.4240116,0.9318666,0.67316914,1.3345952,1.3769445,1.181369,0.58655447,0.9890162,0.91496086,1.2204032,0.6133161,0.86840963,1.2178427,1.1273748,0.90155524,0.7672183,1.2358959
broom,1.237821,0.9701682,0.9700546,1.0873388,1.14182,1.0009414,0.95155746,0.9967708,1.0191677,1.0794196,1.2574043,0.8285508,0.9707512,1.088708,1.1832854,1.1543661,1.0512266,0.94319445,0.7121584,1.0173068,0.9821311,1.0312431,0.0,0.91786945,0.6129687,0.84218276,1.0218029,1.2030878,0.95285946,0.9759922,0.8548003,1.072749,0.7259481,1.0424819,1.0616816,1.258584,0.97424084,0.860489,1.1216902,0.8514966,1.2216372,1.0120683,0.9735321,0.8550939,1.160703,0.83341223,1.0123658,1.0041535,1.0814779,1.2842174,1.0312195,1.1302881,1.0481831,0.98546,1.031819,0.7515037,1.0668459,1.1922994,0.9909596,1.1688393,1.2151756,1.0823236,1.2251993,1.1944976,0.9542162,0.9829083,1.1003621,0.9058157,1.1171519,0.64897484,0.8282709,0.79335403,1.0618767,1.15488,1.1654731,1.2383356,0.07237482,1.019515,1.145097,1.144467,0.9729158,0.8764914,0.88554406,1.1606722,1.112963,0.9652029,0.9218492,1.1685423,1.146737,1.1068966,0.7223149,0.72520083,1.0074288,1.1294386,0.97771955,1.0668973,0.8586219,1.1006417,0.9868544,1.0474012,1.00868,0.86222535,0.9573823,1.104804,0.97968817,1.0637711,0.77312875,0.9183341,1.2093484,0.97190154,1.1233773,0.45772368,1.0338179,1.2321177,1.0724951,0.8948968,1.0166978,1.0265377,1.0755347,0.7567196,0.7873068,0.92817193,0.99397504,1.1854792,1.1558094,1.0113478,0.97100496,0.9913834,0.5798346,0.9271995,0.9986025,1.318138,1.1021131,0.1859684,0.9606905,0.947221
bucket,1.1681341,1.0646744,1.038362,1.0952301,1.179305,0.9066154,0.6308861,0.972626,0.30532515,1.0746142,1.2220924,0.99866307,1.0092313,1.0999207,1.0733341,1.2657394,0.99433386,0.81803894,0.6781662,0.22800863,0.49768376,0.78137803,0.91786945,0.0,0.6093008,0.92433715,1.2469187,1.3083454,0.8369498,1.1917025,0.86802727,1.1750987,0.43597484,1.1524335,1.0212477,1.2333267,1.257527,1.062393,0.98206043,0.3660388,1.1337724,0.81088275,1.1504288,1.0751733,1.120635,1.1206675,0.95529974,1.1844468,1.3699243,1.2887285,1.2747723,1.1455574,1.2445936,0.97151494,1.2299356,0.7014019,1.1680913,1.1250637,1.1547627,1.0195466,1.2911513,1.2887198,1.3607488,1.1866643,1.0902475,0.9706607,1.3198631,0.46368158,1.3452001,0.848892,0.9793103,0.8075108,1.1883352,1.1656418,0.8928136,1.1789224,0.9809232,1.0547214,1.3023367,0.7701783,1.1203738,0.64590335,1.1518347,1.2759448,1.024251,1.0213232,0.9463691,1.2290014,1.2898359,0.97070575,1.0699203,1.0721722,1.0417672,1.17035,0.97665644,0.7196316,0.82409346,0.6695297,0.8999147,1.3366303,0.8997863,0.6674284,0.5061125,1.1396717,1.0037699,0.61063564,0.8764914,0.88338417,1.3198113,0.8469271,1.2245501,0.73736876,0.8423335,1.021916,1.018322,1.0756165,1.2248439,1.0605769,0.5726392,0.8086816,1.1469911,1.116145,1.1152341,1.3076496,0.9877237,0.41726512,1.1925716,1.2809266,1.2410368,0.6418619,0.68471044,0.9708084,1.0504334,0.8832522,1.1596723,1.1245778
can,1.4194553,0.8830899,0.8280367,1.1101315,1.22025,1.004567,0.9184933,1.1051121,0.86821765,1.084065,1.2808344,0.5961754,0.9524224,1.2428116,1.0696627,1.2180902,1.1447439,0.98843294,0.60199857,0.70393246,0.7927516,1.0117865,0.6129687,0.6093008,0.0,0.6895126,0.9696907,1.1513071,0.55554324,1.0422267,0.68380016,1.0229459,0.6415531,1.1331053,1.1071056,1.2061913,1.1657058,0.87433434,1.0803865,0.6322639,1.3061926,1.0538613,0.9300801,0.8426588,1.13803,0.6992631,0.9632845,1.0248761,0.9078625,1.3939097,0.9696964,1.0663085,0.95329285,1.0401744,0.9087357,0.8224616,1.1914406,1.294565,1.0003583,1.0341307,1.1866688,1.0689654,1.3263234,1.222183,0.6375546,1.0256917,1.1871138,0.8640102,1.1589129,0.6220197,0.90243655,0.7837304,0.8993952,1.321395,1.293247,1.2953804,0.61928624,1.0023339,1.2616129,1.1312759,0.82674366,0.6353041,0.8326397,1.1373987,1.0930339,0.66294223,0.98862356,1.2263747,1.0687757,1.248981,0.7174291,0.7838745,1.1985729,1.2125226,0.64747214,1.112883,0.7923614,1.0493877,0.9910982,0.8820138,1.1204201,0.7024224,0.66541547,1.1243697,1.103048,0.9970888,0.8645321,1.0672544,1.2827001,0.9486822,1.0109751,0.60120916,1.0269166,1.1720715,1.2683156,0.67298794,1.2292762,0.76693654,1.0339406,0.7195139,0.9599881,0.9147522,0.8689013,1.3375686,1.1963953,0.8522298,0.90718126,0.9269713,0.9849663,0.76271147,0.99149704,1.3507888,1.2171758,0.44375312,0.7586634,0.94908726
car,1.1738399,0.97645557,0.8565891,1.1851939,1.2143707,0.97906125,1.0098321,1.0133845,0.92215997,0.87890434,1.009984,0.7027671,0.9160925,1.1127347,0.99879736,1.109937,1.0587697,0.93879884,0.72624385,0.8875557,0.9254062,0.91745794,0.84218276,0.92433715,0.6895126,0.0,1.1661211,0.8522383,0.8872578,1.1268678,0.8910451,0.8893135,0.8940047,1.2583301,1.208043,1.0360284,1.1411998,0.8266846,0.9233663,0.7597972,1.0542536,1.1265293,0.9063849,0.92065215,1.0661383,1.03087,1.0480071,0.8471039,1.1365795,1.1727434,1.2040223,0.9439724,1.0377774,0.89264965,0.98168075,0.79708326,1.1637126,1.0832692,1.0107334,1.1674688,0.9459547,1.1419454,1.1375875,1.3258581,0.85888886,1.1324496,1.0208138,0.95503473,1.1074839,0.6918437,0.910537,0.82619596,1.011465,1.216673,1.1559415,1.2303278,0.84333503,0.55692476,1.2106968,1.1653847,0.88136476,0.85494655,1.1134223,1.2145331,1.1293163,0.79865724,0.8870383,1.1580801,1.0799626,1.2258425,0.8834692,0.96788096,1.050364,1.0502651,0.9846198,0.99448544,0.7940114,0.93789774,1.0003119,0.9947882,1.1379194,0.8257651,0.90007234,0.9356508,1.0684062,1.166671,0.8316475,1.0558568,1.0894613,1.0449291,1.1770333,0.8334702,0.85449904,0.9993567,1.0444403,0.93529415,0.9480425,1.1051584,1.2126625,0.74199724,1.0319158,0.9134632,0.720837,1.0799414,1.0323552,0.97974163,1.160239,1.0014824,1.1670687,0.9372972,1.0706656,1.1868426,0.92578274,0.6307301,0.86978436,0.7327079
