,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.6679066,1.3225855,1.5629928,0.5758911,1.4549522,1.4479736,1.0573763,0.6988067,0.45491993,0.6012502,0.0,1.3585906,0.7029721,0.60741526,1.0936074,0.07969689,0.5788703,0.53524244,1.3057756,1.2162621,0.60195905,1.522479,1.2426732,1.1831901,1.0471677,1.2888892,1.3369869,1.4234293,0.50391304,0.7877791,1.0426567,0.9112771,0.45294452,0.63811386,1.3145807,0.53860104,1.2828723,0.80129355,0.6979152,1.1397562,1.4931962,0.23516977,1.395324,1.2057817,0.92248476,1.0664184,1.1898147,0.61402994,1.1131234,0.651498,0.9569222,1.5756246,0.620852,1.4550397,0.8532655,1.3970789,0.6550377,1.3500375,1.3987484,1.4274329,1.5647482,1.0854893,0.5529137,0.5628804,0.5347301,1.2417363,1.3478091,0.63959825,1.3568959,0.84259677,1.1654122,0.9054891,1.4579039,1.1816714,1.083571,0.5589055,1.4450822,0.54471874,1.4292026,0.79166234,1.3218486,0.6916585,0.8037613,1.1606154,0.9473307,0.7484822,1.0957633,1.2023977,1.189259,1.4929625,1.1769809,1.4015418,1.3153211,1.5179117,0.7225004,0.81503206,0.60657644,0.75953966,0.3489067,0.74792475,0.85528696,1.448571,1.5239644,1.272007,1.5927374,1.1539199,1.217211,1.2978301,1.0225997,1.0809133,1.1733468,1.5396534,1.5310762,1.2642279,1.1633936,1.5452514,1.0435178,0.70883745,1.3907275,1.118376,1.2373116,0.98486334,1.342349,0.5812252,0.49061888,0.75160635,1.3655586,0.390518,0.751313,0.5560463,1.5512677,0.621474,1.3330778,1.2163998,1.1505362,1.5974098,1.0964658,0.95961803,1.4539893,0.6624201,0.57044715,0.5431002,1.4376724,1.4171152,1.5273607,1.3580205,1.1774324,1.4294924,0.7136093,0.7418299,0.9922446,0.9889653,1.5347822,0.5484153
belt,1.4009445,0.8270042,0.3667587,1.342408,0.5551868,0.62618524,1.2299626,1.0992808,1.3652122,1.0950425,1.3585906,0.0,0.80478525,1.3929677,1.1819404,1.3974721,1.2877995,1.2107522,0.7722085,0.96412927,1.2191709,0.9086104,0.8076991,0.9787184,1.0652304,0.63490766,0.56959057,0.6358944,1.1358454,0.824723,1.2757885,0.91466683,1.3037329,1.2852521,0.95035225,1.2705531,1.0595641,1.1987319,1.057837,0.96712315,0.25023675,1.4053566,0.7342893,0.93461263,1.3195676,1.1928873,0.9778243,1.188367,0.74190986,1.3313632,1.1621206,0.6868047,0.9565304,0.43986142,1.1540618,0.82752407,1.2719638,0.63526565,0.8150354,0.40989912,0.6510725,1.2505305,1.2179163,1.2291961,1.3620529,0.83070475,0.8810961,0.9906664,0.837367,1.1623766,1.166466,1.320184,0.4878608,0.9729375,0.94740826,1.2687538,0.6799339,1.3012724,0.48383117,1.1224713,0.5360644,1.258413,1.3732351,1.11125,1.1124109,1.419315,0.89145577,1.0113107,1.2973254,0.41737592,0.8663619,0.6316384,0.7872562,0.70048505,1.1859593,1.1513271,1.2961693,0.93941325,1.3575195,0.9146712,1.301275,0.2880894,0.4031536,1.0626818,0.78209335,1.0902705,0.45773154,1.0409836,1.1555669,1.0840292,0.9970544,0.63021255,0.8818012,0.5102256,0.7038523,0.47046918,0.94384533,1.2324989,0.88758755,1.044954,1.2144971,1.1678522,0.7553526,1.342701,1.4104637,1.1748524,0.784811,1.255677,1.1666769,1.1658931,0.38399702,1.0005418,0.574431,0.5954349,1.2439663,0.6413708,1.1849557,1.0530529,0.80543613,1.2723441,1.3016878,1.3783572,0.6658961,0.65858346,0.7050228,0.8345456,0.66551113,0.64107996,1.3805683,1.1195261,0.7968968,0.9646237,0.3592016,1.2245333
bench,1.091568,1.0973527,1.1589775,0.95501935,1.0644051,1.0065655,1.0834448,0.79698765,0.8635771,0.99732095,0.7029721,0.80478525,0.0,1.1192348,1.1893983,0.74450123,0.7274002,0.97474205,0.9673019,1.0853622,0.912662,1.2911698,0.8504411,0.8973899,1.0864251,0.58382857,0.7813777,0.9952944,0.97698253,0.39449358,1.1797377,0.93745494,0.9152132,0.91181976,1.1675134,0.7843517,1.1816905,0.9975444,0.60765934,0.94567597,0.9467969,0.7082466,0.9621743,1.0264744,1.0061762,1.1769238,1.1424644,0.7944361,0.7444159,1.0139252,0.9206509,1.3020703,0.92752707,1.1331306,1.1202655,1.1778575,1.0918039,0.98032045,1.1350712,1.103059,1.0905759,1.2205269,1.0839198,0.9737352,0.98599577,1.1822001,0.91380894,0.96950096,0.99888474,1.1518242,1.2226359,1.1812966,1.0275006,1.0730184,0.8325529,0.8623351,1.0307674,0.76035994,0.8010604,0.6750004,1.036876,0.9083042,1.0641768,1.0993805,1.0567784,0.937124,0.89099133,1.2031227,1.317458,1.172511,0.8531336,1.0526803,1.1769538,1.196613,0.7726879,1.1701348,0.9798842,0.68145204,0.976113,0.91145873,1.1658626,0.8236999,0.9830618,1.1971183,1.2334241,1.1307073,0.65975314,1.2716787,0.9383106,1.1146138,1.1158601,1.2168758,1.2297463,0.7520469,0.83757997,1.0855949,0.82315195,0.9481549,1.2012446,1.1392998,1.2459412,0.8903402,1.0032276,0.93397814,0.8146242,0.8223032,1.0261652,0.8652926,0.8274521,0.8200042,0.938232,0.99458545,0.8848512,0.7999797,1.2662028,1.091111,1.0912485,0.92834604,1.1034154,0.8906311,0.9159267,1.0148087,1.0309331,1.2081268,1.1140676,1.1689726,0.62690496,1.0464811,1.137983,0.9200958,0.7926662,0.70035017,1.1317286,0.81080663
bib,0.7533022,0.76654744,1.3604242,0.43523318,1.4112053,1.3536791,0.99722415,1.133366,0.8149955,0.9925004,0.60741526,1.3929677,1.1192348,0.0,1.0541102,0.5494699,0.79019654,0.79298127,1.3434663,1.2302481,0.88524735,1.3518095,1.2377303,1.2783946,1.050937,1.4481599,1.4135551,1.1322491,0.85847723,1.0119088,0.92706734,1.0062256,0.82846344,0.78305936,1.0449227,0.77488816,1.3014351,1.0178742,0.9882662,0.9721028,1.4312745,0.71174705,1.3967156,1.1737126,0.89496857,1.0844676,1.0353669,0.8186326,1.123626,0.16676748,0.80757403,1.2706848,1.002014,1.2871313,0.6898597,0.8193197,0.87314904,1.2939253,1.3596785,1.0344025,1.4832883,1.0751288,0.8201666,0.84222585,0.81868875,0.8312461,0.9794739,1.0412471,1.2296982,0.56617785,1.1397185,0.45350707,1.3624274,1.1850544,1.0015907,0.4984343,1.4196581,0.5173212,1.4936589,1.025308,1.4540274,0.49240214,0.83821285,1.1315516,1.0464737,0.5040127,1.2235936,0.81251323,0.9168527,1.2058023,1.2314641,0.83201796,0.8766496,1.2543833,0.9327092,1.1135904,0.24761164,0.65220225,0.58566284,1.0805718,0.83205986,1.4352968,1.3404163,1.1405326,1.3192661,1.1040604,1.319005,1.1194444,1.1240269,1.1310557,1.2343347,1.3136554,1.33359,1.2236792,1.3254088,1.4216161,1.25543,0.8924441,1.3940744,1.1419549,1.1117324,0.877895,1.3661885,0.3569244,0.6723611,0.4178331,1.351537,0.82989645,0.97970843,0.7097045,1.2738128,0.927598,1.4932437,0.9844245,1.0782152,1.5319848,1.0443572,1.0037639,1.2224278,0.847985,0.5025219,0.74980813,1.4691432,0.91368216,1.0747316,0.93882877,1.1885501,1.4214647,0.78481674,0.9221548,1.1500671,1.1918467,1.2270436,0.8605829
bird,0.4649465,1.179359,1.1295583,1.1047841,1.1005086,1.1121814,0.9706162,1.1560727,1.089847,1.0239532,1.0936074,1.1819404,1.1893983,1.0541102,0.0,1.0740972,1.0927067,0.94036746,1.1349605,1.1468804,0.99928766,0.9609226,1.0974827,1.1477369,0.7337783,1.2189943,1.0728048,1.0642093,0.86646795,1.2336693,1.0066476,1.026993,1.0504967,1.0239909,0.98670703,1.0058591,0.9028529,0.93682396,1.1178802,0.8448929,1.1718714,1.0650238,1.1656892,0.7853035,0.9805291,0.44976175,0.8579576,1.0292861,1.1663342,1.0850223,0.91324806,1.0299808,1.0642188,1.0053488,0.9798888,1.1332366,0.9261749,0.7419991,1.0318472,1.1932976,1.056387,0.6136932,0.964557,0.9679445,1.0393393,1.076971,1.1066524,0.9683069,1.0563457,0.9191082,0.9801833,1.0334721,1.1084678,0.70592403,0.99842757,1.1396375,1.0464702,1.0535656,1.1149689,1.0759535,1.0766873,1.0499909,0.9223632,0.9633039,1.0204576,0.98867184,0.88162935,1.1603968,0.8001746,1.1647282,1.0138617,1.147294,1.0243957,1.0081202,1.0729362,0.7676231,1.0768508,1.1211685,0.8962439,0.9769838,0.81692475,1.1639996,1.1774617,0.6754146,0.9962062,0.6208633,1.2117398,0.83246017,0.99423397,1.0675316,0.62054586,1.0202872,0.9385277,1.2216911,1.1657305,1.0365813,1.0240065,0.91940814,0.80989313,1.0461318,0.8727536,1.0653517,1.1140138,1.096238,1.0349215,1.1152713,1.0658985,1.0865234,1.1221069,1.0634391,1.1387814,1.0749267,1.0536041,1.1307051,0.9046502,1.060138,0.880727,0.99818087,1.0243995,0.9267759,1.1145756,1.070033,1.1522689,1.1368753,1.1642203,1.1611501,1.1089745,1.0387691,1.04903,1.0010012,0.97586733,1.1512898,1.1681207,1.0505874
blanket,0.5970376,1.2587088,1.5091729,0.5931534,1.3797877,1.3732111,1.0556691,0.79732996,0.59611034,0.6419662,0.07969689,1.3974721,0.74450123,0.5494699,1.0740972,0.0,0.561407,0.50974226,1.3706197,1.2148906,0.67844266,1.4448326,1.2511611,1.249082,0.98617023,1.3571416,1.3876464,1.3006938,0.57132417,0.92340016,1.0022956,0.94952935,0.5860019,0.6663008,1.2891347,0.6070073,1.1836929,0.7608501,0.8601953,1.033394,1.4518871,0.41539448,1.4206506,1.1902865,0.9266675,1.0542675,1.1923039,0.8093331,1.1606318,0.62181485,0.93639266,1.4825923,0.66293514,1.4217534,0.89085114,1.2884892,0.68806475,1.2600007,1.3592546,1.3885239,1.5587332,1.042465,0.5583981,0.62883294,0.69947517,1.2189937,1.2177292,0.70860666,1.2145505,0.8653542,1.145707,0.8177081,1.437613,1.1579653,1.0867857,0.5808062,1.4445487,0.5066874,1.4378954,0.96368605,1.392955,0.6638374,0.7047522,1.0576817,0.99297106,0.6211293,1.1629987,1.1526859,1.1397936,1.4455304,1.1166396,1.3006241,1.244087,1.4237709,0.85295427,0.82036006,0.61184436,0.79750896,0.33652484,0.7186448,0.8226242,1.4204801,1.4606436,1.2400725,1.4951555,1.1275413,1.1962311,1.1958112,1.0366852,1.0557711,1.1543772,1.4657297,1.4536729,1.3060105,1.2575499,1.478286,1.2406722,0.6054561,1.3477473,1.0858622,1.15525,0.910768,1.3690643,0.6228019,0.48610806,0.7375523,1.3733113,0.5855285,0.8655713,0.573037,1.489965,0.710945,1.3163338,1.1898122,1.0860084,1.5736498,1.111914,0.9289068,1.334484,0.7642793,0.60625124,0.61831814,1.4122124,1.3528907,1.4302002,1.2630745,1.1515845,1.3447297,0.72311425,0.7930201,1.0655752,1.138778,1.489025,0.70330435
boat,0.848143,1.1166402,1.3877792,0.8556143,1.31989,1.157805,0.9460246,0.8012992,0.7321817,0.86655325,0.5788703,1.2877995,0.7274002,0.79019654,1.0927067,0.561407,0.0,0.78608483,1.1624806,1.0079935,0.847113,1.3053411,1.0543704,0.9451884,1.0800995,0.93573576,1.1805313,1.0840926,0.86875993,0.7858859,1.0180641,1.0924039,0.7433722,0.82483816,1.091007,0.7659531,1.1264893,0.88551444,0.91295666,0.8879218,1.28049,0.59579897,1.1252451,1.178435,0.67694074,1.1034777,1.035092,0.9340972,0.9584712,0.87898916,0.9051186,1.3586035,1.0177585,1.2823658,1.0631521,1.1377625,0.679317,1.0788574,1.2931784,1.301918,1.299028,0.97681683,0.91413605,0.8702611,0.8409045,1.1321993,0.98778063,0.93104094,0.9032851,1.0028765,1.15933,0.8845913,1.2229147,1.1604261,0.8925682,0.8026642,1.2417688,0.5738309,1.1545261,0.7851218,1.3311045,0.7648455,0.79581153,1.0178267,1.034118,0.6584947,1.0937581,1.0386238,1.0702002,1.3486065,1.0687486,1.1545349,1.152847,1.2879518,0.953101,0.9955725,0.8368528,0.90244263,0.8353569,0.9445995,0.94521236,1.2170298,1.2406231,1.1132655,1.212429,1.0906377,1.042781,1.1500165,1.0002357,0.9564275,1.172656,1.3474796,1.2201663,1.1074114,1.0965168,1.2265437,1.1389534,0.7516725,1.2974185,1.164288,1.0062202,0.80431056,1.1060699,0.9000506,0.44321966,0.86361766,1.1619687,0.86057925,0.8758506,0.4513638,1.2186793,1.0296572,1.2178293,1.0567837,1.0097041,1.2895242,1.0108161,0.8905604,1.1574543,0.6954633,0.8792666,0.76942533,1.0994288,1.2495238,1.1379511,1.0884522,1.0205922,1.1084503,0.8075644,1.0376854,0.96771467,0.8713714,1.2772207,0.8673986
book,0.6182063,1.2297561,1.227803,0.9746732,1.1678698,1.2411953,0.89122254,0.7972452,0.8803062,1.0635289,0.53524244,1.2107522,0.97474205,0.79298127,0.94036746,0.50974226,0.78608483,0.0,1.0639688,0.9990232,0.35870636,1.1823952,1.1592704,1.0564078,0.8295369,1.1142241,1.0628046,1.2606978,1.0059307,1.1584198,1.0143139,0.8886372,0.7928449,0.90601975,1.3002894,0.84533864,1.1132106,0.96211696,0.9838038,1.0802134,1.1209556,0.80966794,1.1403973,0.9720599,0.9633137,0.8879966,0.901397,1.0718522,1.0664322,0.9897786,1.1550819,1.2754755,1.0966978,1.1947215,0.94933206,1.2603993,0.60856175,1.092244,1.026072,1.2471124,1.131611,0.7750226,0.32446426,1.0136176,0.87353325,1.1587223,1.2723854,1.1189574,0.9332995,1.020539,0.9358109,0.96611273,1.2029417,0.91691256,1.2194121,0.975613,1.2114913,1.1080829,1.1074349,0.9282023,1.1492896,1.1276191,0.9197683,1.0945821,0.91489315,1.0389813,0.84991014,1.1564128,1.217206,1.2498522,1.1612158,1.2647126,1.2725009,1.2443538,0.9401398,0.9708953,0.94762594,1.2523676,0.24661481,1.1116762,0.6891499,1.1187713,1.1232195,1.0823114,1.2384973,0.90897906,1.2263423,0.9109883,1.0330834,0.81964004,0.9001019,1.2880592,1.2488486,1.2495664,0.9490261,1.2394166,0.9868641,1.0077846,0.9717638,0.9302611,1.074572,1.0329528,1.023863,1.0325197,0.6930623,1.1859306,1.1512977,0.92723775,1.0231787,0.94986695,1.3117368,1.0469652,1.0358346,1.2822244,1.022955,1.1654556,1.0899348,1.037249,1.2009587,0.6532796,0.97345054,0.828282,1.101237,1.2473693,1.1616771,1.0605189,1.2741258,0.96515346,0.7855302,0.9383833,0.90261734,1.0884918,1.2349885,0.94483817
bottle,1.4135295,1.03737,0.8332592,1.208921,0.7592752,0.7146309,0.88514787,0.86630595,1.0884233,1.2626472,1.3057756,0.7722085,0.9673019,1.3434663,1.1349605,1.3706197,1.1624806,1.0639688,0.0,0.6097639,0.8888377,0.84578997,1.136978,0.15931273,1.075856,0.50933874,0.64718235,1.1872398,1.3447661,0.8855352,1.0955786,0.9384932,1.1388401,1.2375631,0.9965571,1.2072837,0.8525121,1.023935,0.86668766,1.3191261,0.7135165,1.1654849,0.23351687,0.97502416,1.0837444,1.1570181,0.92586267,1.0051239,1.0241977,1.2756304,1.2784114,0.9577373,1.1837416,0.8511261,1.2020668,1.1964619,1.1872208,1.0672171,0.7604022,0.9593774,0.63333654,1.1849016,1.1116393,1.2772993,0.8269675,1.1341469,0.9856976,1.2639108,0.92348665,1.2689312,0.8353332,1.34278,0.74709237,1.0229262,1.071778,1.2658223,0.49372566,1.2709298,0.70338285,0.80268824,0.6489022,1.237436,1.1722088,1.0916132,0.3756113,1.374291,0.75234187,1.0766392,1.1218739,0.8861699,0.72567105,1.0855756,1.1018922,1.006884,0.89762455,1.2387455,1.385026,1.2603877,1.2334902,1.1765736,1.2289788,0.7702939,0.79464906,0.90371853,1.0227861,1.1053411,0.8463775,1.059944,0.7560538,0.82320005,1.0181221,0.9664642,0.88006663,0.65593696,0.62738293,0.8777596,0.60507774,1.3435364,0.86736774,0.80207,1.0363909,0.9901871,0.60823554,1.2486912,1.1157973,1.3039006,0.5544073,1.1367987,0.8761358,1.2202051,0.94786024,1.1496706,0.5637995,1.136999,1.018244,0.599067,0.91434634,1.1693478,1.0883374,1.0611141,1.3028368,0.9178342,0.63486755,1.0466204,0.95135057,0.85979354,0.7291833,0.77825594,0.99722666,1.0827198,0.9398928,0.5441396,0.8764555,1.0469643
bowl,1.2649384,1.164079,0.95875293,1.2210866,0.89130795,0.7886154,0.8136055,0.70459646,0.7676704,1.2024919,1.2162621,0.96412927,1.0853622,1.2302481,1.1468804,1.2148906,1.0079935,0.9990232,0.6097639,0.0,0.87241924,0.71629333,1.0542878,0.44401145,1.0891918,0.6614435,0.9489548,1.1144258,1.3167567,1.127512,0.731951,0.92363673,1.0590763,1.2167169,0.6598456,1.0422637,0.76248264,0.9169829,1.1011331,1.2108618,0.95505005,1.0926214,0.28426552,1.1381088,0.7692072,1.1655873,1.1692224,1.1552274,1.0577626,1.2328354,1.1800458,0.86573434,1.2146953,0.9709224,1.1909758,1.1259729,1.038486,1.0532055,0.9369399,1.17269,0.67353857,1.0228468,1.0398588,1.0862195,0.89223534,1.149788,1.0594972,1.2632873,0.79664123,1.3204728,0.6799563,1.1569638,1.0619875,1.14504,1.1374152,1.305372,0.90118504,1.1810043,0.7938732,1.0836546,0.7677734,1.1916509,0.9123368,0.6428035,0.7513237,1.2087877,1.0914145,1.0296128,0.9700085,1.0694544,0.68990403,1.1814566,1.1926178,0.97652304,0.87217546,1.2284513,1.3169663,1.297604,1.1189258,1.205465,1.1482936,0.97395283,0.96747565,1.0766397,0.7601802,1.1206149,1.1339884,0.8466051,0.9172331,0.22957027,1.1117109,1.0250125,0.9147899,1.0855507,0.7319419,0.9307601,0.9817802,1.1508548,0.9968363,0.7895745,0.53672516,0.98582673,0.88144976,1.2714486,0.9823776,1.3210121,0.53563654,1.144873,0.49610198,1.2235253,1.1023717,1.169659,0.6891129,1.184205,0.49037874,0.51935387,0.8321203,1.119419,1.0170841,1.2056696,1.3071781,0.7597321,0.55156505,1.2249851,0.94642776,0.96157205,1.0181077,0.8784281,0.43890262,1.0413452,1.0683668,0.9620761,1.0709313,1.1255744
box,0.86883855,1.2540683,1.3745475,0.95232105,1.234519,1.2375238,0.84277713,0.4869542,0.62393165,1.1750501,0.60195905,1.2191709,0.912662,0.88524735,0.99928766,0.67844266,0.847113,0.35870636,0.8888377,0.87241924,0.0,1.2332968,1.1717608,0.7958772,0.8589911,0.9299326,1.0944515,1.4113765,1.128226,0.8683791,0.9713187,0.84972465,0.66718733,1.0288488,1.1995609,0.8167554,1.0445061,0.9628654,0.7508184,1.1639941,1.3121934,0.59289634,0.97996914,0.98218024,0.83873826,0.97711116,0.97987497,0.80296075,0.7325231,1.039851,1.0970564,1.3821044,1.0764359,1.2154561,0.98753697,1.3724197,0.7406344,1.2760024,1.0472023,1.3537207,1.1335918,0.86910063,0.6318965,0.93013936,0.6705775,1.2738724,1.2937939,1.2209256,1.0729194,1.1020725,0.9307302,1.0680208,1.222071,0.95732665,1.1145749,0.9943105,1.0236096,1.1321288,1.1290776,0.7071239,1.0346506,1.1066273,0.9768614,1.1106741,0.8122249,1.0427519,0.7511038,1.1979861,1.127845,1.3598247,1.001864,1.2831392,1.2790532,1.3295144,0.7100816,1.1198143,0.9925917,1.161574,0.4317348,1.1855042,0.8714046,1.2472806,1.2494601,1.0788057,1.3171413,0.9902448,1.1623108,1.1533477,0.9336072,0.8100172,0.9594956,1.383211,1.2007186,1.1293572,0.53294015,1.2913646,0.72185516,1.0593196,1.0829442,0.963849,1.0925751,0.94884956,1.0307046,1.0052947,0.6993245,1.0814445,1.0615326,0.7695282,0.727803,1.1197593,1.4408536,1.03096,0.8944537,1.2745037,1.0326183,1.1611382,0.93115735,1.0165764,1.2856423,0.65749484,0.9996852,0.7617966,1.0841657,1.333041,1.2818068,1.196599,1.0751382,1.1028278,0.727203,0.89108247,0.96675843,0.8508841,1.3667916,0.8422885
bread,1.1891434,0.85504395,0.602222,1.3259488,0.66920495,0.7706559,0.84810126,1.165143,1.2653687,1.2959123,1.522479,0.9086104,1.2911698,1.3518095,0.9609226,1.4448326,1.3053411,1.1823952,0.84578997,0.71629333,1.2332968,0.0,1.0813718,0.961491,0.9917205,0.8712084,0.7949297,0.8482366,1.3709886,1.3406743,0.7602414,1.0662556,1.3355237,1.2264518,0.75704944,1.3160561,0.4731834,1.0286586,1.2111243,0.91532564,0.75383824,1.507135,0.7732204,1.000131,1.1253709,0.9521896,0.9000585,1.3548658,1.0884386,1.2792526,1.1266191,0.40660113,1.2277272,0.7436189,1.1274645,0.9034337,1.1778282,0.8440351,0.76454985,0.8756521,0.43283665,0.89285624,1.1657753,1.2879393,1.3545952,0.96179634,0.8762536,1.2959311,0.9067467,1.195814,0.35404694,1.1558473,0.7343338,0.9776734,1.1708353,1.4020655,0.64777327,1.3880084,0.6813611,1.3377278,0.76920784,1.3280213,0.99981976,0.79913914,1.0423557,1.2678903,1.0152249,0.8753743,0.57990205,0.72275126,0.67411184,0.9713427,0.991641,0.4508142,1.1314559,1.054482,1.4116919,1.3842225,1.3562562,1.1071804,1.0860198,0.7585899,0.7478941,0.7350073,0.5014794,0.958903,0.8647518,0.5611156,1.1004678,0.7498008,0.9401281,0.37669837,0.3132168,0.9765676,0.9879336,0.75766975,1.0287858,1.0927635,0.72976017,0.45462734,0.7354449,1.0661958,0.81262875,1.3743889,1.3242363,1.3601892,0.78147453,1.380281,1.1743368,1.3653721,0.7292425,1.2618263,0.53797346,1.1494738,0.74435496,0.48607302,1.0452142,1.2141199,0.7524028,1.3265401,1.3592361,1.2098963,0.61467016,0.87746036,0.76637685,0.9175285,0.990828,0.6895906,1.0454174,1.182803,1.1170294,1.2055929,0.74181664,1.3529553
broom,1.0845563,0.89520395,0.83646667,1.10056,0.9779541,0.99463755,0.97992486,0.98951584,1.1552579,1.0456833,1.2426732,0.8076991,0.8504411,1.2377303,1.0974827,1.2511611,1.0543704,1.1592704,1.136978,1.0542878,1.1717608,1.0813718,0.0,1.1348206,1.0219837,0.9053916,0.9542191,0.70847034,1.12792,0.9028604,1.0218619,1.0892185,1.0669515,1.0447265,0.8756619,1.069693,1.140168,1.0104119,1.0711035,0.67017454,0.7429209,1.1551954,1.0393262,1.0084509,0.9471707,1.1230037,1.0904274,1.0784221,0.70086914,1.2286968,0.8184169,0.93181205,1.036981,0.99673927,1.1661702,0.8156965,1.1245493,0.8193026,0.77392876,0.8858315,0.83402103,0.9402628,1.161455,1.0321558,1.1405246,1.0196819,0.92697054,1.0092722,0.90794295,1.1745716,1.1398621,1.052402,1.0236851,1.0905614,0.61366576,1.1124872,0.92464465,1.1558179,0.6456678,0.88757646,1.0181042,1.0239561,1.0122592,0.7921076,1.2066066,1.0123849,1.0000396,1.0726653,1.0830321,0.9393392,1.075067,0.81897783,0.97022736,0.930086,1.1936392,1.0139624,1.1367435,0.96070886,1.1875588,1.0591521,1.0895058,0.66157556,0.63165,1.0364683,0.6683196,1.0362029,0.7659385,0.9756403,0.83287925,0.95520777,1.1304089,0.93716806,0.92533845,0.9043803,0.9551202,0.8509649,1.0117959,0.99607694,0.8402855,1.214149,0.85743225,1.0142716,1.0526596,1.2125902,1.1458988,1.0390835,0.8566213,1.1029695,1.0521679,1.0884445,0.7119099,1.0706713,1.0330403,0.6561266,0.96403307,0.7851941,0.90722305,0.62108064,0.8246974,1.1161252,1.1504334,1.1457458,1.0189831,0.91316426,0.8165615,0.92489696,0.89923537,0.91570854,1.097849,1.0749578,0.88701576,0.91848904,0.88195926,1.0926814
bucket,1.3219978,1.1068332,1.0889575,1.1833347,0.9498903,0.77762747,0.85142916,0.657515,0.8454885,1.2139579,1.1831901,0.9787184,0.8973899,1.2783946,1.1477369,1.249082,0.9451884,1.0564078,0.15931273,0.44401145,0.7958772,0.961491,1.1348206,0.0,1.0818443,0.42384112,0.8046763,1.2275324,1.3034222,0.7984108,0.9901319,0.97206414,1.0160019,1.1761847,0.92372024,1.0593914,0.85518056,0.9641315,0.82179195,1.3066826,1.0018604,0.9534334,0.23287165,1.0587289,0.8725398,1.1382227,0.95870215,0.9533841,1.0089406,1.2231324,1.1812323,1.108196,1.215998,1.0536476,1.2238662,1.2585791,1.0952694,1.1089382,0.88787913,1.1983566,0.76671576,1.129482,1.1149045,1.1747371,0.72921467,1.2366018,0.96074206,1.2518148,0.89063877,1.2999879,0.86660635,1.2750684,0.89681315,1.0581564,1.012829,1.2299789,0.6854621,1.1083689,0.8685087,0.7164432,0.77194333,1.1584737,1.0602963,0.9489766,0.321046,1.2058088,0.8202096,1.0953379,1.0687987,1.1565373,0.6889469,1.2204497,1.2165684,1.1355633,0.77545315,1.2315099,1.307068,1.2078239,1.1700153,1.1928825,1.2029068,1.0180339,0.9987732,0.95785654,1.0571239,1.0878078,0.94155616,1.088969,0.68353766,0.7167655,1.0446931,1.1593683,0.9657829,0.76063216,0.6087135,1.0130829,0.61895066,1.266503,0.9748951,0.9226539,0.9137651,0.8619853,0.69155,1.198842,0.8730131,1.2222867,0.55406636,1.0663223,0.6346682,1.122754,1.1449888,1.1666299,0.6808333,1.1766717,0.9019606,0.6661951,0.8340238,1.1387389,1.0955673,0.9566484,1.2742503,0.8432746,0.636071,1.2137455,1.0348558,0.9349037,0.7383539,0.91481775,0.8666365,1.101103,0.95842135,0.49477178,1.1410121,1.0107096
