,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,chips,clock,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,jar,knife,ladder,lamp,milk,mitten,muffin,nail,napkin,necklace,orange,oven,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,sock,soup,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
spoon,1.0586572,1.1221328,1.2117269,1.1176885,1.1294565,1.1346701,0.9501466,0.9151786,1.2578031,1.2978754,1.2184612,1.3133676,1.0631822,1.1152973,1.0963607,0.46973366,1.0026313,0.8613817,0.9739485,1.1172404,1.0443714,1.0932102,1.21405,0.89900684,0.95524585,0.7788642,1.333693,0.8863933,1.0152947,1.154321,0.96022356,0.67840135,1.0855205,0.9760062,1.1739969,0.8661032,1.0221522,1.0017388,1.0335951,1.0083337,0.67583,0.8821738,1.1699485,0.4073128,0.6522072,0.7828169,1.0191104,1.0281708,1.0813221,0.9837062,1.1472055,0.9979861,1.0808548,0.7874251,0.522754,1.1777129,0.94731987,0.98054516,1.0547496,1.0490552,1.1207564,1.030506,1.0578277,1.0964484,1.024518,1.0203938,0.9374341,1.0019768,1.174082,0.88025796,1.1341207,0.4737804,1.1315371,1.1229614,1.0622573,0.86552495,1.2136195,0.96141887,0.7331335,0.8175702,1.2408367,1.0047451,0.42017823,0.85892475,1.0775272,1.1017376,1.0295012,0.77766705,0.0,0.9751237,1.2145861,1.1659681,0.8931312,1.0384526,1.0326198,1.0233262,0.9920321,0.8949566,0.87189156,1.0424855,1.1890312
sprinkler,1.0373526,1.0864607,0.9652952,0.8878638,1.1580915,1.129107,1.2671554,0.8444469,0.97716564,0.93548816,0.85462135,1.0182225,0.6370771,1.0676317,1.1379793,0.95552754,1.0833044,1.1381724,1.01412,1.2107794,0.3911149,0.8945979,1.064791,1.0525751,0.602267,0.9733703,0.96841425,1.0064181,1.2727419,0.9750172,1.1492141,0.8710183,0.9373775,0.94009715,1.0502986,1.1110681,1.225281,1.103813,1.0649929,1.1381235,0.91698253,1.144923,1.0860689,1.1131555,0.9744705,0.70833343,1.1293566,0.96380687,0.8895389,0.9668888,1.0742518,1.0650543,1.1664917,0.9873359,1.0842814,1.0173061,0.990779,1.0218215,1.0266796,1.1545763,1.1840581,1.0004988,1.0133388,1.112523,0.9836685,0.94668937,1.1809479,1.2154807,1.0475284,1.0127628,1.0822431,1.0255647,1.1234107,1.1923404,1.1803079,1.1044481,0.86137897,0.99257463,0.8529833,1.1060069,0.95900786,1.1347313,0.8154299,0.9204299,1.3648343,0.40860474,0.98243356,0.8049742,0.9751237,0.0,1.0693277,0.964192,1.11699,1.2880627,1.0533359,0.9691782,1.0396947,1.0897617,0.9906948,1.1110624,0.9873143
sweater,0.93468136,1.2049775,0.52613485,0.86378604,1.0275859,1.1786447,1.2485881,0.9201721,0.87547445,0.7144455,0.64616007,0.6418126,1.024052,1.0735635,1.2067366,1.231628,1.0917685,1.2701323,1.1360548,1.0112878,1.0665809,0.89721376,0.79669106,1.1986781,1.2531896,1.3019931,0.62887955,1.1325278,1.0478789,0.8772274,1.2402068,1.182122,1.0027232,1.1006352,0.8287937,1.036915,0.9434108,0.9368207,0.6708838,0.94514304,0.95086086,1.0481031,0.78085446,1.2302992,1.2683969,1.1904025,0.94219345,1.097809,0.88403904,1.2878327,0.6712601,0.82333386,0.7398205,1.3106604,1.1505853,0.85253304,0.91995573,1.2347747,0.9214356,1.0770682,1.0211841,1.1581784,0.76516646,1.2244828,0.98662305,0.96722686,1.0672936,0.8338933,0.7312437,1.1488351,0.8728874,1.214792,1.1906003,1.0403537,1.191736,1.1280458,0.733369,1.1089584,1.0820906,1.0072577,0.5618429,0.98475903,1.085628,0.9146275,0.8764386,0.92921495,0.9624173,1.1259494,1.2145861,1.0693277,0.0,0.9662472,1.2079133,0.8908652,1.1093827,1.1293968,1.254203,0.96211517,1.0391746,1.1844889,0.78617406
table,0.9829192,1.2356257,0.6931747,0.9443033,1.26699,1.2500092,1.070678,0.4683063,0.08636385,0.6360582,0.65436137,0.47229534,1.0419598,1.2650638,1.3409454,0.9977504,0.8410684,1.1861826,1.06465,1.2921662,0.90461314,0.7256596,1.0696218,1.0636468,1.3163294,0.8792412,0.59313303,0.89576757,1.5081723,0.90160525,1.3153164,0.99136585,0.77848035,1.030554,0.7619045,1.138417,1.2872645,1.3459011,1.0370675,1.3410962,1.1080458,1.4458051,1.1730349,1.1785563,1.1317759,1.2937363,1.2271228,0.8634115,1.0935607,1.3228652,1.0310751,1.0074942,1.2907931,1.0371395,1.3026267,0.65731263,1.3996483,0.8754423,0.7762302,1.4012859,1.3081965,0.62386787,1.3680902,1.2271839,0.91459703,1.0008774,1.3812485,1.4046382,1.1975682,0.909173,1.2571638,0.8200568,1.2496281,1.0526603,1.0479453,1.258903,0.6167444,0.7756337,0.9482961,1.2117983,0.64924467,1.0907992,1.0012546,0.49082577,1.463528,0.91163486,0.78597,0.928417,1.1659681,0.964192,0.9662472,0.0,1.2130703,1.3979324,1.3261487,0.5813085,0.9192891,0.79758835,1.2050653,1.3522265,0.8304207
tape,0.9825203,0.78482103,1.3672018,1.1477457,0.8139163,0.7813881,0.86743534,1.241165,1.2226129,1.3097124,1.394673,1.3254514,0.954545,0.69486654,0.75174344,0.78189427,1.000955,0.69360137,0.9336606,0.8836826,1.0416273,1.227868,0.95310444,0.93609565,0.7367436,1.0623652,1.3793846,1.0686315,0.6505592,1.1813121,0.74409056,1.0332968,1.2071129,1.1823633,1.18907,0.8749097,0.96594685,0.9509909,1.0344404,0.9944532,1.1704376,0.8490343,1.1236932,0.7461766,0.81945515,0.9130067,1.0291547,1.0694557,1.1045687,0.6535894,1.2312714,1.2818522,0.92059493,0.86434925,0.6657298,1.2010972,0.84770715,1.0586488,1.0790533,0.90493166,0.8827338,0.9935306,1.1311965,0.7502512,1.1291333,0.9896768,0.841371,0.79476535,1.1211193,1.019003,1.0384202,0.70798266,0.7658565,0.9195491,0.88215965,0.91391873,1.3170929,1.1187638,1.0483625,0.8688472,1.343906,1.0430416,1.1026964,1.2067332,0.7923535,1.1039191,1.0614293,1.0523967,0.8931312,1.11699,1.2079133,1.2130703,0.0,0.95324033,0.83686924,1.0398484,0.9684799,0.92330045,1.0995483,0.81633186,0.9741905
toe,1.1098403,0.88647366,0.98396754,0.8570713,0.811352,0.91578484,0.97647643,1.3585894,1.3282846,1.1593597,1.1044856,1.1669292,1.0517778,0.8547777,0.9068617,1.0784307,1.2502314,0.9535353,0.9199672,0.72224164,1.2879202,1.2528007,1.0071801,1.0610647,0.9964292,1.244976,1.1743304,1.2128866,0.63662374,1.202825,0.7687268,1.2194037,1.1966306,0.77932453,1.2110422,1.0112467,0.43153095,0.5844106,1.0609658,0.40065956,1.0572786,0.6787429,0.71995676,0.9632741,1.0417883,0.9474675,0.63109577,0.9038731,1.0562749,0.86877793,0.84327567,0.6337331,0.74482375,1.0935035,0.7790912,1.2652156,1.004096,1.1926634,1.0699427,0.47909993,0.830981,1.1599863,0.6051762,0.88837445,1.1793352,1.1513996,0.8226093,0.78072333,0.78793705,1.212716,0.8551661,1.18332,0.89714074,0.84374523,0.9360801,0.8370671,1.308826,1.270395,1.2396543,0.79112875,1.0262675,0.77637345,1.1054173,1.3545275,0.48218668,1.3085874,1.1136985,1.200345,1.0384526,1.2880627,0.8908652,1.3979324,0.95324033,0.0,0.90733176,1.2088802,1.0207071,1.0746231,0.9555483,0.75281596,1.2059505
toothbrush,1.1027538,0.8305395,1.304024,1.1005597,0.38954222,0.87796474,0.8904804,1.2640492,1.2832069,1.3357133,1.3943572,1.3848009,0.94583833,0.78247,0.39373744,1.0492164,1.1714526,0.96950513,1.0675734,0.86878526,1.0452403,1.2034814,1.0123098,1.2724801,0.6958243,1.166028,1.353256,1.2310749,0.37145865,1.2480692,0.58585477,1.0671543,1.2091199,1.2227321,1.1504711,0.8704709,0.9943368,0.8216866,1.0179099,0.91255546,0.8907474,0.6080086,0.99188375,0.76694536,0.9205764,0.86941683,1.0469242,1.1933026,0.9552371,0.70947486,1.1680622,1.2032814,0.93709236,0.99685186,0.63984376,1.2778202,0.4598415,1.0486256,1.1855847,0.84355175,0.38457835,1.1361086,0.99061006,0.86419994,1.0962644,0.9810689,0.31690753,0.4816363,0.9730868,1.1825993,0.6727545,1.077116,0.8565191,0.87233245,0.8693955,0.8543447,1.230803,1.2705905,1.2457402,0.88501954,1.2958009,1.1723908,1.2161139,1.2422719,0.6291483,0.9786554,1.1873163,1.1804007,1.0326198,1.0533359,1.1093827,1.3261487,0.83686924,0.90733176,0.0,1.1496346,1.0114633,1.1603781,0.8911375,0.4364617,1.0591503
towel,0.8839606,1.1877203,0.96883917,1.0809139,1.158788,1.2060639,0.97613704,0.94334733,0.5943563,0.886006,0.8158045,0.73973095,1.0932453,1.1441954,1.1368603,1.0774188,0.77591884,1.0020365,0.889625,1.1819777,1.0427073,1.0054244,1.006753,0.9642802,1.1401831,0.7986028,0.9045489,0.93298334,1.3128349,1.0204402,1.1064923,0.95618653,0.9983481,0.8370717,0.97618574,1.0614151,1.2092017,1.1199882,0.96998125,1.1742399,1.1649851,1.3126385,1.3164775,1.0413799,0.9322727,1.0501558,1.2257591,0.75195986,1.0693911,1.0217941,1.152313,1.062337,1.1308439,0.83495617,1.1726353,0.96952975,1.095818,0.785045,0.7051692,1.2256892,1.1929458,0.021751523,1.2115837,1.1699017,0.88788635,0.8514047,1.1985583,1.3017223,1.1566666,0.9214547,1.2680907,0.98150265,1.203788,0.89652306,0.9506385,1.1588347,1.0243393,0.9994869,0.964547,1.0612519,1.0218791,0.9542768,1.0936463,0.92452085,1.1812603,1.1084508,0.7645588,1.0199443,1.0233262,0.9691782,1.1293968,0.5813085,1.0398484,1.2088802,1.1496346,0.0,0.871518,1.0743763,1.1160744,1.212374,0.94698673
toy,1.0449995,0.84048194,1.1762906,0.84510833,0.9258431,0.8718432,0.8228546,1.0652609,0.9306562,1.0463603,1.1530715,1.0838382,0.99607027,1.0684483,0.8665749,0.92089456,1.0275514,1.0480516,0.79264486,1.0435352,1.1019272,0.94974977,1.1465573,1.0609392,0.9838278,0.8416156,1.0743372,1.1338698,1.068109,1.1430383,0.8596787,0.8910934,0.94322944,0.82170033,1.1497889,1.0704517,1.0565296,1.1659453,1.0104169,1.1115003,1.0661285,1.0791535,1.1410923,0.9438897,0.82708657,1.0366964,1.0814564,0.79688704,1.1036919,0.92258465,1.1339391,1.1224868,1.1640297,0.8941623,0.96046096,1.0940125,1.152725,0.9034029,0.85602516,0.99915135,1.0656444,0.8144688,1.2201176,0.87146354,1.0613368,1.1990347,1.1156623,1.1343888,1.2221087,1.1082876,1.1000885,0.9935654,0.8769467,0.8036803,0.7249167,0.90371406,1.0921855,1.1144909,1.0487303,1.0973384,1.1461418,0.96980023,1.1219748,1.0910444,1.0772377,1.1124064,0.828709,0.98318434,0.9920321,1.0396947,1.254203,0.9192891,0.9684799,1.0207071,1.0114633,0.871518,0.0,1.14681,1.0534617,0.97495306,1.2068245
tray,1.0688813,1.1104834,1.0152222,1.2541736,1.2200766,1.0748464,0.9708594,0.77201325,0.88392806,1.0016502,1.0126997,1.0145028,0.9167919,0.5629661,1.1259732,0.620033,0.85969305,0.82719606,1.0175375,0.74458104,1.0517148,1.1332052,0.647593,0.9031071,1.0986397,1.0108472,0.930555,0.7933611,1.0607272,0.88653934,1.0302156,1.0282274,1.1517274,1.1987331,0.95678097,0.9452669,1.0355464,1.1318516,1.1642208,1.1843982,1.1237571,1.0486515,1.0022069,0.99535674,1.206371,1.2021313,1.1220939,1.2368904,0.79297894,1.1270056,1.0964566,1.0999053,0.95966387,1.0337737,0.77059734,0.93409467,1.1509585,1.0099225,1.2324344,1.1360795,1.1685119,1.073789,1.0475423,1.0407,0.99975985,0.9711887,1.1886392,1.1050228,0.714592,0.8200868,0.88391304,0.40746367,1.0716894,1.0334923,1.0389766,1.1033081,0.90481186,0.7758916,1.0217899,0.9361269,0.9941541,0.74377316,0.9052123,0.7189111,0.9813623,1.0668647,1.241227,1.0664195,0.8949566,1.0897617,0.96211517,0.79758835,0.92330045,1.0746231,1.1603781,1.0743763,1.14681,0.0,1.1284275,1.2520423,0.92826444
vacuum,1.0231452,1.1524757,1.052585,1.1697963,1.1041799,1.1568708,0.85476124,1.2214596,1.1296265,0.8938256,0.99143386,1.0510259,1.0105247,0.9186616,0.84630966,1.260739,0.8116616,1.1847019,0.98498183,0.73126584,0.9439932,1.0423847,0.80926704,1.1266736,0.9733919,1.0817436,0.9247761,1.1360887,0.8829897,0.8612354,0.9228234,1.2791667,0.9484546,0.91728973,0.8723204,0.74606097,1.0528691,0.98465556,1.0664438,0.8492683,1.0223979,0.688905,1.043201,0.769565,0.9014332,0.7362991,1.0180112,0.9678651,0.9865599,0.9329093,1.0934999,1.0765252,0.9087262,0.96682644,0.8746901,0.82182467,0.7076726,0.96491414,1.0218015,1.0164381,1.0016457,1.1332254,0.83063066,1.1767023,0.68521225,0.8555049,0.84792876,0.9110926,0.9018222,1.2098826,0.821898,1.2584457,1.150821,0.88267374,0.91733944,1.1031253,0.93371004,1.1557083,1.2464913,0.76760125,1.0242043,0.8590023,0.9629086,1.2217219,0.83212507,1.0742805,0.9870575,1.2598616,0.87189156,0.9906948,1.0391746,1.2050653,1.0995483,0.9555483,0.8911375,1.1160744,1.0534617,1.1284275,0.0,0.9339903,0.95640516
watch,1.2325646,0.6313099,1.3978906,1.0293348,0.43335646,0.66166675,0.8510741,1.3679556,1.3071173,1.3410277,1.433044,1.3835777,0.86206275,0.74604106,0.34777248,0.97922546,1.2894692,0.9319128,0.98584366,0.7334855,1.0941029,1.1921059,1.2085522,1.199832,0.6145681,1.2057229,1.3895708,1.2739513,0.28452206,1.3209944,0.4947958,1.1328514,1.1673698,1.1188034,1.2988687,0.9653405,0.8621761,0.8270514,1.0272214,0.92271304,0.9572852,0.6180578,0.89878434,0.85796607,0.961347,0.9313729,0.90376127,1.1651489,1.0966829,0.64441013,1.1712928,1.2706726,0.9451479,1.0280398,0.7182088,1.3950994,0.6322488,1.1678531,1.217268,0.52705574,0.22923076,1.1781449,0.9206234,0.63402414,1.3210194,1.203945,0.26662886,0.44919378,1.0078368,1.2236426,0.6760234,1.1563039,0.6338396,0.7716326,0.79900014,0.70924217,1.3921626,1.2772763,1.2432786,0.8916187,1.3295702,1.0584273,1.195118,1.3565116,0.5247662,1.1170747,1.1938438,1.1768591,1.0424855,1.1110624,1.1844889,1.3522265,0.81633186,0.75281596,0.4364617,1.212374,0.97495306,1.2520423,0.9339903,0.0,1.1851376
window,0.8058948,1.249433,0.8576118,1.0625427,1.0543282,1.2410233,0.8734032,0.8685414,0.7555897,0.8922172,0.9248084,0.7388655,0.9481362,1.0931056,1.0936155,1.2291917,0.7729564,1.2483705,1.1992155,1.0181209,0.9493232,0.86947584,0.84078765,1.2009858,1.1189655,1.1776842,0.8676519,1.1033756,1.1615402,0.8165053,1.2308178,1.142051,0.9845155,1.30835,0.3397873,0.65321064,1.20453,1.1277312,0.74750066,1.1577513,1.1051127,1.1048833,1.0896809,0.972231,1.1515635,1.0398228,1.0472919,1.094877,1.0423237,1.1079047,0.82641524,1.0413584,0.9846553,1.1117896,1.1662474,0.7034024,0.79629517,0.9555886,0.9200572,1.3139684,1.1157075,0.97854674,1.1520739,1.2720551,0.73726153,0.73005986,1.1205308,1.0394514,1.0800573,1.112684,1.0334255,1.049913,1.2426869,1.0638554,1.0411267,1.2215438,0.6533253,1.0765939,1.1385628,1.0788589,0.82184625,1.1577512,1.1031805,0.8572579,1.148312,0.74307907,0.9700215,1.109585,1.1890312,0.9873143,0.78617406,0.8304207,0.9741905,1.2059505,1.0591503,0.94698673,1.2068245,0.92826444,0.95640516,1.1851376,0.0
